user_id,anime_id,rating
786,44,10
786,90,10
786,91,10
786,121,10
786,173,10
786,239,10
786,372,10
786,396,10
786,430,10
786,578,10
786,719,10
786,969,10
786,1482,10
786,1557,10
786,1842,10
786,2238,10
786,2685,10
786,4081,10
786,4898,10
786,5300,10
786,6211,10
786,7711,10
786,10087,10
786,10379,10
786,11665,10
786,11741,10
786,22145,10
786,32983,10
786,57,9
786,93,9
786,135,9
786,177,9
786,182,9
786,232,9
786,345,9
786,371,9
786,393,9
786,627,9
786,645,9
786,1065,9
786,1264,9
786,1462,9
786,1575,9
786,1827,9
786,2035,9
786,3226,9
786,4477,9
786,5028,9
786,5941,9
786,6547,9
786,6811,9
786,10162,9
786,13349,9
786,20507,9
786,22535,9
786,25013,9
786,27821,9
786,28701,9
786,30370,9
786,30503,9
786,31812,9
786,32995,9
786,35382,9
786,36649,9
786,17,8
786,22,8
786,45,8
786,81,8
786,97,8
786,102,8
786,104,8
786,106,8
786,142,8
786,149,8
786,156,8
786,164,8
786,169,8
786,183,8
786,202,8
786,249,8
786,290,8
786,356,8
786,397,8
786,437,8
786,450,8
786,531,8
786,558,8
786,747,8
786,953,8
786,1006,8
786,1019,8
786,1020,8
786,1023,8
786,1024,8
786,1144,8
786,1250,8
786,1265,8
786,1266,8
786,1327,8
786,1571,8
786,1698,8
786,1699,8
786,2077,8
786,2915,8
786,3092,8
786,3210,8
786,3655,8
786,4353,8
786,4722,8
786,4814,8
786,5029,8
786,5114,8
786,7655,8
786,9065,8
786,11111,8
786,18507,8
786,22297,8
786,23317,8
786,35062,8
786,5,7
786,7,7
786,27,7
786,47,7
786,49,7
786,64,7
786,123,7
786,132,7
786,145,7
786,155,7
786,161,7
786,251,7
786,300,7
786,322,7
786,334,7
786,355,7
786,381,7
786,401,7
786,447,7
786,452,7
786,499,7
786,507,7
786,520,7
786,530,7
786,532,7
786,553,7
786,690,7
786,733,7
786,740,7
786,853,7
786,861,7
786,957,7
786,996,7
786,997,7
786,1041,7
786,1042,7
786,1043,7
786,1072,7
786,1154,7
786,1239,7
786,1324,7
786,1384,7
786,1484,7
786,1579,7
786,1614,7
786,1914,7
786,1974,7
786,2417,7
786,2904,7
786,3358,7
786,3366,7
786,3375,7
786,4080,7
786,6895,7
786,6922,7
786,7058,7
786,8063,7
786,9232,7
786,9926,7
786,11123,7
786,12695,7
786,22265,7
786,28249,7
786,32899,7
786,1,6
786,46,6
786,50,6
786,51,6
786,243,6
786,292,6
786,304,6
786,365,6
786,446,6
786,449,6
786,451,6
786,495,6
786,621,6
786,633,6
786,730,6
786,732,6
786,741,6
786,807,6
786,815,6
786,819,6
786,850,6
786,883,6
786,977,6
786,1036,6
786,1190,6
786,1448,6
786,1804,6
786,1909,6
786,2097,6
786,2112,6
786,2148,6
786,2218,6
786,2286,6
786,3007,6
786,3392,6
786,3595,6
786,5717,6
786,5902,6
786,6187,6
786,8634,6
786,20,5
786,124,5
786,238,5
786,380,5
786,439,5
786,526,5
786,544,5
786,746,5
786,755,5
786,1005,5
786,1101,5
786,1107,5
786,1216,5
786,1217,5
786,1283,5
786,1532,5
786,1637,5
786,1640,5
786,1775,5
786,1908,5
786,2022,5
786,2782,5
786,3322,5
786,3568,5
786,5719,5
786,5784,5
786,12461,5
786,736,4
786,752,4
786,2220,4
786,2592,4
786,2971,4
786,5835,3
786,12445,3
