index,rec_1,rec_2,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_3
3213,Ashita no Joe,Hajime no Ippo,,,,,,,,Rintarou:Director,"Nagaoka, Akinori:Episode Director","Ozeki, Masayuki:Episode Director","Yukimuro, Shunichi:Script",Ganbare Genki,#1801,#9987,"2,924",1,0,0,"['Rintarou', 'Director'], ['Nagaoka, Akinori', 'Episode Director'], ['Ozeki, Masayuki', 'Episode Director'], ['Yukimuro, Shunichi', 'Script']","Episodes, 
  35","Status, 
  Finished Airing","Aired, 
  Jul 16, 1980 to Apr 1, 1981","Premiered, 
Summer 1980","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ComedyComedy,         SportsSports","Theme, 
Combat SportsCombat Sports","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.511 (scored by 749749 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/23774/Ganbare_Genki,
1737,,,,,,,,,,"Yuyama, Kunihiko:Episode Director","Nishimura, Junji:Episode Director","Yamada, Yuzo:Episode Director","Shudou, Takeshi:Script",Uchuu Senshi Baldios,#7247,#10278,"2,663",4,0,1,"['Yuyama, Kunihiko', 'Episode Director'], ['Nishimura, Junji', 'Episode Director'], ['Yamada, Yuzo', 'Episode Director'], ['Shudou, Takeshi', 'Script']","Type, 
TV","Episodes, 
  34","Status, 
  Finished Airing","Aired, 
  Jun 30, 1980 to Jan 25, 1981","Producers, 
Kokusai Eigasha","Licensors, 
Discotek Media","Studios, 
Ashi Productions","Source, 
  Unknown","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         SpaceSpace","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.421 (scored by 597597 users)
      


1
          indicates a weighted score.",Sequel:: /anime/4371/Uchuu_Senshi_Baldios_Movie,
9906,,,,,,,,,,"Terada, Kenji:Episode Director","Yotsuji, Takao:Episode Director","Yoshida, Hiroshi:Episode Director","Pierpont, James Lord:Theme Song Composition",Sue Cat,#4573,#14086,815,0,0,0,"['Terada, Kenji', 'Episode Director'], ['Yotsuji, Takao', 'Episode Director'], ['Yoshida, Hiroshi', 'Episode Director'], ['Pierpont, James Lord', 'Theme Song Composition']","Status, 
  Finished Airing","Aired, 
  Jun 4, 1980 to Dec 28, 1980","Premiered, 
Summer 1980","Broadcast, 
    Unknown","Studios, 
Knack Productions","Source, 
  Other","Genre, 
AdventureAdventure","Themes, 
AnthropomorphicAnthropomorphic,         MusicMusic","Duration, 
  13 min. per ep.","Rating, 
  PG - Children","Score, 
6.921 (scored by 250250 users)
      


1
          indicates a weighted score.","Ranked, 
  #45732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14086",,
3069,,,,,,,,,,"Nishizaki, Yoshinobu:Producer","Yoshida, Tooru:Producer","Matsumoto, Leiji:Director","Katsumata, Tomoharu:Director",Yamato yo Towa ni,#6045,#9099,"3,938",1,0,0,"['Nishizaki, Yoshinobu', 'Producer'], ['Yoshida, Tooru', 'Producer'], ['Matsumoto, Leiji', 'Director'], ['Katsumata, Tomoharu', 'Director']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 2, 1980","Studios, 
Toei Animation","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MilitaryMilitary,         SpaceSpace","Duration, 
  2 hr. 28 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.631 (scored by 13461,346 users)
      


1
          indicates a weighted score.","Ranked, 
  #60452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9099","Adaptation:: /manga/33371/Yamato_yo_Eien_ni, Sequel:: /anime/1652/Uchuu_Senkan_Yamato_III, Prequel:: /anime/3071/Uchuu_Senkan_Yamato__Aratanaru_Tabidachi, Alternative version:: /anime/50855/Yamato_yo_Towa_ni__Rebel_3199",
7807,,,,,,,,,,"Horie, Mitsuko:Theme Song Performance",Columbia Yurikago Kai:2nd Key Animation,"Yamaguchi, Yasuo:Planning","Shindou, Mitsuo:Animation Director",Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,#10892,#12809,"1,156",0,0,0,"['Horie, Mitsuko', 'Theme Song Performance'], ['Columbia Yurikago Kai', '2nd Key Animation'], ['Yamaguchi, Yasuo', 'Planning'], ['Shindou, Mitsuo', 'Animation Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 12, 1980","Producers, 
    None found, add some","Source, 
  Original","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Theme, 
Mahou ShoujoMahou Shoujo","Duration, 
  15 min.","Rating, 
  G - All Ages","Score, 
5.661 (scored by 368368 users)
      


1
          indicates a weighted score.","Ranked, 
  #108922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #12809","Members, 
    1,156",Parent story:: /anime/3878/Mahou_Shoujo_Lalabel,
8150,,,,,,,,,,"Mizuki, Shigeru:Original Creator",,,,Gegege no Kitarou: Chisougan,#9555,#12979,"1,108",0,0,0,"['Mizuki, Shigeru', 'Original Creator']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 12, 1980","Studios, 
Toei Animation","Source, 
  Unknown","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy,         HorrorHorror,         SupernaturalSupernatural","Duration, 
  12 min.","Rating, 
  G - All Ages","Score, 
5.981 (scored by 354354 users)
      


1
          indicates a weighted score.","Ranked, 
  #95552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #12979","Members, 
    1,108",Alternative version:: /anime/6971/Gegege_no_Kitarou_1971,
6071,,,,,,,,,,,,,,11-piki no Neko,#9545,#13348,996,1,0,0,,"Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 19, 1980","Studios, 
    None found, add some","Source, 
  Picture book","Genre, 
FantasyFantasy","Duration, 
  1 hr. 23 min.","Rating, 
  G - All Ages","Score, 
5.981 (scored by 280280 users)
      


1
          indicates a weighted score.","Ranked, 
  #95452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13348","Members, 
    996","Sequel:: /anime/6072/11-piki_no_Neko_to_Ahoudori, Other:: /anime/58344/11-piki_no_Neko_Marathon_Taikai",
8372,,,,,,,,,,"Shibayama, Tsutomu:Director","Umezu, Kazuo:Original Creator","Morimoto, Kouji:In-Between Animation","Fukushima, Atsuko:Key Animation",Makoto-chan,#11890,#13399,983,0,0,0,"['Shibayama, Tsutomu', 'Director'], ['Umezu, Kazuo', 'Original Creator'], ['Morimoto, Kouji', 'In-Between Animation'], ['Fukushima, Atsuko', 'Key Animation']","Status, 
  Finished Airing","Aired, 
  Jul 26, 1980","Producers, 
    None found, add some","Licensors, 
    None found, add some","Genre, 
ComedyComedy","Demographic, 
ShounenShounen","Duration, 
  1 hr. 24 min.","Rating, 
  R+ - Mild Nudity","Score, 
5.351 (scored by 267267 users)
      


1
          indicates a weighted score.","Ranked, 
  #118902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13399","Members, 
    983","Favorites, 
  2",Adaptation:: /manga/26146/Makoto-chan,
3801,Shiki,Kyoufu Densetsu Kaiki! Frankenstein,,,,,,,,"Okazaki, Minoru:Director","Yamano, Satoko:Theme Song Performance","Yokoyama, Seiji:Music","Nagaoka, Akinori:Assistant Director",Yami no Teio: Kyuuketsuki Dracula,#13159,#8651,"4,621",2,3,5,"['Okazaki, Minoru', 'Director'], ['Yamano, Satoko', 'Theme Song Performance'], ['Yokoyama, Seiji', 'Music'], ['Nagaoka, Akinori', 'Assistant Director']","Type, 
TV Special","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 19, 1980","Studios, 
Toei Animation","Source, 
  Other","Genre, 
HorrorHorror","Theme, 
VampireVampire","Duration, 
  1 hr. 34 min.","Rating, 
  R - 17+ (violence & profanity)","Score, 
3.741 (scored by 24282,428 users)
      


1
          indicates a weighted score.","Ranked, 
  #131592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #8651",,Tezuka Osamu no Don Dracula
7861,,,,,,,,,,,,,,Versailles no Bara to Onna-tachi,#3918,#9143,"3,876",0,0,0,,"Type, 
Special","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Sep 10, 1980","Studios, 
Tokyo Movie Shinsha","Source, 
  Manga","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Demographic, 
ShoujoShoujo","Duration, 
  24 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.061 (scored by 13371,337 users)
      


1
          indicates a weighted score.","Ranked, 
  #39182

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Full story:: /anime/338/Versailles_no_Bara,
