index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
2167,Kanon (2006),Angel Beats!,Air,Toradora!,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Little Busters!,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,ef: A Tale of Memories.,Hyouka,Suzumiya Haruhi no Yuuutsu,"Hatta, Youko:Producer","Nakamura, Shinichi:Producer","Ishihara, Tatsuya:Director","Tsuruoka, Youta:Sound Director",Clannad,#639,#88,"1,409,107",372,46,57,"['Hatta, Youko', 'Producer'], ['Nakamura, Shinichi', 'Producer'], ['Ishihara, Tatsuya', 'Director'], ['Tsuruoka, Youta', 'Sound Director']","Episodes, 
  23","Status, 
  Finished Airing","Aired, 
  Oct 5, 2007 to Mar 28, 2008","Premiered, 
Fall 2007","Licensors, 
Sentai Filmworks","Studios, 
Kyoto Animation","Source, 
  Visual novel","Genres, 
DramaDrama,         RomanceRomance,         SupernaturalSupernatural","Theme, 
SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.991 (scored by 754315754,315 users)
      


1
          indicates a weighted score.","Ranked, 
  #6392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/2598/Clannad, Alternative version:: /anime/1723/Clannad_Movie, Alternative setting:: /anime/4059/Clannad__Mou_Hitotsu_no_Sekai_Tomoyo-hen, Sequel:: /anime/4181/Clannad__After_Story"
3002,Death Note,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Kakegurui,One Outs,JoJo no Kimyou na Bouken (TV),No Game No Life,Monster,Death Parade,Rainbow: Nisha Rokubou no Shichinin,Yu☆Gi☆Oh!,"Tamura, Manabu:Producer","Nakatani, Toshio:Producer","Takahashi, Ryouhei:Producer","Kobayashi, Mikiko:Assistant Producer",Gyakkyou Burai Kaiji: Ultimate Survivor,#284,#660,"352,881",106,9,10,"['Tamura, Manabu', 'Producer'], ['Nakatani, Toshio', 'Producer'], ['Takahashi, Ryouhei', 'Producer'], ['Kobayashi, Mikiko', 'Assistant Producer']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 3, 2007 to Apr 2, 2008","Producers, 
VAP,       Nippon Television Network","Licensors, 
Sentai Filmworks","Studios, 
Madhouse","Source, 
  Manga","Genre, 
SuspenseSuspense","Themes, 
Adult CastAdult Cast,         High Stakes GameHigh Stakes Game,         PsychologicalPsychological,         Strategy GameStrategy Game","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/3572/Tobaku_Mokushiroku_Kaiji, Sequel:: /anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen, Spin-off:: /anime/37338/Chuukan_Kanriroku_Tonegawa"
2787,Zero no Tsukaima,Zero no Tsukaima: Futatsuki no Kishi,Kaze no Stigma,Toradora!,Ookami to Koushinryou,Seto no Hanayome,Full Metal Panic!,Tenkuu no Escaflowne,Toaru Majutsu no Index,Fate/stay night,"Cook, Justin:Producer","Nakayama, Nobuhiro:Producer","Kawase, Kouhei:Producer","Maruyama, Hiroo:Producer",Shakugan no Shana II (Second),#1645,#768,"308,214",28,6,3,"['Cook, Justin', 'Producer'], ['Nakayama, Nobuhiro', 'Producer'], ['Kawase, Kouhei', 'Producer'], ['Maruyama, Hiroo', 'Producer']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Oct 5, 2007 to Mar 28, 2008","Producers, 
Geneon Universal Entertainment,       ASCII Media Works","Licensors, 
Funimation","Studios, 
J.C.Staff","Source, 
  Light novel","Genres, 
ActionAction,         DramaDrama,         FantasyFantasy,         RomanceRomance","Themes, 
Mahou ShoujoMahou Shoujo,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.551 (scored by 172120172,120 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3074/Shakugan_no_Shana, Prequel:: /anime/355/Shakugan_no_Shana, Spin-off:: /anime/3956/Shakugan_no_Shana-tan_II_Second, Sequel:: /anime/6572/Shakugan_no_Shana_S"
2924,Clannad,Isshuukan Friends.,True Tears,School Days,Kanon (2006),Bakemonogatari,Myself; Yourself,Kimi ga Nozomu Eien,Byousoku 5 Centimeter,Kareshi Kanojo no Jijou,"Kubota, Mitsutoshi:Producer","Kananiwa, Kozue:Producer","Matsuda, Akio:Producer","Oonuma, Shin:Director",ef: A Tale of Memories.,#806,#938,"255,661",104,9,7,"['Kubota, Mitsutoshi', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Matsuda, Akio', 'Producer'], ['Oonuma, Shin', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 7, 2007 to Dec 23, 2007","Producers, 
Rondo Robe","Licensors, 
Sentai Filmworks","Studios, 
Shaft","Source, 
  Visual novel","Genres, 
DramaDrama,         MysteryMystery,         RomanceRomance","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.881 (scored by 107847107,847 users)
      


1
          indicates a weighted score.","Ranked, 
  #8062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/3203/ef__A_Fairy_Tale_of_the_Two, Sequel:: /anime/4789/ef__A_Tale_of_Melodies, Prequel:: /anime/6361/ef__A_Tale_of_Memories_-_Prologue, Summary:: /anime/6783/ef__A_Tale_of_Memories_-_Recollections"
2581,Code Geass: Hangyaku no Lelouch,Full Metal Panic!,Aldnoah.Zero,Kakumeiki Valvrave,Code Geass: Hangyaku no Lelouch R2,Macross F,Shin Kidou Senki Gundam Wing,Eureka Seven AO,Suisei no Gargantia,Kidou Senshi Gundam SEED,"Yatate, Hajime:Producer","Maruyama, Hiroo:Producer","Mizushima, Seiji:Director","Mima, Masafumi:Sound Director",Kidou Senshi Gundam 00,#467,#1088,"219,632",67,13,2,"['Yatate, Hajime', 'Producer'], ['Maruyama, Hiroo', 'Producer'], ['Mizushima, Seiji', 'Director'], ['Mima, Masafumi', 'Sound Director']","Type, 
TV","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Oct 6, 2007 to Mar 29, 2008","Producers, 
Sotsu,       Asatsu DK,       Mainichi Broadcasting System,       Sony Music Entertainment","Licensors, 
Nozomi Entertainment,       Bandai Entertainment","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.111 (scored by 121373121,373 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/6732/Kidou_Senshi_Gundam_00, Parent story:: /anime/80/Kidou_Senshi_Gundam, Sequel:: /anime/3927/Kidou_Senshi_Gundam_00_Second_Season, Summary:: /anime/5351/Kidou_Senshi_Gundam_00__Tenshi-tachi_no_Kiseki, Other:: /anime/50473/Kidou_Senshi_Gundam_00_CB_Chara"
2923,Cardcaptor Sakura,Yume-iro Pâtissière,Tokyo Mew Mew,Gakuen Alice,Kamichama Karin,Bishoujo Senshi Sailor Moon,Special A,Fruits Basket,Kaichou wa Maid-sama!,Heartcatch Precure!,"Nakamura, Shinichi:Producer","Hatta, Shinsaku:Producer","Kishimoto, Reigo:Producer","Yasuda, Kenji:Director",Shugo Chara!,#2241,#1091,"219,058",50,3,4,"['Nakamura, Shinichi', 'Producer'], ['Hatta, Shinsaku', 'Producer'], ['Kishimoto, Reigo', 'Producer'], ['Yasuda, Kenji', 'Director']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Oct 6, 2007 to Sep 27, 2008","Producers, 
TV Tokyo,       Sotsu,       Pony Canyon","Licensors, 
    None found, add some","Studios, 
Satelight","Source, 
  Manga","Genres, 
ComedyComedy,         FantasyFantasy","Themes, 
Mahou ShoujoMahou Shoujo,         SchoolSchool","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Adaptation:: /manga/101/Shugo_Chara, Sequel:: /anime/5262/Shugo_Chara_Doki"
2926,School Days,Clannad,Kanon (2006),Clannad: After Story,ef: A Tale of Memories.,H2O: Footprints in the Sand,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,True Tears,Kimi ga Nozomu Eien,Toradora!,"Kamata, Hajime:Producer","Itou, Makoto:Producer","Ishiguro, Ryo:Producer","Kuroda, Yasuhiro:Director",Myself; Yourself,#3713,#1270,"186,022",88,18,11,"['Kamata, Hajime', 'Producer'], ['Itou, Makoto', 'Producer'], ['Ishiguro, Ryo', 'Producer'], ['Kuroda, Yasuhiro', 'Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 3, 2007 to Dec 26, 2007","Premiered, 
Fall 2007","Licensors, 
Maiden Japan","Studios, 
Doga Kobo","Source, 
  Visual novel","Genres, 
DramaDrama,         RomanceRomance","Theme, 
SchoolSchool","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.111 (scored by 9556995,569 users)
      


1
          indicates a weighted score.","Ranked, 
  #37132

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/16194/Myself___Yourself_Sorezore_no_Overture
2963,Lucky☆Star,Ichigo Mashimaro,Azumanga Daiou The Animation,Danshi Koukousei no Nichijou,Mitsudomoe,Working!!,School Rumble,Kyou no 5 no 2,Yuru Yuri,Kyou no 5 no 2 (TV),"Yamanaka, Takahiro:Producer","Oota, Masahiko:Director","Ebina, Yasunori:Sound Director","Kuroyanagi, Toshimasa:Episode Director",Minami-ke,#1336,#1353,"172,734",27,3,1,"['Yamanaka, Takahiro', 'Producer'], ['Oota, Masahiko', 'Director'], ['Ebina, Yasunori', 'Sound Director'], ['Kuroyanagi, Toshimasa', 'Episode Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 8, 2007 to Dec 31, 2007","Premiered, 
Fall 2007","Licensors, 
    None found, add some","Studios, 
Daume","Source, 
  Manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Themes, 
CGDCTCGDCT,         SchoolSchool","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.641 (scored by 7108171,081 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/2629/Minami-ke, Sequel:: /anime/3225/Minami-ke_Okawari"
2596,Higurashi no Naku Koro ni,Shiki,Serial Experiments Lain,Ghost Hunt,Shinsekai yori,Another,Mushishi,Dennou Coil,Jigoku Shoujo,Boku dake ga Inai Machi,"Kinoshita, Tetsuya:Producer","Morishita, Katsuji:Producer","Yamazaki, Fumiki:Producer","Kawaguchi, Tooru:Producer",Shinreigari,#2185,#1516,"151,612",41,8,6,"['Kinoshita, Tetsuya', 'Producer'], ['Morishita, Katsuji', 'Producer'], ['Yamazaki, Fumiki', 'Producer'], ['Kawaguchi, Tooru', 'Producer']","Type, 
TV","Episodes, 
  22","Status, 
  Finished Airing","Aired, 
  Oct 18, 2007 to Apr 4, 2008","Producers, 
WOWOW,       Pony Canyon,       Showgate,       TYO,       Mag Garden","Licensors, 
Sentai Filmworks","Studios, 
Production I.G","Source, 
  Original","Genres, 
MysteryMystery,         SupernaturalSupernatural,         SuspenseSuspense","Theme, 
PsychologicalPsychological","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.411 (scored by 4506745,067 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/10743/Shinreigari__Another_Side
2403,Mitsudomoe,Ro-Kyu-Bu!,Hanamaru Youchien,Kure-nai,Papa no Iukoto wo Kikinasai!,Chitose Get You!!,Astarotte no Omocha!,Koi Kaze,Doujin Work,Rizelmine,"Satomi, Tetsurou:Producer","Sekiyama, Akihiro:Producer","Suganuma, Eiji:Director","Iwanami, Yoshikazu:Sound Director",Kodomo no Jikan (TV),#5673,#1904,"111,639",36,7,10,"['Satomi, Tetsurou', 'Producer'], ['Sekiyama, Akihiro', 'Producer'], ['Suganuma, Eiji', 'Director'], ['Iwanami, Yoshikazu', 'Sound Director']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 12, 2007 to Dec 28, 2007","Premiered, 
Fall 2007","Licensors, 
    None found, add some","Studios, 
Diomedéa","Source, 
  Manga","Genres, 
ComedyComedy,         DramaDrama,         EcchiEcchi","Theme, 
SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.701 (scored by 5353353,533 users)
      


1
          indicates a weighted score.","Ranked, 
  #56732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/582/Kodomo_no_Jikan, Side story:: /anime/3121/Kodomo_no_Jikan_OVA, Sequel:: /anime/4195/Kodomo_no_Jikan_Ni_Gakki, Summary:: /anime/4786/Kodomo_no_Jikan_Recap"
