index,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_1
1473,,,,,,,,,,"Egami, Kiyoshi:Director","Urakami, Yasuo:Sound Director","Inari, Akihiko:Script","Nishimori, Akira:Storyboard",City Hunter '91,#1085,#4445,"24,266",1,0,0,"['Egami, Kiyoshi', 'Director'], ['Urakami, Yasuo', 'Sound Director'], ['Inari, Akihiko', 'Script'], ['Nishimori, Akira', 'Storyboard']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 28, 1991 to Oct 10, 1991","Producers, 
    None found, add some","Licensors, 
Discotek Media","Studios, 
Sunrise","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         MysteryMystery","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.751 (scored by 88208,820 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/792/City_Hunter, Prequel:: /anime/1472/City_Hunter_3, Sequel:: /anime/1477/City_Hunter__The_Secret_Service",
1391,Mach GoGoGo (1997),Initial D First Stage,Kidou Keisatsu Patlabor: On Television,,,,,,,"Fukuda, Mitsuo:Director","Fujino, Sadayoshi:Sound Director","Kimura, Shinichirou:Episode Director","Matsuura, Johei:Episode Director",Future GPX Cyber Formula,#1921,#6687,"8,766",2,0,0,"['Fukuda, Mitsuo', 'Director'], ['Fujino, Sadayoshi', 'Sound Director'], ['Kimura, Shinichirou', 'Episode Director'], ['Matsuura, Johei', 'Episode Director']","Episodes, 
  37","Status, 
  Finished Airing","Aired, 
  Mar 15, 1991 to Dec 20, 1991","Premiered, 
Spring 1991","Licensors, 
Bandai Entertainment","Studios, 
Sunrise","Source, 
  Original","Genres, 
AdventureAdventure,         Sci-FiSci-Fi","Theme, 
RacingRacing","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.471 (scored by 23862,386 users)
      


1
          indicates a weighted score.","Ranked, 
  #19212

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Sequel:: /anime/1392/Future_GPX_Cyber_Formula_11, Summary:: /anime/9759/Future_GPX_Cyber_Formula_Graffiti",Mach GoGoGo
2810,Watashi no Ashinaga Ojisan,Princess Sara,Cinderella Monogatari,,,,,,,"Kohanawa, Tameo:Director","D'Avena, Cristina:Theme Song Performance","Matsumoto, Toshiaki:Theme Song Composition","Tanaka, Kouhei:Music",Anime Himitsu no Hanazono,#3798,#7770,"6,046",2,0,0,"['Kohanawa, Tameo', 'Director'], [""D'Avena, Cristina"", 'Theme Song Performance'], ['Matsumoto, Toshiaki', 'Theme Song Composition'], ['Tanaka, Kouhei', 'Music']","Type, 
TV","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Apr 19, 1991 to Mar 27, 1992","Producers, 
NHK,       Aubec","Licensors, 
    None found, add some","Studios, 
Gakken","Source, 
  Book","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.091 (scored by 26212,621 users)
      


1
          indicates a weighted score.",,Kaze no Shoujo Emily
1897,Yuusha Exkaiser,,,,,,,,,"Uchida, Kenji:Producer","Kawase, Toshifumi:Director","Taniguchi, Gorou:Episode Director","Satou, Takuya:Episode Director",Zettai Muteki Raijin-Oh,#3909,#10864,"2,224",0,0,0,"['Uchida, Kenji', 'Producer'], ['Kawase, Toshifumi', 'Director'], ['Taniguchi, Gorou', 'Episode Director'], ['Satou, Takuya', 'Episode Director']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Apr 3, 1991 to Mar 25, 1992","Producers, 
Toshiba EMI","Licensors, 
Anime Midstream","Studios, 
Sunrise","Source, 
  Original","Genres, 
AdventureAdventure,         Sci-FiSci-Fi","Themes, 
MechaMecha,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.071 (scored by 682682 users)
      


1
          indicates a weighted score.","Sequel:: /anime/2028/Zettai_Muteki_Raijin-Oh_1992, Alternative setting:: /anime/2916/Genki_Bakuhatsu_Ganbaruger",Madou King Granzort
310,,,,,,,,,,"Kobayashi, Osamu:Director","Sasaki, Youko:Episode Director","Ohara, Hidekazu:Episode Director","Kimura, Tetsu:Episode Director","Chiisana Obake: Acchi, Kocchi, Socchi",#9290,#11361,"1,882",0,0,0,"['Kobayashi, Osamu', 'Director'], ['Sasaki, Youko', 'Episode Director'], ['Ohara, Hidekazu', 'Episode Director'], ['Kimura, Tetsu', 'Episode Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Apr 9, 1991 to Apr 7, 1992","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Pierrot","Source, 
  Picture book","Genres, 
ComedyComedy,         SupernaturalSupernatural","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.041 (scored by 637637 users)
      


1
          indicates a weighted score.","Ranked, 
  #92902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,Hakushon Daimaou
9882,,,,,,,,,,"Misawa, Shin:Director","Kuzuya, Naoyuki:Episode Director","Sekijima, Mayori:Script","Yoshinari, Kou:Key Animation",High School Mystery: Gakuen Nanafushigi,#4868,#11840,"1,590",1,0,0,"['Misawa, Shin', 'Director'], ['Kuzuya, Naoyuki', 'Episode Director'], ['Sekijima, Mayori', 'Script'], ['Yoshinari, Kou', 'Key Animation']","Episodes, 
  41","Status, 
  Finished Airing","Aired, 
  Apr 12, 1991 to Mar 13, 1992","Premiered, 
Spring 1991","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
HorrorHorror,         MysteryMystery","Duration, 
  25 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.861 (scored by 237237 users)
      


1
          indicates a weighted score.","Ranked, 
  #48682

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #11840",,
3315,,,,,,,,,,"Egami, Kiyoshi:Director","Abe, Hisashi:Episode Director","Suzuki, Yoshio:Episode Director","Takatou, Kazushige:Episode Director",Kikou Keisatsu Metal Jack,#7105,#12012,"1,504",0,1,0,"['Egami, Kiyoshi', 'Director'], ['Abe, Hisashi', 'Episode Director'], ['Suzuki, Yoshio', 'Episode Director'], ['Takatou, Kazushige', 'Episode Director']","Type, 
TV","Episodes, 
  37","Status, 
  Finished Airing","Aired, 
  Apr 8, 1991 to Dec 23, 1991","Producers, 
TV Tokyo","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Themes, 
DetectiveDetective,         MechaMecha","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.441 (scored by 286286 users)
      


1
          indicates a weighted score.",,
5628,,,,,,,,,,"Hara, Keiichi:Director","Sadamitsu, Shinya:Episode Director","Shigino, Akira:Storyboard","Makaino, Kouji:Theme Song Composition",21 Emon,#6188,#12942,"1,118",0,0,0,"['Hara, Keiichi', 'Director'], ['Sadamitsu, Shinya', 'Episode Director'], ['Shigino, Akira', 'Storyboard'], ['Makaino, Kouji', 'Theme Song Composition']","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  May 2, 1991 to Mar 26, 1992","Premiered, 
Spring 1991","Licensors, 
    None found, add some","Studios, 
Shin-Ei Animation","Source, 
  Unknown","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Theme, 
SpaceSpace","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.601 (scored by 368368 users)
      


1
          indicates a weighted score.","Ranked, 
  #61882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/126391/21_Emon, Alternative version:: /anime/6073/21_Emon_Uchuu_e_Irasshai, Sequel:: /anime/6074/21_Emon_Uchuu_ike_Hadashi_no_Princess",
7405,,,,,,,,,,"Endou, Tetsuya:Director","Takahashi, Naohito:Episode Director","Matsuura, Johei:Episode Director","Yoshida, Hiroshi:Episode Director",Jankenman,#7927,#13845,871,0,0,0,"['Endou, Tetsuya', 'Director'], ['Takahashi, Naohito', 'Episode Director'], ['Matsuura, Johei', 'Episode Director'], ['Yoshida, Hiroshi', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Apr 4, 1991 to Mar 26, 1992","Premiered, 
Spring 1991","Broadcast, 
    Unknown","Studios, 
    None found, add some","Source, 
  Original","Genre, 
AdventureAdventure","Theme, 
Super PowerSuper Power","Duration, 
  25 min. per ep.","Rating, 
  PG - Children","Score, 
6.301 (scored by 329329 users)
      


1
          indicates a weighted score.","Ranked, 
  #79272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13845",Side story:: /anime/10247/Jankenman__Kaijuu_Dai_Kessen,
8829,,,,,,,,,,"Suzuki, Yoshio:Episode Director","Ikehata, Takashi:Storyboard","Hosoda, Masahiro:Storyboard","Morishita, Hiromi:Original Creator",Shounen Ashibe (TV),#9923,#14627,686,0,0,0,"['Suzuki, Yoshio', 'Episode Director'], ['Ikehata, Takashi', 'Storyboard'], ['Hosoda, Masahiro', 'Storyboard'], ['Morishita, Hiromi', 'Original Creator']","Episodes, 
  37","Status, 
  Finished Airing","Aired, 
  Apr 11, 1991 to Dec 28, 1991","Premiered, 
Spring 1991","Licensors, 
    None found, add some","Studios, 
Life Work","Source, 
  4-koma manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Theme, 
PetsPets","Demographic, 
SeinenSeinen","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
5.891 (scored by 157157 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/96207/Shounen_Ashibe, Sequel:: /anime/8832/Shounen_Ashibe_2, Alternative version:: /anime/32571/Shounen_Ashibe__Go_Go_Goma-chan",Kupu~!! Mamegoma!
