index,rec_1,rec_2,rec_3,rec_4,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_5
2543,Peter Pan no Bouken,Kaiketsu Zorro,Shirayuki Hime no Densetsu,Jungle Book Shounen Mowgli,,,,,,"Kuri, Ippei:Producer","Mashimo, Kouichi:Director","Matsukawa, Riku:Sound Director","Takagi, Shinji:Episode Director",Robin Hood no Daibouken,#3711,#6626,"8,999",1,0,0,"['Kuri, Ippei', 'Producer'], ['Mashimo, Kouichi', 'Director'], ['Matsukawa, Riku', 'Sound Director'], ['Takagi, Shinji', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Jul 29, 1990 to Oct 28, 1992","Producers, 
NHK","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Unknown","Genres, 
AdventureAdventure,         RomanceRomance","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.111 (scored by 40584,058 users)
      


1
          indicates a weighted score.",,
2243,,,,,,,,,,"Watanabe, Takashi:Director","Fukuda, Gen:Director","Yoshimoto, Kinji:Episode Director","Shimizu, Akira:Episode Director",Karasu Tengu Kabuto,#5501,#10113,"2,792",0,0,0,"['Watanabe, Takashi', 'Director'], ['Fukuda, Gen', 'Director'], ['Yoshimoto, Kinji', 'Episode Director'], ['Shimizu, Akira', 'Episode Director']","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Jul 29, 1990 to Jun 30, 1991","Premiered, 
Summer 1990","Licensors, 
    None found, add some","Studios, 
Azeta Pictures","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.731 (scored by 601601 users)
      


1
          indicates a weighted score.","Ranked, 
  #55012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/14573/Karasu_Tengu_Kabuto, Side story:: /anime/3726/Karasu_Tengu_Kabuto__Ougon_no_Me_no_Kemono",
32136,,,,,,,,,,,,,,Narara Superboard,#16676,#16116,482,0,0,0,,"Episodes, 
  54","Status, 
  Finished Airing","Aired, 
  Aug 21, 1990 to Jan 11, 2002","Premiered, 
Summer 1990","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy","Duration, 
  22 min. per ep.","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #166762

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #16116",,
1346,Midnight Eye: Gokuu,Koukaku Kidoutai,Psycho-Pass,Sin: The Movie,Angel Cop,Wild 7,Eightman After,Mad★Bull 34,Appleseed,"Nishimori, Akira:Director","Fujiyama, Fusanobu:Sound Director","Furukawa, Toshio:Theme Song Performance","Bonnevie, Lou:Theme Song Performance",AD Police,#8243,#4968,"18,696",12,2,5,"['Nishimori, Akira', 'Director'], ['Fujiyama, Fusanobu', 'Sound Director'], ['Furukawa, Toshio', 'Theme Song Performance'], ['Bonnevie, Lou', 'Theme Song Performance']","Type, 
OVA","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  May 25, 1990 to Nov 22, 1990","Studios, 
AIC,       Artmic","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         HorrorHorror,         MysteryMystery,         Sci-FiSci-Fi,         SuspenseSuspense","Themes, 
Adult CastAdult Cast,         DetectiveDetective,         GoreGore,         MechaMecha,         PsychologicalPsychological","Duration, 
  27 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.241 (scored by 68516,851 users)
      


1
          indicates a weighted score.","Ranked, 
  #82432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4968","Adaptation:: /manga/3416/AD_Police__Shuuen_Toshi, Alternative setting:: /anime/1347/Bubblegum_Crisis, Sequel:: /anime/1349/AD_Police_TV",Cyber City Oedo 808
2117,,,,,,,,,,"Sekita, Osamu:Director","Watanabe, Jun:Sound Director","Matsuura, Noriyoshi:Sound Director","Ozawa, Kazuhiro:Episode Director",Shin Captain Tsubasa,#3431,#5747,"12,725",1,0,0,"['Sekita, Osamu', 'Director'], ['Watanabe, Jun', 'Sound Director'], ['Matsuura, Noriyoshi', 'Sound Director'], ['Ozawa, Kazuhiro', 'Episode Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 1, 1989 to Jul 1, 1990","Producers, 
Movic,       Shueisha,       CBS,       animate","Source, 
  Manga","Genre, 
SportsSports","Theme, 
Team SportsTeam Sports","Demographic, 
ShounenShounen","Duration, 
  26 min. per ep.","Rating, 
  G - All Ages","Score, 
7.161 (scored by 71067,106 users)
      


1
          indicates a weighted score.","Ranked, 
  #34312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5747","Adaptation:: /manga/1789/Captain_Tsubasa, Sequel:: /anime/1674/Captain_Tsubasa_J, Prequel:: /anime/2116/Captain_Tsubasa",
1295,The Supergal,Akai Koudan Zillion: Utahime Yakyoku,,,,,,,,"Nishijima, Katsuhiko:Director","Honda, Yasunori:Sound Director","Kawai, Kenji:Music","Ohira, Shinya:Key Animation",A-Ko The Versus,#8301,#7900,"5,814",1,2,1,"['Nishijima, Katsuhiko', 'Director'], ['Honda, Yasunori', 'Sound Director'], ['Kawai, Kenji', 'Music'], ['Ohira, Shinya', 'Key Animation']","Type, 
OVA","Episodes, 
  2","Status, 
  Finished Airing","Aired, 
  Jul 21, 1990 to Aug 21, 1990","Studios, 
Studio Fantasia,       Studio Signal","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi","Theme, 
Super PowerSuper Power","Duration, 
  51 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.231 (scored by 24842,484 users)
      


1
          indicates a weighted score.","Ranked, 
  #83012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7900",Alternative version:: /anime/212/Project_A-Ko,
2468,A-Girl,Bobby ni Kubittake,,,,,,,,"Maruyama, Masao:Producer","Chigira, Kouichi:Director","Kadomatsu, Toshiki:Theme Song Performance","Hamasaki, Hiroshi:Key Animation",Nineteen 19,#8896,#8612,"4,688",3,2,2,"['Maruyama, Masao', 'Producer'], ['Chigira, Kouichi', 'Director'], ['Kadomatsu, Toshiki', 'Theme Song Performance'], ['Hamasaki, Hiroshi', 'Key Animation']","Status, 
  Finished Airing","Aired, 
  Jul 27, 1990","Producers, 
Shueisha","Licensors, 
    None found, add some","Genres, 
DramaDrama,         RomanceRomance","Duration, 
  42 min.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.111 (scored by 17241,724 users)
      


1
          indicates a weighted score.","Ranked, 
  #88962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #8612","Members, 
    4,688","Favorites, 
  10",Main,Adaptation:: /manga/15676/Nineteen,
2304,Scramble Wars: Tsuppashire! Genom Trophy Rally,Carnival Phantasm,,,,,,,,"Yatate, Hajime:Producer","Takamatsu, Shinji:Director","Amino, Tetsurou:Director","Chiba, Kouichi:Sound Director",Kidou Senshi SD Gundam Mk-IV,#9871,#9380,"3,584",0,0,0,"['Yatate, Hajime', 'Producer'], ['Takamatsu, Shinji', 'Director'], ['Amino, Tetsurou', 'Director'], ['Chiba, Kouichi', 'Sound Director']","Type, 
OVA","Episodes, 
  2","Status, 
  Finished Airing","Aired, 
  Sep 25, 1990","Studios, 
Sunrise","Source, 
  Original","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Themes, 
MechaMecha,         ParodyParody","Duration, 
  14 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
5.901 (scored by 12461,246 users)
      


1
          indicates a weighted score.","Ranked, 
  #98712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9380","Prequel:: /anime/2305/Kidou_Senshi_SD_Gundam_Mk-III, Sequel:: /anime/6792/Kidou_Senshi_SD_Gundam_Mk-V, Side story:: /anime/52389/Kidou_Senshi_SD_Gundam_Mk-IV_Special",
2292,,,,,,,,,,"Hirano, Toshiki:Director","Matsushita, Yukihiro:Episode Director","Asamiya, Kia:Storyboard","Hayashi, Hiroki:Storyboard",Bouken! Iczer 3,#9289,#9525,"3,415",1,1,0,"['Hirano, Toshiki', 'Director'], ['Matsushita, Yukihiro', 'Episode Director'], ['Asamiya, Kia', 'Storyboard'], ['Hayashi, Hiroki', 'Storyboard']","Type, 
OVA","Episodes, 
  6","Status, 
  Finished Airing","Aired, 
  Sep 25, 1990 to Feb 25, 1991","Studios, 
AIC,       Darts","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Duration, 
  30 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.041 (scored by 14001,400 users)
      


1
          indicates a weighted score.","Ranked, 
  #92892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9525","Members, 
    3,415","Adaptation:: /manga/49629/Iczer_Densetsu, Sequel:: /anime/1831/Iczer-Girl_Iczelion, Prequel:: /anime/2291/Tatakae_Iczer-1",
3511,Hokuto no Ken: Toki-den,Tekken,Soukihei MD Geist,Soukihei MD Geist 2: Death Force,Dog Soldier,Hokuto no Ken: Legend of Heroes,JoJo no Kimyou na Bouken (TV),,,"Matsuzaki, Yoshiyuki:Producer","Dezaki, Tetsu:Director","Kamimura, Osamu:Storyboard","Sakamoto, Eizou:Theme Song Performance",Riki-Oh 2: Horobi no Ko,#12273,#10605,"2,409",0,1,3,"['Matsuzaki, Yoshiyuki', 'Producer'], ['Dezaki, Tetsu', 'Director'], ['Kamimura, Osamu', 'Storyboard'], ['Sakamoto, Eizou', 'Theme Song Performance']","Type, 
OVA","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 24, 1990","Studios, 
Magic Bus","Source, 
  Unknown","Genre, 
ActionAction","Themes, 
Martial ArtsMartial Arts,         Super PowerSuper Power","Demographic, 
SeinenSeinen","Duration, 
  45 min.","Rating, 
  R - 17+ (violence & profanity)","Score, 
5.191 (scored by 11111,111 users)
      


1
          indicates a weighted score.","Ranked, 
  #122732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/3296/Riki-Oh, Prequel:: /anime/3509/Riki-Oh__Toukatsu_Jigoku",Hokuto no Ken: Raoh Gaiden Gekitou-hen
