index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
40028,Youjo Senki,86,Vinland Saga,Ginga Eiyuu Densetsu,Code Geass: Hangyaku no Lelouch,Code Geass: Hangyaku no Lelouch R2,Kimetsu no Yaiba,Kiseijuu: Sei no Kakuritsu,Koutetsujou no Kabaneri,Fullmetal Alchemist: Brotherhood,"Cook, Justin:Producer","Maeda, Toshihiro:Producer","Kimura, Makoto:Producer","Kinoshita, Tetsuya:Producer",Shingeki no Kyojin: The Final Season,#37,#35,"1,982,445",305,47,44,"['Cook, Justin', 'Producer'], ['Maeda, Toshihiro', 'Producer'], ['Kimura, Makoto', 'Producer'], ['Kinoshita, Tetsuya', 'Producer']","Type, 
TV","Episodes, 
  16","Status, 
  Finished Airing","Aired, 
  Dec 7, 2020 to Mar 29, 2021","Producers, 
Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Techno Sound,       Pony Canyon Enterprises","Licensors, 
Funimation","Studios, 
MAPPA","Source, 
  Manga","Genres, 
ActionAction,         DramaDrama,         SuspenseSuspense","Themes, 
GoreGore,         MilitaryMilitary,         SurvivalSurvival","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/23390/Shingeki_no_Kyojin, Prequel:: /anime/38524/Shingeki_no_Kyojin_Season_3_Part_2, Sequel:: /anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2, Side story:: /anime/49627/Shingeki_no_Kyojin__The_Final_Season_Specials, Summary:: /anime/51241/20-pun_de_Oitsukeru__Shingeki_no_Kyojin, Other:: /anime/51618/Boku_no_Sensou"
42897,Toradora!,Wotaku ni Koi wa Muzukashii,Tonikaku Kawaii,Tsurezure Children,Kareshi Kanojo no Jijou,Kaichou wa Maid-sama!,Sono Bisque Doll wa Koi wo Suru,Tonari no Kaibutsu-kun,Kawaii dake ja Nai Shikimori-san,"Komi-san wa, Comyushou desu.","Cook, Justin:Producer","Kananiwa, Kozue:Producer","Maeda, Toshihiro:Producer","Maesaka, Eiji:Producer",Horimiya,#362,#94,"1,367,907",314,103,49,"['Cook, Justin', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Maeda, Toshihiro', 'Producer'], ['Maesaka, Eiji', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 10, 2021 to Apr 4, 2021","Producers, 
Aniplex,       Square Enix,       Mainichi Broadcasting System,       Movic,       Kanetsu Investment,       My Theater D.D.,       Global Solutions,       Mirai-Kojo","Licensors, 
Funimation","Studios, 
CloverWorks","Source, 
  Manga","Genre, 
RomanceRomance","Theme, 
SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/42451/Horimiya, Alternative version:: /anime/14753/Hori-san_to_Miyamura-kun, Side story:: /anime/54856/Horimiya__Piece"
39535,Re:Zero kara Hajimeru Isekai Seikatsu,Tensei shitara Slime Datta Ken,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Saihate no Paladin,Kono Subarashii Sekai ni Shukufuku wo!,"""Oshi no Ko""",Hai to Gensou no Grimgar,Vinland Saga,Made in Abyss,"Cook, Justin:Producer","Oowada, Tomoyuki:Producer","Yamanaka, Takahiro:Producer","Onoda, Soukichi:Producer",Mushoku Tensei: Isekai Ittara Honki Dasu,#198,#101,"1,300,372",406,87,148,"['Cook, Justin', 'Producer'], ['Oowada, Tomoyuki', 'Producer'], ['Yamanaka, Takahiro', 'Producer'], ['Onoda, Soukichi', 'Producer']","Type, 
TV","Episodes, 
  11","Status, 
  Finished Airing","Aired, 
  Jan 11, 2021 to Mar 22, 2021","Producers, 
Frontier Works,       TOHO,       TOHO animation,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Kadokawa,       GREE,       Toho Music","Licensors, 
Funimation","Studios, 
Studio Bind","Source, 
  Light novel","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy,         EcchiEcchi","Themes, 
IsekaiIsekai,         ReincarnationReincarnation","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.371 (scored by 803233803,233 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/70261/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu, Sequel:: /anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2"
40852,Drifters,Nejimaki Seirei Senki: Tenkyou no Alderamin,,,,,,,,,"Cook, Justin:Producer","Matsukuma, Hiroto:Producer","Satou, Souta:Producer","Takemura, Ippei:Producer",Dr. Stone: Stone Wars,#416,#150,"1,032,480",55,13,7,"['Cook, Justin', 'Producer'], ['Matsukuma, Hiroto', 'Producer'], ['Satou, Souta', 'Producer'], ['Takemura, Ippei', 'Producer']","Type, 
TV","Episodes, 
  11","Status, 
  Finished Airing","Aired, 
  Jan 14, 2021 to Mar 25, 2021","Producers, 
TOHO animation,       Shueisha,       Toho Music,       8PAN","Licensors, 
Funimation","Studios, 
TMS Entertainment","Source, 
  Manga","Genres, 
AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi","Theme, 
SurvivalSurvival","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/103897/Dr_Stone, Prequel:: /anime/38691/Dr_Stone, Sequel:: /anime/50612/Dr_Stone__Ryuusui, Other:: /anime/55216/Koe_Dake_ga"
39551,Tate no Yuusha no Nariagari,Mushoku Tensei: Isekai Ittara Honki Dasu,Re:Zero kara Hajimeru Isekai Seikatsu,"Kumo desu ga, Nani ka?",Vinland Saga Season 2,Overlord III,Kenja no Mago,Sword Art Online: Alicization - War of Underworld,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,,"Cook, Justin:Producer","Kosuge, Hidenori:Producer","Herek, Samantha:Assistant Producer","Nakayama, Atsushi:Director",Tensei shitara Slime Datta Ken 2nd Season,#190,#163,"945,859",66,25,17,"['Cook, Justin', 'Producer'], ['Kosuge, Hidenori', 'Producer'], ['Herek, Samantha', 'Assistant Producer'], ['Nakayama, Atsushi', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 12, 2021 to Mar 30, 2021","Producers, 
Kodansha","Licensors, 
Funimation","Studios, 
8bit","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Themes, 
IsekaiIsekai,         ReincarnationReincarnation","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/87609/Tensei_shitara_Slime_Datta_Ken, Prequel:: /anime/37430/Tensei_shitara_Slime_Datta_Ken, Sequel:: /anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2, Summary:: /anime/49318/Tensei_shitara_Slime_Datta_Ken_2nd_Season__Kanwa_-_Veldora_Nikki_2"
39617,Shinsekai yori,BNA,Made in Abyss,Shingeki no Kyojin,Somali to Mori no Kamisama,Tokyo Ghoul √A,The God of High School,ChäoS;Child,Kimetsu no Yaiba,Charlotte,"Suzuki, Kenta:Producer","Kanbe, Mamoru:Director","Shimizu, Katsunori:Sound Director","Yamamoto, Ken:Episode Director",Yakusoku no Neverland 2nd Season,#12130,#178,"920,181",62,91,215,"['Suzuki, Kenta', 'Producer'], ['Kanbe, Mamoru', 'Director'], ['Shimizu, Katsunori', 'Sound Director'], ['Yamamoto, Ken', 'Episode Director']","Type, 
TV","Episodes, 
  11","Status, 
  Finished Airing","Aired, 
  Jan 8, 2021 to Mar 26, 2021","Producers, 
Aniplex,       Shueisha","Licensors, 
Aniplex of America","Studios, 
CloverWorks","Source, 
  Manga","Genres, 
FantasyFantasy,         Sci-FiSci-Fi,         SuspenseSuspense","Themes, 
PsychologicalPsychological,         SurvivalSurvival","Demographic, 
ShounenShounen","Duration, 
  22 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/100128/Yakusoku_no_Neverland, Prequel:: /anime/37779/Yakusoku_no_Neverland, Other:: /anime/45595/Baten_Kaitos, Summary:: /anime/47616/Yakusoku_no_Neverland__Michishirube"
42203,Higurashi no Naku Koro ni Kai,Steins;Gate,Tengen Toppa Gurren Lagann,Mushoku Tensei: Isekai Ittara Honki Dasu,Summertime Render,,,,,,"Yoshikawa, Tsunaki:Producer","Watanabe, Masaharu:Director","Aketagawa, Jin:Sound Director","Tsuchiya, Hiroyuki:Episode Director",Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,#161,#193,"880,242",114,21,35,"['Yoshikawa, Tsunaki', 'Producer'], ['Watanabe, Masaharu', 'Director'], ['Aketagawa, Jin', 'Sound Director'], ['Tsuchiya, Hiroyuki', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 6, 2021 to Mar 24, 2021","Producers, 
AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","Licensors, 
    None found, add some","Studios, 
White Fox","Source, 
  Light novel","Genres, 
DramaDrama,         FantasyFantasy,         SuspenseSuspense","Themes, 
IsekaiIsekai,         PsychologicalPsychological,         Time TravelTime Travel","Duration, 
  29 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.431 (scored by 513988513,988 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/74697/Re_Zero_kara_Hajimeru_Isekai_Seikatsu, Prequel:: /anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season, Sequel:: /anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season"
43299,Mahou Shoujo Madoka★Magica,Flip Flappers,Serial Experiments Lain,Shinseiki Evangelion,Urasekai Picnic,Mahou Shoujo Site,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Mawaru Penguindrum,Paprika,FLCL,"Cook, Justin:Producer","Umehara, Shouta:Producer","Herek, Samantha:Assistant Producer","Wakabayashi, Shin:Director",Wonder Egg Priority,#1513,#258,"750,060",156,64,52,"['Cook, Justin', 'Producer'], ['Umehara, Shouta', 'Producer'], ['Herek, Samantha', 'Assistant Producer'], ['Wakabayashi, Shin', 'Director']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 13, 2021 to Mar 31, 2021","Premiered, 
Winter 2021","Licensors, 
Funimation","Studios, 
CloverWorks","Source, 
  Original","Genres, 
DramaDrama,         FantasyFantasy,         SuspenseSuspense","Theme, 
PsychologicalPsychological","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.591 (scored by 337349337,349 users)
      


1
          indicates a weighted score.","Ranked, 
  #15132

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Sequel:: /anime/48614/Wonder_Egg_Priority__Watashi_no_Priority
39783,Bokutachi wa Benkyou ga Dekinai,Bokutachi wa Benkyou ga Dekinai!,"Kanojo, Okarishimasu",Kanojo mo Kanojo,Sono Bisque Doll wa Koi wo Suru,Kawaii dake ja Nai Shikimori-san,Kanojo mo Kanojo Season 2,,,,"Cook, Justin:Producer","Oowada, Tomoyuki:Producer","Furukawa, Shin:Producer","Ogura, Mitsutoshi:Producer",5-toubun no Hanayome ∬,#553,#282,"708,185",99,10,7,"['Cook, Justin', 'Producer'], ['Oowada, Tomoyuki', 'Producer'], ['Furukawa, Shin', 'Producer'], ['Ogura, Mitsutoshi', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 8, 2021 to Mar 26, 2021","Producers, 
Pony Canyon,       Kodansha,       DAX Production,       BS11,       Nichion,       GYAO!,       Good Smile Film,       MAGNET","Licensors, 
    None found, add some","Studios, 
Bibury Animation Studios","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
HaremHarem,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/103851/5-toubun_no_Hanayome, Prequel:: /anime/38101/5-toubun_no_Hanayome, Sequel:: /anime/48548/5-toubun_no_Hanayome_Movie, Side story:: /anime/54915/5-toubun_no_Hanayome∽"
40750,Tate no Yuusha no Nariagari,Goblin Slayer,Arifureta Shokugyou de Sekai Saikyou,Mushoku Tensei: Isekai Ittara Honki Dasu,Akame ga Kill!,School Days,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Re:Zero kara Hajimeru Isekai Seikatsu,Hametsu no Oukoku,Youjuu Toshi,"Motonaga, Satoshi:Producer","Iizuka, Aya:Producer","Yoshie, Terushige:Producer","Matsuda, Taiyou:Producer",Kaifuku Jutsushi no Yarinaoshi,N/A,#378,"577,365",203,69,182,"['Motonaga, Satoshi', 'Producer'], ['Iizuka, Aya', 'Producer'], ['Yoshie, Terushige', 'Producer'], ['Matsuda, Taiyou', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 13, 2021 to Mar 31, 2021","Producers, 
Lantis,       AT-X,       Glovision,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa,       Bandai Namco Arts","Licensors, 
Sentai Filmworks","Studios, 
TNK","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy,         EroticaErotica","Themes, 
GoreGore,         HaremHarem,         Time TravelTime Travel","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.341 (scored by 333890333,890 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/107279/Kaifuku_Jutsushi_no_Yarinaoshi__Sokushi_Mahou_to_Skill_Copy_no_Chouetsu_Heal
