index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
72,School Rumble,Suzumiya Haruhi no Yuuutsu,Amagi Brilliant Park,Seto no Hanayome,Gakkou no Kaidan,Azumanga Daiou The Animation,Shijou Saikyou no Deshi Kenichi,Kamen no Maid Guy,Gintama,Kaze no Stigma,"Cook, Justin:Producer","Hatta, Youko:Producer","Hamano, Takatoshi:Producer","Takechi, Tsuneo:Producer",Full Metal Panic? Fumoffu,#600,#817,"295,879",51,3,0,"['Cook, Justin', 'Producer'], ['Hatta, Youko', 'Producer'], ['Hamano, Takatoshi', 'Producer'], ['Takechi, Tsuneo', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Aug 26, 2003 to Nov 18, 2003","Producers, 
Tatsunoko Production,       Kadokawa Shoten,       Fuji TV,       Imagica,       Rakuonsha,       Kadokawa Pictures Japan,       KlockWorx,       Happinet Pictures,       Animation Do","Licensors, 
ADV Films,       Funimation","Studios, 
Kyoto Animation","Source, 
  Light novel","Genres, 
ActionAction,         ComedyComedy","Themes, 
Gag HumorGag Humor,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.021 (scored by 175030175,030 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/37371/Full_Metal_Panic_Tanpenshuu, Parent story:: /anime/71/Full_Metal_Panic"
257,Tenjou Tenge,Freezing,Sekirei,Queen's Blade: Rurou no Senshi,Koihime†Musou,Hyakka Ryouran: Samurai Girls,Senran Kagura,Kämpfer,Rokudou no Onna-tachi,Shin Koihime†Musou: Otome Tairan,"Matsukura, Yuuji:Producer","Oosawa, Nobuhiro:Producer","Watanabe, Takashi:Director","Katou, Hiroto:Episode Director",Ikkitousen,#7477,#1420,"163,816",6,8,15,"['Matsukura, Yuuji', 'Producer'], ['Oosawa, Nobuhiro', 'Producer'], ['Watanabe, Takashi', 'Director'], ['Katou, Hiroto', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 30, 2003 to Oct 22, 2003","Producers, 
Genco,       Media Factory,       AT-X","Licensors, 
Funimation,       Geneon Entertainment USA","Studios, 
J.C.Staff","Source, 
  Manga","Genres, 
ActionAction,         EcchiEcchi","Themes, 
Martial ArtsMartial Arts,         SchoolSchool,         Super PowerSuper Power","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Adaptation:: /manga/372/Ikkitousen, Sequel:: /anime/1956/Ikkitousen__Dragon_Destiny"
133,Golden Boy,Love Hina,Zero no Tsukaima,DNA²,High School DxD,Rizelmine,Glasslip,Mashiro-iro Symphony: The Color of Lovers,Inukami!,Koi to Uso,"Ishiguro, Tatsuya:Producer","Mutou, Yuuji:Director","Tanaka, Kazuya:Sound Director","Kimura, Hiroshi:Episode Director",Green Green,#8680,#1834,"117,487",17,11,31,"['Ishiguro, Tatsuya', 'Producer'], ['Mutou, Yuuji', 'Director'], ['Tanaka, Kazuya', 'Sound Director'], ['Kimura, Hiroshi', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 13, 2003 to Sep 28, 2003","Producers, 
Pony Canyon,       Memory-Tech,       Pony Canyon Enterprises","Licensors, 
Media Blasters","Studios, 
Studio Matrix","Source, 
  Visual novel","Genres, 
ComedyComedy,         RomanceRomance,         EcchiEcchi","Theme, 
SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.151 (scored by 6640366,403 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/92381/Green_Green, Sequel:: /anime/651/Green_Green_Thirteen__Erolutions, Alternative version:: /anime/881/Green_Green_OVA, Side story:: /anime/1679/Green_Green_Character_DVD"
196,Ano Natsu de Matteru,Onegai☆Teacher,W: Wish,Koi Kaze,Marmalade Boy,Futakoi,Sister Princess,Ai Yori Aoshi,Myself; Yourself,Boku wa Imouto ni Koi wo Suru,"Ide, Yasunori:Director","Kikuta, Hiromi:Sound Director","Aoki, Ei:Episode Director","Nonaka, Takuya:Episode Director",Onegai☆Twins,#5104,#2213,"89,509",15,7,9,"['Ide, Yasunori', 'Director'], ['Kikuta, Hiromi', 'Sound Director'], ['Aoki, Ei', 'Episode Director'], ['Nonaka, Takuya', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 15, 2003 to Oct 14, 2003","Producers, 
Bandai Visual,       Genco,       Lantis","Licensors, 
Nozomi Entertainment,       Bandai Entertainment","Studios, 
Daume","Source, 
  Original","Genres, 
ComedyComedy,         DramaDrama,         Sci-FiSci-Fi","Themes, 
HaremHarem,         SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.811 (scored by 4984049,840 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/741/Onegai☆Twins, Parent story:: /anime/195/Onegai☆Teacher, Sequel:: /anime/524/Onegai☆Twins__Natsu_wa_Owaranai, Summary:: /anime/52864/Onegai☆Twins__Relations"
62,Gift: Eternal Rainbow,Canvas 2: Nijiiro no Sketch,Akaneiro ni Somaru Saka,Clannad,Kanon (2006),Yoake Mae yori Ruriiro na: Crescent Love,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Amagami SS+ Plus,Kami nomi zo Shiru Sekai II,Hoshizora e Kakaru Hashi,"Nagatani, Takayuki:Assistant Producer","Miyazaki, Nagisa:Director","Kikuta, Hiromi:Sound Director","Abe, Masashi:Episode Director",D.C.: Da Capo,#5609,#2436,"75,954",7,8,4,"['Nagatani, Takayuki', 'Assistant Producer'], ['Miyazaki, Nagisa', 'Director'], ['Kikuta, Hiromi', 'Sound Director'], ['Abe, Masashi', 'Episode Director']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 5, 2003 to Dec 27, 2003","Premiered, 
Summer 2003","Licensors, 
    None found, add some","Studios, 
feel.,       Zexcs","Source, 
  Visual novel","Genres, 
DramaDrama,         RomanceRomance","Theme, 
HaremHarem","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.711 (scored by 3067330,673 users)
      


1
          indicates a weighted score.","Ranked, 
  #56092

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/3052/Da_Capo, Sequel:: /anime/291/DCSS__Da_Capo_Second_Season, Alternative setting:: /anime/5216/DCif__Da_Capo_if, Other:: /anime/9353/DC_I_II_PSP_Re-Animated"
838,Alien 9,Mahou Shoujo Madoka★Magica,School Days,Bokura no,Higurashi no Naku Koro ni,Shinseiki Evangelion,Boogiepop wa Warawanai,Brigadoon: Marin to Melan,Hametsu no Mars,Boogiepop wa Warawanai (2019),"Iino, Toshiaki:Director","Nakagawa, Tatsuto:Sound Director","Oota, Masahiko:Episode Director","Ishiodori, Hiroshi:Episode Director",Narutaru: Mukuro Naru Hoshi Tama Taru Ko,#9489,#3686,"36,130",4,13,15,"['Iino, Toshiaki', 'Director'], ['Nakagawa, Tatsuto', 'Sound Director'], ['Oota, Masahiko', 'Episode Director'], ['Ishiodori, Hiroshi', 'Episode Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 7, 2003 to Sep 29, 2003","Premiered, 
Summer 2003","Licensors, 
Central Park Media","Studios, 
Planet","Source, 
  Manga","Genres, 
DramaDrama,         HorrorHorror,         Sci-FiSci-Fi,         SuspenseSuspense","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
5.991 (scored by 1028310,283 users)
      


1
          indicates a weighted score.","Ranked, 
  #94892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/1153/Narutaru__Mukuro_Naru_Hoshi_Tama_Taru_Ko
610,I My Me! Strawberry Eggs,Nurse Witch Komugi-chan Magikarte,Bakuretsu Tenshi,Mnemosyne: Mnemosyne no Musume-tachi,Steins;Gate,Sekirei,Kino no Tabi: The Beautiful World,Yami to Boushi to Hon no Tabibito,,,"Kubota, Mitsutoshi:Producer","Kananiwa, Kozue:Producer","Kimura, Shinichirou:Director","Tsuruoka, Youta:Sound Director",Popotan,#8145,#4411,"24,624",4,3,4,"['Kubota, Mitsutoshi', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Kimura, Shinichirou', 'Director'], ['Tsuruoka, Youta', 'Sound Director']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 18, 2003 to Oct 3, 2003","Premiered, 
Summer 2003","Licensors, 
Sentai Filmworks,       Geneon Entertainment USA","Studios, 
Shaft","Source, 
  Visual novel","Genres, 
ComedyComedy,         DramaDrama,         SupernaturalSupernatural,         EcchiEcchi","Theme, 
Time TravelTime Travel","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.261 (scored by 99909,990 users)
      


1
          indicates a weighted score.","Ranked, 
  #81452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/21233/Popotan
261,Nisekoi,,,,,,,,,,"Oomiya, Saburou:Producer","Iizuka, Kouichi:Sound Director","Tokoro, Toshikatsu:Episode Director","Ishida, Tooru:Episode Director",Happy☆Lesson Advance,#5361,#5359,"15,206",0,0,0,"['Oomiya, Saburou', 'Producer'], ['Iizuka, Kouichi', 'Sound Director'], ['Tokoro, Toshikatsu', 'Episode Director'], ['Ishida, Tooru', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 3, 2003 to Sep 28, 2003","Producers, 
KSS,       Studio Jack","Licensors, 
    None found, add some","Studios, 
Studio Hibari","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Theme, 
HaremHarem","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.761 (scored by 64806,480 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1785/Happy★Lesson__Mama_Sensei_wa_Saikou, Prequel:: /anime/260/Happy☆Lesson_TV, Sequel:: /anime/262/Happy☆Lesson_The_Final"
294,Stratos 4,Xenosaga The Animation,Geneshaft,Betterman,Senki Zesshou Symphogear,Ex-Arm,,,,,"Macek, Carl:Producer","Nakamura, Manabu:Assistant Producer","Negishi, Hiroshi:Director","Tsujitani, Kouji:Sound Director",Divergence Eve,#9431,#5701,"13,103",4,2,2,"['Macek, Carl', 'Producer'], ['Nakamura, Manabu', 'Assistant Producer'], ['Negishi, Hiroshi', 'Director'], ['Tsujitani, Kouji', 'Sound Director']","Status, 
  Finished Airing","Aired, 
  Jul 2, 2003 to Sep 24, 2003","Premiered, 
Summer 2003","Broadcast, 
    Wednesdays at 10, 00 (JST)","Studios, 
Radix","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.011 (scored by 43704,370 users)
      


1
          indicates a weighted score.","Ranked, 
  #94312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5701",Sequel:: /anime/295/Divergence_Eve_2__Misaki_Chronicles
301,Tetsuwan Birdy Decode,Yakushiji Ryouko no Kaiki Jikenbo,Lupin III: Part II,Battle Spirits: Ryuuko no Ken,,,,,,,"Tominaga, Tsuneo:Director","Takahashi, Hideo:Sound Director","Sugai, Yoshihiro:Episode Director","Ueno, Fumihiro:Episode Director",Cinderella Boy,#7910,#7030,"7,789",2,1,0,"['Tominaga, Tsuneo', 'Director'], ['Takahashi, Hideo', 'Sound Director'], ['Sugai, Yoshihiro', 'Episode Director'], ['Ueno, Fumihiro', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Jun 21, 2003 to Sep 13, 2003","Premiered, 
Summer 2003","Broadcast, 
    Saturdays at 10, 30 (JST)","Studios, 
Magic Bus","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         MysteryMystery","Theme, 
Magical Sex ShiftMagical Sex Shift","Demographic, 
SeinenSeinen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.301 (scored by 28962,896 users)
      


1
          indicates a weighted score.","Ranked, 
  #79102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/41117/Cinderella_Boy
