index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_7
1175,Princess Nine: Kisaragi Joshikou Yakyuubu,Battle Athletess Daiundoukai (TV),Bubblegum Crisis,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,Idol Bouei-tai Hummingbird,Circlet Princess,,,,"Shinbou, Akiyuki:Director","Watanabe, Jun:Sound Director","Urata, Yasunori:Episode Director","Yamazaki, Shigeru:Episode Director",Metal Fighter Miku,#6938,#8422,"4,981",3,0,1,"['Shinbou, Akiyuki', 'Director'], ['Watanabe, Jun', 'Sound Director'], ['Urata, Yasunori', 'Episode Director'], ['Yamazaki, Shigeru', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 8, 1994 to Sep 30, 1994","Producers, 
Victor Entertainment,       Studio Jack","Licensors, 
Media Blasters,       Central Park Media","Studios, 
J.C.Staff","Source, 
  Original","Genres, 
ComedyComedy,         Sci-FiSci-Fi,         SportsSports","Theme, 
Combat SportsCombat Sports","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.471 (scored by 13591,359 users)
      


1
          indicates a weighted score.",,
6472,Yami Shibai,Yami Shibai 2,Yami Shibai 3,Gakkou no Yuurei,Mob Psycho 100,,,,,"Yasumi, Tetsuo:Director","Fujiyama, Fusanobu:Sound Director","Masui, Souichi:Episode Director","Daichi, Akitarou:Episode Director",Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,#5286,#10927,"2,183",1,0,0,"['Yasumi, Tetsuo', 'Director'], ['Fujiyama, Fusanobu', 'Sound Director'], ['Masui, Souichi', 'Episode Director'], ['Daichi, Akitarou', 'Episode Director']","Type, 
TV","Episodes, 
  35","Status, 
  Finished Airing","Aired, 
  Aug 15, 1994 to Dec 29, 1995","Producers, 
Fuji TV,       Amuse","Licensors, 
    None found, add some","Studios, 
Group TAC","Source, 
  Unknown","Genre, 
HorrorHorror","Duration, 
  5 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.771 (scored by 447447 users)
      


1
          indicates a weighted score.","Ranked, 
  #52862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Character:: /anime/8539/Toilet_no_Hanako-san, Alternative version:: /anime/9345/Gakkou_no_Kowai_Uwasa_Shin__Hanako-san_ga_Kita",
4800,,,,,,,,,,"Kashima, Norio:Director","Egami, Kiyoshi:Episode Director","Taniguchi, Moriyasu:Episode Director","Sokuza, Makoto:Storyboard",Huckleberry Finn Monogatari,#7065,#11163,"2,017",2,0,0,"['Kashima, Norio', 'Director'], ['Egami, Kiyoshi', 'Episode Director'], ['Taniguchi, Moriyasu', 'Episode Director'], ['Sokuza, Makoto', 'Storyboard']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Aug 26, 1994 to Mar 3, 1995","Premiered, 
Summer 1994","Licensors, 
    None found, add some","Studios, 
Aubec","Source, 
  Novel","Genre, 
AdventureAdventure","Duration, 
  20 min. per ep.","Rating, 
  None","Score, 
6.451 (scored by 664664 users)
      


1
          indicates a weighted score.","Ranked, 
  #70652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #11163",Alternative version:: /anime/2545/Huckleberry_no_Bouken,
820,Code Geass: Hangyaku no Lelouch,Monster,Versailles no Bara,Tytania,Death Note,Kenpuu Denki Berserk,Mahouka Koukou no Rettousei,Seikai no Monshou,Shingeki no Kyojin: The Final Season,"Ishiguro, Noboru:Director","Aketagawa, Susumu:Sound Director","Motonaga, Keitarou:Episode Director","Shinohara, Toshiya:Episode Director",Ginga Eiyuu Densetsu,#10,#744,"319,980",165,13,10,"['Ishiguro, Noboru', 'Director'], ['Aketagawa, Susumu', 'Sound Director'], ['Motonaga, Keitarou', 'Episode Director'], ['Shinohara, Toshiya', 'Episode Director']","Type, 
OVA","Episodes, 
  110","Status, 
  Finished Airing","Aired, 
  Jan 8, 1988 to Mar 17, 1997","Studios, 
K-Factory,       Kitty Film Mitaka Studio","Source, 
  Novel","Genres, 
DramaDrama,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MilitaryMilitary,         SpaceSpace","Duration, 
  26 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
9.021 (scored by 7869178,691 users)
      


1
          indicates a weighted score.","Ranked, 
  #102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #744","Adaptation:: /manga/6978/Ginga_Eiyuu_Densetsu, Prequel:: /anime/3016/Ginga_Eiyuu_Densetsu__Arata_naru_Tatakai_no_Overture, Side story:: /anime/3371/Ginga_Eiyuu_Densetsu_Gaiden, Alternative version:: /anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou",Uchuu Senkan Yamato 2199
666,Hokuto no Ken,Mahou Shoujo Madoka★Magica,Tengen Toppa Gurren Lagann,Gyakkyou Burai Kaiji: Ultimate Survivor,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Genocyber,Sore Ike! Anpanman: Niji no Pyramid,Baoh Raihousha,Hellsing,"Kitakubo, Hiroyuki:Director","Kon, Satoshi:Episode Director","Abe, Masashi:Episode Director","Hayama, Junichi:Storyboard",JoJo no Kimyou na Bouken,#1929,#1716,"129,372",15,3,2,"['Kitakubo, Hiroyuki', 'Director'], ['Kon, Satoshi', 'Episode Director'], ['Abe, Masashi', 'Episode Director'], ['Hayama, Junichi', 'Storyboard']","Type, 
OVA","Episodes, 
  6","Status, 
  Finished Airing","Aired, 
  Nov 19, 1993 to Nov 18, 1994","Studios, 
APPP","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         SupernaturalSupernatural","Theme, 
VampireVampire","Demographic, 
ShounenShounen","Duration, 
  35 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.471 (scored by 5752057,520 users)
      


1
          indicates a weighted score.","Ranked, 
  #19292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/872/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders, Prequel:: /anime/665/JoJo_no_Kimyou_na_Bouken__Adventure, Alternative version:: /anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season",Baki
474,Cowboy Bebop,Kidou Senshi Gundam 0083: Stardust Memory,Area 88,Akira,Key the Metal Idol,Kidou Senshi Gundam Thunderbolt,Gatchaman,Vivy: Fluorite Eye's Song,Girly Air Force,"Watanabe, Shinichirou:Director","Kawamori, Shouji:Director","Mima, Masafumi:Sound Director","Nobumoto, Keiko:Script",Macross Plus,#1191,#3140,"48,375",16,4,0,"['Watanabe, Shinichirou', 'Director'], ['Kawamori, Shouji', 'Director'], ['Mima, Masafumi', 'Sound Director'], ['Nobumoto, Keiko', 'Script']","Status, 
  Finished Airing","Aired, 
  Aug 25, 1994 to Jun 25, 1995","Producers, 
Bandai Visual,       Shogakukan-Shueisha Productions,       Mainichi Broadcasting System,       Studio Nue,       Big West","Licensors, 
Manga Entertainment","Genres, 
ActionAction,         DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  39 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.711 (scored by 2227522,275 users)
      


1
          indicates a weighted score.","Ranked, 
  #11912

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3140","Members, 
    48,375","Favorites, 
  441","Prequel:: /anime/1088/Macross, Alternative version:: /anime/1211/Macross_Plus_Movie_Edition, Sequel:: /anime/1397/Macross_7",Koukyoushihen Eureka Seven
2775,Elfen Lied,Akira,Baoh Raihousha,Angel Cop,Soukihei MD Geist,Deadman Wonderland,Cyber City Oedo 808,Violence Jack: Jigoku Gai-hen,Devilman: Crybaby,"Aramaki, Shinji:Producer","Abe, Masashi:Producer","Oohata, Kouichi:Director","Aikawa, Shou:Script",Genocyber,#10356,#3562,"38,617",12,11,15,"['Aramaki, Shinji', 'Producer'], ['Abe, Masashi', 'Producer'], ['Oohata, Kouichi', 'Director'], ['Aikawa, Shou', 'Script']","Episodes, 
  5","Status, 
  Finished Airing","Aired, 
  May 24, 1994 to Jul 21, 1994","Producers, 
Bandai Visual","Source, 
  Manga","Genres, 
ActionAction,         HorrorHorror,         Sci-FiSci-Fi","Themes, 
GoreGore,         MechaMecha,         PsychologicalPsychological","Demographic, 
SeinenSeinen","Duration, 
  30 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
5.791 (scored by 1184211,842 users)
      


1
          indicates a weighted score.","Ranked, 
  #103562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3562",Adaptation:: /manga/10004/Genocyber,Black Magic M-66
1007,Dirty Pair OVA,,,,,,,,,"Nishimura, Junji:Director","Shirahata, Bob:Episode Director","Inoue, Kikuko:Theme Song Performance","Takayama, Minami:Theme Song Performance",Ranma ½ OVA,#1127,#3835,"33,083",3,0,0,"['Nishimura, Junji', 'Director'], ['Shirahata, Bob', 'Episode Director'], ['Inoue, Kikuko', 'Theme Song Performance'], ['Takayama, Minami', 'Theme Song Performance']","Type, 
OVA","Episodes, 
  6","Status, 
  Finished Airing","Aired, 
  Oct 21, 1993 to Aug 19, 1994","Studios, 
Studio Deen,       Kitty Film Mitaka Studio","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         RomanceRomance,         EcchiEcchi","Themes, 
Magical Sex ShiftMagical Sex Shift,         Martial ArtsMartial Arts","Demographic, 
ShounenShounen","Duration, 
  30 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.731 (scored by 1645216,452 users)
      


1
          indicates a weighted score.","Ranked, 
  #11272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Prequel:: /anime/210/Ranma_½, Sequel:: /anime/1008/Ranma_½__Yomigaeru_Kioku",
1577,Dirty Pair,Kidou Keisatsu Patlabor,Kidou Keisatsu Patlabor: On Television,Hyper Police,New Dominion Tank Police,,,,,"Watanabe, Shigeru:Producer","Hasegawa, Hiroshi:Producer","Furuhashi, Kazuhiro:Director","Fouquet, Emmanuel:Script",Taiho Shichau zo,#1988,#4091,"29,053",6,2,0,"['Watanabe, Shigeru', 'Producer'], ['Hasegawa, Hiroshi', 'Producer'], ['Furuhashi, Kazuhiro', 'Director'], ['Fouquet, Emmanuel', 'Script']","Type, 
OVA","Episodes, 
  4","Status, 
  Finished Airing","Aired, 
  Sep 24, 1994 to Nov 25, 1995","Studios, 
Studio Deen","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy","Themes, 
DetectiveDetective,         WorkplaceWorkplace","Demographic, 
SeinenSeinen","Duration, 
  29 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.461 (scored by 86228,622 users)
      


1
          indicates a weighted score.","Ranked, 
  #19882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/1292/Taiho_Shichau_zo, Sequel:: /anime/1372/Taiho_Shichau_zo_TV, Spin-off:: /anime/2010/Taiho_Shichau_zo_in_America",
540,Date A Live,Utawarerumono OVA,,,,,,,,"Cook, Justin:Producer","Inoue, Hiroaki:Producer","Hasegawa, Yasuo:Producer","Morijiri, Kazuaki:Producer",Tenchi Muyou! Ryououki 2nd Season,#1400,#4121,"28,586",1,0,0,"['Cook, Justin', 'Producer'], ['Inoue, Hiroaki', 'Producer'], ['Hasegawa, Yasuo', 'Producer'], ['Morijiri, Kazuaki', 'Producer']","Type, 
OVA","Episodes, 
  6","Status, 
  Finished Airing","Aired, 
  Sep 25, 1994 to Sep 25, 1995","Studios, 
AIC","Source, 
  Original","Genres, 
ActionAction,         ComedyComedy,         Sci-FiSci-Fi","Themes, 
HaremHarem,         SpaceSpace","Duration, 
  33 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.621 (scored by 1556815,568 users)
      


1
          indicates a weighted score.","Ranked, 
  #14002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4121","Sequel:: /anime/541/Tenchi_Muyou_Ryououki_3rd_Season, Prequel:: /anime/1146/Tenchi_Muyou_Ryououki__Omatsuri_Zenjitsu_no_Yoru",
1859,Tenjou Tenge: The Ultimate Fight,Street Fighter II Movie,JoJo no Kimyou na Bouken,Street Fighter II V,Street Fighter Alpha: Generations,JoJo no Kimyou na Bouken (TV),,,,"Asada, Yuuji:Director","Itagaki, Keisuke:Original Creator","Umakoshi, Yoshihiko:Character Design","Iwane, Masaaki:Inserted Song Performance",Grappler Baki,#5072,#4698,"21,200",3,5,2,"['Asada, Yuuji', 'Director'], ['Itagaki, Keisuke', 'Original Creator'], ['Umakoshi, Yoshihiko', 'Character Design'], ['Iwane, Masaaki', 'Inserted Song Performance']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 21, 1994","Producers, 
    None found, add some","Source, 
  Manga","Genre, 
SportsSports","Themes, 
Combat SportsCombat Sports,         GoreGore","Demographic, 
ShounenShounen","Duration, 
  45 min.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.811 (scored by 1115711,157 users)
      


1
          indicates a weighted score.","Ranked, 
  #50722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4698","Adaptation:: /manga/11425/Grappler_Baki, Alternative version:: /anime/287/Grappler_Baki_TV, Sequel:: /anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime",Yuu☆Yuu☆Hakusho
426,Dragon Quest: Your Story,Final Fantasy VII: Advent Children,Final Fantasy VII: Last Order,Final Fantasy VII: Advent Children Complete,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,Brotherhood: Final Fantasy XV,Final Fantasy XV: Episode Ardyn - Prologue,Bakuretsu Hunters,Street Fighter II V,Rintarou:Director,"Ookubo, Tomihiko:Director","Sekijima, Mayori:Script","Iso, Mitsuo:Key Animation",Final Fantasy,#8913,#5313,"15,560",3,3,2,"['Rintarou', 'Director'], ['Ookubo, Tomihiko', 'Director'], ['Sekijima, Mayori', 'Script'], ['Iso, Mitsuo', 'Key Animation']","Episodes, 
  4","Status, 
  Finished Airing","Aired, 
  Mar 21, 1994 to Jul 21, 1994","Producers, 
Square Enix","Source, 
  Game","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Duration, 
  30 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.111 (scored by 63436,343 users)
      


1
          indicates a weighted score.","Ranked, 
  #89132

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5313","Members, 
    15,560","Favorites, 
  22",,Kingsglaive: Final Fantasy XV
