index,rec_1,rec_2,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_3
2598,Turn A Gundam,Kidou Senshi Gundam ZZ,,,,,,,,"Tomino, Yoshiyuki:Director","Imagawa, Yasuhiro:Episode Director","Kawase, Toshifumi:Episode Director","Iuchi, Shuji:Episode Director",Juusenki L-Gaim,#4953,#7335,"6,957",2,0,0,"['Tomino, Yoshiyuki', 'Director'], ['Imagawa, Yasuhiro', 'Episode Director'], ['Kawase, Toshifumi', 'Episode Director'], ['Iuchi, Shuji', 'Episode Director']","Episodes, 
  54","Status, 
  Finished Airing","Aired, 
  Feb 4, 1984 to Feb 23, 1985","Premiered, 
Winter 1984","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.841 (scored by 14341,434 users)
      


1
          indicates a weighted score.","Ranked, 
  #49532

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Summary:: /anime/2599/Juusenki_L-Gaim_I__Pentagona_Window___Lady_Gavlet, Other:: /anime/19279/Pony_Metal_U-GAIM_Promotion_Film",
2579,Wanwan Sanjuushi,Meitantei Holmes,,,,,,,,"Kurokawa, Fumio:Director","Morita, Hiromitsu:Episode Director","Okabe, Eiji:Episode Director","Koshi, Shigeo:Storyboard",Anime 80-nichikan Sekai Isshuu,#4927,#8105,"5,503",1,0,0,"['Kurokawa, Fumio', 'Director'], ['Morita, Hiromitsu', 'Episode Director'], ['Okabe, Eiji', 'Episode Director'], ['Koshi, Shigeo', 'Storyboard']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jan 8, 1984 to Jul 15, 1984","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
AdventureAdventure,         RomanceRomance","Themes, 
AnthropomorphicAnthropomorphic,         HistoricalHistorical","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages",,Seimei no Kagaku: Micro Patrol
3162,Alps no Shoujo Heidi,Akage no Anne,,,,,,,,"Saitou, Hiroshi:Director","Miyazaki, Akira:Script","Kusuba, Kouzou:Storyboard","Matsuda, Akihiko:Sound Effects",Makiba no Shoujo Katri,#4282,#8952,"4,172",3,0,0,"['Saitou, Hiroshi', 'Director'], ['Miyazaki, Akira', 'Script'], ['Kusuba, Kouzou', 'Storyboard'], ['Matsuda, Akihiko', 'Sound Effects']","Type, 
TV","Episodes, 
  49","Status, 
  Finished Airing","Aired, 
  Jan 8, 1984 to Dec 23, 1984","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
AdventureAdventure,         DramaDrama,         Slice of LifeSlice of Life","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.991 (scored by 12871,287 users)
      


1
          indicates a weighted score.",Summary:: /anime/25073/Makiba_no_Shoujo_Katri_Specials,Mori no Youki na Kobito-tachi: Belfy to Lillibit
3021,Urusei Yatsura,,,,,,,,,"Katsumata, Tomoharu:Director","Kakudou, Hiroyuki:Episode Director","Akehi, Masayuki:Episode Director","Tomita, Sukehiro:Script",Yume Senshi Wingman,#3767,#9713,"3,218",0,0,0,"['Katsumata, Tomoharu', 'Director'], ['Kakudou, Hiroyuki', 'Episode Director'], ['Akehi, Masayuki', 'Episode Director'], ['Tomita, Sukehiro', 'Script']","Type, 
TV","Episodes, 
  47","Status, 
  Finished Airing","Aired, 
  Feb 7, 1984 to Feb 26, 1985","Producers, 
TV Asahi","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         RomanceRomance","Themes, 
SchoolSchool,         Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity",Adaptation:: /manga/3390/Wingman,
6636,,,,,,,,,,"Shigino, Akira:Director","Yamada, Etsuji:Sound Director","Sakata, Junichi:Episode Director","Kuriyama, Yoshihide:Episode Director",Chou Kousoku Galvion,#8833,#11360,"1,883",0,0,0,"['Shigino, Akira', 'Director'], ['Yamada, Etsuji', 'Sound Director'], ['Sakata, Junichi', 'Episode Director'], ['Kuriyama, Yoshihide', 'Episode Director']","Type, 
TV","Episodes, 
  22","Status, 
  Finished Airing","Aired, 
  Feb 3, 1984 to Apr 29, 1984","Producers, 
TV Asahi,       Kokusai Eigasha","Licensors, 
    None found, add some","Studios, 
Artmic","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Themes, 
DetectiveDetective,         MechaMecha","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.121 (scored by 361361 users)
      


1
          indicates a weighted score.",,
5600,,,,,,,,,,"Kurokawa, Fumio:Director","D'Avena, Cristina:Theme Song Performance","Seki, Shuuichi:Animation Director","Okuda, Seiji:Screenplay",Little El Cid no Bouken,#7842,#13826,873,0,0,0,"['Kurokawa, Fumio', 'Director'], [""D'Avena, Cristina"", 'Theme Song Performance'], ['Seki, Shuuichi', 'Animation Director'], ['Okuda, Seiji', 'Screenplay']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Feb 6, 1984 to Mar 12, 1984","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Original","Genre, 
AdventureAdventure","Theme, 
HistoricalHistorical","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages",,
8799,,,,,,,,,,"Kojima, Masayuki:Episode Director","Higuchi, Masakazu:Episode Director","Kogawa, Yoriyasu:Episode Director","Koyama, Takao:Script",Okawari-Boy Starzan-S,#5992,#14079,816,0,0,0,"['Kojima, Masayuki', 'Episode Director'], ['Higuchi, Masakazu', 'Episode Director'], ['Kogawa, Yoriyasu', 'Episode Director'], ['Koyama, Takao', 'Script']","Episodes, 
  34","Status, 
  Finished Airing","Aired, 
  Jan 7, 1984 to Aug 25, 1984","Premiered, 
Winter 1984","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Duration, 
  23 min. per ep.","Rating, 
  G - All Ages","Score, 
6.641 (scored by 180180 users)
      


1
          indicates a weighted score.","Ranked, 
  #59922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14079",,
34510,,,,,,,,,,,,,,Hei Mao Jing Zhang,#11401,#14239,776,0,0,2,,"Episodes, 
  5","Status, 
  Finished Airing","Aired, 
  Jan 1984 to Dec 1984","Premiered, 
Winter 1984","Licensors, 
    None found, add some","Studios, 
Shanghai Animation Film Studio","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy","Themes, 
DetectiveDetective,         RacingRacing","Demographic, 
KidsKids","Duration, 
  18 min. per ep.","Rating, 
  PG - Children","Score, 
5.521 (scored by 304304 users)
      


1
          indicates a weighted score.","Alternative version:: /anime/34511/Hei_Mao_Jing_Zhang_1992, Summary:: /anime/42466/Hei_Mao_Jing_Zhan_Zhi_Fei_Cui_Zhi_Xing",
17619,,,,,,,,,,,,,,Souya Monogatari,#13485,#14900,639,0,1,0,,"Episodes, 
  21","Status, 
  Finished Airing","Aired, 
  Feb 7, 1984 to Jun 26, 1984","Premiered, 
Winter 1984","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
AdventureAdventure,         DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  None","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #134852

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
4813,Uchiyama Aki,Bishoujo Comic Lolicon Angel: Mitsu no Aji,,,,,,,,"Kuni, Toshirou:Director","Nakajima, Fumio:Script",,,Lolita Anime,N/A,#9724,"3,207",1,0,0,"['Kuni, Toshirou', 'Director'], ['Nakajima, Fumio', 'Script']","Type, 
OVA","Episodes, 
  6","Status, 
  Finished Airing","Aired, 
  Feb 21, 1984 to May 25, 1985","Studios, 
    None found, add some","Source, 
  Other","Genre, 
HentaiHentai","Duration, 
  31 min. per ep.","Rating, 
  Rx - Hentai","Score, 
5.271 (scored by 862862 users)
      


1
          indicates a weighted score.","Ranked, 
  N/A2

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9724","Members, 
    3,207",,
