index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
552,Pokemon,Monster Farm: Enbanseki no Himitsu,Zinba,Mujin Wakusei Survive,Persona 4 the Animation,Jikuu Tantei Genshi-kun,Accel World,Summer Wars,Sonic X,Uchuu Show e Youkoso,"Seki, Hiromi:Producer","Kimura, Kyotaro:Producer","Kakudou, Hiroyuki:Director","Hosoda, Mamoru:Episode Director",Digimon Adventure,#1021,#565,"400,805",55,7,3,"['Seki, Hiromi', 'Producer'], ['Kimura, Kyotaro', 'Producer'], ['Kakudou, Hiroyuki', 'Director'], ['Hosoda, Mamoru', 'Episode Director']","Type, 
TV","Episodes, 
  54","Status, 
  Finished Airing","Aired, 
  Mar 7, 1999 to Mar 26, 2000","Producers, 
Yomiko Advertising,       Fuji TV","Licensors, 
Discotek Media,       Saban Entertainment,       Flatiron Film Company","Studios, 
Toei Animation","Source, 
  Other","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Theme, 
IsekaiIsekai","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Adaptation:: /manga/2387/Digimon_Adventure, Spin-off:: /anime/859/Digimon_Savers, Sequel:: /anime/2397/Digimon_Adventure__Bokura_no_War_Game, Prequel:: /anime/2961/Digimon_Adventure_Movie, Side story:: /anime/8490/Digimon_Adventure_3D__Digimon_Grand_Prix, Other:: /anime/33314/Digimon_Universe__Appli_Monsters, Alternative version:: /anime/41074/Digimon_Adventure_"
95,Fushigi no Umi no Nadia,Ginga Eiyuu Densetsu,Suisei no Gargantia,Gundam: G no Reconguista Movie I - Ike! Core Fighter,Last Exile,So Ra No Wo To,Macross,Akage no Anne,Mirai Shounen Conan,Fullmetal Alchemist: Brotherhood,"Yatate, Hajime:Producer","Tomino, Yoshiyuki:Director","Tsuruoka, Youta:Sound Director","Iwasaki, Yoshiaki:Episode Director",Turn A Gundam,#1033,#3138,"48,392",20,2,2,"['Yatate, Hajime', 'Producer'], ['Tomino, Yoshiyuki', 'Director'], ['Tsuruoka, Youta', 'Sound Director'], ['Iwasaki, Yoshiaki', 'Episode Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Apr 9, 1999 to Apr 14, 2000","Producers, 
Sotsu,       Fuji TV,       Nakamura Production","Licensors, 
Nozomi Entertainment","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Award WinningAward Winning,         DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.771 (scored by 1710917,109 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/4186/Turn_A_Gundam, Parent story:: /anime/80/Kidou_Senshi_Gundam, Summary:: /anime/3963/Turn_A_Gundam_I_Movie__Earth_Light"
1469,Digimon Adventure,Pokemon,Digimon Frontier,Kono Subarashii Sekai ni Shukufuku wo!,Spider Riders: Oracle no Yuusha-tachi,Jikuu Tantei Genshi-kun,Bakugan Battle Brawlers,Bakuten Shoot Beyblade 2002,Bakuten Shoot Beyblade G Revolution,Pokemon Diamond & Pearl,"Yano, Hiroyuki:Director","Ooba, Hideaki:Episode Director","Fuchigami, Makoto:Episode Director","Yano, Yuuichirou:Episode Director",Monster Farm: Enbanseki no Himitsu,#5167,#3266,"44,895",4,3,3,"['Yano, Hiroyuki', 'Director'], ['Ooba, Hideaki', 'Episode Director'], ['Fuchigami, Makoto', 'Episode Director'], ['Yano, Yuuichirou', 'Episode Director']","Type, 
TV","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Apr 17, 1999 to Mar 25, 2000","Producers, 
    None found, add some","Licensors, 
ADV Films,       Discotek Media","Studios, 
TMS Entertainment","Source, 
  Game","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Theme, 
IsekaiIsekai","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.791 (scored by 2338023,380 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/18882/Monster_Farm__Enbanseki_no_Himitsu, Sequel:: /anime/13201/Monster_Farm__Legend_e_no_Michi, Spin-off:: /anime/15937/Monster_Farm_5__Circus_Caravan_OVA_-_Kessei_Orcoro_Circus"
472,Aria the Animation,Lamune,D.C.II: Da Capo II,Clannad,Comic Party,Piano (TV),School Rumble,Binchou-tan,Kareshi Kanojo no Jijou,Sketchbook: Full Color's,"Takahashi, Naohito:Director","Watanabe, Jun:Sound Director","Murata, Kazuya:Episode Director","Fukazawa, Kouji:Episode Director",To Heart,#6142,#4176,"27,676",6,2,6,"['Takahashi, Naohito', 'Director'], ['Watanabe, Jun', 'Sound Director'], ['Murata, Kazuya', 'Episode Director'], ['Fukazawa, Kouji', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 2, 1999 to Jun 25, 1999","Producers, 
KSS","Licensors, 
Nozomi Entertainment","Studios, 
OLM","Source, 
  Visual novel","Genres, 
DramaDrama,         RomanceRomance","Themes, 
HaremHarem,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.611 (scored by 98889,888 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1589/To_Heart, Spin-off:: /anime/471/To_Heart_2, Sequel:: /anime/685/To_Heart__Remember_My_Memories, Side story:: /anime/3977/To_Heart_Omake"
635,Bamboo Blade,Kazemakase Tsukikage Ran,Blood-C,Kizuna Ichigeki,Igano Kabamaru,Ranma ½,,,,,"Maruyama, Masao:Producer","Daichi, Akitarou:Director","Tanaka, Kazuya:Sound Director","Satou, Tatsuo:Storyboard",Juubee-chan: Lovely Gantai no Himitsu,#5579,#4904,"19,265",4,4,3,"['Maruyama, Masao', 'Producer'], ['Daichi, Akitarou', 'Director'], ['Tanaka, Kazuya', 'Sound Director'], ['Satou, Tatsuo', 'Storyboard']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 6, 1999 to Jun 29, 1999","Producers, 
Bandai Visual","Licensors, 
Bandai Entertainment,       Media Blasters","Studios, 
Madhouse","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         DramaDrama","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.711 (scored by 78187,818 users)
      


1
          indicates a weighted score.","Ranked, 
  #55792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Sequel:: /anime/636/Juubee-chan_2__Siberia_Yagyuu_no_Gyakushuu
992,Shinseiki Evangelion,Tenchi Muyou! GXP,IS: Infinite Stratos,RahXephon,Muv-Luv Alternative,Zegapain,"Ima, Soko ni Iru Boku",Break Blade Movie 1: Kakusei no Toki,Escaflowne,Muv-Luv Alternative: Total Eclipse,"Maseba, Yutaka:Producer","Kubota, Mitsutoshi:Producer","Morijiri, Kazuaki:Producer","Akiyama, Katsuhito:Director",Dual! Parallel Lun-Lun Monogatari,#3894,#4970,"18,676",5,3,0,"['Maseba, Yutaka', 'Producer'], ['Kubota, Mitsutoshi', 'Producer'], ['Morijiri, Kazuaki', 'Producer'], ['Akiyama, Katsuhito', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 8, 1999 to Jul 1, 1999","Producers, 
Pioneer LDC","Licensors, 
Discotek Media,       Geneon Entertainment USA","Studios, 
AIC","Source, 
  Original","Genres, 
ActionAction,         ComedyComedy,         Sci-FiSci-Fi","Themes, 
HaremHarem,         IsekaiIsekai,         MechaMecha","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.071 (scored by 86528,652 users)
      


1
          indicates a weighted score.",Sequel:: /anime/993/Dual_Parallel_Runrun_Monogatari_Special
111,Cardcaptor Sakura,Net Ghost Pipopa,Akihabara Dennou-gumi,Shin Shirayuki-hime Densetsu Prétear,Shugo Chara!,.hack//Sign,Bishoujo Senshi Sailor Moon,Mahou Shoujo Lyrical Nanoha,Cosmic Baton Girl Comet-san☆,,"Mutou, Yuuji:Director","Hayase, Hiroyuki:Sound Director","Yamaguchi, Mihiro:Episode Director","Morita, Hiromitsu:Episode Director",Corrector Yui,#3826,#5149,"16,933",2,0,1,"['Mutou, Yuuji', 'Director'], ['Hayase, Hiroyuki', 'Sound Director'], ['Yamaguchi, Mihiro', 'Episode Director'], ['Morita, Hiromitsu', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 9, 1999 to Oct 20, 2000","Producers, 
NHK,       Studio Tron","Licensors, 
VIZ Media","Studios, 
Nippon Animation","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.081 (scored by 71177,117 users)
      


1
          indicates a weighted score.","Ranked, 
  #38262

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/172/Corrector_Yui
55,Scrapped Princess,Fullmetal Alchemist,.hack//Sign,Star Ocean EX,Eden's Bowy,R.O.D: The TV,Wild Arms: Twilight Venom,Subarashiki Kono Sekai The Animation,,,"Katsumata, Hideo:Producer","Kawasaki, Itsurou:Director","Tada, Shunsuke:Episode Director","Takagi, Shigeki:Episode Director",Arc the Lad,#6713,#5204,"16,494",1,1,1,"['Katsumata, Hideo', 'Producer'], ['Kawasaki, Itsurou', 'Director'], ['Tada, Shunsuke', 'Episode Director'], ['Takagi, Shigeki', 'Episode Director']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 5, 1999 to Oct 11, 1999","Premiered, 
Spring 1999","Licensors, 
ADV Films","Studios, 
Bee Train","Source, 
  Game","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy,         HorrorHorror,         Sci-FiSci-Fi","Duration, 
  22 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.511 (scored by 60316,031 users)
      


1
          indicates a weighted score.","Ranked, 
  #67132

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5204",
2409,Slayers,Maze☆Bakunetsu Jikuu (TV),Scrapped Princess,Mahou Senshi Louie,Bakuretsu Hunters,Slayers Great,Hamelin no Violin Hiki: The Movie,Majutsushi Orphen,Mahoujin Guruguru,Kono Subarashii Sekai ni Shukufuku wo!,"Sugishima, Kunihisa:Director","Kasai, Kenichi:Episode Director","Sokuza, Makoto:Episode Director","Fuseki, Kazunobu:Episode Director",Gokudou-kun Manyuuki,#2161,#5295,"15,703",7,0,2,"['Sugishima, Kunihisa', 'Director'], ['Kasai, Kenichi', 'Episode Director'], ['Sokuza, Makoto', 'Episode Director'], ['Fuseki, Kazunobu', 'Episode Director']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 2, 1999 to Sep 24, 1999","Producers, 
SoftX","Licensors, 
Media Blasters,       Discotek Media","Studios, 
Trans Arts","Source, 
  Light novel","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.421 (scored by 59815,981 users)
      


1
          indicates a weighted score.","Ranked, 
  #21612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/94880/Gokudou-kun_Manyuuki
1136,Shinseiki Evangelion,Bakuretsu Tenshi,Bubblegum Crisis Tokyo 2040,Divergence Eve,Gakuen Senki Muryou,Brigadoon: Marin to Melan,Blue Gender,Dorohedoro,,,"Sasaki, Shirou:Producer","Kobayashi, Shinichirou:Producer","Kouchiyama, Takashi:Assistant Producer","Yonetani, Yoshitomo:Director",Betterman,#6355,#5330,"15,415",3,2,2,"['Sasaki, Shirou', 'Producer'], ['Kobayashi, Shinichirou', 'Producer'], ['Kouchiyama, Takashi', 'Assistant Producer'], ['Yonetani, Yoshitomo', 'Director']","Status, 
  Finished Airing","Aired, 
  Apr 2, 1999 to Oct 1, 1999","Premiered, 
Spring 1999","Broadcast, 
    Fridays at 01, 15 (JST)","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         HorrorHorror,         MysteryMystery,         Sci-FiSci-Fi","Themes, 
MechaMecha,         PsychologicalPsychological","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.571 (scored by 44214,421 users)
      


1
          indicates a weighted score.","Ranked, 
  #63552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5330","Adaptation:: /manga/113191/Betterman, Alternative setting:: /anime/4416/Yuusha-Ou_GaoGaiGar_Final_Grand_Glorious_Gathering"
