index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_8
225,Wild Arms: Twilight Venom,Fairy Tail,Jikuu Tantei Genshi-kun,Go! Go! Ackman,Digimon Adventure tri. 6: Bokura no Mirai,Battle Spirits: Ryuuko no Ken,SD Gundam Force,,,"Cook, Justin:Producer","Watson, Barry:Producer","Kasai, Osamu:Director","Yamauchi, Shigeyasu:Episode Director",Dragon Ball GT,#6868,#338,"628,184",30,17,19,"['Cook, Justin', 'Producer'], ['Watson, Barry', 'Producer'], ['Kasai, Osamu', 'Director'], ['Yamauchi, Shigeyasu', 'Episode Director']","Type, 
TV","Episodes, 
  64","Status, 
  Finished Airing","Aired, 
  Feb 7, 1996 to Nov 19, 1997","Producers, 
Fuji TV","Licensors, 
Funimation","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Themes, 
Martial ArtsMartial Arts,         Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Prequel:: /anime/813/Dragon_Ball_Z, Sequel:: /anime/987/Dragon_Ball_GT__Gokuu_Gaiden_Yuuki_no_Akashi_wa_Suushinchuu, Other:: /anime/37885/Super_Dragon_Ball_Heroes",
45,Trigun,Gintama,Noragami,Samurai Champloo,InuYasha,Bleach,Hakuouki,Samurai 7,Dororo,"Hasegawa, Hiroshi:Producer","Katou, Toshiyuki:Assistant Producer","Matsuda, Keiichi:Assistant Producer","Furuhashi, Kazuhiro:Director",Rurouni Kenshin: Meiji Kenkaku Romantan,#262,#448,"494,046",86,9,3,"['Hasegawa, Hiroshi', 'Producer'], ['Katou, Toshiyuki', 'Assistant Producer'], ['Matsuda, Keiichi', 'Assistant Producer'], ['Furuhashi, Kazuhiro', 'Director']","Type, 
TV","Episodes, 
  94","Status, 
  Finished Airing","Aired, 
  Jan 10, 1996 to Sep 8, 1998","Producers, 
Aniplex,       SME Visual Works,       Fuji TV","Licensors, 
Media Blasters,       Aniplex of America","Studios, 
Gallop,       Studio Deen","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         RomanceRomance","Themes, 
HistoricalHistorical,         SamuraiSamurai","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan, Prequel:: /anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen, Side story:: /anime/46/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Ishinshishi_e_no_Chinkonka, Sequel:: /anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen, Alternative version:: /anime/6591/Rurouni_Kenshin_DVD-BOX_Special_Ending, Summary:: /anime/10334/Rurouni_Kenshin_Recap, Other:: /anime/37537/Sobakasu",Peace Maker Kurogane
235,Death Note,Boku dake ga Inai Machi,Kindaichi Shounen no Jikenbo,Tantei Gakuen Q,Gosick,Spiral: Suiri no Kizuna,Hyouka,Majin Tantei Nougami Neuro,Umineko no Naku Koro ni,"Shizuno, Koubun:Co-Director","Cook, Justin:Producer","Watson, Barry:Producer","Suwa, Michihiko:Producer",Meitantei Conan,#397,#672,"346,997",88,5,2,"['Shizuno, Koubun', 'Co-Director'], ['Cook, Justin', 'Producer'], ['Watson, Barry', 'Producer'], ['Suwa, Michihiko', 'Producer']","Type, 
TV","Episodes, 
  Unknown","Status, 
  Currently Airing","Aired, 
  Jan 8, 1996 to ?","Producers, 
Yomiuri Telecasting,       TMS-Kyokuchi,       Shogakukan","Licensors, 
Funimation,       Crunchyroll","Studios, 
TMS Entertainment","Source, 
  Manga","Genres, 
AdventureAdventure,         ComedyComedy,         MysteryMystery","Theme, 
DetectiveDetective","Demographic, 
ShounenShounen","Duration, 
  25 min.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/1061/Meitantei_Conan, Side story:: /anime/779/Meitantei_Conan_Movie_01__Tokei_Jikake_no_Matenrou, Other:: /anime/5578/Aoyama_Goushou_Tanpenshuu, Summary:: /anime/7303/Meitantei_Conan__Kuro_no_Soshiki_to_Taiketsu_no_Rekishi, Alternative setting:: /anime/8310/Magic_Kaito, Alternative version:: /anime/34036/Meitantei_Conan__Episode_One_-_Chiisaku_Natta_Meitantei",Agatha Christie no Meitantei Poirot to Marple
2705,B-Legend! Battle B-Daman,Scan2Go,Gekitou! Crush Gear Turbo,Yu☆Gi☆Oh! Duel Monsters,Oban Star-Racers,Super Fishing Grander Musashi,,,,"Amino, Tetsurou:Director","Morioka, Hiroshi:Director","Kasai, Kenichi:Episode Director","Fujimoto, Yoshitaka:Episode Director",Bakusou Kyoudai Let's & Go,#4480,#6003,"11,422",2,0,0,"['Amino, Tetsurou', 'Director'], ['Morioka, Hiroshi', 'Director'], ['Kasai, Kenichi', 'Episode Director'], ['Fujimoto, Yoshitaka', 'Episode Director']","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Jan 8, 1996 to Dec 23, 1996","Premiered, 
Winter 1996","Licensors, 
    None found, add some","Studios, 
Xebec","Source, 
  Manga","Genre, 
AdventureAdventure","Theme, 
RacingRacing","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.941 (scored by 62036,203 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/8298/Bakusou_Kyoudai_Lets___Go, Sequel:: /anime/2706/Bakusou_Kyoudai_Lets___Go_WGP, Side story:: /anime/9857/Bakusou_Kyoudai_Lets___Go_Special",
7619,Revenge of Green Mutant,,,,,,,,,"Nishio, Daisuke:Director","Hosoda, Mamoru:Episode Director","Satou, Junichi:Episode Director","Kakudou, Hiroyuki:Episode Director",Gegege no Kitarou (1996),#4436,#8963,"4,155",0,0,0,"['Nishio, Daisuke', 'Director'], ['Hosoda, Mamoru', 'Episode Director'], ['Satou, Junichi', 'Episode Director'], ['Kakudou, Hiroyuki', 'Episode Director']","Episodes, 
  114","Status, 
  Finished Airing","Aired, 
  Jan 7, 1996 to Mar 29, 1998","Premiered, 
Winter 1996","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
AdventureAdventure,         SupernaturalSupernatural","Theme, 
MythologyMythology","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.951 (scored by 13321,332 users)
      


1
          indicates a weighted score.","Ranked, 
  #44362

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/10499/GeGeGe_no_Kitarou, Alternative version:: /anime/2165/Gegege_no_Kitarou_2007, Spin-off:: /anime/3710/Hakaba_Kitarou, Side story:: /anime/8146/Gegege_no_Kitarou__Daikaijuu, Other:: /anime/37140/Gegege_no_Kitarou_2018",
3505,Yuusha-Ou GaoGaiGar,Yuuki Bakuhatsu Bang Bravern,Gekitou! Crush Gear Turbo,,,,,,,"Mochizuki, Tomomi:Director","Chiba, Kouichi:Sound Director","Yamaguchi, Yuuji:Episode Director","Yamamoto, Megumi:Episode Director",Yuusha Shirei Dagwon,#4278,#10473,"2,511",2,0,0,"['Mochizuki, Tomomi', 'Director'], ['Chiba, Kouichi', 'Sound Director'], ['Yamaguchi, Yuuji', 'Episode Director'], ['Yamamoto, Megumi', 'Episode Director']","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Feb 3, 1996 to Jan 25, 1997","Premiered, 
Winter 1996","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure","Themes, 
Martial ArtsMartial Arts,         MechaMecha,         SchoolSchool,         Super PowerSuper Power","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.991 (scored by 612612 users)
      


1
          indicates a weighted score.","Ranked, 
  #42782

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Alternative setting:: /anime/890/Yuusha-Ou_GaoGaiGar, Sequel:: /anime/5396/Yuusha_Shirei_Dagwon__Suishou_no_Hitomi_no_Shounen",
3425,,,,,,,,,,"Katabuchi, Sunao:Director","Nishida, Kenichi:Episode Director","Sasaji, Masanori:Theme Song Arrangement","Matsuda, Akihiko:Sound Effects",Meiken Lassie,#5165,#11394,"1,857",0,0,0,"['Katabuchi, Sunao', 'Director'], ['Nishida, Kenichi', 'Episode Director'], ['Sasaji, Masanori', 'Theme Song Arrangement'], ['Matsuda, Akihiko', 'Sound Effects']","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Jan 14, 1996 to Aug 18, 1996","Premiered, 
Winter 1996","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
AdventureAdventure,         Slice of LifeSlice of Life","Theme, 
PetsPets","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.791 (scored by 454454 users)
      


1
          indicates a weighted score.","Summary:: /anime/25085/Meiken_Lassie_Specials, Sequel:: /anime/35593/Meiken_Lassie__Yume_ni_Mukatte_Hashire",
9540,,,,,,,,,,,,,,Bucket de Gohan,#18558,#16034,489,0,0,0,,"Episodes, 
  20","Status, 
  Finished Airing","Aired, 
  Jan 8, 1996 to Jun 24, 1996","Premiered, 
Winter 1996","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
ComedyComedy","Theme, 
AnthropomorphicAnthropomorphic","Duration, 
  25 min. per ep.","Rating, 
  None","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #185582

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
48172,,,,,,,,,,,,,,Duchiwa Ppukku,#19284,#23325,84,0,0,0,,"Status, 
  Finished Airing","Aired, 
  Jan 19, 1996 to Jul 12, 1996","Premiered, 
Winter 1996","Broadcast, 
    Unknown","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ComedyComedy,         SupernaturalSupernatural","Demographic, 
KidsKids","Duration, 
  Unknown","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #192842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #23325",,
81,Full Metal Panic!,Taiyou no Kiba Dagram,Soukou Kihei Votoms,Kidou Senshi Gundam SEED C.E. 73: Stargazer,Shin Kidou Senki Gundam Wing,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Obsolete,Btooom!,Kidou Senshi Gundam Thunderbolt,"Maseba, Yutaka:Producer","Yatate, Hajime:Producer","Ueda, Masuo:Producer","Iida, Umanosuke:Director",Kidou Senshi Gundam: Dai 08 MS Shoutai,#608,#2298,"83,758",29,10,1,"['Maseba, Yutaka', 'Producer'], ['Yatate, Hajime', 'Producer'], ['Ueda, Masuo', 'Producer'], ['Iida, Umanosuke', 'Director']","Type, 
OVA","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 25, 1996 to Jul 25, 1999","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.011 (scored by 4616046,160 users)
      


1
          indicates a weighted score.","Ranked, 
  #6082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #2298","Parent story:: /anime/80/Kidou_Senshi_Gundam, Summary:: /anime/83/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai_-_Millers_Report, Other:: /anime/5723/Kidou_Senshi_Gundam__Uchuu_Seiki_Yowa, Side story:: /anime/17717/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai_-_Sanjigen_to_no_Tatakai",Cat Shit One
