index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
20507,Kamisama Hajimemashita,Ao no Exorcist,Soul Eater,Kyoukai no Kanata,Hataraku Maou-sama!,Jibaku Shounen Hanako-kun,Blood Lad,Jujutsu Kaisen,Bakemonogatari,Bungou Stray Dogs,"Cook, Justin:Producer","Furukawa, Shin:Producer","Amano, Naoki:Producer","Terao, Yuri:Producer",Noragami,#688,#27,"2,151,522",214,30,6,"['Cook, Justin', 'Producer'], ['Furukawa, Shin', 'Producer'], ['Amano, Naoki', 'Producer'], ['Terao, Yuri', 'Producer']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 5, 2014 to Mar 23, 2014","Premiered, 
Winter 2014","Licensors, 
Funimation","Studios, 
Bones","Source, 
  Manga","Genres, 
ActionAction,         FantasyFantasy","Theme, 
MythologyMythology","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.951 (scored by 12657711,265,771 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/24692/Noragami, Side story:: /anime/20767/Noragami_OVA, Sequel:: /anime/30503/Noragami_Aragoto, Other:: /anime/32700/Heart_Realize"
18897,Toradora!,5-toubun no Hanayome,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Kanojo, Okarishimasu",Masamune-kun no Revenge,Bakemonogatari,To LOVE-Ru,Boku wa Tomodachi ga Sukunai,Koi to Uso,Kakkou no Iinazuke,"Iwakami, Atsuhiro:Producer","Kubota, Mitsutoshi:Producer","Maruyama, Hiroo:Producer","Kananiwa, Kozue:Assistant Producer",Nisekoi,#1611,#122,"1,164,677",135,34,18,"['Iwakami, Atsuhiro', 'Producer'], ['Kubota, Mitsutoshi', 'Producer'], ['Maruyama, Hiroo', 'Producer'], ['Kananiwa, Kozue', 'Assistant Producer']","Type, 
TV","Episodes, 
  20","Status, 
  Finished Airing","Aired, 
  Jan 11, 2014 to May 24, 2014","Producers, 
Aniplex,       Mainichi Broadcasting System,       Shueisha","Licensors, 
Aniplex of America","Studios, 
Shaft","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
HaremHarem,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/31499/Nisekoi, Sequel:: /anime/27787/Nisekoi_, Other:: /anime/30514/Nisekoimonogatari"
18671,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Netoge no Yome wa Onnanoko ja Nai to Omotta?,Kyoukai no Kanata,Nazo no Kanojo X,Momokuri,Kono Subarashii Sekai ni Shukufuku wo!,K-On!,,,,"Nakamura, Shinichi:Producer","Saitou, Shigeru:Producer","Takanashi, Mai:Assistant Producer","Ishihara, Tatsuya:Director",Chuunibyou demo Koi ga Shitai! Ren,#1641,#265,"738,766",71,33,10,"['Nakamura, Shinichi', 'Producer'], ['Saitou, Shigeru', 'Producer'], ['Takanashi, Mai', 'Assistant Producer'], ['Ishihara, Tatsuya', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 9, 2014 to Mar 27, 2014","Producers, 
Lantis,       TBS","Licensors, 
Sentai Filmworks","Studios, 
Kyoto Animation","Source, 
  Light novel","Genres, 
ComedyComedy,         RomanceRomance","Theme, 
SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.551 (scored by 445306445,306 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/40099/Chuunibyou_demo_Koi_ga_Shitai, Prequel:: /anime/16934/Chuunibyou_demo_Koi_ga_Shitai_Kirameki_no_Slapstick_Noel, Side story:: /anime/21797/Chuunibyou_demo_Koi_ga_Shitai_Ren_Lite, Sequel:: /anime/27601/Chuunibyou_demo_Koi_ga_Shitai_Ren__The_Rikka_Wars"
20541,Gekkan Shoujo Nozaki-kun,Ai Yori Aoshi,Nisekoi,Kobayashi-san Chi no Maid Dragon,To LOVE-Ru,Acchi Kocchi,Tonikaku Kawaii,Plastic Memories,Ai Yori Aoshi: Enishi,Non Non Biyori,"Yoshizawa, Takashi:Producer","Kamata, Hajime:Producer","Yoshikawa, Atsushi:Producer","Takashino, Shuuichi:Assistant Producer",Mikakunin de Shinkoukei,#2363,#579,"393,889",39,9,3,"['Yoshizawa, Takashi', 'Producer'], ['Kamata, Hajime', 'Producer'], ['Yoshikawa, Atsushi', 'Producer'], ['Takashino, Shuuichi', 'Assistant Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 9, 2014 to Mar 27, 2014","Producers, 
Sotsu,       DAX Production,       TOHO animation,       RAY,       Ichijinsha","Licensors, 
Sentai Filmworks","Studios, 
Doga Kobo","Source, 
  4-koma manga","Genres, 
ComedyComedy,         RomanceRomance,         SupernaturalSupernatural","Theme, 
SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.371 (scored by 183278183,278 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/21097/Mikakunin_de_Shinkoukei, Side story:: /anime/22071/Mikakunin_de_Shinkoukei__Mite_Are_ga_Watashitachi_no_Tomatteiru_Ryokan_yo, Other:: /anime/52595/Zentaiteki_ni_Sensation"
20031,GJ-bu,Boku wa Tomodachi ga Sukunai,Baka to Test to Shoukanjuu,School Rumble,Gekkan Shoujo Nozaki-kun,Seitokai Yakuindomo,Gamers!,Chuunibyou demo Koi ga Shitai!,Danshi Koukousei no Nichijou,Sabage-bu!,"Cook, Justin:Producer","Yamashita, Shinpei:Assistant Producer","Sugahara, Shizutaka:Director","Takadera, Takeshi:Sound Director",D-Frag!,#1819,#585,"390,881",55,14,3,"['Cook, Justin', 'Producer'], ['Yamashita, Shinpei', 'Assistant Producer'], ['Sugahara, Shizutaka', 'Director'], ['Takadera, Takeshi', 'Sound Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 7, 2014 to Mar 25, 2014","Producers, 
TV Tokyo,       Media Factory,       Kadokawa Shoten,       AT-X,       DAX Production,       Sony Music Communications,       Toranoana","Licensors, 
Funimation","Studios, 
Brain's Base","Source, 
  Manga","Genre, 
ComedyComedy","Themes, 
SchoolSchool,         Strategy GameStrategy Game","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/14721/D-Frag, Side story:: /anime/23383/D-Frag"
20057,Cowboy Bebop,Redline,FLCL,Seihou Bukyou Outlaw Star,Kekkai Sensen,Panty & Stocking with Garterbelt,Gintama,Space Cobra,RobiHachi,Tengen Toppa Gurren Lagann,"Cook, Justin:Producer","Minami, Masahiko:Producer","Ogisu, Hirotsugu:Producer","Mukaichi, Motoki:Producer",Space☆Dandy,#793,#656,"355,101",87,11,4,"['Cook, Justin', 'Producer'], ['Minami, Masahiko', 'Producer'], ['Ogisu, Hirotsugu', 'Producer'], ['Mukaichi, Motoki', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 5, 2014 to Mar 27, 2014","Producers, 
Bandai Visual,       flying DOG,       Bandai Namco Entertainment","Licensors, 
Funimation","Studios, 
Bones","Source, 
  Original","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.881 (scored by 152705152,705 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/64217/Space☆Dandy, Other:: /anime/20613/Viva_Namida, Sequel:: /anime/23327/Space☆Dandy_2nd_Season"
21085,Kawaii dake ja Nai Shikimori-san,Omamori Himari,Yamada-kun to 7-nin no Majo,Shakugan no Shana,Majimoji Rurumo,Haiyore! Nyaruko-san W,Haiyore! Nyaruko-san,Trinity Seven,Okusama wa Mahou Shoujo,Rental Magica,"Matsukura, Yuuji:Producer","Hayashi, Youhei:Producer","Kisara, Youhei:Producer","Suzuki, Kaoru:Producer",Witch Craft Works,#4292,#683,"338,912",25,15,6,"['Matsukura, Yuuji', 'Producer'], ['Hayashi, Youhei', 'Producer'], ['Kisara, Youhei', 'Producer'], ['Suzuki, Kaoru', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 5, 2014 to Mar 23, 2014","Producers, 
Bandai Visual,       Lantis,       Kodansha,       Movic,       I Will","Licensors, 
    None found, add some","Studios, 
J.C.Staff","Source, 
  Manga","Genres, 
ActionAction,         SupernaturalSupernatural","Theme, 
SchoolSchool","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/19896/Witch_Craft_Works, Side story:: /anime/22117/Witch_Craft_Works__Takamiya-kun_to_Imouto_no_Warudakumi"
20689,Bungou Stray Dogs,Darker than Black: Kuro no Keiyakusha,GetBackers,Durarara!!,Psycho-Pass,K,Kekkai Sensen,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",Tokyo ESP,Charlotte,"Kananiwa, Kozue:Producer","Beniya, Yoshikazu:Producer","Takashino, Shuuichi:Producer","Tanaka, Hiroyuki:Producer",Hamatora The Animation,#2949,#784,"302,324",27,17,5,"['Kananiwa, Kozue', 'Producer'], ['Beniya, Yoshikazu', 'Producer'], ['Takashino, Shuuichi', 'Producer'], ['Tanaka, Hiroyuki', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 8, 2014 to Mar 26, 2014","Producers, 
TV Tokyo,       Avex Entertainment,       Sotsu,       Movic,       AT-X,       DAX Production,       DIVE II Entertainment,       Shueisha","Licensors, 
Sentai Filmworks","Studios, 
NAZ","Source, 
  Mixed media","Genres, 
ActionAction,         MysteryMystery,         SupernaturalSupernatural","Themes, 
DetectiveDetective,         Super PowerSuper Power","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.251 (scored by 129609129,609 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/60881/Hamatora_The_Comic, Summary:: /anime/23115/Hamatora_The_Animation__Saishuukai_Chokuzen_Mao_ga_Okuru, Sequel:: /anime/23421/Re_␣Hamatora, Spin-off:: /anime/30291/Mini_Hama__Minimum_Hamatora"
20047,Yuru Yuri,Yagate Kimi ni Naru,Strawberry Panic,Kiniro Mosaic,Inugami-san to Nekoyama-san,Kuttsukiboshi,Citrus,Adachi to Shimamura,Maria†Holic,Sasameki Koto,"Kobayashi, Hiroyuki:Producer","Takatori, Masashi:Producer","Urasaki, Nobumitsu:Producer","Tanaka, Junichirou:Producer",Sakura Trick,#4452,#917,"260,818",44,21,6,"['Kobayashi, Hiroyuki', 'Producer'], ['Takatori, Masashi', 'Producer'], ['Urasaki, Nobumitsu', 'Producer'], ['Tanaka, Junichirou', 'Producer']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 10, 2014 to Mar 28, 2014","Premiered, 
Winter 2014","Licensors, 
Sentai Filmworks","Studios, 
Studio Deen","Source, 
  4-koma manga","Genres, 
ComedyComedy,         Girls LoveGirls Love","Theme, 
SchoolSchool","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.951 (scored by 121584121,584 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/52257/Sakura_Trick
20847,K-On!!,Gintama,Aho Girl,Oshiete! Galko-chan,Minami-ke Tadaima,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Kitaku-bu Katsudou Kiroku,Tomo-chan wa Onnanoko!,,,"Tateishi, Kensuke:Producer","Sudou, Koutarou:Producer","Kishimoto, Reigo:Producer","Kanazawa, Hiromitsu:Director",Seitokai Yakuindomo*,#1262,#941,"255,094",12,2,3,"['Tateishi, Kensuke', 'Producer'], ['Sudou, Koutarou', 'Producer'], ['Kishimoto, Reigo', 'Producer'], ['Kanazawa, Hiromitsu', 'Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 4, 2014 to Mar 30, 2014","Premiered, 
Winter 2014","Licensors, 
Sentai Filmworks","Studios, 
GoHands","Source, 
  4-koma manga","Genre, 
ComedyComedy","Themes, 
Gag HumorGag Humor,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.681 (scored by 124590124,590 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/14110/Seitokai_Yakuindomo, Prequel:: /anime/10119/Seitokai_Yakuindomo_OVA, Sequel:: /anime/26123/Seitokai_Yakuindomo_OVA, Parent story:: /anime/34504/Seitokai_Yakuindomo_Movie"
