index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
85,Ginga Eiyuu Densetsu,Shingeki no Kyojin,Seisenshi Dunbine,Kidou Senshi Gundam 00 Second Season,Kidou Senshi Gundam Unicorn,Yu☆Gi☆Oh! VRAINS,Yu☆Gi☆Oh! Arc-V,Magic Knight Rayearth II,Terra e... (TV),Koukyoushihen Eureka Seven,"Yatate, Hajime:Producer","Uchida, Kenji:Producer","Tomino, Yoshiyuki:Director","Sekita, Osamu:Director",Kidou Senshi Zeta Gundam,#763,#2454,"75,059",46,11,11,"['Yatate, Hajime', 'Producer'], ['Uchida, Kenji', 'Producer'], ['Tomino, Yoshiyuki', 'Director'], ['Sekita, Osamu', 'Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Mar 2, 1985 to Feb 22, 1986","Producers, 
Sotsu,       Nagoya Broadcasting Network","Licensors, 
Nozomi Entertainment,       Bandai Entertainment","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.901 (scored by 3833238,332 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/9736/Kidou_Senshi_Z_Gundam, Prequel:: /anime/80/Kidou_Senshi_Gundam, Sequel:: /anime/86/Kidou_Senshi_Gundam_ZZ, Alternative version:: /anime/1967/Kidou_Senshi_Z_Gundam_I__Hoshi_wo_Tsugu_Mono, Side story:: /anime/8839/Gundam_Neo_Experience_0087__Green_Divers, Summary:: /anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e"
1065,Cross Game,Maison Ikkoku,Major S1,H2,Kimagure Orange☆Road,Area no Kishi,Natsuyuki Rendezvous,Great Teacher Onizuka,Nine: Original-ban,Mix: Meisei Story,"Sugii, Gisaburou:Director","Tokita, Hiroko:Director","Fujiyama, Fusanobu:Sound Director","Mochizuki, Tomomi:Episode Director",Touch,#625,#3693,"35,751",13,1,1,"['Sugii, Gisaburou', 'Director'], ['Tokita, Hiroko', 'Director'], ['Fujiyama, Fusanobu', 'Sound Director'], ['Mochizuki, Tomomi', 'Episode Director']","Episodes, 
  101","Status, 
  Finished Airing","Aired, 
  Mar 24, 1985 to Mar 22, 1987","Premiered, 
Spring 1985","Licensors, 
    None found, add some","Studios, 
Group TAC","Source, 
  Manga","Genres, 
DramaDrama,         RomanceRomance,         SportsSports","Themes, 
Love PolygonLove Polygon,         SchoolSchool,         Team SportsTeam Sports","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.001 (scored by 1064210,642 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1013/Touch, Sequel:: /anime/1540/Touch__Miss_Lonely_Yesterday_-_Are_kara_Kimi_wa, Alternative version:: /anime/2491/Touch__Sebangou_no_Nai_Ace, Alternative setting:: /anime/38098/Mix__Meisei_Story, Character:: /anime/39352/Touch__Tobidashi_wa_Out_da_yo"
2255,Shin Getter Robo,Macross,,,,,,,,,"Habara, Nobuyoshi:Director","Okuda, Seiji:Director","Negishi, Hiroshi:Episode Director","Minoguchi, Katsumi:Episode Director",Choujuu Kishin Dancougar,#5542,#8048,"5,598",3,1,1,"['Habara, Nobuyoshi', 'Director'], ['Okuda, Seiji', 'Director'], ['Negishi, Hiroshi', 'Episode Director'], ['Minoguchi, Katsumi', 'Episode Director']","Type, 
TV","Episodes, 
  38","Status, 
  Finished Airing","Aired, 
  Apr 5, 1985 to Dec 27, 1985","Producers, 
Asatsu DK","Licensors, 
Discotek Media","Studios, 
Production Reed,       Ashi Productions","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.721 (scored by 13421,342 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/30601/Choujuu_Kishin_Dancougar_Burn, Spin-off:: /anime/1991/Juusou_Kikou_Dancougar_Nova, Sequel:: /anime/2256/Choujuu_Kishin_Dancougar__Ushinawareta_Mono-tachi_e_no_Requiem, Summary:: /anime/17002/Choujuu_Kishin_Dancougar__Juusenki-tai_Songs"
3807,Haikara-san ga Tooru,,,,,,,,,,"Ueda, Hidehito:Director","Sadamitsu, Shinya:Episode Director","Shigino, Akira:Episode Director","Tomita, Sukehiro:Script",Honoo no Alpenrose: Judy & Randy,#5473,#9296,"3,677",0,2,1,"['Ueda, Hidehito', 'Director'], ['Sadamitsu, Shinya', 'Episode Director'], ['Shigino, Akira', 'Episode Director'], ['Tomita, Sukehiro', 'Script']","Type, 
TV","Episodes, 
  20","Status, 
  Finished Airing","Aired, 
  Apr 8, 1985 to Oct 5, 1985","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Manga","Genres, 
DramaDrama,         RomanceRomance","Theme, 
HistoricalHistorical","Demographic, 
ShoujoShoujo","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/7133/Alpen_Rose, Summary:: /anime/11101/Honoo_no_Alpenrose"
4062,Touch,Shigurui,Major S1,Hikaru no Go,Capeta,,,,,,"Tsunoda, Toshitaka:Director","Kinoshita, Yuuki:Episode Director","Tonokatsu, Hideki:Episode Director","Asada, Yuuji:Episode Director",Musashi no Ken,#2909,#10161,"2,760",1,0,0,"['Tsunoda, Toshitaka', 'Director'], ['Kinoshita, Yuuki', 'Episode Director'], ['Tonokatsu, Hideki', 'Episode Director'], ['Asada, Yuuji', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Apr 18, 1985 to Sep 26, 1986","Premiered, 
Spring 1985","Broadcast, 
    Unknown","Studios, 
Eiken","Source, 
  Manga","Genre, 
SportsSports","Theme, 
Combat SportsCombat Sports","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.261 (scored by 622622 users)
      


1
          indicates a weighted score.","Ranked, 
  #29092

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/20030/Musashi_no_Ken
3434,,,,,,,,,,,"Okabe, Eiji:Director","Koshi, Shigeo:Episode Director","Watanabe, Mami:Script","Kuzuoka, Hiroshi:Storyboard",Hey! Bumboo,#8821,#11977,"1,517",0,0,0,"['Okabe, Eiji', 'Director'], ['Koshi, Shigeo', 'Episode Director'], ['Watanabe, Mami', 'Script'], ['Kuzuoka, Hiroshi', 'Storyboard']","Type, 
TV","Episodes, 
  130","Status, 
  Finished Airing","Aired, 
  Apr 8, 1985 to Apr 3, 1986","Producers, 
NHK,       Studio Jack","Licensors, 
Saban Entertainment","Studios, 
Nippon Animation","Source, 
  Unknown","Genre, 
AdventureAdventure","Theme, 
RacingRacing","Demographic, 
KidsKids","Duration, 
  10 min. per ep.","Rating, 
  PG - Children",
3022,Kiteretsu Daihyakka,Nichijou,Akazukin Chacha,,,,,,,,"Satou, Junichi:Co-Director","Kaizawa, Yukio:Episode Director","Kasai, Osamu:Episode Director","Oka, Yoshihiro:Episode Director",Haai Step Jun,#6113,#12037,"1,491",0,1,0,"['Satou, Junichi', 'Co-Director'], ['Kaizawa, Yukio', 'Episode Director'], ['Kasai, Osamu', 'Episode Director'], ['Oka, Yoshihiro', 'Episode Director']","Type, 
TV","Episodes, 
  45","Status, 
  Finished Airing","Aired, 
  Mar 10, 1985 to Jan 12, 1986","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         RomanceRomance,         Sci-FiSci-Fi","Theme, 
SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.621 (scored by 423423 users)
      


1
          indicates a weighted score.",
2805,,,,,,,,,,,"Kobayashi, Osamu:Director","Moriwaki, Makoto:Episode Director","Mochizuki, Tomomi:Episode Director","Iuchi, Shuji:Episode Director",Onegai! Samia Don,#3642,#12470,"1,287",0,0,0,"['Kobayashi, Osamu', 'Director'], ['Moriwaki, Makoto', 'Episode Director'], ['Mochizuki, Tomomi', 'Episode Director'], ['Iuchi, Shuji', 'Episode Director']","Type, 
TV","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Apr 2, 1985 to Feb 4, 1986","Producers, 
Tokyo Movie Shinsha,       NHK","Licensors, 
    None found, add some","Studios, 
TMS Entertainment","Source, 
  Novel","Genres, 
ComedyComedy,         FantasyFantasy,         Slice of LifeSlice of Life","Demographic, 
KidsKids","Duration, 
  26 min. per ep.","Rating, 
  G - All Ages","Score, 
7.121 (scored by 469469 users)
      


1
          indicates a weighted score.",
7981,,,,,,,,,,,"Nagaki, Bonjin:Episode Director","Sakurai, Masaaki:Script","Hara, Keiichi:Storyboard","Kuni, Toshirou:Storyboard",Obake no Q-tarou (1985),#7092,#14396,741,0,0,0,"['Nagaki, Bonjin', 'Episode Director'], ['Sakurai, Masaaki', 'Script'], ['Hara, Keiichi', 'Storyboard'], ['Kuni, Toshirou', 'Storyboard']","Episodes, 
  510","Status, 
  Finished Airing","Aired, 
  Apr 1, 1985 to Mar 29, 1987","Premiered, 
Spring 1985","Licensors, 
    None found, add some","Studios, 
Shin-Ei Animation","Source, 
  Unknown","Genres, 
ComedyComedy,         Slice of LifeSlice of Life,         SupernaturalSupernatural","Theme, 
SchoolSchool","Demographic, 
KidsKids","Duration, 
  15 min. per ep.","Rating, 
  G - All Ages","Score, 
6.451 (scored by 252252 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/25187/Obake_no_Q-tarou, Prequel:: /anime/7980/Shin_Obake_no_Q-tarou, Side story:: /anime/22991/Obake_no_Q-Tarou__Susume_1_100_Daisakusen"
16650,,,,,,,,,,,"Nishimura, Junji:Director","Imagawa, Yasuhiro:Episode Director","Iuchi, Shuji:Episode Director","Tsukasa, Sunaga:Episode Director",Pro Golfer Saru (TV),#17206,#15298,577,0,0,0,"['Nishimura, Junji', 'Director'], ['Imagawa, Yasuhiro', 'Episode Director'], ['Iuchi, Shuji', 'Episode Director'], ['Tsukasa, Sunaga', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Apr 2, 1985 to Mar 28, 1988","Premiered, 
Spring 1985","Broadcast, 
    Unknown","Studios, 
Shin-Ei Animation","Source, 
  Manga","Genre, 
SportsSports","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #172062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15298","Alternative version:: /anime/17313/Pro_Golfer_Saru, Sequel:: /anime/17315/Shin_Pro_Golfer_Saru, Side story:: /anime/17317/Pro_Golfer_Saru__Super_Golf_World_e_no_Chousen"
