index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_9
2222,Urusei Yatsura,Gintama,Dagashi Kashi,Mashin Eiyuuden Wataru,Doraemon (1979),Magical★Taruruuto-kun Movie,Kiteretsu Daihyakka,Mechakko Dotakon,,"Okazaki, Minoru:Director","Nagaoka, Akinori:Director","Nishio, Daisuke:Episode Director","Takenouchi, Kazuhisa:Episode Director",Dr. Slump: Arale-chan,#3107,#5237,"16,112",3,0,0,"['Okazaki, Minoru', 'Director'], ['Nagaoka, Akinori', 'Director'], ['Nishio, Daisuke', 'Episode Director'], ['Takenouchi, Kazuhisa', 'Episode Director']","Type, 
TV","Episodes, 
  243","Status, 
  Finished Airing","Aired, 
  Apr 8, 1981 to Feb 19, 1986","Producers, 
Fuji TV,       Harmony Gold","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Theme, 
Gag HumorGag Humor","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/796/Dr_Slump, Alternative version:: /anime/3312/Dr_Slump, Side story:: /anime/6028/Dr_Slump_Movie_04__Arale-chan_Hoyoyo_Nanaba_Shiro_no_Hihou, Alternative setting:: /anime/7157/Dr_Slump_Movie_07__Arale-chan_N-cha_Penguin_Mura_yori_Ai_wo_Komete, Spin-off:: /anime/8551/Dr_Slump_Movie_11__Dr_Mashirito___Abale-chan",
1448,Chou Denji Robo Combattler V,Chou Denji Machine Voltes V,Kousoku Denjin Albegus,Sei Juushi Bismarck,Yoroiden Samurai Troopers,Cowboy Bebop,Yuusha Tokkyuu Might Gaine,Kikou Kantai Dairugger XV,,"Nishikubo, Mizuho:Episode Director","Sasagawa, Hiroshi:Episode Director","Tsuji, Masaki:Script","Mizuki, Ichirou:Theme Song Performance",Hyakujuu-Ou GoLion,#4923,#5767,"12,605",1,1,1,"['Nishikubo, Mizuho', 'Episode Director'], ['Sasagawa, Hiroshi', 'Episode Director'], ['Tsuji, Masaki', 'Script'], ['Mizuki, Ichirou', 'Theme Song Performance']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Mar 4, 1981 to Feb 24, 1982","Producers, 
    None found, add some","Licensors, 
Media Blasters","Studios, 
Toei Animation","Source, 
  Original","Genres, 
AdventureAdventure,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.851 (scored by 59115,911 users)
      


1
          indicates a weighted score.",,
5832,Kinnikuman,,,,,,,,,"Morishita, Kouzou:Director","Yamauchi, Shigeyasu:Episode Director","Yamazaki, Kazuo:Episode Director","Sekita, Osamu:Episode Director",Tiger Mask Nisei,#2515,#7571,"6,473",2,0,0,"['Morishita, Kouzou', 'Director'], ['Yamauchi, Shigeyasu', 'Episode Director'], ['Yamazaki, Kazuo', 'Episode Director'], ['Sekita, Osamu', 'Episode Director']","Episodes, 
  33","Status, 
  Finished Airing","Aired, 
  Apr 20, 1981 to Jan 18, 1982","Premiered, 
Spring 1981","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
DramaDrama,         SportsSports","Theme, 
Combat SportsCombat Sports","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.331 (scored by 29252,925 users)
      


1
          indicates a weighted score.","Ranked, 
  #25152

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/30575/Tiger_Mask, Prequel:: /anime/3009/Tiger_Mask, Sequel:: /anime/32881/Tiger_Mask_W",
2799,Candy Candy,Ashita no Nadja,Kaizoku Oujo,,,,,,,"Hisaishi, Joe:Theme Song Performance","Horie, Mitsuko:Theme Song Performance","Watanabe, Takeo:Theme Song Composition","D'Avena, Cristina:Theme Song Performance",Hello! Sandybell,#3960,#7597,"6,411",1,0,0,"['Hisaishi, Joe', 'Theme Song Performance'], ['Horie, Mitsuko', 'Theme Song Performance'], ['Watanabe, Takeo', 'Theme Song Composition'], [""D'Avena, Cristina"", 'Theme Song Performance']","Type, 
TV","Episodes, 
  47","Status, 
  Finished Airing","Aired, 
  Mar 6, 1981 to Feb 26, 1982","Producers, 
TV Asahi","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Genres, 
AdventureAdventure,         RomanceRomance","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.061 (scored by 29602,960 users)
      


1
          indicates a weighted score.","Ranked, 
  #39602

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
1548,Uchuu Kaizoku Captain Herlock,Ginga Tetsudou 999,,,,,,,,"Nishizawa, Nobutaka:Director","Kasai, Osamu:Episode Director","Minoguchi, Katsumi:Episode Director","Yamaura, Hiroyasu:Script",Shin Taketori Monogatari: 1000-nen Joou,#3382,#7904,"5,808",0,0,0,"['Nishizawa, Nobutaka', 'Director'], ['Kasai, Osamu', 'Episode Director'], ['Minoguchi, Katsumi', 'Episode Director'], ['Yamaura, Hiroyasu', 'Script']","Type, 
TV","Episodes, 
  42","Status, 
  Finished Airing","Aired, 
  Apr 16, 1981 to Mar 25, 1982","Producers, 
Fuji TV,       Harmony Gold","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
DramaDrama,         MysteryMystery,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.171 (scored by 13791,379 users)
      


1
          indicates a weighted score.","Ranked, 
  #33822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/34019/Shin_Taketori_Monogatari__1000-nen_Joou, Sequel:: /anime/1495/Maetel_Legend, Alternative version:: /anime/1549/1000-nen_Joou__Queen_Millennia",
3836,Nils no Fushigi na Tabi,Ai Shoujo Pollyanna Story,,,,,,,,"Oshii, Mamoru:Episode Director","Tsuji, Shinichi:Episode Director","Yokota, Kazuyoshi:Episode Director","Okuda, Seiji:Storyboard",Meiken Jolie,#5268,#9289,"3,681",0,0,0,"['Oshii, Mamoru', 'Episode Director'], ['Tsuji, Shinichi', 'Episode Director'], ['Yokota, Kazuyoshi', 'Episode Director'], ['Okuda, Seiji', 'Storyboard']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 7, 1981 to Jun 22, 1982","Producers, 
NHK,       TOHO","Licensors, 
    None found, add some","Studios, 
Visual 80","Source, 
  Novel","Genre, 
AdventureAdventure","Themes, 
HistoricalHistorical,         PetsPets","Duration, 
  22 min. per ep.","Rating, 
  G - All Ages","Score, 
6.771 (scored by 12681,268 users)
      


1
          indicates a weighted score.",Other:: /anime/57007/Futari_de_Hanbunko,
2912,,,,,,,,,,"Iuchi, Shuji:Episode Director","Aoki, Yuuzou:Episode Director","Hashimoto, Naoto:Episode Director","Terada, Kenji:Episode Director",Ohayou! Spank,#3087,#9984,"2,926",0,0,0,"['Iuchi, Shuji', 'Episode Director'], ['Aoki, Yuuzou', 'Episode Director'], ['Hashimoto, Naoto', 'Episode Director'], ['Terada, Kenji', 'Episode Director']","Type, 
TV","Episodes, 
  63","Status, 
  Finished Airing","Aired, 
  Mar 7, 1981 to May 29, 1982","Producers, 
Asahi Broadcasting","Licensors, 
    None found, add some","Studios, 
TMS Entertainment","Source, 
  Manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.221 (scored by 15121,512 users)
      


1
          indicates a weighted score.","Ranked, 
  #30872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/8344/Ohayou_Spank, Side story:: /anime/19897/Ohayou_Spank_Movie",
3835,,,,,,,,,,"Okabe, Eiji:Episode Director","Nakanishi, Ryuuzou:Script","Takeda, Eri:Theme Song Performance","Itou, Akira:Theme Song Lyrics",Ai no Gakkou Cuore Monogatari,#6321,#10364,"2,597",1,0,0,"['Okabe, Eiji', 'Episode Director'], ['Nakanishi, Ryuuzou', 'Script'], ['Takeda, Eri', 'Theme Song Performance'], ['Itou, Akira', 'Theme Song Lyrics']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 3, 1981 to Sep 25, 1981","Premiered, 
Spring 1981","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
DramaDrama,         Slice of LifeSlice of Life","Themes, 
HistoricalHistorical,         SchoolSchool","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.581 (scored by 711711 users)
      


1
          indicates a weighted score.","Ranked, 
  #63212

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
4132,,,,,,,,,,"Honda, Yasunori:Sound Director","Takagaki, Kouzou:Episode Director","D'Avena, Cristina:Theme Song Performance","Debout, Jean-Jacques:Theme Song Lyrics",Wakakusa no Yon Shimai,#6299,#11852,"1,585",0,0,0,"['Honda, Yasunori', 'Sound Director'], ['Takagaki, Kouzou', 'Episode Director'], [""D'Avena, Cristina"", 'Theme Song Performance'], ['Debout, Jean-Jacques', 'Theme Song Lyrics']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 7, 1981 to Sep 29, 1981","Producers, 
Kokusai Eigasha","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Novel","Genres, 
DramaDrama,         Slice of LifeSlice of Life","Theme, 
HistoricalHistorical","Duration, 
  23 min. per ep.","Rating, 
  G - All Ages","Score, 
6.581 (scored by 480480 users)
      


1
          indicates a weighted score.",Alternative version:: /anime/2548/Ai_no_Wakakusa_Monogatari,
7106,,,,,,,,,,"Miyata, Tomoyuki:Producer","Mashimo, Kouichi:Director","Oshii, Mamoru:Episode Director","Yuyama, Kunihiko:Episode Director",Ougon Senshi Gold Lightan,#7525,#12282,"1,370",0,0,0,"['Miyata, Tomoyuki', 'Producer'], ['Mashimo, Kouichi', 'Director'], ['Oshii, Mamoru', 'Episode Director'], ['Yuyama, Kunihiko', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Mar 1, 1981 to Feb 18, 1982","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.371 (scored by 296296 users)
      


1
          indicates a weighted score.",,
