index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_8
3579,UFO Senshi Dai Apolon,Mazinger Z,Koutetsu Jeeg,Saikyou Robot Daiouja,Tengen Toppa Gurren Lagann,Muteki Choujin Zanbot 3,Fuuto Tantei,,,"Katsumata, Tomoharu:Episode Director","Kasai, Osamu:Episode Director","Yukimuro, Shunichi:Script","Sasaki, Isao:Theme Song Performance",Getter Robo,#5220,#6895,"8,231",3,2,0,"['Katsumata, Tomoharu', 'Episode Director'], ['Kasai, Osamu', 'Episode Director'], ['Yukimuro, Shunichi', 'Script'], ['Sasaki, Isao', 'Theme Song Performance']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Apr 4, 1974 to May 8, 1975","Producers, 
Dynamic Planning","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/1551/Getter_Robo, Alternative version:: /anime/978/Change_Getter_Robo__Sekai_Saigo_no_Hi, Sequel:: /anime/4486/Getter_Robo_G, Summary:: /anime/42153/Getter_Robo_Memorial",
6383,Twinkle Nora Rock Me!,Hametsu no Mars,Gun-dou Musashi,Inferno Cop,Cipher,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,Tetsuwan Atom (1980),,,"Mogaki, Hiromichi:Producer","Miura, Noboru:Episode Director","Wakuda, Masaaki:Script","Andou, Toyohiro:Script",Chargeman Ken!,#12939,#8799,"4,401",6,0,4,"['Mogaki, Hiromichi', 'Producer'], ['Miura, Noboru', 'Episode Director'], ['Wakuda, Masaaki', 'Script'], ['Andou, Toyohiro', 'Script']","Type, 
TV","Episodes, 
  65","Status, 
  Finished Airing","Aired, 
  Apr 1, 1974 to Jun 28, 1974","Producers, 
Tama Production","Licensors, 
Discotek Media","Studios, 
Knack Productions","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Duration, 
  6 min. per ep.","Rating, 
  PG - Children","Score, 
4.611 (scored by 15921,592 users)
      


1
          indicates a weighted score.","Ranked, 
  #129392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Other:: /anime/10812/Toumei_Shounen_Tantei_Akira,
2836,Arabian Nights: Sindbad no Bouken (TV),Wanpaku Oomukashi Kum Kum,One Piece,Tanoshii Muumin Ikka,,,,,,"Saitou, Hiroshi:Director","Ishiguro, Noboru:Episode Director","Kaneko, Yutaka:Script","Aguirre, Memo:Theme Song Performance",Chiisana Viking Vickie,#5863,#9188,"3,824",1,1,0,"['Saitou, Hiroshi', 'Director'], ['Ishiguro, Noboru', 'Episode Director'], ['Kaneko, Yutaka', 'Script'], ['Aguirre, Memo', 'Theme Song Performance']","Type, 
TV","Episodes, 
  78","Status, 
  Finished Airing","Aired, 
  Apr 3, 1974 to Sep 24, 1975","Producers, 
Mushi Production,       Zuiyo","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
AdventureAdventure,         ComedyComedy","Theme, 
HistoricalHistorical","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages",,
3388,Sugar Sugar Rune,Cutie Honey,,,,,,,,"Sakaguchi, Hisashi:Episode Director","Nishizawa, Nobutaka:Episode Director","Okazaki, Minoru:Episode Director","Nitta, Yoshikata:Episode Director",Majokko Megu-chan,#4743,#9364,"3,601",2,0,2,"['Sakaguchi, Hisashi', 'Episode Director'], ['Nishizawa, Nobutaka', 'Episode Director'], ['Okazaki, Minoru', 'Episode Director'], ['Nitta, Yoshikata', 'Episode Director']","Episodes, 
  72","Status, 
  Finished Airing","Aired, 
  Apr 1, 1974 to Sep 29, 1975","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Theme, 
Mahou ShoujoMahou Shoujo","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.881 (scored by 847847 users)
      


1
          indicates a weighted score.","Ranked, 
  #47432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9364",,
8139,,,,,,,,,,"Hayashi, Masayuki:Episode Director","Watanabe, Chuumei:Theme Song Composition","Shimazaki, Yuri:Theme Song Performance","Wakabayashi, Ichirou:Theme Song Lyrics",Shin Minashigo Hutch,#4614,#12705,"1,196",0,0,0,"['Hayashi, Masayuki', 'Episode Director'], ['Watanabe, Chuumei', 'Theme Song Composition'], ['Shimazaki, Yuri', 'Theme Song Performance'], ['Wakabayashi, Ichirou', 'Theme Song Lyrics']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 5, 1974 to Sep 27, 1974","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Unknown","Genres, 
AdventureAdventure,         ComedyComedy,         DramaDrama","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.911 (scored by 507507 users)
      


1
          indicates a weighted score.","Ranked, 
  #46142

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #12705",Prequel:: /anime/3858/Konchuu_Monogatari_Minashigo_Hutch,
3834,,,,,,,,,,Rintarou:Director,"Yukimuro, Shunichi:Script","Namie, Shima:Script","Kaneko, Yutaka:Script",Hoshi no Ko Chobin,#6538,#13816,876,0,0,0,"['Rintarou', 'Director'], ['Yukimuro, Shunichi', 'Script'], ['Namie, Shima', 'Script'], ['Kaneko, Yutaka', 'Script']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 5, 1974 to Sep 27, 1974","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Studio Zero","Source, 
  Original","Genres, 
AdventureAdventure,         Sci-FiSci-Fi","Duration, 
  21 min. per ep.","Rating, 
  G - All Ages","Score, 
6.541 (scored by 328328 users)
      


1
          indicates a weighted score.","Ranked, 
  #65382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
11857,,,,,,,,,,,,,,Judo Sanka,#7639,#14513,714,0,0,0,,"Episodes, 
  27","Status, 
  Finished Airing","Aired, 
  Apr 1, 1974 to Sep 30, 1974","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
SportsSports","Theme, 
Combat SportsCombat Sports","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.351 (scored by 124124 users)
      


1
          indicates a weighted score.",,
11213,,,,,,,,,,,,,,Hoshi no Ko Poron,#8517,#14806,658,0,0,0,,"Episodes, 
  260","Status, 
  Finished Airing","Aired, 
  Apr 1, 1974 to Apr 4, 1975","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
Sci-FiSci-Fi","Duration, 
  5 min. per ep.","Rating, 
  PG - Children","Score, 
6.191 (scored by 155155 users)
      


1
          indicates a weighted score.","Ranked, 
  #85172

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14806",,
10887,,,,,,,,,,"Sakaguchi, Hisashi:Episode Director","Andou, Toyohiro:Script","Tanaka, Eiji:Animation Director","Furuya, Mitsutoshi:Original Creator",Dame Oyaji,#19011,#15811,513,0,0,1,"['Sakaguchi, Hisashi', 'Episode Director'], ['Andou, Toyohiro', 'Script'], ['Tanaka, Eiji', 'Animation Director'], ['Furuya, Mitsutoshi', 'Original Creator']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Apr 2, 1974 to Oct 9, 1974","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
Knack Productions","Source, 
  Manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #190112

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15811",,
23347,,,,,,,,,,,,,,Gan to Gon,#19537,#15812,513,0,0,0,,"Episodes, 
  260","Status, 
  Finished Airing","Aired, 
  Apr 5, 1974 to Aug 13, 1975","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
ComedyComedy","Demographic, 
KidsKids","Duration, 
  5 min. per ep.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #195372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
20233,,,,,,,,,,"Ishiguro, Noboru:Episode Director","Suzuki, Shinichi:Episode Director","Ishinomori, Shoutarou:Script",,Tonari no Tamageta-kun,#13879,#16302,462,0,0,0,"['Ishiguro, Noboru', 'Episode Director'], ['Suzuki, Shinichi', 'Episode Director'], ['Ishinomori, Shoutarou', 'Script']","Episodes, 
  60","Status, 
  Finished Airing","Aired, 
  Apr 5, 1974 to Jun 27, 1975","Premiered, 
Spring 1974","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Duration, 
  5 min. per ep.","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #138792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #16302",,
