index,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_1
925,,,,,,,,,,"Sasaki, Katsutoshi:Director","Yoshizawa, Takao:Episode Director","Kageyama, Hironobu:Theme Song Performance","Kawamori, Shouji:Mechanical Design",Transformers: The☆Headmasters,#7336,#8803,"4,386",0,1,0,"['Sasaki, Katsutoshi', 'Director'], ['Yoshizawa, Takao', 'Episode Director'], ['Kageyama, Hironobu', 'Theme Song Performance'], ['Kawamori, Shouji', 'Mechanical Design']","Episodes, 
  35","Status, 
  Finished Airing","Aired, 
  Jul 3, 1987 to Mar 28, 1988","Premiered, 
Summer 1987","Licensors, 
Hasbro","Studios, 
Toei Animation","Source, 
  Other","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Themes, 
MechaMecha,         SpaceSpace","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.401 (scored by 18831,883 users)
      


1
          indicates a weighted score.","Ranked, 
  #73362

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Sequel:: /anime/924/Transformers__Choujin_Master_Force, Alternative setting:: /anime/2284/Transformers__Car_Robots, Other:: /anime/28401/Q_Transformers__Kaette_Kita_Convoy_no_Nazo",
16131,,,,,,,,,,"Yoshida, Hiroshi:Director","Kozuma, Shinsaku:Storyboard","Nakazawa, Kazuto:Key Animation","Takami, Akio:Key Animation",Machine Robo: Butchigiri Battle Hackers,#8130,#13440,970,1,0,0,"['Yoshida, Hiroshi', 'Director'], ['Kozuma, Shinsaku', 'Storyboard'], ['Nakazawa, Kazuto', 'Key Animation'], ['Takami, Akio', 'Key Animation']","Episodes, 
  31","Status, 
  Finished Airing","Aired, 
  Jun 3, 1987 to Dec 30, 1987","Premiered, 
Summer 1987","Licensors, 
Discotek Media","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.261 (scored by 207207 users)
      


1
          indicates a weighted score.","Ranked, 
  #81302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Spin-off:: /anime/3098/Shutsugeki_Machine_Robo_Rescue, Prequel:: /anime/3676/Machine_Robo__Cronos_no_Dai_Gyakushuu",Genki Bakuhatsu Ganbaruger
28019,,,,,,,,,,,,,,Slippy Dandy,#13398,#18420,300,0,0,0,,"Status, 
  Finished Airing","Aired, 
  Aug 6, 1987 to Sep 3, 1987","Premiered, 
Summer 1987","Broadcast, 
    Unknown","Studios, 
Meruhensha","Source, 
  Unknown","Genres, 
ActionAction,         MysteryMystery","Demographic, 
KidsKids","Duration, 
  2 min. per ep.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #133982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #18420",,
48165,,,,,,,,,,,,,,Donghwanala ABC,#19181,#22914,90,0,0,0,,"Status, 
  Finished Airing","Aired, 
  Jul 23, 1987 to Aug 28, 1987","Premiered, 
Summer 1987","Broadcast, 
    Unknown","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
FantasyFantasy","Demographic, 
KidsKids","Duration, 
  17 min. per ep.","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #191812

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #22914",,
1347,Megazone 23,Dirty Pair,Kyoushoku Soukou Guyver (1989),Black Magic M-66,Vividred Operation,Senki Zesshou Symphogear,Karas,Gall Force 1: Eternal Story,Project A-Ko,"Oobari, Masami:Director","Akiyama, Katsuhito:Director","Takayama, Fumihiko:Director","Gouda, Hiroaki:Director",Bubblegum Crisis,#2628,#2963,"54,265",19,4,0,"['Oobari, Masami', 'Director'], ['Akiyama, Katsuhito', 'Director'], ['Takayama, Fumihiko', 'Director'], ['Gouda, Hiroaki', 'Director']","Episodes, 
  8","Status, 
  Finished Airing","Aired, 
  Feb 25, 1987 to Jan 30, 1991","Producers, 
Youmex","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MechaMecha","Duration, 
  41 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.311 (scored by 1596315,963 users)
      


1
          indicates a weighted score.","Ranked, 
  #26282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #2963","Members, 
    54,265","Alternative version:: /anime/568/Bubblegum_Crisis_Tokyo_2040, Alternative setting:: /anime/1346/AD_Police, Sequel:: /anime/1348/Bubblegum_Crash, Summary:: /anime/5036/Hurricane_Live_2033",Akira
2182,Memories,Akira,Tenshi no Tamago,Nihon Animator Mihonichi,Genius Party,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Metropolis,The Animatrix,Koukaku Kidoutai,"Morimoto, Kouji:Co-Director","Otomo, Katsuhiro:Director","Umetsu, Yasuomi:Director","Kitakubo, Hiroyuki:Director",Robot Carnival,#3067,#4293,"26,187",7,2,1,"['Morimoto, Kouji', 'Co-Director'], ['Otomo, Katsuhiro', 'Director'], ['Umetsu, Yasuomi', 'Director'], ['Kitakubo, Hiroyuki', 'Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 21, 1987","Producers, 
    None found, add some","Source, 
  Original","Genres, 
FantasyFantasy,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  1 hr. 31 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.231 (scored by 92849,284 users)
      


1
          indicates a weighted score.","Ranked, 
  #30672

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4293","Members, 
    26,187",,Manie-Manie: Meikyuu Monogatari
3258,Akira,Ginga Tetsudou 999 (Movie),Roots Search: Shokushin Buttai X,Genocyber,,,,,,"Macek, Carl:Producer","Toriumi, Hisayuki:Director","Mosdell, Chris:Theme Song Lyrics","Amano, Yoshitaka:Character Design",Lily C.A.T.,#9665,#6349,"9,979",3,1,3,"['Macek, Carl', 'Producer'], ['Toriumi, Hisayuki', 'Director'], ['Mosdell, Chris', 'Theme Song Lyrics'], ['Amano, Yoshitaka', 'Character Design']","Type, 
OVA","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Sep 1, 1987","Studios, 
Pierrot","Source, 
  Original","Genres, 
HorrorHorror,         Sci-FiSci-Fi","Theme, 
SpaceSpace","Duration, 
  1 hr. 7 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
5.951 (scored by 40244,024 users)
      


1
          indicates a weighted score.","Ranked, 
  #96652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #6349",,11-nin Iru!
498,Tengen Toppa Gurren Lagann,Project Zeorymer,,,,,,,,"Suzuki, Toshimitsu:Producer","Hirano, Toshiki:Director","Oohata, Kouichi:Script","Aikawa, Shou:Script",Haja Taisei Dangaiou,#9012,#7130,"7,510",1,1,1,"['Suzuki, Toshimitsu', 'Producer'], ['Hirano, Toshiki', 'Director'], ['Oohata, Kouichi', 'Script'], ['Aikawa, Shou', 'Script']","Type, 
OVA","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  Sep 28, 1987 to Jul 25, 1989","Studios, 
AIC,       Artmic","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  45 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.091 (scored by 24792,479 users)
      


1
          indicates a weighted score.","Ranked, 
  #90122

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7130",Sequel:: /anime/2521/Haja_Kyosei_G_Dangaiou,Top wo Nerae! Gunbuster
2999,,,,,,,,,,"Maruyama, Masao:Producer",Rintarou:Producer,"Hirata, Toshio:Director","Konparu, Tomoko:Script",Hi no Tori: Yamato-hen,#4251,#9971,"2,939",0,0,0,"['Maruyama, Masao', 'Producer'], ['Rintarou', 'Producer'], ['Hirata, Toshio', 'Director'], ['Konparu, Tomoko', 'Script']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 1, 1987","Producers, 
Kadokawa Shoten,       Tezuka Productions,       Tohokushinsha Film Corporation","Source, 
  Manga","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  48 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.001 (scored by 12401,240 users)
      


1
          indicates a weighted score.","Ranked, 
  #42512

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9971","Members, 
    2,939","Adaptation:: /manga/1325/Hi_no_Tori_1967, Alternative version:: /anime/1371/Hi_no_Tori, Prequel:: /anime/2997/Hi_no_Tori__Houou-hen, Sequel:: /anime/2998/Hi_no_Tori__Uchuu-hen",Inu-Ou
2972,Spriggan,Hametsu no Mars,Choujikuu Romanesque Samy: Missing 99,,,,,,,"Nagasaki, Yukio:Producer","Okuda, Seiji:Director","Matsuura, Noriyoshi:Sound Director","Ebata, Hiroyuki:Episode Director",Kindan no Mokushiroku: Crystal Triangle,#12954,#10286,"2,654",0,2,5,"['Nagasaki, Yukio', 'Producer'], ['Okuda, Seiji', 'Director'], ['Matsuura, Noriyoshi', 'Sound Director'], ['Ebata, Hiroyuki', 'Episode Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 22, 1987","Producers, 
Movic,       Sony Music Entertainment,       Project Team Eikyuu Kikan","Source, 
  Original","Genres, 
AdventureAdventure,         MysteryMystery","Themes, 
MilitaryMilitary,         MythologyMythology","Duration, 
  1 hr. 26 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
4.591 (scored by 10061,006 users)
      


1
          indicates a weighted score.","Ranked, 
  #129542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #10286","Members, 
    2,654",,Buddha Saitan
