index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
369,Serial Experiments Lain,Mousou Dairinin,Durarara!!,Baccano!,Mouryou no Hako,Higurashi no Naku Koro ni,ChäoS;HEAd,Jigoku Shoujo,Texhnolyze,Shinreigari,"Maruyama, Masao:Producer","Abe, Shoujirou:Producer","Suzuki, Seiji:Assistant Producer","Watanabe, Takashi:Director",Boogiepop wa Warawanai,#3436,#1651,"135,546",29,5,4,"['Maruyama, Masao', 'Producer'], ['Abe, Shoujirou', 'Producer'], ['Suzuki, Seiji', 'Assistant Producer'], ['Watanabe, Takashi', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 5, 2000 to Mar 22, 2000","Producers, 
VAP,       d-rights","Licensors, 
Nozomi Entertainment","Studios, 
Madhouse","Source, 
  Light novel","Genres, 
Avant GardeAvant Garde,         DramaDrama,         HorrorHorror,         MysteryMystery,         SupernaturalSupernatural","Theme, 
PsychologicalPsychological","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.161 (scored by 3416834,168 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1315/Boogiepop_Series, Other:: /anime/37451/Boogiepop_wa_Warawanai_2019, Alternative version:: /anime/52131/Boogiepop_Dengeki_Bunko_CMs"
888,Uchuu no Stellvia,Shinseiki Evangelion,Soukyuu no Fafner: Dead Aggressor,Soukou no Strain,Blue Gender,,,,,,"Hongou, Mitsuru:Director","Mima, Masafumi:Sound Director","Takadera, Takeshi:Sound Director","Kimura, Shinichirou:Episode Director",Megami Kouhosei,#7749,#4581,"22,451",2,1,6,"['Hongou, Mitsuru', 'Director'], ['Mima, Masafumi', 'Sound Director'], ['Takadera, Takeshi', 'Sound Director'], ['Kimura, Shinichirou', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 20, 2000 to Mar 27, 2000","Producers, 
Bandai Visual,       ING","Licensors, 
Bandai Entertainment,       Discotek Media","Studios, 
Xebec","Source, 
  Manga","Genres, 
ActionAction,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.331 (scored by 1056510,565 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/93/Megami_Kouhosei, Summary:: /anime/887/Megami_Kouhosei_Special_Curriculum"
351,Tokyo Mew Mew,Daa! Daa! Daa!,Hug tto! Precure,,,,,,,,"Seki, Hiromi:Producer","Igarashi, Takuya:Director","Yamauchi, Shigeyasu:Director","Satou, Junichi:Episode Director",Ojamajo Doremi Sharp,#1790,#4616,"22,103",1,1,0,"['Seki, Hiromi', 'Producer'], ['Igarashi, Takuya', 'Director'], ['Yamauchi, Shigeyasu', 'Director'], ['Satou, Junichi', 'Episode Director']","Episodes, 
  49","Status, 
  Finished Airing","Aired, 
  Feb 6, 2000 to Jan 28, 2001","Premiered, 
Winter 2000","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Genres, 
ComedyComedy,         FantasyFantasy","Themes, 
ChildcareChildcare,         Mahou ShoujoMahou Shoujo","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.511 (scored by 1084710,847 users)
      


1
          indicates a weighted score.","Ranked, 
  #17902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Prequel:: /anime/350/Ojamajo_Doremi, Sequel:: /anime/352/Motto_Ojamajo_Doremi, Side story:: /anime/2947/Ojamajo_Doremi_Sharp_Movie, Summary:: /anime/49670/Ojamajo_Doremi_Sharp__Hana-chan_to_Issho"
606,Rurouni Kenshin: Meiji Kenkaku Romantan,Samurai Champloo,Juubee-chan: Lovely Gantai no Himitsu,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Kino no Tabi: The Beautiful World,Otome Youkai Zakuro,Miami Guns,Gensoumaden Saiyuuki,,,"Maseba, Yutaka:Producer","Daichi, Akitarou:Director","Tanaka, Kazuya:Sound Director","Tamano, Harumi:Episode Director",Kazemakase Tsukikage Ran,#2925,#5102,"17,349",10,1,0,"['Maseba, Yutaka', 'Producer'], ['Daichi, Akitarou', 'Director'], ['Tanaka, Kazuya', 'Sound Director'], ['Tamano, Harumi', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 26, 2000 to Apr 19, 2000","Producers, 
Bandai Visual","Licensors, 
Bandai Entertainment","Studios, 
Madhouse","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy","Themes, 
HistoricalHistorical,         Martial ArtsMartial Arts,         SamuraiSamurai","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.251 (scored by 57895,789 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/12362/Kazemakase_Tsukikage_Ran
1137,Bleach,Tengen Toppa Gurren Lagann,Gensoumaden Saiyuuki,Erementar Gerad,Digimon Frontier,Dragon Ball,,,,,"Morishita, Kouzou:Producer","Imazawa, Tetsuo:Director","Nakamura, Kenji:Episode Director","Nakamura, Tetsuharu:Episode Director",Mushrambo,#4524,#5226,"16,213",2,0,0,"['Morishita, Kouzou', 'Producer'], ['Imazawa, Tetsuo', 'Director'], ['Nakamura, Kenji', 'Episode Director'], ['Nakamura, Tetsuharu', 'Episode Director']","Type, 
TV","Episodes, 
  32","Status, 
  Finished Airing","Aired, 
  Feb 5, 2000 to Sep 23, 2000","Producers, 
TV Asahi,       Toei Advertising","Licensors, 
Saban Entertainment","Studios, 
Toei Animation","Source, 
  Original","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy,         Sci-FiSci-Fi","Duration, 
  23 min. per ep.","Rating, 
  PG - Children","Score, 
6.931 (scored by 80848,084 users)
      


1
          indicates a weighted score.","Ranked, 
  #45242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/15025/Mushrambo, Alternative version:: /anime/4961/Mushrambo_2008"
6560,Gregory Horror Show,Masuda Kousuke Gekijou Gag Manga Biyori,Funny Pets,gdgd Fairies,Itazuraguma no Gloomy,Gal to Kyouryuu,Nekojiru-sou,Texhnolyze,Osomatsu-san,Girigiri Warukunai Watame,"Masuda, Ryuuji:Director","Tezuka, Osamu:Music",,,Popee the Performer,#3064,#6120,"10,882",14,1,1,"['Masuda, Ryuuji', 'Director'], ['Tezuka, Osamu', 'Music']","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Jan 3, 2000 to Dec 28, 2001","Premiered, 
Winter 2000","Licensors, 
    None found, add some","Studios, 
Zuiyo","Source, 
  Original","Genres, 
Avant GardeAvant Garde,         ComedyComedy","Theme, 
Gag HumorGag Humor","Duration, 
  4 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.231 (scored by 45904,590 users)
      


1
          indicates a weighted score.","Ranked, 
  #30642

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/161661/Popee_the_Performer, Side story:: /anime/39780/Popee_the_Performer__Countdown_Special, Other:: /anime/55258/Popee_The_Performer__Kids_Station_IDs"
783,Dirty Pair,Gunsmith Cats,Heppoko Jikken Animation Excel♥Saga,Nangoku Shounen Papuwa-kun,Kazemakase Tsukikage Ran,,,,,,"Yonai, Noritomo:Producer","Kama, Hideki:Producer","Koyama, Yoshitaka:Director","Takahashi, Hideo:Sound Director",Miami Guns,#6160,#7243,"7,170",2,1,0,"['Yonai, Noritomo', 'Producer'], ['Kama, Hideki', 'Producer'], ['Koyama, Yoshitaka', 'Director'], ['Takahashi, Hideo', 'Sound Director']","Status, 
  Finished Airing","Aired, 
  Feb 5, 2000 to May 20, 2000","Premiered, 
Winter 2000","Broadcast, 
    Sundays at 01, 45 (JST)","Studios, 
Group TAC","Source, 
  Manga","Genres, 
ComedyComedy,         EcchiEcchi","Theme, 
DetectiveDetective","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.611 (scored by 22772,277 users)
      


1
          indicates a weighted score.","Ranked, 
  #61602

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/15088/Miami☆Guns
1769,Poputepipikku,Tamala 2010: A Punk Cat in Space,Tamala 2010: A Punk Cat in Space OVA,,,,,,,,"Morijiri, Kazuaki:Producer","Oomori, Takahiro:Director","Iwanami, Yoshikazu:Sound Director","Ishihara, Tatsuya:Episode Director",Oh! Super Milk-chan,#9205,#7908,"5,807",1,4,2,"['Morijiri, Kazuaki', 'Producer'], ['Oomori, Takahiro', 'Director'], ['Iwanami, Yoshikazu', 'Sound Director'], ['Ishihara, Tatsuya', 'Episode Director']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 27, 2000 to Apr 13, 2000","Premiered, 
Winter 2000","Licensors, 
ADV Films","Studios, 
Pierrot","Source, 
  Original","Genres, 
ActionAction,         ComedyComedy,         Sci-FiSci-Fi","Theme, 
ParodyParody","Duration, 
  21 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.051 (scored by 25362,536 users)
      


1
          indicates a weighted score.","Ranked, 
  #92052

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Prequel:: /anime/1743/Super_Milk-chan, Side story:: /anime/18815/Oh_Super_Milk-chan_Special"
4962,Makai Senki Disgaea,Jikuu Tantei Genshi-kun,,,,,,,,,"Aoki, Yasunao:Director","Wyner, Tom:Script","Akahori, Satoru:Script","Matsushita, Yukihiro:Storyboard",Rokumon Tengai Mon Colle Knights,#6680,#8274,"5,222",1,0,1,"['Aoki, Yasunao', 'Director'], ['Wyner, Tom', 'Script'], ['Akahori, Satoru', 'Script'], ['Matsushita, Yukihiro', 'Storyboard']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Jan 10, 2000 to Dec 25, 2000","Producers, 
    None found, add some","Licensors, 
Discotek Media","Studios, 
Studio Deen","Source, 
  Card game","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Theme, 
ParodyParody","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Adaptation:: /manga/2972/Rokumon_Tengai_Mon_Colle_Knight, Alternative version:: /anime/5314/Rokumon_Tengai_Mon_Colle_Knights_Movie__Densetsu_no_Fire_Dragon"
12361,Initial D Fifth Stage,,,,,,,,,,,,,,Track City,#9784,#12238,"1,390",0,0,0,,"Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jan 5, 2000 to May 30, 2002","Premiered, 
Winter 2000","Licensors, 
    None found, add some","Studios, 
SBS TV Production","Source, 
  Unknown","Genre, 
ActionAction","Theme, 
RacingRacing","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Score, 
5.931 (scored by 526526 users)
      


1
          indicates a weighted score.","Ranked, 
  #97842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",
