index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
31043,Steins;Gate,Tokyo Revengers,Re:Zero kara Hajimeru Isekai Seikatsu,Orange,ReLIFE,Yakusoku no Neverland,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Death Note,Meitantei Conan,Shiguang Dailiren,"Suzuki, Kenta:Producer","Itou, Tomohiko:Director","Iwanami, Yoshikazu:Sound Director","Ishii, Toshimasa:Episode Director",Boku dake ga Inai Machi,#252,#28,"2,082,590",613,91,49,"['Suzuki, Kenta', 'Producer'], ['Itou, Tomohiko', 'Director'], ['Iwanami, Yoshikazu', 'Sound Director'], ['Ishii, Toshimasa', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 8, 2016 to Mar 25, 2016","Producers, 
Aniplex,       Dentsu,       Kadokawa Shoten,       Fuji TV,       DAX Production,       Kyoraku Industrial Holdings,       Kansai Telecasting,       Lawson,       Kanetsu Investment,       C-one","Licensors, 
Aniplex of America","Studios, 
A-1 Pictures","Source, 
  Manga","Genres, 
MysteryMystery,         SupernaturalSupernatural,         SuspenseSuspense","Themes, 
PsychologicalPsychological,         Time TravelTime Travel","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/39325/Boku_dake_ga_Inai_Machi, Summary:: /anime/35815/Boku_dake_ga_Inai_Machi_Recaps"
30831,Re:Zero kara Hajimeru Isekai Seikatsu,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,"Sentouin, Hakenshimasu!",No Game No Life,Princess Connect! Re:Dive,Isekai wa Smartphone to Tomo ni.,Sword Art Online,Grand Blue,Hataraku Maou-sama!,"Ogura, Rie:Producer","Urasaki, Nobumitsu:Producer","Kanasaki, Takaomi:Director","Iwanami, Yoshikazu:Sound Director",Kono Subarashii Sekai ni Shukufuku wo!,#487,#40,"1,947,488",268,63,45,"['Ogura, Rie', 'Producer'], ['Urasaki, Nobumitsu', 'Producer'], ['Kanasaki, Takaomi', 'Director'], ['Iwanami, Yoshikazu', 'Sound Director']","Type, 
TV","Episodes, 
  10","Status, 
  Finished Airing","Aired, 
  Jan 14, 2016 to Mar 17, 2016","Producers, 
Half H.P Studio,       Nippon Columbia,       KlockWorx,       Sony Music Communications,       Toranoana,       81 Produce,       Kadokawa Media House,       Kadokawa","Licensors, 
Discotek Media,       Crunchyroll","Studios, 
Studio Deen","Source, 
  Light novel","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Themes, 
IsekaiIsekai,         ParodyParody","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.101 (scored by 12656691,265,669 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/60553/Kono_Subarashii_Sekai_ni_Shukufuku_wo, Side story:: /anime/32380/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Kono_Subarashii_Choker_ni_Shukufuku_wo, Sequel:: /anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2, Character:: /anime/38472/Isekai_Quartet, Spin-off:: /anime/51958/Kono_Subarashii_Sekai_ni_Bakuen_wo"
30654,Great Teacher Onizuka,Boku no Hero Academia 2nd Season,Boku no Hero Academia,Clannad,Denpa Kyoushi,Akuma no Riddle,Aoharu x Kikanjuu,Noragami,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Kimi no Suizou wo Tabetai,"Cook, Justin:Producer","Kishi, Seiji:Director","Iida, Satoki:Sound Director","Itou, Fumio:Episode Director",Ansatsu Kyoushitsu 2nd Season,#137,#85,"1,425,854",184,9,4,"['Cook, Justin', 'Producer'], ['Kishi, Seiji', 'Director'], ['Iida, Satoki', 'Sound Director'], ['Itou, Fumio', 'Episode Director']","Type, 
TV","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Jan 8, 2016 to Jul 1, 2016","Producers, 
Dentsu,       Studio Hibari,       Fuji TV,       DAX Production,       Avex Pictures,       Shueisha,       Kansai Telecasting","Licensors, 
Funimation","Studios, 
Lerche","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy","Theme, 
SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/39883/Ansatsu_Kyoushitsu, Prequel:: /anime/24833/Ansatsu_Kyoushitsu, Side story:: /anime/32863/Ansatsu_Kyoushitsu__Kagaijugyou-hen, Summary:: /anime/33513/Ansatsu_Kyoushitsu__365-nichi_no_Jikan"
31859,Sword Art Online,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Goblin Slayer,Log Horizon,Tate no Yuusha no Nariagari,Kono Subarashii Sekai ni Shukufuku wo!,Mushoku Tensei: Isekai Ittara Honki Dasu,Made in Abyss,Re:Zero kara Hajimeru Isekai Seikatsu,100-man no Inochi no Ue ni Ore wa Tatteiru,"Cook, Justin:Producer","Harada, Naoki:Producer","Saitou, Masaya:Producer","Nakamura, Ryousuke:Director",Hai to Gensou no Grimgar,#1325,#267,"730,010",201,34,35,"['Cook, Justin', 'Producer'], ['Harada, Naoki', 'Producer'], ['Saitou, Masaya', 'Producer'], ['Nakamura, Ryousuke', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 11, 2016 to Mar 28, 2016","Producers, 
TOHO animation","Licensors, 
Funimation","Studios, 
A-1 Pictures","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy","Theme, 
IsekaiIsekai","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.651 (scored by 377382377,382 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/56755/Hai_to_Gensou_no_Grimgar, Side story:: /anime/32561/Hai_to_Gensou_no_Grimgar__Furoagari_no_Kabe_ni_Kaketa_Seishun_-_One_More_Centimeter"
31580,Tokyo Ghoul,Kiseijuu: Sei no Kakuritsu,Death Note,Inuyashiki,Kokkoku,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Elfen Lied,Devilman: Crybaby,Youjo Senki,Sidonia no Kishi,"Sudou, Koutarou:Producer","Saitou, Masaya:Producer","Yamazaki, Yoshihiko:Producer","Seshita, Hiroyuki:Director",Ajin,#2284,#371,"586,948",122,30,11,"['Sudou, Koutarou', 'Producer'], ['Saitou, Masaya', 'Producer'], ['Yamazaki, Yoshihiko', 'Producer'], ['Seshita, Hiroyuki', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 16, 2016 to Apr 9, 2016","Producers, 
Mainichi Broadcasting System,       Kodansha,       KlockWorx,       Sony Music Communications,       TOHO animation,       King Records","Licensors, 
Sentai Filmworks","Studios, 
Polygon Pictures","Source, 
  Manga","Genres, 
ActionAction,         HorrorHorror,         MysteryMystery,         SupernaturalSupernatural","Theme, 
GoreGore","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/49865/Ajin, Summary:: /anime/30868/Ajin_Part_1__Shoudou, Side story:: /anime/32015/Ajin_OVA, Sequel:: /anime/33253/Ajin_Part_2"
31637,Yuan Long,Overlord II,Zero no Tsukaima,Nejimaki Seirei Senki: Tenkyou no Alderamin,Log Horizon 2nd Season,Sword Art Online: Alicization - War of Underworld,Tensei shitara Slime Datta Ken,Cross Ange: Tenshi to Ryuu no Rondo,,,"Oosawa, Nobuhiro:Producer","Yonemori, Hiroto:Assistant Producer","Kyougoku, Takahiko:Director","Nagasaki, Yukio:Sound Director","Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",#1173,#396,"552,793",32,16,11,"['Oosawa, Nobuhiro', 'Producer'], ['Yonemori, Hiroto', 'Assistant Producer'], ['Kyougoku, Takahiko', 'Director'], ['Nagasaki, Yukio', 'Sound Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 9, 2016 to Mar 26, 2016","Producers, 
Genco,       Warner Bros. Japan,       KlockWorx,       Showgate,       Bandai Namco Games","Licensors, 
Sentai Filmworks","Studios, 
A-1 Pictures","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Themes, 
IsekaiIsekai,         MilitaryMilitary","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.721 (scored by 339274339,274 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/67879/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri, Prequel:: /anime/28907/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri"
31442,Kyoukai no Kanata,Inou-Battle wa Nichijou-kei no Naka de,Charlotte,No Game No Life,Amagi Brilliant Park,Kokoro Connect,Luck & Logic,Guilty Crown,Alien 9,Tate no Yuusha no Nariagari,"Cook, Justin:Producer","Nakamura, Shinichi:Producer","Saitou, Shigeru:Producer","Nishide, Masayuki:Producer",Musaigen no Phantom World,#4909,#402,"543,181",49,23,16,"['Cook, Justin', 'Producer'], ['Nakamura, Shinichi', 'Producer'], ['Saitou, Shigeru', 'Producer'], ['Nishide, Masayuki', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 7, 2016 to Mar 31, 2016","Producers, 
Lantis,       Pony Canyon,       Asahi Broadcasting","Licensors, 
Funimation,       Crunchyroll","Studios, 
Kyoto Animation","Source, 
  Light novel","Genres, 
ActionAction,         ComedyComedy,         FantasyFantasy,         EcchiEcchi","Themes, 
HaremHarem,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.851 (scored by 243237243,237 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/64225/Musaigen_no_Phantom_World, Sequel:: /anime/33075/Musaigen_no_Phantom_World__Mizutama_no_Kiseki, Spin-off:: /anime/33164/Musaigen_no_Phantom_World__Limitless_Phantom_World"
31636,Non Non Biyori,Ramen Daisuki Koizumi-san,Takunomi.,Gintama,Uzaki-chan wa Asobitai!,Yofukashi no Uta,Shokugeki no Souma,Koufuku Graffiti,Barakamon,Pan de Peace!,"Cook, Justin:Producer","Yoshikawa, Atsushi:Producer","Okamoto, Junya:Producer","Tanaka, Junichirou:Producer",Dagashi Kashi,#6227,#493,"454,980",51,27,9,"['Cook, Justin', 'Producer'], ['Yoshikawa, Atsushi', 'Producer'], ['Okamoto, Junya', 'Producer'], ['Tanaka, Junichirou', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 8, 2016 to Apr 1, 2016","Producers, 
Pony Canyon,       TBS,       DAX Production,       BS-TBS,       Shogakukan,       Lawson,       RAY,       U-NEXT,       Nichion","Licensors, 
Funimation","Studios, 
feel.","Source, 
  Manga","Genres, 
ComedyComedy,         GourmetGourmet","Theme, 
Romantic SubtextRomantic Subtext","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/75993/Dagashi_Kashi, Sequel:: /anime/36049/Dagashi_Kashi_2"
30749,IS: Infinite Stratos,Seireitsukai no Blade Dance,Rakudai Kishi no Cavalry,Hundred,Cross Ange: Tenshi to Ryuu no Rondo,Taimadou Gakuen 35 Shiken Shoutai,Absolute Duo,Akagami no Shirayuki-hime,Isekai no Seikishi Monogatari,Gakusen Toshi Asterisk,"Tanaka, Shou:Producer","Higa, Yuuji:Producer","Miyazaki, Seiji:Producer","Yoshie, Terushige:Producer",Saijaku Muhai no Bahamut,#6670,#573,"397,445",20,14,14,"['Tanaka, Shou', 'Producer'], ['Higa, Yuuji', 'Producer'], ['Miyazaki, Seiji', 'Producer'], ['Yoshie, Terushige', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 11, 2016 to Mar 28, 2016","Producers, 
Lantis,       Orange","Licensors, 
Sentai Filmworks","Studios, 
Lerche","Source, 
  Light novel","Genres, 
ActionAction,         FantasyFantasy,         RomanceRomance,         EcchiEcchi","Themes, 
HaremHarem,         MechaMecha,         SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.531 (scored by 199509199,509 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/56217/Saijaku_Muhai_no_Bahamut
27833,Baccano!,Re:␣Hamatora,Kuroko no Basket,Kuroko no Basket 2nd Season,Naruto: Shippuuden,Trigun,Code Geass: Hangyaku no Lelouch R2,Ikebukuro West Gate Park,,,"Maruyama, Hiroo:Producer","Ogisu, Hirotsugu:Producer","Oomori, Takahiro:Director","Kojima, Masayuki:Episode Director",Durarara!!x2 Ketsu,#556,#613,"378,359",17,5,2,"['Maruyama, Hiroo', 'Producer'], ['Ogisu, Hirotsugu', 'Producer'], ['Oomori, Takahiro', 'Director'], ['Kojima, Masayuki', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 9, 2016 to Mar 26, 2016","Producers, 
Aniplex","Licensors, 
Aniplex of America","Studios, 
Shuka","Source, 
  Light novel","Genres, 
ActionAction,         MysteryMystery,         SupernaturalSupernatural","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.051 (scored by 186643186,643 users)
      


1
          indicates a weighted score.","Ranked, 
  #5562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/16816/Durarara, Prequel:: /anime/27831/Durararax2_Ten, Side story:: /anime/32915/Durararax2_Ketsu__Dufufufu"
