index,rec_1,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_2
2039,Mahou no Tenshi Creamy Mami,,,,,,,,,"Katayama, Kazuyoshi:Director","Annou, Takashi:Director","Fujiyama, Fusanobu:Sound Director","Tamano, Harumi:Episode Director",Mahou no Yousei Persia,#1940,#9319,"3,660",1,1,0,"['Katayama, Kazuyoshi', 'Director'], ['Annou, Takashi', 'Director'], ['Fujiyama, Fusanobu', 'Sound Director'], ['Tamano, Harumi', 'Episode Director']","Type, 
TV","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Jul 6, 1984 to May 31, 1985","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Pierrot","Source, 
  Original","Genre, 
ComedyComedy","Theme, 
Mahou ShoujoMahou Shoujo","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Score, 
7.471 (scored by 10051,005 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/9883/Persia_ga_Suki, Spin-off:: /anime/2080/Majokko_Club_Yoningumi__A_Kuukan_kara_no_Alien_X, Prequel:: /anime/22239/Mahou_no_Yousei_Persia_Pilot, Other:: /anime/22293/Mahou_no_Yousei_Persia__Escape, Summary:: /anime/35519/Mahou_no_Yousei_Persia__Kaiten_Mokuba",
1333,Koala Boy Kokki,,,,,,,,,,,,,Fushigi na Koala Blinky,#9008,#12843,"1,148",1,0,0,,"Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 7, 1984 to Dec 28, 1984","Producers, 
Fuji TV","Licensors, 
Saban Entertainment","Studios, 
Nippon Animation","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.091 (scored by 412412 users)
      


1
          indicates a weighted score.",,
3239,Cool Devices,,,,,,,,,"Yoshida, Naotaka:Producer","Kitakubo, Hiroyuki:Director","Ide, Yasunori:Director","Yamamoto, Naoki:Episode Director",Cream Lemon,N/A,#7019,"7,816",1,1,1,"['Yoshida, Naotaka', 'Producer'], ['Kitakubo, Hiroyuki', 'Director'], ['Ide, Yasunori', 'Director'], ['Yamamoto, Naoki', 'Episode Director']","Episodes, 
  38","Status, 
  Finished Airing","Aired, 
  Aug 11, 1984 to Mar 19, 1993","Producers, 
Pony Canyon,       Fairy Dust","Source, 
  Original","Genres, 
ComedyComedy,         FantasyFantasy,         Sci-FiSci-Fi,         HentaiHentai","Theme, 
ParodyParody","Duration, 
  26 min. per ep.","Rating, 
  Rx - Hentai","Score, 
6.201 (scored by 14961,496 users)
      


1
          indicates a weighted score.","Ranked, 
  N/A2

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7019","Members, 
    7,816","Side story:: /anime/3205/Cream_Lemon__Lemon_Angel, Alternative version:: /anime/5167/Cream_Lemon__New_Generation, Spin-off:: /anime/5640/Tabidachi__Ami_Shuushou",Maria-sama ga Miteru
2607,Dead Leaves,Genmu Senki Leda,FLCL,Flip Flappers,Kaijuu no Kodomo,Shoujo☆Kageki Revue Starlight Movie,Final Fantasy VII: Advent Children,Kill la Kill,Down Load: Namu Amida Butsu wa Ai no Uta,"Sadamitsu, Shinya:Director","Matsuura, Noriyoshi:Sound Director","Takegami, Junki:Script","Anno, Hideaki:Key Animation",Birth,#9441,#7167,"7,423",1,1,1,"['Sadamitsu, Shinya', 'Director'], ['Matsuura, Noriyoshi', 'Sound Director'], ['Takegami, Junki', 'Script'], ['Anno, Hideaki', 'Key Animation']","Type, 
OVA","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 21, 1984","Studios, 
Kaname Productions,       Idol","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi","Duration, 
  1 hr. 19 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.001 (scored by 26272,627 users)
      


1
          indicates a weighted score.","Ranked, 
  #94412

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7167","Members, 
    7,423",,Cool Cool Bye
11221,,,,,,,,,,,,,,Machikado no Märchen,#9331,#10724,"2,329",2,2,0,,"Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 21, 1984","Producers, 
Kitty Films","Source, 
  Original","Genre, 
RomanceRomance","Theme, 
MusicMusic","Duration, 
  54 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.031 (scored by 577577 users)
      


1
          indicates a weighted score.","Ranked, 
  #93312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #10724","Members, 
    2,329",,
53903,,,,,,,,,,,,,,Tokusou Kihei Dorvack OVA,#13860,#20962,157,0,0,0,,"Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  Aug 21, 1984","Producers, 
    None found, add some","Source, 
  Original","Genres, 
ActionAction,         ComedyComedy,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MusicMusic","Duration, 
  5 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #138602

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #20962","Members, 
    157",Parent story:: /anime/5143/Tokusou_Kihei_Dorvack,
1089,Ginga Eiyuu Densetsu,Five Star Stories,Ouritsu Uchuugun: Honneamise no Tsubasa,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Escaflowne,AKB0048,Kidou Senshi Gundam: Gyakushuu no Char,Shin Kidou Senki Gundam Wing,Top wo Nerae! Gunbuster,"Kawamori, Shouji:Director","Ishiguro, Noboru:Director","Akiyama, Katsuhito:Episode Director","Itano, Ichirou:Storyboard",Macross: Do You Remember Love?,#698,#3165,"47,895",23,2,2,"['Kawamori, Shouji', 'Director'], ['Ishiguro, Noboru', 'Director'], ['Akiyama, Katsuhito', 'Episode Director'], ['Itano, Ichirou', 'Storyboard']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 7, 1984","Producers, 
Artland,       Mainichi Broadcasting System,       Studio Nue,       Big West,       Shogakukan","Source, 
  Original","Genres, 
ActionAction,         RomanceRomance,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         MusicMusic,         SpaceSpace","Duration, 
  1 hr. 55 min.","Rating, 
  R+ - Mild Nudity","Score, 
7.941 (scored by 2268522,685 users)
      


1
          indicates a weighted score.","Ranked, 
  #6982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3165","Members, 
    47,895","Alternative version:: /anime/1088/Macross, Sequel:: /anime/1262/Macross_II__Lovers_Again, Summary:: /anime/1504/Macross_Flash_Back_2012",Kidou Senshi Gundam I
2770,Teki wa Kaizoku: Neko-tachi no Kyouen,,,,,,,,,"Maruyama, Masao:Producer","Macek, Carl:Producer","Kawajiri, Yoshiaki:Director","Hirokawa, Shuuichi:Director",SF Shinseiki Lensman,#8718,#9410,"3,552",1,1,1,"['Maruyama, Masao', 'Producer'], ['Macek, Carl', 'Producer'], ['Kawajiri, Yoshiaki', 'Director'], ['Hirokawa, Shuuichi', 'Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 7, 1984","Producers, 
Harmony Gold,       Streamline Pictures","Source, 
  Book","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Theme, 
SpaceSpace","Duration, 
  1 hr. 47 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.151 (scored by 14571,457 users)
      


1
          indicates a weighted score.","Ranked, 
  #87182

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9410","Members, 
    3,552","Adaptation:: /manga/132817/SF_Shinseiki_Lensman, Alternative version:: /anime/2769/Galactic_Patrol_Lensman",
3273,,,,,,,,,,"Tamiya, Takeshi:Producer","Shirato, Takeshi:Director","Kamiya, Akira:Theme Song Performance","Serizawa, Hiroaki:Theme Song Composition",Kinnikuman (Movie),#7000,#11835,"1,594",0,0,0,"['Tamiya, Takeshi', 'Producer'], ['Shirato, Takeshi', 'Director'], ['Kamiya, Akira', 'Theme Song Performance'], ['Serizawa, Hiroaki', 'Theme Song Composition']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 14, 1984","Producers, 
    None found, add some","Source, 
  Manga","Genres, 
ComedyComedy,         SportsSports","Theme, 
Combat SportsCombat Sports","Demographic, 
ShounenShounen","Duration, 
  48 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.461 (scored by 467467 users)
      


1
          indicates a weighted score.","Ranked, 
  #70002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #11835","Prequel:: /anime/3272/Kinnikuman, Sequel:: /anime/3274/Kinnikuman__Ooabare_Seigi_Choujin",
8563,,,,,,,,,,,,,,Chikyuu Monogatari Telepath 2500,#11095,#13218,"1,031",0,0,0,,"Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 4, 1984","Producers, 
    None found, add some","Source, 
  Original","Genres, 
AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Duration, 
  1 hr. 45 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
5.611 (scored by 145145 users)
      


1
          indicates a weighted score.","Ranked, 
  #110952

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13218","Members, 
    1,031","Favorites, 
  1",,
