index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_6
2549,Ie Naki Ko,Porphy no Nagai Tabi,Princess Sara,Shoukoushi Cedie,Sasurai no Shoujo Nell,,,,,"Bessho, Takaharu:Producer","Koshi, Shigeo:Director","Saitou, Hiroshi:Director","Takahata, Isao:Storyboard",Perrine Monogatari,#1616,#7621,"6,359",3,0,0,"['Bessho, Takaharu', 'Producer'], ['Koshi, Shigeo', 'Director'], ['Saitou, Hiroshi', 'Director'], ['Takahata, Isao', 'Storyboard']","Type, 
TV","Episodes, 
  53","Status, 
  Finished Airing","Aired, 
  Jan 1, 1978 to Dec 31, 1978","Producers, 
Bandai Visual","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
DramaDrama,         Slice of LifeSlice of Life","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.561 (scored by 15171,517 users)
      


1
          indicates a weighted score.","Alternative version:: /anime/16458/Perrine_Monogatari_Movie, Summary:: /anime/16460/Perrine_Monogatari_Specials",
3435,,,,,,,,,,"Kurokawa, Fumio:Director","Nitta, Yoshikata:Director","Annou, Takashi:Episode Director","Sadamitsu, Shinya:Storyboard",Joou Heika no Petite Angie,#6893,#11777,"1,625",0,0,1,"['Kurokawa, Fumio', 'Director'], ['Nitta, Yoshikata', 'Director'], ['Annou, Takashi', 'Episode Director'], ['Sadamitsu, Shinya', 'Storyboard']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Dec 13, 1977 to Jun 27, 1978","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation,       Production Reed","Source, 
  Original","Genre, 
MysteryMystery","Theme, 
HistoricalHistorical","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.481 (scored by 383383 users)
      


1
          indicates a weighted score.",,
10554,,,,,,,,,,"Okabe, Eiji:Episode Director","Kohanawa, Tameo:Episode Director","Yukimuro, Shunichi:Script","Mitsunobu, Hiroyoshi:Storyboard",Yakyuukyou no Uta,#5800,#12017,"1,502",0,1,0,"['Okabe, Eiji', 'Episode Director'], ['Kohanawa, Tameo', 'Episode Director'], ['Yukimuro, Shunichi', 'Script'], ['Mitsunobu, Hiroyoshi', 'Storyboard']","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Dec 23, 1977 to Mar 26, 1979","Premiered, 
Winter 1978","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Manga","Genres, 
DramaDrama,         SportsSports","Theme, 
Team SportsTeam Sports","Duration, 
  46 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.681 (scored by 336336 users)
      


1
          indicates a weighted score.","Ranked, 
  #58002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/82433/Yakyuukyou_no_Uta, Side story:: /anime/10563/Yakyuukyou_no_Uta__Kita_no_Ookami_Minami_no_Tora",
2199,Vinland Saga,Arashi no Yoru ni,Hotaru no Haka,Flanders no Inu (Movie),Afro Samurai,Unico,Beastars,Ao no Exorcist: Kuro no Iede,Mahou Shoujo Madoka★Magica,"Hata, Masami:Director","Yanase, Takashi:Theme Song Lyrics","Izumi, Taku:Theme Song Composition","Furukawa, Masashi:Editing",Chirin no Suzu,#3744,#5614,"13,580",14,4,0,"['Hata, Masami', 'Director'], ['Yanase, Takashi', 'Theme Song Lyrics'], ['Izumi, Taku', 'Theme Song Composition'], ['Furukawa, Masashi', 'Editing']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 11, 1978","Studios, 
Sunrise","Source, 
  Picture book","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy","Duration, 
  46 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.101 (scored by 60886,088 users)
      


1
          indicates a weighted score.","Ranked, 
  #37442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5614","Members, 
    13,580",,Tanpen Unico: Kuroi Kumo to Shiroi Hane
2801,,,,,,,,,,"Horie, Mitsuko:Theme Song Performance","Igarashi, Yumiko:Original Character Design","Watanabe, Takeo:Music","Nagita, Keiko:Original Creator",Candy Candy: Haru no Yobigoe,#6506,#10430,"2,547",0,1,0,"['Horie, Mitsuko', 'Theme Song Performance'], ['Igarashi, Yumiko', 'Original Character Design'], ['Watanabe, Takeo', 'Music'], ['Nagita, Keiko', 'Original Creator']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 18, 1978","Producers, 
    None found, add some","Source, 
  Unknown","Genres, 
DramaDrama,         Slice of LifeSlice of Life","Demographic, 
ShoujoShoujo","Duration, 
  25 min.","Rating, 
  G - All Ages","Score, 
6.551 (scored by 903903 users)
      


1
          indicates a weighted score.","Ranked, 
  #65062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #10430","Members, 
    2,547","Adaptation:: /manga/1388/Candy_Candy, Prequel:: /anime/723/Candy_Candy_Movie, Full story:: /anime/2800/Candy_Candy, Sequel:: /anime/2802/Candy_Candy__Candy_no_Natsu_Yasumi",
3755,Oyayubi Hime Monogatari,Andersen Douwa: Ningyohime,,,,,,,,,,,,Sekai Meisaku Douwa: Oyayubi Hime,#9338,#12721,"1,187",1,0,2,,"Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 18, 1978","Studios, 
Toei Animation","Source, 
  Book","Genre, 
FantasyFantasy","Demographic, 
KidsKids","Duration, 
  1 hr. 4 min.","Rating, 
  PG - Children","Score, 
6.031 (scored by 471471 users)
      


1
          indicates a weighted score.","Ranked, 
  #93382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #12721",,
5515,,,,,,,,,,"Akehi, Masayuki:Director","Matsumoto, Leiji:Original Creator","Kanemori, Yoshinori:Animation Director",,Wakusei Robo Danguard Ace: Uchuu Daikaisen,#11109,#14039,824,0,0,0,"['Akehi, Masayuki', 'Director'], ['Matsumoto, Leiji', 'Original Creator'], ['Kanemori, Yoshinori', 'Animation Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 18, 1978","Producers, 
    None found, add some","Source, 
  Unknown","Genre, 
Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  25 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
5.611 (scored by 252252 users)
      


1
          indicates a weighted score.","Ranked, 
  #111092

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14039","Members, 
    824",Prequel:: /anime/1986/Wakusei_Robo_Danguard_Ace,
16560,,,,,,,,,,,,,,Hwanggeum Nalgae 1.2.3.,#12478,#15432,559,0,0,0,,"Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jan 5, 1978","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  1 hr. 11 min.","Rating, 
  G - All Ages","Score, 
5.061 (scored by 165165 users)
      


1
          indicates a weighted score.","Ranked, 
  #124782

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15432",Other:: /anime/16490/Robot_Taekwon_V_wa_Hwanggeum_Nalgae,
21467,,,,,,,,,,"Yabuki, Kimio:Director","Wagatsuma, Hiroshi:Episode Director","Tsuji, Masaki:Screenplay","Kageyama, Isamu:Art Director",Ikkyuu-san to Yancha Hime,#8086,#16236,470,0,0,0,"['Yabuki, Kimio', 'Director'], ['Wagatsuma, Hiroshi', 'Episode Director'], ['Tsuji, Masaki', 'Screenplay'], ['Kageyama, Isamu', 'Art Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 18, 1978","Producers, 
    None found, add some","Source, 
  Unknown","Genre, 
ComedyComedy","Theme, 
HistoricalHistorical","Demographic, 
KidsKids","Duration, 
  14 min.","Rating, 
  G - All Ages","Score, 
6.271 (scored by 112112 users)
      


1
          indicates a weighted score.","Ranked, 
  #80862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #16236",Parent story:: /anime/4935/Ikkyuu-san,
42214,,,,,,,,,,,,,,Kongjwi & Patjwi,#15623,#19410,243,0,0,0,,"Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jan 23, 1978","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
FantasyFantasy,         RomanceRomance","Duration, 
  1 hr. 12 min.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #156232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #19410","Members, 
    243",,
