user_id,anime_id,rating
786,431,10
786,1735,10
786,5114,10
786,9253,10
786,28851,10
786,32281,10
786,33352,10
786,37987,10
786,39741,10
786,40082,10
786,42897,10
786,48736,10
786,51009,10
786,52701,10
786,199,9
786,4224,9
786,9989,9
786,10863,9
786,11577,9
786,13759,9
786,16001,9
786,16498,9
786,21329,9
786,21939,9
786,23273,9
786,23847,9
786,25777,9
786,27947,9
786,30276,9
786,30503,9
786,30831,9
786,35247,9
786,36098,9
786,37450,9
786,37520,9
786,38329,9
786,38408,9
786,39547,9
786,40221,9
786,44074,9
786,44511,9
786,48926,9
786,49413,9
786,49918,9
786,50265,9
786,50593,9
786,50594,9
786,50602,9
786,50631,9
786,51019,9
786,52588,9
786,52991,9
786,53236,9
786,53393,9
786,54112,9
786,54492,9
786,54856,9
786,54900,9
786,57524,9
786,164,8
786,416,8
786,457,8
786,2025,8
786,2890,8
786,5081,8
786,6045,8
786,6675,8
786,6746,8
786,7338,8
786,9260,8
786,10162,8
786,11597,8
786,11887,8
786,12189,8
786,14813,8
786,20507,8
786,23199,8
786,23283,8
786,23421,8
786,24439,8
786,24687,8
786,24701,8
786,27833,8
786,30484,8
786,31240,8
786,31757,8
786,31758,8
786,31798,8
786,31859,8
786,31964,8
786,32182,8
786,32380,8
786,32729,8
786,32937,8
786,33486,8
786,35760,8
786,35857,8
786,36456,8
786,37510,8
786,37999,8
786,38000,8
786,38040,8
786,38524,8
786,39195,8
786,39710,8
786,40028,8
786,40052,8
786,40456,8
786,40591,8
786,40748,8
786,40870,8
786,41457,8
786,41590,8
786,47778,8
786,48561,8
786,48569,8
786,48583,8
786,49303,8
786,49458,8
786,49520,8
786,49926,8
786,50416,8
786,50587,8
786,50709,8
786,50796,8
786,51535,8
786,51815,8
786,52034,8
786,52198,8
786,53126,8
786,53770,8
786,53887,8
786,54790,8
786,54870,8
786,54968,8
786,55791,8
786,55866,8
786,57810,8
786,1,7
786,20,7
786,223,7
786,523,7
786,1575,7
786,1689,7
786,1726,7
786,2001,7
786,2904,7
786,6033,7
786,6547,7
786,6573,7
786,9919,7
786,14513,7
786,15689,7
786,17074,7
786,18115,7
786,18679,7
786,19815,7
786,20689,7
786,21327,7
786,22319,7
786,23755,7
786,26055,7
786,28223,7
786,28957,7
786,28999,7
786,29803,7
786,31181,7
786,31374,7
786,31741,7
786,31933,7
786,33506,7
786,34136,7
786,34437,7
786,34451,7
786,34577,7
786,34822,7
786,35062,7
786,35507,7
786,35847,7
786,35849,7
786,36511,7
786,36946,7
786,36999,7
786,37497,7
786,37521,7
786,37779,7
786,37991,7
786,38671,7
786,40530,7
786,40787,7
786,40938,7
786,41168,7
786,41389,7
786,41587,7
786,43608,7
786,45613,7
786,46569,7
786,47194,7
786,49040,7
786,49387,7
786,50172,7
786,52082,7
786,52481,7
786,53129,7
786,53379,7
786,54234,7
786,54839,7
786,55701,7
786,3588,6
786,4182,6
786,9289,6
786,9656,6
786,14719,6
786,20899,6
786,21855,6
786,28025,6
786,28121,6
786,30694,6
786,31043,6
786,34134,6
786,35073,6
786,35790,6
786,36023,6
786,37675,6
786,39017,6
786,39587,6
786,41025,6
786,42203,6
786,50307,6
786,50425,6
786,50710,6
786,51122,6
786,51705,6
786,52173,6
786,52299,6
786,53879,6
786,54789,6
786,56285,6
786,21,5
786,269,5
786,14741,5
786,22199,5
786,34566,5
786,37347,5
786,39617,5
786,40904,5
786,40956,5
786,50739,5
786,52635,5
786,52865,5
786,53889,5
786,55129,5
786,22535,4
786,27899,4
786,40454,4
786,40935,4
786,46431,4
786,53632,4
786,22043,3
786,6702,2
786,11757,2
786,21881,2
786,36474,2
786,39597,2
