user_id,anime_id,rating
786,199,10
786,226,10
786,240,10
786,1210,10
786,1689,10
786,1889,10
786,2236,10
786,2392,10
786,2476,10
786,4181,10
786,4282,10
786,4725,10
786,5081,10
786,6594,10
786,7311,10
786,7674,10
786,8525,10
786,9289,10
786,9834,10
786,57,9
786,72,9
786,132,9
786,185,9
786,186,9
786,223,9
786,392,9
786,489,9
786,512,9
786,513,9
786,522,9
786,523,9
786,793,9
786,849,9
786,853,9
786,934,9
786,1462,9
786,1530,9
786,1535,9
786,1559,9
786,1575,9
786,1813,9
786,1818,9
786,2159,9
786,2167,9
786,2251,9
786,2508,9
786,2581,9
786,2593,9
786,2904,9
786,3782,9
786,3783,9
786,4224,9
786,4280,9
786,4382,9
786,4722,9
786,5040,9
786,5204,9
786,5205,9
786,5682,9
786,5941,9
786,6213,9
786,6746,9
786,6864,9
786,7054,9
786,7465,9
786,7785,9
786,8726,9
786,8769,9
786,9047,9
786,9379,9
786,10080,9
786,10721,9
786,10800,9
786,12413,9
786,14741,9
786,18,8
786,71,8
786,73,8
786,147,8
786,164,8
786,167,8
786,182,8
786,187,8
786,329,8
786,339,8
786,355,8
786,450,8
786,558,8
786,878,8
786,1033,8
786,1293,8
786,1571,8
786,1606,8
786,1690,8
786,1698,8
786,1827,8
786,2025,8
786,2129,8
786,2164,8
786,2471,8
786,2608,8
786,3420,8
786,3588,8
786,3652,8
786,3927,8
786,4192,8
786,5028,8
786,5029,8
786,5177,8
786,5258,8
786,5680,8
786,5909,8
786,5958,8
786,6114,8
786,6747,8
786,7193,8
786,7720,8
786,8557,8
786,8676,8
786,8934,8
786,9493,8
786,9756,8
786,9989,8
786,10049,8
786,19,7
786,20,7
786,47,7
786,113,7
786,121,7
786,136,7
786,137,7
786,138,7
786,139,7
786,169,7
786,263,7
786,272,7
786,356,7
786,433,7
786,442,7
786,451,7
786,452,7
786,457,7
786,627,7
786,710,7
786,813,7
786,861,7
786,1842,7
786,1941,7
786,2026,7
786,2104,7
786,2246,7
786,2472,7
786,2605,7
786,2787,7
786,2924,7
786,2963,7
786,3091,7
786,3167,7
786,3225,7
786,3613,7
786,3958,7
786,4550,7
786,4654,7
786,5342,7
786,5454,7
786,5530,7
786,5690,7
786,6045,7
786,6098,7
786,6211,7
786,6280,7
786,6325,7
786,6347,7
786,6444,7
786,6509,7
786,6512,7
786,6547,7
786,6573,7
786,6676,7
786,6802,7
786,6974,7
786,7590,7
786,7817,7
786,8074,7
786,8129,7
786,8424,7
786,9331,7
786,10568,7
786,12189,7
786,13331,7
786,25519,7
786,1,6
786,24,6
786,48,6
786,67,6
786,98,6
786,168,6
786,237,6
786,467,6
786,478,6
786,530,6
786,566,6
786,1519,6
786,2001,6
786,2418,6
786,2624,6
786,3089,6
786,3226,6
786,3228,6
786,4177,6
786,4477,6
786,4618,6
786,4789,6
786,5162,6
786,5356,6
786,5630,6
786,5681,6
786,5713,6
786,6030,6
786,6288,6
786,6377,6
786,6408,6
786,7148,6
786,7647,6
786,7655,6
786,7661,6
786,8476,6
786,9941,6
786,10163,6
786,10271,6
786,10790,6
786,387,5
786,389,5
786,393,5
786,431,5
786,449,5
786,477,5
786,552,5
786,883,5
786,889,5
786,998,5
786,1469,5
786,1723,5
786,2144,5
786,2890,5
786,2929,5
786,4918,5
786,5355,5
786,5365,5
786,5678,5
786,5914,5
786,6895,5
786,6922,5
786,7059,5
786,7079,5
786,7088,5
786,7592,5
786,7724,5
786,7769,5
786,8277,5
786,9656,5
786,30,4
786,101,4
786,273,4
786,936,4
786,1943,4
786,2002,4
786,2594,4
786,3002,4
786,7662,4
786,8311,4
786,10165,4
786,99,3
786,845,3
786,2746,3
786,6166,3
786,6205,3
786,7791,3
786,8086,3
786,8630,3
786,6189,2
786,8675,2
786,8861,2
786,9065,2
786,9693,2
786,1829,1
786,2759,1
786,4999,1
786,18247,1
