index,rec_1,rec_2,rec_3,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_4
2557,Watashi no Ashinaga Ojisan,Wakakusa Monogatari: Nan to Jo-sensei,Bishoujo Senshi Sailor Moon,,,,,,,"Kusuba, Kouzou:Director","Sokuza, Makoto:Episode Director","Nakanishi, Nobuaki:Episode Director","Kaga, Tsuyoshi:Episode Director",Trapp Ikka Monogatari,#1454,#6807,"8,421",1,1,0,"['Kusuba, Kouzou', 'Director'], ['Sokuza, Makoto', 'Episode Director'], ['Nakanishi, Nobuaki', 'Episode Director'], ['Kaga, Tsuyoshi', 'Episode Director']","Type, 
TV","Episodes, 
  40","Status, 
  Finished Airing","Aired, 
  Jan 13, 1991 to Dec 22, 1991","Producers, 
Fuji TV","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Other","Genres, 
DramaDrama,         RomanceRomance","Themes, 
ChildcareChildcare,         HistoricalHistorical,         MusicMusic","Duration, 
  23 min. per ep.","Rating, 
  G - All Ages","Score, 
7.611 (scored by 32593,259 users)
      


1
          indicates a weighted score.",Summary:: /anime/25079/Trapp_Ikka_Monogatari_Specials,
4532,Gear Fighter Dendoh,,,,,,,,,"Yatabe, Katsuyoshi:Director","Chiba, Kouichi:Sound Director","Takamatsu, Shinji:Episode Director","Ishiodori, Hiroshi:Episode Director",Taiyou no Yuusha Fighbird,#3625,#9112,"3,918",0,0,0,"['Yatabe, Katsuyoshi', 'Director'], ['Chiba, Kouichi', 'Sound Director'], ['Takamatsu, Shinji', 'Episode Director'], ['Ishiodori, Hiroshi', 'Episode Director']","Type, 
TV","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Feb 2, 1991 to Feb 1, 1992","Producers, 
Nagoya Broadcasting Network,       Tokyu Agency","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  23 min. per ep.","Rating, 
  G - All Ages","Score, 
7.121 (scored by 767767 users)
      


1
          indicates a weighted score.",Alternative setting:: /anime/890/Yuusha-Ou_GaoGaiGar,
727,Kodomo no Omocha (TV),Project A-Ko,Fushigiboshi no☆Futagohime,Seto no Hanayome,Akazukin Chacha,100% Pascal-sensei (TV),Mama wa Poyopoyo Saurus ga Osuki,,,"Satou, Junichi:Director","Ikuhara, Kunihiko:Episode Director","Uda, Kounosuke:Episode Director","Igarashi, Takuya:Episode Director",Kingyo Chuuihou!,#1682,#9294,"3,679",1,0,0,"['Satou, Junichi', 'Director'], ['Ikuhara, Kunihiko', 'Episode Director'], ['Uda, Kounosuke', 'Episode Director'], ['Igarashi, Takuya', 'Episode Director']","Episodes, 
  54","Status, 
  Finished Airing","Aired, 
  Jan 12, 1991 to Feb 29, 1992","Premiered, 
Winter 1991","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genre, 
ComedyComedy","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Score, 
7.541 (scored by 864864 users)
      


1
          indicates a weighted score.","Ranked, 
  #16822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/19563/Kingyo_Chuuihou, Alternative version:: /anime/3155/Kingyo_Chuuihou_Movie",Jungle wa Itsumo Hare nochi Guu
2570,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,Maria-sama ga Miteru,,,,,,,,"Okuwaki, Masaharu:Director","Yamada, Etsuji:Sound Director","Aoyama, Hiroshi:Episode Director","Yamamoto, Yasuichiro:Episode Director",Ochame na Futago: Claire Gakuin Monogatari,#4002,#9806,"3,113",0,0,1,"['Okuwaki, Masaharu', 'Director'], ['Yamada, Etsuji', 'Sound Director'], ['Aoyama, Hiroshi', 'Episode Director'], ['Yamamoto, Yasuichiro', 'Episode Director']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jan 5, 1991 to Nov 2, 1991","Producers, 
Tokyo Movie Shinsha","Licensors, 
    None found, add some","Studios, 
TMS Entertainment","Source, 
  Novel","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Themes, 
HistoricalHistorical,         SchoolSchool","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.051 (scored by 11551,155 users)
      


1
          indicates a weighted score.",,
5292,,,,,,,,,,"Nitta, Yoshikata:Episode Director","Akehi, Masayuki:Episode Director","Nagai, Go:Script","Hoshiyama, Hiroyuki:Script",Getter Robo Go,#7919,#10277,"2,664",0,0,0,"['Nitta, Yoshikata', 'Episode Director'], ['Akehi, Masayuki', 'Episode Director'], ['Nagai, Go', 'Script'], ['Hoshiyama, Hiroyuki', 'Script']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Feb 11, 1991 to Jan 27, 1992","Producers, 
Dynamic Planning","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure","Themes, 
MechaMecha,         MilitaryMilitary","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older",Alternative version:: /anime/938/Shin_Getter_Robo_tai_Neo_Getter_Robo,
3194,Cinderella Monogatari,Umi no Triton,,,,,,,,"Chiba, Shigeru:Sound Director","D'Avena, Cristina:Theme Song Performance","Valeri Manera, Alessandra:Theme Song Lyrics","Vallois, Claude:Theme Song Performance",Ningyohime Marina no Bouken,#8439,#11462,"1,819",1,0,0,"['Chiba, Shigeru', 'Sound Director'], [""D'Avena, Cristina"", 'Theme Song Performance'], ['Valeri Manera, Alessandra', 'Theme Song Lyrics'], ['Vallois, Claude', 'Theme Song Performance']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Feb 2, 1991 to Jul 27, 1991","Producers, 
Fuji TV","Licensors, 
Saban Entertainment","Studios, 
Telescreen","Source, 
  Unknown","Genres, 
DramaDrama,         FantasyFantasy,         RomanceRomance","Demographic, 
KidsKids","Duration, 
  22 min. per ep.","Rating, 
  G - All Ages","Score, 
6.201 (scored by 638638 users)
      


1
          indicates a weighted score.",,
4504,,,,,,,,,,"Kamegaki, Hajime:Director","Motonaga, Keitarou:Episode Director","Nishizawa, Susumu:Episode Director","Iijima, Masakatsu:Episode Director",Kinkyuu Hasshin Saver Kids,#5982,#13480,957,0,0,0,"['Kamegaki, Hajime', 'Director'], ['Motonaga, Keitarou', 'Episode Director'], ['Nishizawa, Susumu', 'Episode Director'], ['Iijima, Masakatsu', 'Episode Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Feb 19, 1991 to Feb 18, 1992","Producers, 
TV Tokyo,       Sotsu","Licensors, 
    None found, add some","Studios, 
Tokyo Movie Shinsha","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.641 (scored by 235235 users)
      


1
          indicates a weighted score.",,
19831,,,,,,,,,,"Kimura, Kyotaro:Producer","Annou, Masami:Director","Mizumoto, Kan:Sound Director","Abe, Noriyuki:Episode Director",Ore wa Chokkaku,#4688,#14461,727,0,0,0,"['Kimura, Kyotaro', 'Producer'], ['Annou, Masami', 'Director'], ['Mizumoto, Kan', 'Sound Director'], ['Abe, Noriyuki', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Jan 5, 1991 to Oct 12, 1991","Premiered, 
Winter 1991","Broadcast, 
    Unknown","Studios, 
Pierrot","Source, 
  Manga","Genre, 
ComedyComedy","Duration, 
  23 min. per ep.","Rating, 
  None","Score, 
6.891 (scored by 175175 users)
      


1
          indicates a weighted score.","Ranked, 
  #46882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14461","Members, 
    727",Adaptation:: /manga/56541/Ore_wa_Chokkaku,
9015,,,,,,,,,,,,,,Obake no... Holly,#8416,#14845,650,0,0,0,,"Episodes, 
  200","Status, 
  Finished Airing","Aired, 
  Jan 28, 1991 to Apr 12, 1993","Premiered, 
Winter 1991","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ComedyComedy,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  10 min. per ep.","Rating, 
  G - All Ages","Score, 
6.211 (scored by 186186 users)
      


1
          indicates a weighted score.","Ranked, 
  #84162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
1347,Akira,Megazone 23,Dirty Pair,Black Magic M-66,Vividred Operation,Senki Zesshou Symphogear,Karas,Gall Force 1: Eternal Story,Project A-Ko,"Oobari, Masami:Director","Akiyama, Katsuhito:Director","Takayama, Fumihiko:Director","Gouda, Hiroaki:Director",Bubblegum Crisis,#2628,#2963,"54,265",19,4,0,"['Oobari, Masami', 'Director'], ['Akiyama, Katsuhito', 'Director'], ['Takayama, Fumihiko', 'Director'], ['Gouda, Hiroaki', 'Director']","Episodes, 
  8","Status, 
  Finished Airing","Aired, 
  Feb 25, 1987 to Jan 30, 1991","Producers, 
Youmex","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MechaMecha","Duration, 
  41 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.311 (scored by 1596315,963 users)
      


1
          indicates a weighted score.","Ranked, 
  #26282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #2963","Members, 
    54,265","Alternative version:: /anime/568/Bubblegum_Crisis_Tokyo_2040, Alternative setting:: /anime/1346/AD_Police, Sequel:: /anime/1348/Bubblegum_Crash, Summary:: /anime/5036/Hurricane_Live_2033",Kyoushoku Soukou Guyver (1989)
