index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
283,Alps no Shoujo Heidi,Ai no Wakakusa Monogatari,Haha wo Tazunete Sanzenri,Konnichiwa Anne: Before Green Gables,Ai Shoujo Pollyanna Story,Candy Candy,Makiba no Shoujo Katri,Ashita no Nadja,Cardcaptor Sakura,Kaze no Shoujo Emily,"Takahata, Isao:Director","Koshi, Shigeo:Director","Yokota, Kazuyoshi:Episode Director","Kouyama, Seijirou:Script",Akage no Anne,#987,#3829,"33,126",9,0,0,"['Takahata, Isao', 'Director'], ['Koshi, Shigeo', 'Director'], ['Yokota, Kazuyoshi', 'Episode Director'], ['Kouyama, Seijirou', 'Script']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Jan 7, 1979 to Dec 30, 1979","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.791 (scored by 97229,722 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/10282/Akage_no_Anne, Prequel:: /anime/5494/Konnichiwa_Anne__Before_Green_Gables, Summary:: /anime/8950/Akage_no_Anne__Green_Gables_e_no_Michi, Side story:: /anime/37423/Shiawase_Pasta_Story"
2230,Candy Candy,Ginga Tetsudou 999,Heartcatch Precure!,,,,,,,,"Endou, Yuuji:Episode Director","Horie, Mitsuko:Theme Song Performance","Lombard, Claude:Theme Song Performance","Aguirre, Memo:Theme Song Performance",Hana no Ko Lunlun,#3979,#7872,"5,871",2,0,0,"['Endou, Yuuji', 'Episode Director'], ['Horie, Mitsuko', 'Theme Song Performance'], ['Lombard, Claude', 'Theme Song Performance'], ['Aguirre, Memo', 'Theme Song Performance']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Feb 9, 1979 to Feb 8, 1980","Producers, 
TV Asahi,       Asatsu DK,       Harmony Gold","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Genres, 
AdventureAdventure,         DramaDrama","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.051 (scored by 17471,747 users)
      


1
          indicates a weighted score.","Ranked, 
  #39792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Side story:: /anime/9264/Hana_no_Ko_Lunlun__Konnichiwa_Sakura_no_Kuni, Other:: /anime/56234/Hua_Xianzi__Mofa_Xiang_Dui_Lun"
6889,,,,,,,,,,,"Sasagawa, Hiroshi:Director","Oshii, Mamoru:Episode Director","Yuyama, Kunihiko:Episode Director","Yamamoto, Masayuki:Theme Song Performance",Time Bokan Series: Zenderman,#10043,#12905,"1,133",0,0,0,"['Sasagawa, Hiroshi', 'Director'], ['Oshii, Mamoru', 'Episode Director'], ['Yuyama, Kunihiko', 'Episode Director'], ['Yamamoto, Masayuki', 'Theme Song Performance']","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Feb 3, 1979 to Jan 26, 1980","Premiered, 
Winter 1979","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Unknown","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi","Themes, 
MechaMecha,         Super PowerSuper Power","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
5.871 (scored by 283283 users)
      


1
          indicates a weighted score.","Ranked, 
  #100432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Alternative setting:: /anime/3915/Time_Bokan
8777,Alps no Shoujo Heidi,,,,,,,,,,"Mozart, Wolfgang Amadeus:Music","Strauss II, Johan:Music","Kitajima, Nobuyuki:Animation Director","Hayashi, Masayuki:Animation Director",Nobara no Julie,#8115,#13621,924,0,0,0,"['Mozart, Wolfgang Amadeus', 'Music'], ['Strauss II, Johan', 'Music'], ['Kitajima, Nobuyuki', 'Animation Director'], ['Hayashi, Masayuki', 'Animation Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jan 4, 1979 to Apr 5, 1979","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
DAX Production","Source, 
  Original","Genres, 
AdventureAdventure,         DramaDrama","Themes, 
HistoricalHistorical,         MusicMusic","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.271 (scored by 180180 users)
      


1
          indicates a weighted score.",
20027,,,,,,,,,,,"Shibayama, Tsutomu:Director","Kobayashi, Osamu:Director","Yabuki, Kimio:Director","Kabashima, Yoshio:Director",Nihon Meisaku Douwa Series: Akai Tori no Kokoro,#16737,#15192,593,0,0,0,"['Shibayama, Tsutomu', 'Director'], ['Kobayashi, Osamu', 'Director'], ['Yabuki, Kimio', 'Director'], ['Kabashima, Yoshio', 'Director']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Feb 5, 1979 to Jul 30, 1979","Premiered, 
Winter 1979","Licensors, 
    None found, add some","Studios, 
Shin-Ei Animation","Source, 
  Unknown","Genres, 
AdventureAdventure,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #167372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",
9547,Sen to Chihiro no Kamikakushi,Karigurashi no Arrietty,Ookami Kodomo no Ame to Yuki,Non Non Biyori,,,,,,,"Sasaki, Mamoru:Script","Matsuyama, Yuushi:Theme Song Arrangement","Watanabe, Takeo:Music","Kotabe, Youichi:Character Design",Alps no Shoujo Heidi (1979),#4496,#7961,"5,724",0,0,0,"['Sasaki, Mamoru', 'Script'], ['Matsuyama, Yuushi', 'Theme Song Arrangement'], ['Watanabe, Takeo', 'Music'], ['Kotabe, Youichi', 'Character Design']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 17, 1979","Studios, 
Nippon Animation","Source, 
  Unknown","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  1 hr. 47 min.","Rating, 
  PG - Children","Score, 
6.931 (scored by 26642,664 users)
      


1
          indicates a weighted score.","Ranked, 
  #44962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7961",Full story:: /anime/2225/Alps_no_Shoujo_Heidi
1208,Miyori no Mori,Xiao Qian,Jiu Se Lu,Taiyou no Ouji: Horus no Daibouken,,,,,,,"Urayama, Kirio:Director","Mitsui, Takashi:Script","Mizuki, Ichirou:Theme Song Performance","Wakabayashi, Ichirou:Theme Song Lyrics",Tatsu no Ko Tarou,#5297,#8924,"4,205",2,0,0,"['Urayama, Kirio', 'Director'], ['Mitsui, Takashi', 'Script'], ['Mizuki, Ichirou', 'Theme Song Performance'], ['Wakabayashi, Ichirou', 'Theme Song Lyrics']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 17, 1979","Producers, 
    None found, add some","Source, 
  Novel","Genres, 
AdventureAdventure,         FantasyFantasy,         SupernaturalSupernatural","Themes, 
HistoricalHistorical,         MythologyMythology","Duration, 
  1 hr. 15 min.","Rating, 
  G - All Ages","Score, 
6.771 (scored by 16191,619 users)
      


1
          indicates a weighted score.","Ranked, 
  #52972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #8924","Members, 
    4,205",
7376,Fushigi no Kuni no Alice,,,,,,,,,,"Nakamura, Takeo:Director","Terayama, Shuuji:Theme Song Lyrics","Hoffman, Ernst Theodor Wilhelm:Original Creator","Tsuji, Shintarou:Screenplay",Kurumiwari Ningyou,#8433,#12986,"1,103",1,1,0,"['Nakamura, Takeo', 'Director'], ['Terayama, Shuuji', 'Theme Song Lyrics'], ['Hoffman, Ernst Theodor Wilhelm', 'Original Creator'], ['Tsuji, Shintarou', 'Screenplay']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 3, 1979","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
DramaDrama,         FantasyFantasy,         RomanceRomance","Duration, 
  1 hr. 34 min.","Rating, 
  G - All Ages","Score, 
6.201 (scored by 355355 users)
      


1
          indicates a weighted score.","Ranked, 
  #84332

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #12986","Members, 
    1,103",Alternative version:: /anime/26043/Kurumiwari_Ningyou_2014
17165,,,,,,,,,,,"Annou, Masami:Episode Director","Matsumoto, Leiji:Original Creator","Suda, Masami:Character Design","Kikuchi, Jouji:Planning",SF Saiyuuki Starzinger (Movie),#11237,#14073,819,0,1,0,"['Annou, Masami', 'Episode Director'], ['Matsumoto, Leiji', 'Original Creator'], ['Suda, Masami', 'Character Design'], ['Kikuchi, Jouji', 'Planning']","Status, 
  Finished Airing","Aired, 
  Mar 17, 1979","Producers, 
    None found, add some","Licensors, 
    None found, add some","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  22 min.","Rating, 
  G - All Ages","Score, 
5.571 (scored by 256256 users)
      


1
          indicates a weighted score.","Ranked, 
  #112372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14073","Members, 
    819","Favorites, 
  0",Parent story:: /anime/1236/SF_Saiyuuki_Starzinger
13947,,,,,,,,,,,"Morishita, Kouzou:Director","Yoshida, Hiroshi:Storyboard","Shiraume, Susumu:Animation Director","Kamezaki, Keishi:Setting",Ashita no Eleven-tachi,#11574,#15142,600,1,0,1,"['Morishita, Kouzou', 'Director'], ['Yoshida, Hiroshi', 'Storyboard'], ['Shiraume, Susumu', 'Animation Director'], ['Kamezaki, Keishi', 'Setting']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jan 7, 1979","Producers, 
    None found, add some","Source, 
  Unknown","Genre, 
SportsSports","Duration, 
  1 hr. 10 min.","Rating, 
  G - All Ages","Score, 
5.461 (scored by 177177 users)
      


1
          indicates a weighted score.","Ranked, 
  #115742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15142","Members, 
    600","Favorites, 
  0",
11593,,,,,,,,,,,,,,,Ganbare! Bokura no Hit and Run,#19541,#16562,438,0,0,0,,"Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Feb 18, 1979","Producers, 
    None found, add some","Source, 
  Unknown","Genre, 
SportsSports","Themes, 
SchoolSchool,         Team SportsTeam Sports","Duration, 
  1 hr. 10 min.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #195412

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #16562","Members, 
    438",
