index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
270,Devil May Cry,Trinity Blood,Kuroshitsuji,Blood+,Gungrave,Black Blood Brothers,Elfen Lied,Vampire Hunter D,Black Lagoon,Witch Hunter Robin,"Iida, Umanosuke:Director","Urata, Yasunori:Director","Tsuruoka, Youta:Sound Director","Ono, Manabu:Episode Director",Hellsing,#1865,#275,"723,081",58,28,14,"['Iida, Umanosuke', 'Director'], ['Urata, Yasunori', 'Director'], ['Tsuruoka, Youta', 'Sound Director'], ['Ono, Manabu', 'Episode Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 11, 2001 to Jan 17, 2002","Premiered, 
Fall 2001","Licensors, 
Funimation","Studios, 
Gonzo","Source, 
  Manga","Genres, 
ActionAction,         HorrorHorror,         SupernaturalSupernatural","Themes, 
Adult CastAdult Cast,         GoreGore,         VampireVampire","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.491 (scored by 368953368,953 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/267/Hellsing, Alternative version:: /anime/777/Hellsing_Ultimate, Other:: /anime/7728/Hellsing__Psalm_of_the_Darkness"
22,Kuroko no Basket,Baby Steps,Eyeshield 21,Major S1,Shokugeki no Souma,Haikyuu!!,Hajime no Ippo,Katekyou Hitman Reborn!,Saki,Inazuma Eleven,"Takahashi, Tomoko:Producer","Hamana, Takayuki:Director","Hiramitsu, Takuya:Sound Director","Andou, Masahiro:Episode Director",Tennis no Oujisama,#871,#1290,"183,778",42,6,3,"['Takahashi, Tomoko', 'Producer'], ['Hamana, Takayuki', 'Director'], ['Hiramitsu, Takuya', 'Sound Director'], ['Andou, Masahiro', 'Episode Director']","Type, 
TV","Episodes, 
  178","Status, 
  Finished Airing","Aired, 
  Oct 10, 2001 to Mar 23, 2005","Producers, 
Production I.G,       Nihon Ad Systems","Licensors, 
Funimation,       VIZ Media","Studios, 
Trans Arts","Source, 
  Manga","Genre, 
SportsSports","Theme, 
SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/49/Tennis_no_Oujisama, Side story:: /anime/814/Tennis_no_Oujisama__Atobe_kara_no_Okurimono_-_Kimi_ni_Sasageru_Tennis_Prince_Matsuri, Sequel:: /anime/995/Tennis_no_Oujisama__Zenkoku_Taikai-hen, Other:: /anime/6749/Tennis_no_Oujisama__The_Band_of_Princes_Film_Kick_the_Future, Alternative version:: /anime/36952/Tennis_no_Oujisama__Best_Games, Character:: /anime/42602/Miloha_CM___Oresama_ni_Amae_Chai_na"
135,Chihayafuru,Yu☆Gi☆Oh! Duel Monsters,Shion no Ou,Saki,Hajime no Ippo,Glass no Kamen (2005),Kaleido Star,Death Note,3-gatsu no Lion,Bakuman.,"Nishizawa, Susumu:Director","Endou, Tetsuya:Director","Kamiya, Jun:Director","Takahashi, Hideo:Sound Director",Hikaru no Go,#523,#1627,"138,155",51,0,2,"['Nishizawa, Susumu', 'Director'], ['Endou, Tetsuya', 'Director'], ['Kamiya, Jun', 'Director'], ['Takahashi, Hideo', 'Sound Director']","Type, 
TV","Episodes, 
  75","Status, 
  Finished Airing","Aired, 
  Oct 10, 2001 to Mar 26, 2003","Producers, 
TV Tokyo,       Dentsu,       Dream Force","Licensors, 
VIZ Media","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ComedyComedy,         DramaDrama,         SupernaturalSupernatural","Themes, 
SchoolSchool,         Strategy GameStrategy Game","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/20/Hikaru_no_Go, Sequel:: /anime/645/Hikaru_no_Go__Hokuto_Hai_e_no_Michi, Summary:: /anime/2336/Hikaru_no_Go__New_Year_Special, Alternative version:: /anime/10765/Hikaru_no_Go__Sabaki_no_Ikkyoku_Inishie_no_Hana_yo_Sake"
246,Fairy Tail,Fairy Tail (2014),Edens Zero,Black Cat (TV),Akatsuki no Yona,Tate no Yuusha no Nariagari,Nanatsu no Taizai,World Destruction: Sekai Bokumetsu no Rokunin,One Piece,InuYasha,"Watanabe, Takashi:Director","Matsushima, Akira:Episode Director","Fukazawa, Manabu:Episode Director","Matsushita, Yukihiro:Episode Director",Groove Adventure Rave,#3185,#2055,"100,456",11,3,1,"['Watanabe, Takashi', 'Director'], ['Matsushima, Akira', 'Episode Director'], ['Fukazawa, Manabu', 'Episode Director'], ['Matsushita, Yukihiro', 'Episode Director']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Oct 13, 2001 to Sep 28, 2002","Producers, 
TBS,       Kodansha","Licensors, 
Tokyopop","Studios, 
Studio Deen","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy,         RomanceRomance","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.211 (scored by 4097640,976 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/14/Rave, Character:: /anime/6702/Fairy_Tail, Spin-off:: /anime/18393/Fairy_Tail_x_Rave"
156,Code Geass: Hangyaku no Lelouch,Tenshi Kinryouku,Fate/Zero,Wolf's Rain,Code Geass: Hangyaku no Lelouch R2,K,Zetsuen no Tempest,Hakkenden: Touhou Hakken Ibun,Kuroshitsuji,Persona 5 the Animation,"Maruyama, Masao:Producer","Sasaki, Shirou:Producer","Kawajiri, Yoshiaki:Director","Hamasaki, Hiroshi:Episode Director",X,#2258,#2323,"82,868",14,5,1,"['Maruyama, Masao', 'Producer'], ['Sasaki, Shirou', 'Producer'], ['Kawajiri, Yoshiaki', 'Director'], ['Hamasaki, Hiroshi', 'Episode Director']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Oct 3, 2001 to Mar 27, 2002","Producers, 
Bandai Visual,       Kadokawa Shoten,       d-rights,       chara-ani.com","Licensors, 
Funimation,       Geneon Entertainment USA","Studios, 
Madhouse","Source, 
  Manga","Genres, 
ActionAction,         DramaDrama,         FantasyFantasy,         MysteryMystery","Theme, 
Super PowerSuper Power","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Adaptation:: /manga/27/X, Alternative version:: /anime/155/X_1999, Prequel:: /anime/595/X_OVA"
276,Kobayashi-san Chi no Maid Dragon,Chobits,Kono Minikuku mo Utsukushii Sekai,Koharu Biyori,Saber Marionette J,Magikano,Inukami!,Koukaku no Pandora,"Azusa, Otetsudai Shimasu!",Koutetsu Tenshi Kurumi,"Kubota, Mitsutoshi:Producer","Satou, Hiroki:Producer","Oomori, Hiroyuki:Assistant Producer","Yamaga, Hiroyuki:Director",Mahoromatic: Automatic Maiden,#3557,#2707,"63,867",12,5,1,"['Kubota, Mitsutoshi', 'Producer'], ['Satou, Hiroki', 'Producer'], ['Oomori, Hiroyuki', 'Assistant Producer'], ['Yamaga, Hiroyuki', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 6, 2001 to Dec 29, 2001","Producers, 
TBS,       Pioneer LDC","Licensors, 
Sentai Filmworks,       Geneon Entertainment USA","Studios, 
Gainax,       Shaft","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi,         EcchiEcchi","Theme, 
MilitaryMilitary","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Adaptation:: /manga/111/Mahoromatic, Sequel:: /anime/277/Mahoromatic__Motto_Utsukushii_Mono, Summary:: /anime/632/Mahoromatic_End_Year_Special"
1614,Dear Boys,Whistle!,Major S1,Hungry Heart: Wild Striker,Kuroko no Basket 3rd Season,Ao Ashi,,,,,"Sugii, Gisaburou:Director","Imakake, Isamu:Director","Fujiyama, Fusanobu:Sound Director","Itagaki, Shin:Episode Director",Captain Tsubasa: Road to 2002,#2024,#2848,"58,385",5,0,0,"['Sugii, Gisaburou', 'Director'], ['Imakake, Isamu', 'Director'], ['Fujiyama, Fusanobu', 'Sound Director'], ['Itagaki, Shin', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Oct 7, 2001 to Oct 6, 2002","Producers, 
Madhouse,       TV Tokyo,       Dentsu","Licensors, 
    None found, add some","Studios, 
Group TAC","Source, 
  Manga","Genre, 
SportsSports","Theme, 
Team SportsTeam Sports","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/1789/Captain_Tsubasa, Prequel:: /anime/1674/Captain_Tsubasa_J"
181,Shinkon Gattai Godannar!!,Kidou Senshi Gundam 00 Second Season,Tengen Toppa Gurren Lagann,,,,,,,,"Mori, Takeshi:Director","Tsuruoka, Youta:Sound Director","Katou, Toshiyuki:Episode Director","Hiraike, Yoshimasa:Episode Director",Vandread: The Second Stage,#2255,#2968,"54,185",4,2,0,"['Mori, Takeshi', 'Director'], ['Tsuruoka, Youta', 'Sound Director'], ['Katou, Toshiyuki', 'Episode Director'], ['Hiraike, Yoshimasa', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 5, 2001 to Jan 18, 2002","Producers, 
GDH,       Dentsu,       Media Factory","Licensors, 
Funimation,       Geneon Entertainment USA","Studios, 
Gonzo","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi,         EcchiEcchi","Themes, 
MechaMecha,         SpaceSpace","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.391 (scored by 3182131,821 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/85887/Vandread__The_Second_Stage, Prequel:: /anime/180/Vandread, Summary:: /anime/1111/Vandread__Gekitou-hen"
1157,Tengen Toppa Gurren Lagann,Tate no Yuusha no Nariagari,Guin Saga,Subarashiki Kono Sekai The Animation,,,,,,,"Campbell, Charles:Producer","Maeda, Mahiro:Director","Tsuruoka, Youta:Sound Director","Nakamura, Ryuutarou:Episode Director",Final Fantasy: Unlimited,#8536,#3642,"36,875",6,4,3,"['Campbell, Charles', 'Producer'], ['Maeda, Mahiro', 'Director'], ['Tsuruoka, Youta', 'Sound Director'], ['Nakamura, Ryuutarou', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Oct 2, 2001 to Mar 26, 2002","Premiered, 
Fall 2001","Broadcast, 
    Tuesdays at 18, 30 (JST)","Studios, 
Gonzo","Source, 
  Game","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.181 (scored by 1658316,583 users)
      


1
          indicates a weighted score.","Ranked, 
  #85362

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3642","Members, 
    36,875",
1678,Jinzou Ningen Kikaider The Animation,Gad Guard,009-1,Casshern Sins,Skull Man,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Cyborg 009 VS Devilman,Gunslinger Girl,Pluto,Genma Taisen,"Takahata, Yuuichirou:Assistant Producer","Kawagoe, Jun:Director","Iwanami, Yoshikazu:Sound Director","Oishi, Tatsuya:Episode Director",Cyborg 009: The Cyborg Soldier,#2857,#3774,"34,109",5,1,0,"['Takahata, Yuuichirou', 'Assistant Producer'], ['Kawagoe, Jun', 'Director'], ['Iwanami, Yoshikazu', 'Sound Director'], ['Oishi, Tatsuya', 'Episode Director']","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Oct 14, 2001 to Aug 27, 2003","Premiered, 
Fall 2001","Licensors, 
Sony Pictures Entertainment,       Discotek Media","Studios, 
Japan Vistec","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.271 (scored by 1269712,697 users)
      


1
          indicates a weighted score.","Ranked, 
  #28572

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/1639/Cyborg_009, Alternative version:: /anime/4690/Cyborg_009_1979, Side story:: /anime/7336/Cyborg_009__Chou_Ginga_Densetsu, Other:: /anime/31050/Cyborg_009_VS_Devilman, Summary:: /anime/40250/Cyborg_009__The_Cyborg_Soldier_-_Yomi_no_Gunzou, Sequel:: /anime/40251/Cyborg_009__The_Cyborg_Soldier_-_Kami_no_Ubugoe"
