index,rec_1,rec_2,rec_3,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_4
532,Mahou Shoujo Madoka★Magica,Shoujo Kakumei Utena,Heartcatch Precure!,,,,,,,"Maseba, Yutaka:Producer","Simone, Jamie:Producer","Ikuhara, Kunihiko:Director","Endou, Yuuji:Sound Director",Bishoujo Senshi Sailor Moon S,#766,#1549,"146,754",14,1,1,"['Maseba, Yutaka', 'Producer'], ['Simone, Jamie', 'Producer'], ['Ikuhara, Kunihiko', 'Director'], ['Endou, Yuuji', 'Sound Director']","Type, 
TV","Episodes, 
  38","Status, 
  Finished Airing","Aired, 
  Mar 19, 1994 to Feb 25, 1995","Producers, 
TV Asahi,       Toei Advertising","Licensors, 
VIZ Media,       Geneon Entertainment USA","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
FantasyFantasy,         RomanceRomance","Theme, 
Mahou ShoujoMahou Shoujo","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/92/Bishoujo_Senshi_Sailor_Moon, Prequel:: /anime/740/Bishoujo_Senshi_Sailor_Moon_R, Side story:: /anime/997/Bishoujo_Senshi_Sailor_Moon_S__Kaguya-hime_no_Koibito, Sequel:: /anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS, Summary:: /anime/8756/Bishoujo_Senshi_Sailor_Moon_Memorial, Alternative version:: /anime/31733/Bishoujo_Senshi_Sailor_Moon_Crystal_Season_III",
96,Tengen Toppa Gurren Lagann,Dragon Ball Z,Yuusha-Ou GaoGaiGar,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Gundam Build Fighters,s.CRY.ed,Sengoku Basara,Zoids Shinseiki/Zero,Star Driver: Kagayaki no Takuto,"Yatate, Hajime:Producer","Minami, Masahiko:Producer","Ueda, Masuo:Producer","Imagawa, Yasuhiro:Director",Kidou Butouden G Gundam,#1510,#2588,"69,205",26,5,4,"['Yatate, Hajime', 'Producer'], ['Minami, Masahiko', 'Producer'], ['Ueda, Masuo', 'Producer'], ['Imagawa, Yasuhiro', 'Director']","Type, 
TV","Episodes, 
  49","Status, 
  Finished Airing","Aired, 
  Apr 1, 1994 to Mar 31, 1995","Producers, 
TV Asahi,       Sotsu","Licensors, 
Nozomi Entertainment,       Bandai Entertainment","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Themes, 
Martial ArtsMartial Arts,         MechaMecha,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.581 (scored by 3732337,323 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3510/Kidou_Butouden_G_Gundam, Parent story:: /anime/80/Kidou_Senshi_Gundam",Shin Mazinger Shougeki! Z-hen
334,Itazura na Kiss,Hana yori Dango,Kodomo no Omocha (TV),Gokinjo Monogatari,Horimiya,Aishite Knight,School Rumble,Baby☆Love,Great Teacher Onizuka,"Yabe, Akinori:Director","Yamayoshi, Yasuo:Episode Director","Umezawa, Atsutoshi:Episode Director","Oka, Yoshihiro:Episode Director",Marmalade Boy,#2077,#2913,"55,882",25,7,4,"['Yabe, Akinori', 'Director'], ['Yamayoshi, Yasuo', 'Episode Director'], ['Umezawa, Atsutoshi', 'Episode Director'], ['Oka, Yoshihiro', 'Episode Director']","Episodes, 
  76","Status, 
  Finished Airing","Aired, 
  Mar 13, 1994 to Sep 3, 1995","Premiered, 
Spring 1994","Licensors, 
Discotek Media,       Tokyopop","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ComedyComedy,         DramaDrama,         RomanceRomance","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.431 (scored by 2190021,900 users)
      


1
          indicates a weighted score.","Ranked, 
  #20772

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/91/Marmalade_Boy, Prequel:: /anime/520/Marmalade_Boy_Movie",Peach Girl
3907,Tytania,Seikai no Monshou,Uchuu Senkan Yamato,Code Geass: Hangyaku no Lelouch,Seihou Bukyou Outlaw Star,,,,,"Okuda, Seiji:Director","Honda, Yasunori:Sound Director","Watanabe, Takashi:Episode Director","Sokuza, Makoto:Episode Director",Ginga Sengoku Gunyuuden Rai,#749,#5296,"15,696",2,0,0,"['Okuda, Seiji', 'Director'], ['Honda, Yasunori', 'Sound Director'], ['Watanabe, Takashi', 'Episode Director'], ['Sokuza, Makoto', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 8, 1994 to Mar 31, 1995","Producers, 
TV Tokyo,       SoftX","Licensors, 
Enoki Films","Studios, 
E&G Films","Source, 
  Manga","Genres, 
AdventureAdventure,         RomanceRomance,         Sci-FiSci-Fi","Theme, 
SpaceSpace","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older",Adaptation:: /manga/19292/Ginga_Sengoku_Gunyuuden_Rai,Ginga Eiyuu Densetsu
2283,Kidou Butouden G Gundam,Gaiking: Legend of Daiku-Maryu,Koutetsushin Jeeg,,,,,,,"Ishiodori, Hiroshi:Episode Director","Matsui, Hitoyuki:Episode Director","Yamamoto, Yasuichiro:Episode Director","Kagawa, Yutaka:Episode Director",Red Baron,#3235,#8905,"4,243",2,0,1,"['Ishiodori, Hiroshi', 'Episode Director'], ['Matsui, Hitoyuki', 'Episode Director'], ['Yamamoto, Yasuichiro', 'Episode Director'], ['Kagawa, Yutaka', 'Episode Director']","Episodes, 
  49","Status, 
  Finished Airing","Aired, 
  Apr 5, 1994 to Mar 28, 1995","Premiered, 
Spring 1994","Licensors, 
    None found, add some","Studios, 
Tokyo Movie Shinsha","Source, 
  Other","Genres, 
Sci-FiSci-Fi,         SportsSports","Themes, 
Martial ArtsMartial Arts,         MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.201 (scored by 15601,560 users)
      


1
          indicates a weighted score.","Ranked, 
  #32352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
3809,Cinderella Monogatari,Robin Hood no Daibouken,Akagami no Shirayuki-hime,,,,,,,"Okajima, Kunitoshi:Director","Asada, Yuuji:Episode Director","Inoue, Osamu:Episode Director","Chiba, Daisuke:Episode Director",Shirayuki Hime no Densetsu,#5731,#9269,"3,711",1,0,0,"['Okajima, Kunitoshi', 'Director'], ['Asada, Yuuji', 'Episode Director'], ['Inoue, Osamu', 'Episode Director'], ['Chiba, Daisuke', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 6, 1994 to Mar 29, 1995","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Unknown","Genres, 
AdventureAdventure,         FantasyFantasy,         RomanceRomance","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.691 (scored by 14451,445 users)
      


1
          indicates a weighted score.","Ranked, 
  #57312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
3672,One Punch Man,Cyborg Kuro-chan,,,,,,,,"Kimura, Kyotaro:Producer","Nabeshima, Osamu:Director","Shimizu, Katsunori:Sound Director","Kamegaki, Hajime:Episode Director",Tottemo! Luckyman,#2000,#9454,"3,501",2,0,0,"['Kimura, Kyotaro', 'Producer'], ['Nabeshima, Osamu', 'Director'], ['Shimizu, Katsunori', 'Sound Director'], ['Kamegaki, Hajime', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Apr 6, 1994 to Mar 23, 1995","Premiered, 
Spring 1994","Broadcast, 
    Thursdays at 19, 00 (JST)","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Themes, 
Gag HumorGag Humor,         Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.451 (scored by 18581,858 users)
      


1
          indicates a weighted score.","Ranked, 
  #20002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/8930/Tottemo_Luckyman,
1848,Slayers,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,Eden's Bowy,NG Knight Ramune & 40,,,,,,"Kawase, Toshifumi:Director","Kase, Mitsuko:Episode Director","Nishimori, Akira:Episode Director","Watanabe, Tetsuya:Episode Director",Haou Taikei Ryuu Knight,#4264,#9537,"3,402",1,0,0,"['Kawase, Toshifumi', 'Director'], ['Kase, Mitsuko', 'Episode Director'], ['Nishimori, Akira', 'Episode Director'], ['Watanabe, Tetsuya', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 5, 1994 to Mar 28, 1995","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Theme, 
MechaMecha","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.991 (scored by 789789 users)
      


1
          indicates a weighted score.",Alternative version:: /anime/1849/Haou_Taikei_Ryuu_Knight__Adeu_Legend,Mashin Eiyuuden Wataru 2
4023,,,,,,,,,,,,,,Kitty's Paradise,#6054,#10339,"2,610",1,0,0,,"Type, 
TV","Episodes, 
  16","Status, 
  Finished Airing","Aired, 
  Apr 6, 1994 to Sep 28, 1994","Producers, 
Bones","Licensors, 
ADV Films","Studios, 
Sanrio","Source, 
  Original","Genre, 
FantasyFantasy","Demographic, 
KidsKids","Duration, 
  8 min. per ep.","Rating, 
  G - All Ages","Score, 
6.631 (scored by 866866 users)
      


1
          indicates a weighted score.",Other:: /anime/22443/Hello_Kitty_no_Alps_no_Shoujo_Heidi,
4773,Koukyoushihen Eureka Seven,The Big O,Tengen Toppa Gurren Lagann,,,,,,,"Kosao, Shunichi:Producer","Iuchi, Shuji:Director","Yamamoto, Yuusuke:Episode Director","Masaki, Shinichi:Episode Director",Yamato Takeru,#6043,#10374,"2,592",0,1,0,"['Kosao, Shunichi', 'Producer'], ['Iuchi, Shuji', 'Director'], ['Yamamoto, Yuusuke', 'Episode Director'], ['Masaki, Shinichi', 'Episode Director']","Episodes, 
  37","Status, 
  Finished Airing","Aired, 
  Apr 9, 1994 to Dec 24, 1994","Premiered, 
Spring 1994","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy,         Sci-FiSci-Fi","Themes, 
MechaMecha,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.631 (scored by 604604 users)
      


1
          indicates a weighted score.","Ranked, 
  #60432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Sequel:: /anime/9376/Yamato_Takeru__After_War,
