index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
457,Natsume Yuujinchou,Kino no Tabi: The Beautiful World,Mononoke,xxxHOLiC,Mononoke Hime,Dororo,Bartender,Aria the Animation,Bakemonogatari,Haibane Renmei,"Cook, Justin:Producer","Suzuki, Atsushi:Producer","Nagahama, Hiroshi:Director","Tanaka, Kazuya:Sound Director",Mushishi,#70,#214,"825,727",238,15,9,"['Cook, Justin', 'Producer'], ['Suzuki, Atsushi', 'Producer'], ['Nagahama, Hiroshi', 'Director'], ['Tanaka, Kazuya', 'Sound Director']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 23, 2005 to Jun 19, 2006","Producers, 
Avex Entertainment,       Marvelous Entertainment,       SKY Perfect Well Think,       Delfi Sound","Licensors, 
Funimation","Studios, 
Artland","Source, 
  Manga","Genres, 
AdventureAdventure,         MysteryMystery,         Slice of LifeSlice of Life,         SupernaturalSupernatural","Themes, 
Adult CastAdult Cast,         HistoricalHistorical,         IyashikeiIyashikei","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/418/Mushishi, Sequel:: /anime/21329/Mushishi__Hihamukage, Summary:: /anime/39738/Mushishi_Recap"
355,Zero no Tsukaima,Toradora!,Kaze no Stigma,Fate/stay night,Toaru Majutsu no Index,Kurokami The Animation,Bleach,Pandora Hearts,Suzumiya Haruhi no Yuuutsu,Yumekui Merry,"Cook, Justin:Producer","Nakayama, Nobuhiro:Producer","Kawase, Kouhei:Producer","Matsukura, Yuuji:Producer",Shakugan no Shana,#2020,#409,"535,372",69,17,6,"['Cook, Justin', 'Producer'], ['Nakayama, Nobuhiro', 'Producer'], ['Kawase, Kouhei', 'Producer'], ['Matsukura, Yuuji', 'Producer']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Oct 6, 2005 to Mar 23, 2006","Producers, 
Geneon Universal Entertainment,       ASCII Media Works,       Toshiba Entertainment,       Cosmic Ray,       Showgate","Licensors, 
Funimation,       Geneon Entertainment USA","Studios, 
J.C.Staff","Source, 
  Light novel","Genres, 
ActionAction,         DramaDrama,         FantasyFantasy,         RomanceRomance","Themes, 
Mahou ShoujoMahou Shoujo,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.451 (scored by 257891257,891 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3074/Shakugan_no_Shana, Spin-off:: /anime/1066/Shakugan_no_Shana-tan, Side story:: /anime/1531/Shakugan_no_Shana__Koi_to_Onsen_no_Kougai_Gakushuu, Summary:: /anime/1815/Shakugan_no_Shana_Movie, Sequel:: /anime/2787/Shakugan_no_Shana_II_Second, Character:: /anime/6628/Dengeki_Bunko_2007_Movie_Festival_Special"
150,Claymore,Elfen Lied,Trinity Blood,Vampire Knight,Hellsing,Black Blood Brothers,Tokkou,Shikabane Hime: Aka,D.Gray-man,Kuroshitsuji,"Ochikoshi, Tomonori:Producer","Maruyama, Hiroo:Producer","Morishita, Katsuji:Producer","Oomatsu, Yutaka:Producer",Blood+,#1435,#618,"376,095",104,17,16,"['Ochikoshi, Tomonori', 'Producer'], ['Maruyama, Hiroo', 'Producer'], ['Morishita, Katsuji', 'Producer'], ['Oomatsu, Yutaka', 'Producer']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Oct 8, 2005 to Sep 23, 2006","Producers, 
Aniplex,       Mainichi Broadcasting System","Licensors, 
Sony Pictures Entertainment","Studios, 
Production I.G","Source, 
  Original","Genres, 
ActionAction,         DramaDrama,         HorrorHorror,         MysteryMystery,         SupernaturalSupernatural","Themes, 
GoreGore,         MilitaryMilitary,         VampireVampire","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.611 (scored by 159289159,289 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/747/Blood_, Alternative version:: /anime/405/Blood__The_Last_Vampire, Other:: /anime/10490/Blood-C"
228,Death Note,Shigofumi,Death Parade,xxxHOLiC,Higurashi no Naku Koro ni,Kyuuketsuhime Miyu (TV),Kuroshitsuji,Cossette no Shouzou,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Darker than Black: Kuro no Keiyakusha,"Cook, Justin:Producer","Oomori, Takahiro:Director","Kosaka, Harume:Episode Director","Oka, Mariko:Episode Director",Jigoku Shoujo,#1445,#649,"359,267",73,12,5,"['Cook, Justin', 'Producer'], ['Oomori, Takahiro', 'Director'], ['Kosaka, Harume', 'Episode Director'], ['Oka, Mariko', 'Episode Director']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 5, 2005 to Apr 5, 2006","Producers, 
Aniplex,       SKY Perfect Well Think","Licensors, 
Funimation","Studios, 
Studio Deen","Source, 
  Original","Genres, 
HorrorHorror,         MysteryMystery,         SupernaturalSupernatural,         SuspenseSuspense","Theme, 
PsychologicalPsychological","Duration, 
  25 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.611 (scored by 133387133,387 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3243/Jigoku_Shoujo, Sequel:: /anime/1594/Jigoku_Shoujo_Futakomori, Summary:: /anime/40667/Jigoku_Shoujo_Recap"
68,Darker than Black: Kuro no Keiyakusha,GetBackers,Chrno Crusade,Trigun,Phantom: Requiem for the Phantom,Cowboy Bebop,El Cazador de la Bruja,Rurouni Kenshin: Meiji Kenkaku Romantan,To LOVE-Ru,Black Lagoon,"Cook, Justin:Producer","Harp, Clarine:Producer","Kimura, Yasutaka:Assistant Producer","Takashino, Shuuichi:Assistant Producer",Black Cat (TV),#2561,#891,"270,044",54,16,13,"['Cook, Justin', 'Producer'], ['Harp, Clarine', 'Producer'], ['Kimura, Yasutaka', 'Assistant Producer'], ['Takashino, Shuuichi', 'Assistant Producer']","Type, 
TV","Episodes, 
  23","Status, 
  Finished Airing","Aired, 
  Oct 7, 2005 to Mar 31, 2006","Producers, 
GDH,       Dentsu,       TBS,       Sotsu Music Publishing","Licensors, 
Funimation","Studios, 
Gonzo","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Theme, 
Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/40/Black_Cat, Side story:: /anime/2589/Black_Cat_TV__Toozakaru_Neko"
322,Nana,Kuragehime,Runway de Waratte,Gokinjo Monogatari,Skip Beat!,Beck,Suki tte Ii na yo.,Ouran Koukou Host Club,Sono Bisque Doll wa Koi wo Suru,Hataraki Man,"Maruyama, Masao:Producer","Yamamoto, Kouji:Producer","Katsumata, Hideo:Producer","Toba, Yousuke:Assistant Producer",Paradise Kiss,#857,#1064,"225,841",69,11,3,"['Maruyama, Masao', 'Producer'], ['Yamamoto, Kouji', 'Producer'], ['Katsumata, Hideo', 'Producer'], ['Toba, Yousuke', 'Assistant Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 14, 2005 to Dec 30, 2005","Producers, 
Aniplex,       Dentsu,       Fuji TV,       Shodensha","Licensors, 
Geneon Entertainment USA","Studios, 
Madhouse","Source, 
  Manga","Genres, 
DramaDrama,         RomanceRomance","Themes, 
SchoolSchool,         Visual ArtsVisual Arts","Demographic, 
JoseiJosei","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/29/Paradise_Kiss, Prequel:: /anime/852/Gokinjo_Monogatari"
469,Rosario to Vampire,Vampire Knight,Tsukuyomi: Moon Phase,Fortune Arterial: Akai Yakusoku,Kaichou wa Maid-sama!,Fruits Basket,Jitsu wa Watashi wa,Kimi ni Todoke,Nogizaka Haruka no Himitsu,Full Metal Panic!,"Matsukura, Yuuji:Producer","Chiba, Makoto:Producer","Danno, Yoshito:Producer","Kimura, Shinichirou:Director",Karin,#3702,#1329,"178,321",28,9,3,"['Matsukura, Yuuji', 'Producer'], ['Chiba, Makoto', 'Producer'], ['Danno, Yoshito', 'Producer'], ['Kimura, Shinichirou', 'Director']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Nov 3, 2005 to May 11, 2006","Producers, 
WOWOW,       Frontier Works,       Kadokawa Shoten,       Half H.P Studio","Licensors, 
Funimation,       Geneon Entertainment USA","Studios, 
J.C.Staff","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance,         SupernaturalSupernatural","Themes, 
SchoolSchool,         VampireVampire","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older",Adaptation:: /manga/387/Karin
477,Sketchbook: Full Color's,Mushishi,Amanchu!,Yuru Camp△,Yokohama Kaidashi Kikou,So Ra No Wo To,Ikoku Meiro no Croisée The Animation,Haibane Renmei,Non Non Biyori,Natsume Yuujinchou,"Tateishi, Shigeru:Producer","Satou, Junichi:Director","Gotou, Keiji:Episode Director","Fuseki, Kazunobu:Episode Director",Aria the Animation,#1243,#1426,"162,944",58,12,3,"['Tateishi, Shigeru', 'Producer'], ['Satou, Junichi', 'Director'], ['Gotou, Keiji', 'Episode Director'], ['Fuseki, Kazunobu', 'Episode Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 6, 2005 to Dec 29, 2005","Premiered, 
Fall 2005","Licensors, 
Nozomi Entertainment","Studios, 
HAL Film Maker","Source, 
  Manga","Genres, 
FantasyFantasy,         Sci-FiSci-Fi,         Slice of LifeSlice of Life","Theme, 
IyashikeiIyashikei","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.681 (scored by 5055050,550 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/81/Aria, Sequel:: /anime/962/Aria_the_Natural"
65,Mai-HiME,Fate/stay night,Zero no Tsukaima,Kuroshitsuji II,Mahou Shoujo Ikusei Keikaku,Granbelm,Death Parade,,,,"Yamamoto, Sayo:Co-Director","Nakamura, Shinichi:Producer","Kananiwa, Kozue:Producer","Tanaka, Junichirou:Assistant Producer",Rozen Maiden: Träumend,#1419,#1993,"105,218",15,4,0,"['Yamamoto, Sayo', 'Co-Director'], ['Nakamura, Shinichi', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Tanaka, Junichirou', 'Assistant Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 21, 2005 to Jan 27, 2006","Producers, 
Mellow Head,       TBS","Licensors, 
Sentai Filmworks,       Geneon Entertainment USA","Studios, 
Nomad","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         DramaDrama,         FantasyFantasy","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.621 (scored by 5899758,997 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/98/Rozen_Maiden, Prequel:: /anime/64/Rozen_Maiden, Side story:: /anime/1719/Rozen_Maiden__Ouvertüre"
658,Gyakkyou Burai Kaiji: Ultimate Survivor,One Outs,Saki,Death Note,Shion no Ou,Shoubushi Densetsu Tetsuya,Kakegurui,Hikaru no Go,Rainbow: Nisha Rokubou no Shichinin,Gyakkyou Burai Kaiji: Hakairoku-hen,"Maruyama, Masao:Producer","Tamura, Manabu:Producer","Nakatani, Toshio:Producer","Kobayashi, Mikiko:Assistant Producer",Touhai Densetsu Akagi: Yami ni Maiorita Tensai,#732,#2012,"103,505",30,8,1,"['Maruyama, Masao', 'Producer'], ['Tamura, Manabu', 'Producer'], ['Nakatani, Toshio', 'Producer'], ['Kobayashi, Mikiko', 'Assistant Producer']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 5, 2005 to Mar 29, 2006","Producers, 
VAP,       Nippon Television Network","Licensors, 
    None found, add some","Studios, 
Madhouse","Source, 
  Manga","Genre, 
SuspenseSuspense","Themes, 
Adult CastAdult Cast,         High Stakes GameHigh Stakes Game,         Organized CrimeOrganized Crime,         PsychologicalPsychological,         Strategy GameStrategy Game","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)",Adaptation:: /manga/1218/Akagi__Yami_ni_Oritatta_Tensai
