index,rec_1,rec_2,rec_3,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_4
2227,Lady Georgie,Shoukoushi Cedie,Ie Naki Ko,,,,,,,"Seki, Hiromi:Producer","Yamayoshi, Yasuo:Episode Director","Arisako, Toshihiko:Episode Director","Konparu, Tomoko:Script",Lady Lady!!,#1892,#7439,"6,760",0,1,0,"['Seki, Hiromi', 'Producer'], ['Yamayoshi, Yasuo', 'Episode Director'], ['Arisako, Toshihiko', 'Episode Director'], ['Konparu, Tomoko', 'Script']","Episodes, 
  21","Status, 
  Finished Airing","Aired, 
  Oct 21, 1987 to Mar 23, 1988","Premiered, 
Fall 1987","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Demographic, 
ShoujoShoujo","Duration, 
  23 min. per ep.","Rating, 
  G - All Ages","Score, 
7.481 (scored by 25692,569 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/9393/Lady, Sequel:: /anime/2405/Hello_Lady_Lynn, Summary:: /anime/9773/Lady_Lady_1988",
2333,Versailles no Bara,Le Chevalier D'Eon,Versailles no Bara: Seimei Aru Kagiri Aishite,Kaiketsu Zorro,,,,,,"Yuyama, Kunihiko:Director","Tanami, Yasuo:Script","D'Avena, Cristina:Theme Song Performance","Sakai, Noriko:Theme Song Performance",Anime Sanjuushi,#3658,#8230,"5,288",4,0,0,"['Yuyama, Kunihiko', 'Director'], ['Tanami, Yasuo', 'Script'], [""D'Avena, Cristina"", 'Theme Song Performance'], ['Sakai, Noriko', 'Theme Song Performance']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Oct 9, 1987 to Feb 17, 1989","Producers, 
NHK,       Gakken","Licensors, 
    None found, add some","Studios, 
Gallop","Source, 
  Novel","Genres, 
AdventureAdventure,         DramaDrama,         RomanceRomance","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.121 (scored by 17011,701 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/9796/Anime_Sanjuushi, Sequel:: /anime/2334/Anime_Sanjuushi__Aramis_no_Bouken, Alternative version:: /anime/8214/Tekkamen_wo_Oe__dArtagnan_Monogatari_yori",Wanwan Sanjuushi
3437,Shokugeki no Souma,Yakitate!! Japan,Chuuka Ichiban!,Ippon Bouchou Mantarou,Kakutou Ryouri Densetsu Bistro Recipe,Da Erduo Tu Tu: Meishi Kuangxiangqu,Ramen Daisuki Koizumi-san,,,"Imagawa, Yasuhiro:Director","Kawase, Toshifumi:Episode Director","Yamaguchi, Yuuji:Episode Director","Satou, Ikurou:Episode Director",Mister Ajikko,#3060,#8379,"5,039",2,0,0,"['Imagawa, Yasuhiro', 'Director'], ['Kawase, Toshifumi', 'Episode Director'], ['Yamaguchi, Yuuji', 'Episode Director'], ['Satou, Ikurou', 'Episode Director']","Episodes, 
  99","Status, 
  Finished Airing","Aired, 
  Oct 8, 1987 to Sep 28, 1989","Premiered, 
Fall 1987","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Manga","Genres, 
ComedyComedy,         GourmetGourmet","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.231 (scored by 11861,186 users)
      


1
          indicates a weighted score.","Ranked, 
  #30602

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/9797/Mr_Ajikko, Side story:: /anime/25053/Mister_Ajikko_Special",Oishinbo
4060,Sekai Douwa Anime Zenshuu,Furusato Saisei: Nippon no Mukashibanashi,Yonimo Osoroshii Grimm Douwa,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Sekai Meisaku Douwa,Hajimete no Eigo: Sekai Meisaku Douwa,,,,"Yokota, Kazuyoshi:Episode Director","Kramer, Steve:Script","Miyazaki, Akira:Storyboard","Aoki, Nozomi:Theme Song Arrangement",Grimm Meisaku Gekijou,#2162,#8390,"5,025",2,0,0,"['Yokota, Kazuyoshi', 'Episode Director'], ['Kramer, Steve', 'Script'], ['Miyazaki, Akira', 'Storyboard'], ['Aoki, Nozomi', 'Theme Song Arrangement']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Oct 21, 1987 to Mar 30, 1988","Producers, 
    None found, add some","Licensors, 
Discotek Media,       Saban Entertainment","Studios, 
Nippon Animation","Source, 
  Other","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.421 (scored by 17491,749 users)
      


1
          indicates a weighted score.",Sequel:: /anime/4061/Shin_Grimm_Meisaku_Gekijou,Manga Sekai Mukashibanashi
3205,,,,,,,,,,"Yamasaki, Osamu:Director","Ide, Yasunori:Director",,,Cream Lemon: Lemon Angel,#11915,#8778,"4,447",0,0,0,"['Yamasaki, Osamu', 'Director'], ['Ide, Yasunori', 'Director']","Episodes, 
  37","Status, 
  Finished Airing","Aired, 
  Oct 1, 1987 to Dec 24, 1987","Premiered, 
Fall 1987","Licensors, 
    None found, add some","Studios, 
AIC","Source, 
  Other","Genre, 
EcchiEcchi","Themes, 
Idols (Female)Idols (Female),         MusicMusic","Duration, 
  3 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
5.341 (scored by 10101,010 users)
      


1
          indicates a weighted score.","Ranked, 
  #119152

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Parent story:: /anime/3239/Cream_Lemon, Sequel:: /anime/3259/Lemon_Angel_1988, Other:: /anime/6065/Lemon_Angel_YJ-ban",
4024,Onegai My Melody,Manga Sekai Mukashibanashi,,,,,,,,"Suzuki, Kinichirou:Episode Director","Grant, Tiffany:Script","Maruo, Miho:Script",,Sanrio Anime Sekai Meisaku Gekijou,#7972,#11171,"2,008",1,0,0,"['Suzuki, Kinichirou', 'Episode Director'], ['Grant, Tiffany', 'Script'], ['Maruo, Miho', 'Script']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Sep 19, 1987 to Dec 12, 1987","Producers, 
Sanrio","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Unknown","Genres, 
AdventureAdventure,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.291 (scored by 667667 users)
      


1
          indicates a weighted score.",,
13769,,,,,,,,,,,,,,Kamen no Ninja Akakage,#5883,#12963,"1,113",0,0,0,,"Episodes, 
  23","Status, 
  Finished Airing","Aired, 
  Oct 13, 1987 to Mar 22, 1988","Premiered, 
Fall 1987","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         FantasyFantasy","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.661 (scored by 252252 users)
      


1
          indicates a weighted score.","Ranked, 
  #58832

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/147195/Kamen_no_Ninja_Akakage,
3909,Bug tte Honey,,,,,,,,,"Satou, Junichi:Episode Director","Yamamoto, Yuusuke:Episode Director","Kakudou, Hiroyuki:Episode Director","Yabe, Akinori:Episode Director",Bikkuriman,#6259,#13366,992,0,0,0,"['Satou, Junichi', 'Episode Director'], ['Yamamoto, Yuusuke', 'Episode Director'], ['Kakudou, Hiroyuki', 'Episode Director'], ['Yabe, Akinori', 'Episode Director']","Episodes, 
  75","Status, 
  Finished Airing","Aired, 
  Oct 11, 1987 to Apr 2, 1989","Premiered, 
Fall 1987","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Other","Genres, 
ComedyComedy,         FantasyFantasy","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.591 (scored by 252252 users)
      


1
          indicates a weighted score.","Ranked, 
  #62592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13366","Sequel:: /anime/9885/Shin_Bikkuriman, Side story:: /anime/10200/Bikkuriman__Moen_Zone_no_Hihou, Other:: /anime/34700/Bikkuriman_Kids__Theme_Fighter_Nyander",
11873,,,,,,,,,,"Kinoshita, Renzo:Episode Director","Kishi, Masayuki:Theme Song Composition","Yamanaka, Norimasa:Theme Song Arrangement","Yoshida, Tatsuo:Original Creator",Oraa Guzura Dado (1987),#7948,#13530,948,0,0,0,"['Kinoshita, Renzo', 'Episode Director'], ['Kishi, Masayuki', 'Theme Song Composition'], ['Yamanaka, Norimasa', 'Theme Song Arrangement'], ['Yoshida, Tatsuo', 'Original Creator']","Episodes, 
  44","Status, 
  Finished Airing","Aired, 
  Oct 2, 1987 to Sep 20, 1988","Premiered, 
Fall 1987","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Unknown","Genre, 
ComedyComedy","Demographic, 
KidsKids","Duration, 
  30 min. per ep.","Rating, 
  PG - Children","Score, 
6.301 (scored by 383383 users)
      


1
          indicates a weighted score.","Ranked, 
  #79482

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Alternative version:: /anime/21539/Oraa_Guzura_Dado,
6917,,,,,,,,,,"Yamada, Yuzo:Director","Misawa, Shin:Episode Director","Yamada, Takashi:Script","Sumisawa, Katsuyuki:Script",Tsuideni Tonchinkan,#3775,#13603,928,0,0,0,"['Yamada, Yuzo', 'Director'], ['Misawa, Shin', 'Episode Director'], ['Yamada, Takashi', 'Script'], ['Sumisawa, Katsuyuki', 'Script']","Type, 
TV","Episodes, 
  43","Status, 
  Finished Airing","Aired, 
  Oct 10, 1987 to Oct 1, 1988","Producers, 
Studio Comet,       Nihon Ad Systems,       Fuji TV","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
ComedyComedy","Theme, 
Gag HumorGag Humor","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages",Adaptation:: /manga/117724/Tsuideni_Tonchinkan,
