index,rec_1,rec_2,rec_3,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_4
51096,Tomodachi Game,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,,,,,,,"Tanaka, Shou:Producer","Iizuka, Aya:Producer","Tokumura, Kenichi:Producer","Sotokawa, Akihiro:Producer",Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,#461,#344,"622,186",52,29,24,"['Tanaka, Shou', 'Producer'], ['Iizuka, Aya', 'Producer'], ['Tokumura, Kenichi', 'Producer'], ['Sotokawa, Akihiro', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 4, 2022 to Sep 26, 2022","Producers, 
Studio Hibari,       Movic,       AT-X,       Sammy,       Crunchyroll,       Kadokawa Media House,       Kadokawa,       Bandai Namco Music Live","Licensors, 
    None found, add some","Studios, 
Lerche","Source, 
  Light novel","Genres, 
DramaDrama,         SuspenseSuspense","Themes, 
PsychologicalPsychological,         SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.121 (scored by 349579349,579 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/89357/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e, Prequel:: /anime/35507/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e, Sequel:: /anime/51180/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_3rd_Season",
50346,Bakemonogatari,Kimi wa Houkago Insomnia,Kizumonogatari I: Tekketsu-hen,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,"Ijiranaide, Nagatoro-san",FLCL,Cyberpunk: Edgerunners,Nazo no Kanojo X,Dagashi Kashi,"Sugawara, Hana:Producer","Inagaki, Takafumi:Producer","Itamura, Tomoyuki:Director","Miyanishi, Tetsuya:Director",Yofukashi no Uta,#656,#375,"579,847",112,41,18,"['Sugawara, Hana', 'Producer'], ['Inagaki, Takafumi', 'Producer'], ['Itamura, Tomoyuki', 'Director'], ['Miyanishi, Tetsuya', 'Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 8, 2022 to Sep 30, 2022","Premiered, 
Summer 2022","Licensors, 
Sentai Filmworks","Studios, 
LIDENFILMS","Source, 
  Manga","Genres, 
RomanceRomance,         SupernaturalSupernatural","Theme, 
VampireVampire","Demographic, 
ShounenShounen","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.971 (scored by 251426251,426 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/121480/Yofukashi_no_Uta, Other:: /anime/52015/Yofukashi_no_Uta_Mini, Sequel:: /anime/58390/Yofukashi_no_Uta_2nd_Season",Vanitas no Karte
48895,Youjo Senki,Tensei shitara Slime Datta Ken,Sword Art Online,No Game No Life,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Tate no Yuusha no Nariagari,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Kikushima, Kazufumi:Producer","Isogai, Noritomo:Producer","Yoshida, Yuuki:Producer","Fukao, Satoshi:Producer",Overlord IV,#510,#424,"518,068",48,29,15,"['Kikushima, Kazufumi', 'Producer'], ['Isogai, Noritomo', 'Producer'], ['Yoshida, Yuuki', 'Producer'], ['Fukao, Satoshi', 'Producer']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 5, 2022 to Sep 27, 2022","Premiered, 
Summer 2022","Licensors, 
    None found, add some","Studios, 
Madhouse","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Theme, 
IsekaiIsekai","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.081 (scored by 255171255,171 users)
      


1
          indicates a weighted score.","Ranked, 
  #5102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/81669/Overlord, Prequel:: /anime/37675/Overlord_III, Side story:: /anime/48896/Overlord_Movie_3__Sei_Oukoku-hen, Other:: /anime/48897/Overlord__Ple_Ple_Pleiades_4",Log Horizon
50709,Tensei Oujo to Tensai Reijou no Mahou Kakumei,Toaru Kagaku no Railgun,Gunslinger Girl,Shokei Shoujo no Virgin Road,Hidan no Aria,Psycho-Pass,Release the Spyce,Mahou Shoujo Madoka★Magica,Fugou Keiji: Balance:Unlimited,"Oowada, Tomoyuki:Producer","Jinguuji, Manabu:Producer","Yoshida, Yoshihiro:Producer","Adachi, Shingo:Director",Lycoris Recoil,#408,#460,"485,136",114,50,21,"['Oowada, Tomoyuki', 'Producer'], ['Jinguuji, Manabu', 'Producer'], ['Yoshida, Yoshihiro', 'Producer'], ['Adachi, Shingo', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 2, 2022 to Sep 24, 2022","Producers, 
Aniplex,       BS11,       ABC Animation","Licensors, 
Aniplex of America","Studios, 
A-1 Pictures","Source, 
  Original","Genre, 
ActionAction","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.171 (scored by 235024235,024 users)
      


1
          indicates a weighted score.","Ranked, 
  #4082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/150973/Lycoris_Recoil, Other:: /anime/54440/Lycoris_Recoil_Shinsaku_Animation",Princess Principal
48413,Chibi☆Devi!,Spy x Family,,,,,,,,"Oowada, Tomoyuki:Producer","Nagatani, Takayuki:Producer","Kaneko, Hirotaka:Producer","Sotokawa, Akihiro:Producer",Hataraku Maou-sama!!,#5899,#477,"470,578",12,20,27,"['Oowada, Tomoyuki', 'Producer'], ['Nagatani, Takayuki', 'Producer'], ['Kaneko, Hirotaka', 'Producer'], ['Sotokawa, Akihiro', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 14, 2022 to Sep 29, 2022","Producers, 
Sotsu,       Movic,       KlockWorx,       Tokyo MX,       Hakuhodo DY Music & Pictures,       Infinite,       BS11,       Kadokawa,       Bandai Namco Music Live,       Happinet Phantom Studios","Licensors, 
    None found, add some","Studios, 
Studio 3Hz","Source, 
  Light novel","Genres, 
ComedyComedy,         FantasyFantasy","Themes, 
MythologyMythology,         WorkplaceWorkplace","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.661 (scored by 145636145,636 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/36719/Hataraku_Maou-sama, Prequel:: /anime/15809/Hataraku_Maou-sama, Side story:: /anime/52970/Chiichai_Maou-sama, Sequel:: /anime/53200/Hataraku_Maou-sama_2nd_Season, Summary:: /anime/55878/Hataraku_Maou-sama_Recap",
41084,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,Shinseiki Evangelion,Kaiba,,,,,,,"Yamashita, Shinpei:Producer","Isogai, Noritomo:Producer","Takenaka, Nobuhiro:Producer","Uchibayashi, Noriyoshi:Producer",Made in Abyss: Retsujitsu no Ougonkyou,#73,#512,"437,527",73,26,17,"['Yamashita, Shinpei', 'Producer'], ['Isogai, Noritomo', 'Producer'], ['Takenaka, Nobuhiro', 'Producer'], ['Uchibayashi, Noriyoshi', 'Producer']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 6, 2022 to Sep 28, 2022","Premiered, 
Summer 2022","Licensors, 
Sentai Filmworks","Studios, 
Kinema Citrus","Source, 
  Web manga","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy,         MysteryMystery,         Sci-FiSci-Fi","Theme, 
GoreGore","Duration, 
  25 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.641 (scored by 196539196,539 users)
      


1
          indicates a weighted score.","Ranked, 
  #732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/91941/Made_in_Abyss, Prequel:: /anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei, Other:: /anime/52149/Made_in_Abyss__Retsujitsu_no_Ougonkyou_-_Papa_to_Issho, Sequel:: /anime/54250/Made_in_Abyss__Retsujitsu_no_Ougonkyou_Zoku-hen",
42963,Kanojo mo Kanojo Season 2,,,,,,,,,"Simone, Jamie:Producer","Tachibana, Kou:Producer","Terao, Yuri:Producer","Yamazaki, Hiroaki:Producer","Kanojo, Okarishimasu 2nd Season",#5033,#553,"414,955",37,36,29,"['Simone, Jamie', 'Producer'], ['Tachibana, Kou', 'Producer'], ['Terao, Yuri', 'Producer'], ['Yamazaki, Hiroaki', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 2, 2022 to Sep 17, 2022","Producers, 
Mainichi Broadcasting System,       Kodansha,       DMM pictures,       DMM Music","Licensors, 
Crunchyroll","Studios, 
TMS Entertainment","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
Adult CastAdult Cast,         HaremHarem","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/108407/Kanojo_Okarishimasu, Prequel:: /anime/40839/Kanojo_Okarishimasu, Other:: /anime/52289/Kanojo_Okarishimasu_2nd_Season__Date_Movie, Sequel:: /anime/53050/Kanojo_Okarishimasu_3rd_Season",
49220,Kono Subarashii Sekai ni Shukufuku wo!,Meikyuu Black Company,High Score Girl,Lv1 Maou to One Room Yuusha,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Hataraku Maou-sama!,Yumemiru Danshi wa Genjitsushugisha,Paripi Koumei,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,"Iizuka, Aya:Producer","Tokumura, Kenichi:Producer","Sotokawa, Akihiro:Producer","Yoshikawa, Tsunaki:Producer",Isekai Ojisan,#968,#678,"345,363",52,12,7,"['Iizuka, Aya', 'Producer'], ['Tokumura, Kenichi', 'Producer'], ['Sotokawa, Akihiro', 'Producer'], ['Yoshikawa, Tsunaki', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 6, 2022 to Mar 8, 2023","Producers, 
Movic,       AT-X,       Sammy,       BS11,       Kadokawa Media House,       Kadokawa","Licensors, 
    None found, add some","Studios, 
AtelierPontdarc","Source, 
  Web manga","Genres, 
ComedyComedy,         FantasyFantasy","Themes, 
Adult CastAdult Cast,         IsekaiIsekai,         Otaku CultureOtaku Culture,         ParodyParody","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.801 (scored by 154375154,375 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/120177/Isekai_Ojisan,Tsuki ga Michibiku Isekai Douchuu
47164,Made in Abyss: Retsujitsu no Ougonkyou,,,,,,,,,"Uejima, Kazuki:Producer","Shiji, Yuuichirou:Producer","Suzuki, Kaoru:Producer","Tachibana, Hideki:Director",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,#1108,#721,"328,260",26,13,3,"['Uejima, Kazuki', 'Producer'], ['Shiji, Yuuichirou', 'Producer'], ['Suzuki, Kaoru', 'Producer'], ['Tachibana, Hideki', 'Director']","Type, 
TV","Episodes, 
  11","Status, 
  Finished Airing","Aired, 
  Jul 23, 2022 to Oct 1, 2022","Producers, 
Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       Hakuhodo DY Music & Pictures,       Egg Firm,       FuRyu,       GREE,       SB Creative","Licensors, 
Sentai Filmworks","Studios, 
J.C.Staff","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.741 (scored by 134433134,433 users)
      


1
          indicates a weighted score.","Ranked, 
  #11082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/56743/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka, Prequel:: /anime/40454/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III, Sequel:: /anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Fuka_Shou_-_Yakusai-hen",
49470,Domestic na Kanojo,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Jaku-Chara Tomozaki-kun,Kakkou no Iinazuke,Hige wo Soru. Soshite Joshikousei wo Hirou.,Yumemiru Danshi wa Genjitsushugisha,Midara na Ao-chan wa Benkyou ga Dekinai,Masamune-kun no Revenge,Eromanga-sensei,"Iizuka, Aya:Producer","Sotokawa, Akihiro:Producer","Nishi, Kei:Producer","Oomori, Shinji:Producer",Mamahaha no Tsurego ga Motokano datta,#5430,#855,"281,917",29,36,24,"['Iizuka, Aya', 'Producer'], ['Sotokawa, Akihiro', 'Producer'], ['Nishi, Kei', 'Producer'], ['Oomori, Shinji', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 6, 2022 to Sep 21, 2022","Producers, 
Sotsu,       Pony Canyon,       Movic,       AT-X,       KlockWorx,       Asmik Ace,       BS Fuji,       DMM pictures,       BS NTV,       Kadokawa,       Yomiuri Shimbun,       APDREAM,       Bit grooove promotion,       Happinet Phantom Studios,       Bergamo","Licensors, 
    None found, add some","Studios, 
Project No.9","Source, 
  Light novel","Genres, 
ComedyComedy,         RomanceRomance","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.751 (scored by 128934128,934 users)
      


1
          indicates a weighted score.","Ranked, 
  #54302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/132874/Mamahaha_no_Tsurego_ga_Motokano_datta,Citrus
