index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_8
32935,Yuri!!! on Ice,Kuroko no Basket 2nd Season,Kuroko no Basket 3rd Season,Diamond no Ace: Second Season,Shingeki no Kyojin Season 3 Part 2,Diamond no Ace,IDOLiSH7 Third Beat!,,,"Maeda, Toshihiro:Producer","Morihiro, Fumi:Producer","Matsushita, Keiko:Producer","Mitsunaka, Susumu:Director",Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,#39,#117,"1,195,106",72,2,1,"['Maeda, Toshihiro', 'Producer'], ['Morihiro, Fumi', 'Producer'], ['Matsushita, Keiko', 'Producer'], ['Mitsunaka, Susumu', 'Director']","Type, 
TV","Episodes, 
  10","Status, 
  Finished Airing","Aired, 
  Oct 8, 2016 to Dec 10, 2016","Producers, 
Dentsu,       Mainichi Broadcasting System,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha","Licensors, 
Sentai Filmworks","Studios, 
Production I.G","Source, 
  Manga","Genre, 
SportsSports","Themes, 
SchoolSchool,         Team SportsTeam Sports","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/35243/Haikyuu, Prequel:: /anime/28891/Haikyuu_Second_Season, Summary:: /anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai, Sequel:: /anime/40262/Haikyuu_Riku_vs_Kuu",
32995,SK∞,Free!,Ballroom e Youkoso,No.6,Shigatsu wa Kimi no Uso,Haikyuu!!,Given,Banana Fish,Skate-Leading☆Stars,"Cook, Justin:Producer","Katsumata, Hideo:Producer","Noda, Fuko:Producer","Ogawa, Takahiro:Producer",Yuri!!! on Ice,#765,#192,"882,893",239,50,27,"['Cook, Justin', 'Producer'], ['Katsumata, Hideo', 'Producer'], ['Noda, Fuko', 'Producer'], ['Ogawa, Takahiro', 'Producer']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 6, 2016 to Dec 22, 2016","Premiered, 
Fall 2016","Licensors, 
Funimation,       Crunchyroll","Studios, 
MAPPA","Source, 
  Original","Genres, 
Award WinningAward Winning,         SportsSports","Theme, 
Performing ArtsPerforming Arts","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.901 (scored by 530206530,206 users)
      


1
          indicates a weighted score.","Ranked, 
  #7652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Side story:: /anime/35382/Yuri_on_Ice__Yuri_Plisetsky_GPF_in_Barcelona_EX_-_Welcome_to_The_Madness,Ginban Kaleidoscope
32867,Noragami Aragoto,Durarara!!,Gangsta.,Kekkai Sensen & Beyond,Hamatora The Animation,Witch Hunter Robin,Cowboy Bebop,Otome Youkai Zakuro,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,"Bezerra, Wendel:Producer","Suzuki, Mari:Producer","Kurakane, Chiaki:Producer","Umetsu, Yasuomi:Director",Bungou Stray Dogs 2nd Season,#383,#205,"853,087",57,8,1,"['Bezerra, Wendel', 'Producer'], ['Suzuki, Mari', 'Producer'], ['Kurakane, Chiaki', 'Producer'], ['Umetsu, Yasuomi', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 6, 2016 to Dec 16, 2016","Producers, 
Lantis,       Movic,       KlockWorx,       Bandai Namco Live Creative,       Glovision,       Lawson HMV Entertainment,       Sony PCL,       Kadokawa","Licensors, 
Funimation,       Crunchyroll","Studios, 
Bones","Source, 
  Manga","Genres, 
ActionAction,         MysteryMystery,         SupernaturalSupernatural","Themes, 
Adult CastAdult Cast,         DetectiveDetective,         Organized CrimeOrganized Crime,         Super PowerSuper Power","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/56529/Bungou_Stray_Dogs, Prequel:: /anime/31478/Bungou_Stray_Dogs, Side story:: /anime/33071/Bungou_Stray_Dogs__Hitori_Ayumu, Sequel:: /anime/38003/Bungou_Stray_Dogs_3rd_Season",Loups=Garous
31646,Shigatsu wa Kimi no Uso,Chihayafuru,Hachimitsu to Clover,Natsume Yuujinchou,Ping Pong the Animation,Shouwa Genroku Rakugo Shinjuu,Hyouka,Koe no Katachi,Fruits Basket 1st Season,"Ooshima, Miku:Assistant Producer","Shinbou, Akiyuki:Director","Nakura, Yasuhiro:Director","Okada, Kenjirou:Director",3-gatsu no Lion,#186,#295,"676,142",176,11,11,"['Ooshima, Miku', 'Assistant Producer'], ['Shinbou, Akiyuki', 'Director'], ['Nakura, Yasuhiro', 'Director'], ['Okada, Kenjirou', 'Director']","Type, 
TV","Episodes, 
  22","Status, 
  Finished Airing","Aired, 
  Oct 8, 2016 to Mar 18, 2017","Producers, 
Aniplex,       Dentsu,       NHK,       Hakusensha,       Asmik Ace,       Toy's Factory","Licensors, 
Aniplex of America","Studios, 
Shaft","Source, 
  Manga","Genre, 
DramaDrama","Themes, 
ChildcareChildcare,         Strategy GameStrategy Game","Demographic, 
SeinenSeinen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/1224/3-gatsu_no_Lion, Other:: /anime/28789/3-gatsu_no_Lion_meets_Bump_of_Chicken, Summary:: /anime/34647/3-gatsu_no_Lion_Recap, Sequel:: /anime/35180/3-gatsu_no_Lion_2nd_Season, Spin-off:: /anime/38154/3-gatsu_no_Lion__Ugoku_Nya_Shogi",Barakamon
31339,Hellsing Ultimate,Fate/Zero,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Golden Kamuy,Samurai Champloo,Fate/stay night: Unlimited Blade Works,Bungou Stray Dogs,Goblin Slayer,Berserk,"Cook, Justin:Producer","Ueda, Yasuyuki:Producer","Ueda, Shinya:Producer","Herek, Samantha:Assistant Producer",Drifters,#779,#382,"566,223",66,17,5,"['Cook, Justin', 'Producer'], ['Ueda, Yasuyuki', 'Producer'], ['Ueda, Shinya', 'Producer'], ['Herek, Samantha', 'Assistant Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 7, 2016 to Dec 23, 2016","Producers, 
NBCUniversal Entertainment Japan","Licensors, 
Funimation","Studios, 
Hoods Entertainment","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Themes, 
Adult CastAdult Cast,         GoreGore,         HistoricalHistorical,         IsekaiIsekai,         MilitaryMilitary,         SamuraiSamurai","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/13801/Drifters, Alternative version:: /anime/33032/Drifters__Special_Edition, Sequel:: /anime/36480/Drifters_OVA, Other:: /anime/37034/Drifters__Kokuou-sama_Goranshin",Dororo
32899,Ouran Koukou Host Club,Wotaku ni Koi wa Muzukashii,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Fudanshi Koukou Seikatsu,Gekkan Shoujo Nozaki-kun,Masamune-kun no Revenge,Romantic Killer,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Magic-Kyun! Renaissance,"Cook, Justin:Producer","Takanashi, Mai:Producer","Uemura, Shunichi:Producer","Yoshikawa, Atsushi:Producer",Watashi ga Motete Dousunda,#4434,#496,"452,837",62,22,20,"['Cook, Justin', 'Producer'], ['Takanashi, Mai', 'Producer'], ['Uemura, Shunichi', 'Producer'], ['Yoshikawa, Atsushi', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 7, 2016 to Dec 23, 2016","Producers, 
TBS,       Kodansha,       DAX Production,       Nippon Columbia,       RAY","Licensors, 
Funimation,       Crunchyroll","Studios, 
Brain's Base","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
Otaku CultureOtaku Culture,         Reverse HaremReverse Harem,         SchoolSchool","Demographic, 
ShoujoShoujo","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older",Adaptation:: /manga/54779/Watashi_ga_Motete_Dousunda,Yamato Nadeshiko Shichihenge♥
32686,Kill la Kill,Ben-To,Uma Musume: Pretty Derby,Kandagawa Jet Girls,JoJo no Kimyou na Bouken (TV),Shokugeki no Souma,Dumbbell Nan Kilo Moteru?,Iwa Kakeru! Sport Climbing Girls,Harukana Receive,"Cook, Justin:Producer","Nakayama, Nobuhiro:Producer","Usukura, Ryuutarou:Producer","Chino, Takatoshi:Producer",Keijo!!!!!!!!,#4582,#568,"399,631",95,23,9,"['Cook, Justin', 'Producer'], ['Nakayama, Nobuhiro', 'Producer'], ['Usukura, Ryuutarou', 'Producer'], ['Chino, Takatoshi', 'Producer']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Oct 6, 2016 to Dec 22, 2016","Premiered, 
Fall 2016","Licensors, 
Funimation","Studios, 
Xebec","Source, 
  Manga","Genres, 
SportsSports,         EcchiEcchi","Theme, 
Combat SportsCombat Sports","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.921 (scored by 195014195,014 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/56505/Keijo, Side story:: /anime/34884/Keijo_Specials",Girls & Panzer
30016,Blood Lad,Osomatsu-san,JoJo no Kimyou na Bouken Part 6: Stone Ocean,Deadman Wonderland,Samurai Flamenco,Saiki Kusuo no Ψ-nan,Cheating Craft,Servamp,Kill la Kill,"Cook, Justin:Producer","Takahashi, Tomoko:Producer","Sugi, Takuma:Producer","Herek, Samantha:Assistant Producer",Nanbaka,#2530,#702,"333,177",21,10,6,"['Cook, Justin', 'Producer'], ['Takahashi, Tomoko', 'Producer'], ['Sugi, Takuma', 'Producer'], ['Herek, Samantha', 'Assistant Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 5, 2016 to Dec 28, 2016","Producers, 
Nihon Ad Systems,       DAX Production,       Sony Music Communications,       Crunchyroll,       comico,       Tokuma Japan Communications,       Nelke Planning","Licensors, 
Funimation","Studios, 
Satelight","Source, 
  Web manga","Genres, 
ActionAction,         ComedyComedy,         DramaDrama","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.331 (scored by 144660144,660 users)
      


1
          indicates a weighted score.","Ranked, 
  #25302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/93398/Nanbaka, Sequel:: /anime/34414/Nanbaka_2, Other:: /anime/34533/Nanbaka__Shusseki_Bangou_no_Tsuita_Baka-tachi",Ansatsu Kyoushitsu
33253,Death Note,Sidonia no Kishi: Daikyuu Wakusei Seneki,Tokyo Ghoul,Tokyo Ghoul √A,,,,,,"Sudou, Koutarou:Producer","Saitou, Masaya:Producer","Yamazaki, Yoshihiko:Producer","Seshita, Hiroyuki:Director",Ajin Part 2,#1569,#820,"295,258",25,9,4,"['Sudou, Koutarou', 'Producer'], ['Saitou, Masaya', 'Producer'], ['Yamazaki, Yoshihiko', 'Producer'], ['Seshita, Hiroyuki', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 8, 2016 to Dec 24, 2016","Producers, 
TOHO animation,       King Records","Licensors, 
Sentai Filmworks","Studios, 
Polygon Pictures","Source, 
  Manga","Genres, 
ActionAction,         HorrorHorror,         MysteryMystery,         SupernaturalSupernatural","Theme, 
GoreGore","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/49865/Ajin, Alternative version:: /anime/30869/Ajin_Part_2__Shoutotsu, Prequel:: /anime/31580/Ajin, Side story:: /anime/32015/Ajin_OVA",
31988,IDOLiSH7 Second Beat!,K-On!,Shigatsu wa Kimi no Uso,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Sora yori mo Tooi Basho,Clannad: After Story,,,,"Nakamura, Shinichi:Producer","Saitou, Shigeru:Producer","Senami, Riri:Producer","Ishihara, Tatsuya:Director",Hibike! Euphonium 2,#249,#1060,"227,345",53,2,1,"['Nakamura, Shinichi', 'Producer'], ['Saitou, Shigeru', 'Producer'], ['Senami, Riri', 'Producer'], ['Ishihara, Tatsuya', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Oct 6, 2016 to Dec 29, 2016","Producers, 
Lantis,       Pony Canyon,       Rakuonsha","Licensors, 
Ponycan USA","Studios, 
Kyoto Animation","Source, 
  Novel","Genre, 
DramaDrama","Themes, 
MusicMusic,         Performing ArtsPerforming Arts,         SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.311 (scored by 118565118,565 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/113830/Hibike_Euphonium, Prequel:: /anime/27989/Hibike_Euphonium, Other:: /anime/34204/Hibike_Euphonium_2_Specials, Summary:: /anime/35082/Hibike_Euphonium_Movie_2__Todoketai_Melody, Side story:: /anime/35677/Liz_to_Aoi_Tori, Sequel:: /anime/35678/Hibike_Euphonium_Movie_3__Chikai_no_Finale",
