index,rec_1,rec_2,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_3
2548,Akage no Anne,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,,,,,,,,"Kurokawa, Fumio:Director","Miyazaki, Akira:Script","Szczepanski, Vincent:Script","Kusuba, Kouzou:Storyboard",Ai no Wakakusa Monogatari,#2272,#6555,"9,244",2,0,0,"['Kurokawa, Fumio', 'Director'], ['Miyazaki, Akira', 'Script'], ['Szczepanski, Vincent', 'Script'], ['Kusuba, Kouzou', 'Storyboard']","Type, 
TV","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Jan 11, 1987 to Dec 27, 1987","Producers, 
    None found, add some","Licensors, 
Saban Entertainment","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
DramaDrama,         Slice of LifeSlice of Life","Theme, 
HistoricalHistorical","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.391 (scored by 32283,228 users)
      


1
          indicates a weighted score.","Sequel:: /anime/2558/Wakakusa_Monogatari__Nan_to_Jo-sensei, Alternative version:: /anime/4132/Wakakusa_no_Yon_Shimai, Summary:: /anime/15607/Ai_no_Wakakusa_Monogatari_Specials",
865,Kidou Senshi Gundam,Kidou Senshi Gundam ZZ,,,,,,,,"Kanda, Takeyuki:Director","Fukuda, Mitsuo:Episode Director","Takahashi, Ryousuke:Script","Hoshiyama, Hiroyuki:Script",Kikou Senki Dragonar,#4076,#7801,"5,990",1,1,0,"['Kanda, Takeyuki', 'Director'], ['Fukuda, Mitsuo', 'Episode Director'], ['Takahashi, Ryousuke', 'Script'], ['Hoshiyama, Hiroyuki', 'Script']","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Feb 7, 1987 to Jan 30, 1988","Premiered, 
Winter 1987","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
AdventureAdventure,         Sci-FiSci-Fi","Themes, 
MechaMecha,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.031 (scored by 12061,206 users)
      


1
          indicates a weighted score.","Ranked, 
  #40762

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
5203,,,,,,,,,,"Satou, Junichi:Director","Kakudou, Hiroyuki:Episode Director","Yamayoshi, Yasuo:Episode Director","Oka, Yoshihiro:Episode Director",Shin Maple Town Monogatari: Palm Town-hen,#4095,#11153,"2,023",1,0,0,"['Satou, Junichi', 'Director'], ['Kakudou, Hiroyuki', 'Episode Director'], ['Yamayoshi, Yasuo', 'Episode Director'], ['Oka, Yoshihiro', 'Episode Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Jan 18, 1987 to Dec 27, 1987","Producers, 
Asahi Broadcasting","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Genres, 
FantasyFantasy,         Slice of LifeSlice of Life","Theme, 
AnthropomorphicAnthropomorphic","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.031 (scored by 676676 users)
      


1
          indicates a weighted score.","Prequel:: /anime/2223/Maple_Town_Monogatari, Alternative version:: /anime/11049/Shin_Maple_Town_Monogatari__Palm_Town-hen_-_Konnichiwa_Atarashii_Machi",
1347,Akira,Megazone 23,Kyoushoku Soukou Guyver (1989),Black Magic M-66,Vividred Operation,Senki Zesshou Symphogear,Karas,Gall Force 1: Eternal Story,Project A-Ko,"Oobari, Masami:Director","Akiyama, Katsuhito:Director","Takayama, Fumihiko:Director","Gouda, Hiroaki:Director",Bubblegum Crisis,#2628,#2963,"54,265",19,4,0,"['Oobari, Masami', 'Director'], ['Akiyama, Katsuhito', 'Director'], ['Takayama, Fumihiko', 'Director'], ['Gouda, Hiroaki', 'Director']","Episodes, 
  8","Status, 
  Finished Airing","Aired, 
  Feb 25, 1987 to Jan 30, 1991","Producers, 
Youmex","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MechaMecha","Duration, 
  41 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.311 (scored by 1596315,963 users)
      


1
          indicates a weighted score.","Ranked, 
  #26282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #2963","Members, 
    54,265","Alternative version:: /anime/568/Bubblegum_Crisis_Tokyo_2040, Alternative setting:: /anime/1346/AD_Police, Sequel:: /anime/1348/Bubblegum_Crash, Summary:: /anime/5036/Hurricane_Live_2033",Dirty Pair
2341,Devilman: Tanjou-hen,Youjuu Toshi,Reyon Densetsu Flair,Makai Kishi Ingrid,Bible Black,Karas,Amon: Devilman Mokushiroku,Devilman: Yochou Sirene-hen,Youjuu Kyoushitsu,"Nishizaki, Yoshinobu:Producer","Yamaki, Yasuhito:Producer","Takayama, Hideki:Director","Aikawa, Shou:Script",Choujin Densetsu Urotsukidouji,N/A,#5482,"14,324",5,0,5,"['Nishizaki, Yoshinobu', 'Producer'], ['Yamaki, Yasuhito', 'Producer'], ['Takayama, Hideki', 'Director'], ['Aikawa, Shou', 'Script']","Type, 
OVA","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  Jan 21, 1987 to Apr 10, 1989","Studios, 
Phoenix Entertainment","Source, 
  Manga","Genres, 
ActionAction,         DramaDrama,         HentaiHentai","Theme, 
MythologyMythology","Duration, 
  48 min. per ep.","Rating, 
  Rx - Hentai","Score, 
6.051 (scored by 46044,604 users)
      


1
          indicates a weighted score.","Ranked, 
  N/A2

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #5482","Adaptation:: /manga/11821/Urotsukidouji, Alternative version:: /anime/1353/The_Urotsuki, Sequel:: /anime/2342/Shin_Choujin_Densetsu_Urotsukidouji_Mataiden, Summary:: /anime/2359/Choujin_Densetsu_Urotsukidouji_Movie",Call Me Tonight
2983,Shin Megami Tensei: Tokyo Mokushiroku,Devil Survivor 2 The Animation,Warau Hyouteki,Tenshi Kinryouku,Jigoku Shoujo,Yu☆Gi☆Oh!,Subarashiki Kono Sekai The Animation,Devilman: Crybaby,,"Suzuki, Toshio:Producer","Nishikubo, Mizuho:Director","Sugimoto, Yuuri:Theme Song Lyrics","Onda, Naoyuki:Animation Director",Digital Devil Story: Megami Tensei,#12350,#6630,"8,988",3,3,3,"['Suzuki, Toshio', 'Producer'], ['Nishikubo, Mizuho', 'Director'], ['Sugimoto, Yuuri', 'Theme Song Lyrics'], ['Onda, Naoyuki', 'Animation Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 25, 1987","Producers, 
Movic,       Tokuma Shoten,       Tokuma Japan","Source, 
  Light novel","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy,         HorrorHorror,         MysteryMystery,         SupernaturalSupernatural","Themes, 
MythologyMythology,         PsychologicalPsychological,         SchoolSchool","Duration, 
  45 min.","Rating, 
  R - 17+ (violence & profanity)","Score, 
5.141 (scored by 43044,304 users)
      


1
          indicates a weighted score.","Ranked, 
  #123502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #6630","Members, 
    8,988","Adaptation:: /manga/12074/Digital_Devil_Story, Alternative setting:: /anime/1338/Shin_Megami_Tensei__Tokyo_Mokushiroku",Dark Cat
1981,Urusei Yatsura 2: Beautiful Dreamer,Memories,Tenshi no Tamago,Kimi no Na wa.,,,,,,"Oshii, Mamoru:Co-Director","Okamura, Masahiro:Producer","Mochizuki, Tomomi:Director","Ito, Kazunori:Script",Twilight Q,#7825,#6912,"8,170",2,0,1,"['Oshii, Mamoru', 'Co-Director'], ['Okamura, Masahiro', 'Producer'], ['Mochizuki, Tomomi', 'Director'], ['Ito, Kazunori', 'Script']","Status, 
  Finished Airing","Aired, 
  Feb 28, 1987 to Aug 28, 1987","Producers, 
    None found, add some","Licensors, 
    None found, add some","Genres, 
MysteryMystery,         Sci-FiSci-Fi","Theme, 
PsychologicalPsychological","Duration, 
  30 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.311 (scored by 28762,876 users)
      


1
          indicates a weighted score.","Ranked, 
  #78252

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #6912","Members, 
    8,170","Favorites, 
  8",,Zettai Shounen
1803,,,,,,,,,,"Kashima, Norio:Director","Ito, Kazunori:Script","Amino, Tetsurou:Storyboard","Nakahara, Meiko:Theme Song Performance",Dirty Pair: Lovely Angels yori Ai wo Komete,#3974,#7843,"5,919",1,1,0,"['Kashima, Norio', 'Director'], ['Ito, Kazunori', 'Script'], ['Amino, Tetsurou', 'Storyboard'], ['Nakahara, Meiko', 'Theme Song Performance']","Episodes, 
  2","Status, 
  Finished Airing","Aired, 
  Jan 1, 1987","Producers, 
Studio Nue","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.051 (scored by 23882,388 users)
      


1
          indicates a weighted score.","Ranked, 
  #39742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7843","Members, 
    5,919","Favorites, 
  4","Prequel:: /anime/424/Dirty_Pair, Sequel:: /anime/4200/Dirty_Pair_OVA",
2018,Higurashi no Naku Koro ni,Ningyo no Mori,Digital Devil Story: Megami Tensei,"Umi no Yami, Tsuki no Kage",Call Me Tonight,Mirai Nikki (TV),,,,"Nunokawa, Yuuji:Producer","Takahashi, Motosuke:Director","Takayashiki, Hideo:Script","Takahashi, Rumiko:Original Creator",Warau Hyouteki,#8857,#7952,"5,736",2,2,0,"['Nunokawa, Yuuji', 'Producer'], ['Takahashi, Motosuke', 'Director'], ['Takayashiki, Hideo', 'Script'], ['Takahashi, Rumiko', 'Original Creator']","Type, 
OVA","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 21, 1987","Studios, 
Pierrot","Source, 
  Manga","Genres, 
HorrorHorror,         MysteryMystery","Duration, 
  49 min.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.121 (scored by 24492,449 users)
      


1
          indicates a weighted score.","Ranked, 
  #88572

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7952","Members, 
    5,736","Adaptation:: /manga/10810/Rumic_World, Other:: /anime/2973/Fire_Tripper",School Days
6061,Kujakuou,,,,,,,,,"Watanabe, Junichi:Script","Nishimori, Akira:Storyboard","Okamoto, Tatsuya:Storyboard","Yamanaka, Norimasa:Theme Song Arrangement",Maryuu Senki,#12301,#9125,"3,904",1,0,2,"['Watanabe, Junichi', 'Script'], ['Nishimori, Akira', 'Storyboard'], ['Okamoto, Tatsuya', 'Storyboard'], ['Yamanaka, Norimasa', 'Theme Song Arrangement']","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  Mar 5, 1987 to Jul 25, 1989","Producers, 
Bandai Visual","Source, 
  Original","Genres, 
FantasyFantasy,         HorrorHorror","Theme, 
GoreGore","Duration, 
  30 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
5.171 (scored by 10241,024 users)
      


1
          indicates a weighted score.","Ranked, 
  #123012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #9125","Members, 
    3,904",Other:: /anime/1927/Gakuen_Tokusou_Hikaruon,
