index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
890,Tengen Toppa Gurren Lagann,Kidou Butouden G Gundam,Chikyuu Bouei Kigyou Dai-Guard,Gaiking: Legend of Daiku-Maryu,Densetsu no Yuusha da Garn,NG Knight Ramune & 40,Aldnoah.Zero,Chou Robot Seimeitai Transformers Micron Densetsu,Dragon Quest: Dai no Daibouken (2020),Kaitou Saint Tail,"Yonetani, Yoshitomo:Director","Takamatsu, Shinji:Episode Director","Yamaguchi, Yuuji:Episode Director","Mori, Kunihiro:Episode Director",Yuusha-Ou GaoGaiGar,#882,#4631,"21,905",11,2,1,"['Yonetani, Yoshitomo', 'Director'], ['Takamatsu, Shinji', 'Episode Director'], ['Yamaguchi, Yuuji', 'Episode Director'], ['Mori, Kunihiro', 'Episode Director']","Type, 
TV","Episodes, 
  49","Status, 
  Finished Airing","Aired, 
  Feb 1, 1997 to Jan 31, 1998","Producers, 
Victor Entertainment,       Nagoya Broadcasting Network,       Tokyu Agency","Licensors, 
Media Blasters,       Discotek Media","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Themes, 
MechaMecha,         Super PowerSuper Power","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.841 (scored by 63516,351 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/13824/King_of_Braves_GaoGaiGar_FINAL_the_COMIC, Sequel:: /anime/1382/Yuusha-Ou_GaoGaiGar_Final, Alternative setting:: /anime/2803/Densetsu_no_Yuusha_da_Garn, Side story:: /anime/52383/Yuusha-Ou_GaoGaiGar__Blockaded_Numbers"
1704,Trigun,Kino no Tabi: The Beautiful World,Gunjou no Magmell,Cowboy Bebop,,,,,,,"Maseba, Yutaka:Producer","Mashimo, Kouichi:Director","Yamauchi, Tomio:Episode Director","Terahigashi, Katsumi:Storyboard",Eat-Man,#7568,#5902,"11,914",2,2,0,"['Maseba, Yutaka', 'Producer'], ['Mashimo, Kouichi', 'Director'], ['Yamauchi, Tomio', 'Episode Director'], ['Terahigashi, Katsumi', 'Storyboard']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jan 10, 1997 to Mar 28, 1997","Premiered, 
Winter 1997","Licensors, 
Bandai Entertainment,       Discotek Media","Studios, 
Studio Deen","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Theme, 
Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.361 (scored by 32293,229 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1800/Eat-Man, Sequel:: /anime/1599/Eat-Man_98"
1853,Bishoujo Senshi Sailor Moon,Heartcatch Precure!,,,,,,,,,"Sasaki, Noriyo:Director","Endou, Yuuji:Sound Director","Shibata, Hiroki:Sound Director","Igarashi, Takuya:Episode Director",Cutie Honey F,#5692,#6256,"10,301",3,1,0,"['Sasaki, Noriyo', 'Director'], ['Endou, Yuuji', 'Sound Director'], ['Shibata, Hiroki', 'Sound Director'], ['Igarashi, Takuya', 'Episode Director']","Type, 
TV","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Feb 15, 1997 to Jan 31, 1998","Producers, 
Dynamic Planning,       Toei Advertising","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi,         EcchiEcchi","Demographic, 
ShoujoShoujo","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.701 (scored by 25882,588 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/25592/Cutie_Honey_Flash, Alternative version:: /anime/1661/Cutie_Honey, Side story:: /anime/6496/Cutie_Honey_Flash__The_Movie, Other:: /anime/36976/Cutie_Honey_Universe"
2706,Gekitou! Crush Gear Turbo,Dash! Yonkurou,Grander Musashi RV,,,,,,,,"Kato, Takao:Director","Tanaka, Hideyuki:Sound Director","Kasai, Kenichi:Episode Director","Ozeki, Masayuki:Episode Director",Bakusou Kyoudai Let's & Go WGP,#3363,#7537,"6,536",1,0,0,"['Kato, Takao', 'Director'], ['Tanaka, Hideyuki', 'Sound Director'], ['Kasai, Kenichi', 'Episode Director'], ['Ozeki, Masayuki', 'Episode Director']","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Jan 6, 1997 to Dec 22, 1997","Premiered, 
Winter 1997","Licensors, 
    None found, add some","Studios, 
Xebec","Source, 
  Manga","Theme, 
RacingRacing","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.171 (scored by 37343,734 users)
      


1
          indicates a weighted score.","Ranked, 
  #33632

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Prequel:: /anime/2705/Bakusou_Kyoudai_Lets___Go, Sequel:: /anime/2709/Bakusou_Kyoudai_Lets___Go_MAX, Side story:: /anime/9858/Bakusou_Kyoudai_Lets___Go_WGP_Bousou_Mini_Yonku_Daitsuiseki"
3571,F-Zero: Falcon Densetsu,Future GPX Cyber Formula,,,,,,,,,"Sasagawa, Hiroshi:Director","Matsushita, Yukihiro:Director","Abe, Masashi:Episode Director","Hanyuu, Naoyasu:Episode Director",Mach GoGoGo (1997),#8029,#8882,"4,285",0,0,0,"['Sasagawa, Hiroshi', 'Director'], ['Matsushita, Yukihiro', 'Director'], ['Abe, Masashi', 'Episode Director'], ['Hanyuu, Naoyasu', 'Episode Director']","Type, 
TV","Episodes, 
  34","Status, 
  Finished Airing","Aired, 
  Jan 9, 1997 to Sep 24, 1997","Producers, 
TV Tokyo,       Yomiuri Advertising","Licensors, 
Funimation","Studios, 
Tatsunoko Production","Source, 
  Manga","Genre, 
AdventureAdventure","Theme, 
RacingRacing","Duration, 
  25 min. per ep.","Rating, 
  PG - Children","Score, 
6.281 (scored by 15641,564 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/7546/Mach_GoGoGo, Alternative version:: /anime/1445/Mach_GoGoGo, Spin-off:: /anime/4905/Mach_Girl"
820,Code Geass: Hangyaku no Lelouch,Monster,Versailles no Bara,Tytania,Death Note,Kenpuu Denki Berserk,Uchuu Senkan Yamato 2199,Mahouka Koukou no Rettousei,Seikai no Monshou,Shingeki no Kyojin: The Final Season,"Ishiguro, Noboru:Director","Aketagawa, Susumu:Sound Director","Motonaga, Keitarou:Episode Director","Shinohara, Toshiya:Episode Director",Ginga Eiyuu Densetsu,#10,#744,"319,980",165,13,10,"['Ishiguro, Noboru', 'Director'], ['Aketagawa, Susumu', 'Sound Director'], ['Motonaga, Keitarou', 'Episode Director'], ['Shinohara, Toshiya', 'Episode Director']","Type, 
OVA","Episodes, 
  110","Status, 
  Finished Airing","Aired, 
  Jan 8, 1988 to Mar 17, 1997","Studios, 
K-Factory,       Kitty Film Mitaka Studio","Source, 
  Novel","Genres, 
DramaDrama,         Sci-FiSci-Fi","Themes, 
Adult CastAdult Cast,         MilitaryMilitary,         SpaceSpace","Duration, 
  26 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
9.021 (scored by 7869178,691 users)
      


1
          indicates a weighted score.","Ranked, 
  #102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #744","Adaptation:: /manga/6978/Ginga_Eiyuu_Densetsu, Prequel:: /anime/3016/Ginga_Eiyuu_Densetsu__Arata_naru_Tatakai_no_Overture, Side story:: /anime/3371/Ginga_Eiyuu_Densetsu_Gaiden, Alternative version:: /anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou"
91,Bleach,,,,,,,,,,"Yatate, Hajime:Producer","Aoki, Yasunao:Director","Harada, Nana:Episode Director","Stocker, Kevin:Script",Shin Kidou Senki Gundam Wing: Endless Waltz,#1129,#3135,"48,408",5,1,0,"['Yatate, Hajime', 'Producer'], ['Aoki, Yasunao', 'Director'], ['Harada, Nana', 'Episode Director'], ['Stocker, Kevin', 'Script']","Type, 
OVA","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  Jan 25, 1997 to Jul 25, 1997","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         Award WinningAward Winning,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  30 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.731 (scored by 2763027,630 users)
      


1
          indicates a weighted score.","Ranked, 
  #11292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3135","Adaptation:: /manga/91444/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz, Prequel:: /anime/90/Shin_Kidou_Senki_Gundam_Wing, Alternative version:: /anime/2273/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz_Special"
1170,,,,,,,,,,,"Watanabe, Hiroshi:Director","Kobayashi, Katsuyoshi:Sound Director","Yamazaki, Kazuo:Script","Hayashibara, Megumi:Theme Song Performance",Slayers Specials,#2510,#4845,"19,857",2,2,2,"['Watanabe, Hiroshi', 'Director'], ['Kobayashi, Katsuyoshi', 'Sound Director'], ['Yamazaki, Kazuo', 'Script'], ['Hayashibara, Megumi', 'Theme Song Performance']","Type, 
OVA","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  Jul 25, 1996 to May 25, 1997","Studios, 
J.C.Staff","Source, 
  Light novel","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Duration, 
  29 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.331 (scored by 99099,909 users)
      


1
          indicates a weighted score.","Ranked, 
  #25102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4845","Members, 
    19,857","Adaptation:: /manga/719/Slayers_Special, Sequel:: /anime/534/Slayers, Prequel:: /anime/1171/Slayers_Excellent"
1952,Street Fighter II Movie,Dragon Ball Z,Vampire Hunter D (2000),Fatal Fury: Legend of the Hungry Wolf,Street Fighter II V,Dorohedoro,,,,,"Ikeda, Masashi:Director","Tsuruoka, Youta:Sound Director","Tanaka, Hiroyuki:Episode Director","Imaishi, Hiroyuki:Key Animation",Vampire Hunter,#6377,#4853,"19,762",3,6,0,"['Ikeda, Masashi', 'Director'], ['Tsuruoka, Youta', 'Sound Director'], ['Tanaka, Hiroyuki', 'Episode Director'], ['Imaishi, Hiroyuki', 'Key Animation']","Type, 
OVA","Episodes, 
  4","Status, 
  Finished Airing","Aired, 
  Mar 21, 1997 to Mar 27, 1998","Studios, 
Madhouse","Source, 
  Game","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy","Themes, 
Super PowerSuper Power,         VampireVampire","Duration, 
  43 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
6.571 (scored by 72247,224 users)
      


1
          indicates a weighted score.","Ranked, 
  #63772

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4853",
118,Arata Kangatari,,,,,,,,,,"Inoue, Hiroaki:Producer","Hasegawa, Yasuo:Producer","Morijiri, Kazuaki:Producer","Iwasaki, Yoshiaki:Director",Shinpi no Sekai El-Hazard Season 2,#5226,#6538,"9,338",0,0,2,"['Inoue, Hiroaki', 'Producer'], ['Hasegawa, Yasuo', 'Producer'], ['Morijiri, Kazuaki', 'Producer'], ['Iwasaki, Yoshiaki', 'Director']","Episodes, 
  4","Status, 
  Finished Airing","Aired, 
  Mar 21, 1997 to Oct 25, 1997","Producers, 
Pioneer LDC","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Theme, 
IsekaiIsekai","Duration, 
  30 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.781 (scored by 43564,356 users)
      


1
          indicates a weighted score.","Ranked, 
  #52262

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #6538","Members, 
    9,338","Sequel:: /anime/115/Ijigen_no_Sekai_El-Hazard, Prequel:: /anime/117/Shinpi_no_Sekai_El-Hazard"
