index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
79,School Days,D.C.: Da Capo,Clannad,Kanon (2006),Rosario to Vampire,To LOVE-Ru,Ichiban Ushiro no Daimaou,Sora no Otoshimono,Clannad: After Story,Air,"Cook, Justin:Producer","Takechi, Tsuneo:Producer","Chiba, Makoto:Assistant Producer","Hosoda, Naoto:Director",Shuffle!,#4136,#861,"278,467",93,26,27,"['Cook, Justin', 'Producer'], ['Takechi, Tsuneo', 'Producer'], ['Chiba, Makoto', 'Assistant Producer'], ['Hosoda, Naoto', 'Director']","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Jul 8, 2005 to Jan 6, 2006","Premiered, 
Summer 2005","Licensors, 
Funimation","Studios, 
asread.","Source, 
  Visual novel","Genres, 
ComedyComedy,         DramaDrama,         FantasyFantasy,         RomanceRomance,         EcchiEcchi","Themes, 
HaremHarem,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.021 (scored by 135614135,614 users)
      


1
          indicates a weighted score.","Ranked, 
  #41362

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/1788/Shuffle, Summary:: /anime/1836/Shuffle_Memories, Alternative version:: /anime/7396/Shuffle_Prologue"
73,Code Geass: Hangyaku no Lelouch,Senjou no Valkyria,Kidou Senshi Gundam 00,Black Lagoon,Kidou Senshi Gundam SEED Destiny,Black Lagoon: The Second Barrage,Kaze no Stigma,Canaan,Koukyoushihen Eureka Seven,Kidou Senshi Gundam: Dai 08 MS Shoutai,"Hatta, Youko:Producer","Takechi, Tsuneo:Producer","Chiba, Makoto:Assistant Producer","Takemoto, Yasuhiro:Director",Full Metal Panic! The Second Raid,#728,#918,"260,417",41,4,0,"['Hatta, Youko', 'Producer'], ['Takechi, Tsuneo', 'Producer'], ['Chiba, Makoto', 'Assistant Producer'], ['Takemoto, Yasuhiro', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 14, 2005 to Oct 20, 2005","Producers, 
WOWOW,       Kadokawa Shoten,       KlockWorx,       Happinet Pictures","Licensors, 
ADV Films,       Funimation,       Kadokawa Pictures USA","Studios, 
Kyoto Animation","Source, 
  Light novel","Genre, 
ActionAction","Themes, 
MechaMecha,         MilitaryMilitary","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.921 (scored by 148277148,277 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/895/Full_Metal_Panic_Sigma, Prequel:: /anime/71/Full_Metal_Panic, Side story:: /anime/72/Full_Metal_Panic_Fumoffu, Sequel:: /anime/31931/Full_Metal_Panic_Invisible_Victory"
390,Kimi ga Nozomu Eien,Itazura na Kiss,Kimi no Iru Machi,Bokura wa Minna Kawai-sou,Cross Game,True Tears,Love Hina,Toradora!,Over Drive,Peach Girl,"Cook, Justin:Producer","Maruyama, Hajime:Producer","Fukutomi, Hiroshi:Director","Hamano, Kazuzou:Sound Director",Suzuka,#3384,#1848,"116,016",49,12,14,"['Cook, Justin', 'Producer'], ['Maruyama, Hajime', 'Producer'], ['Fukutomi, Hiroshi', 'Director'], ['Hamano, Kazuzou', 'Sound Director']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 7, 2005 to Dec 29, 2005","Premiered, 
Summer 2005","Licensors, 
Funimation","Studios, 
Studio Comet","Source, 
  Manga","Genres, 
DramaDrama,         RomanceRomance,         SportsSports","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.171 (scored by 5425554,255 users)
      


1
          indicates a weighted score.","Ranked, 
  #33842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/430/Suzuka, Sequel:: /anime/33743/Fuuka"
488,Minami-ke,Lucky☆Star,K-On!,Mitsuboshi Colors,Gakuen Utopia Manabi Straight!,Mitsudomoe,Kiniro Mosaic,Nichijou,Azumanga Daiou The Animation,Non Non Biyori,"Kananiwa, Kozue:Producer","Satou, Takuya:Director","Aketagawa, Jin:Sound Director","Kanbe, Mamoru:Episode Director",Ichigo Mashimaro,#1388,#1932,"109,632",26,4,5,"['Kananiwa, Kozue', 'Producer'], ['Satou, Takuya', 'Director'], ['Aketagawa, Jin', 'Sound Director'], ['Kanbe, Mamoru', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 15, 2005 to Oct 14, 2005","Producers, 
TBS,       Movic","Licensors, 
Sentai Filmworks,       Geneon Entertainment USA","Studios, 
Daume","Source, 
  Manga","Genre, 
Slice of LifeSlice of Life","Themes, 
CGDCTCGDCT,         IyashikeiIyashikei","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.631 (scored by 3678936,789 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/371/Ichigo_Mashimaro, Sequel:: /anime/1888/Ichigo_Mashimaro_OVA, Side story:: /anime/4156/Ichigo_Mashimaro_Episode_0"
411,Trigun,Cowboy Bebop,Code Geass: Hangyaku no Lelouch,Garo: Vanishing Line,Samurai Champloo,Back Arrow,Grenadier: Hohoemi no Senshi,Space☆Dandy,Black Blood Brothers,Heroic Age,"Ougi, Jiyuu:Producer","Yoshida, Norio:Producer","Taniguchi, Gorou:Director","Urakami, Yasuo:Sound Director",Gun x Sword,#2880,#2403,"78,109",23,1,4,"['Ougi, Jiyuu', 'Producer'], ['Yoshida, Norio', 'Producer'], ['Taniguchi, Gorou', 'Director'], ['Urakami, Yasuo', 'Sound Director']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 4, 2005 to Dec 26, 2005","Producers, 
Studio Tulip","Licensors, 
Funimation,       Geneon Entertainment USA","Studios, 
AIC ASTA","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.261 (scored by 3335733,357 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/132900/Gun_x_Sword, Side story:: /anime/5501/Gun_x_Sword-san"
591,Hidan no Aria,Asu no Yoichi!,Ai Yori Aoshi,Love Hina,Temple,Kenkou Zenrakei Suiei-bu Umishou,Rosario to Vampire,Shounen Onmyouji,To LOVE-Ru,"Dakara Boku wa, H ga Dekinai.","Motonaga, Keitarou:Director","Ebina, Yasunori:Sound Director","Sokuza, Makoto:Episode Director","Akitaya, Noriaki:Episode Director",Amaenaide yo!!,#7126,#2453,"75,086",4,4,2,"['Motonaga, Keitarou', 'Director'], ['Ebina, Yasunori', 'Sound Director'], ['Sokuza, Makoto', 'Episode Director'], ['Akitaya, Noriaki', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 1, 2005 to Sep 16, 2005","Producers, 
    None found, add some","Licensors, 
Nozomi Entertainment,       Media Blasters","Studios, 
Studio Deen","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance,         SupernaturalSupernatural,         EcchiEcchi","Theme, 
HaremHarem","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Adaptation:: /manga/5724/Amaenaide_yo, Sequel:: /anime/886/Amaenaide_yo_Katsu, Side story:: /anime/1749/Amaenaide_yo__Yasumanaide_yo"
489,Natsume Yuujinchou,Sen to Chihiro no Kamikakushi,Fuujin Monogatari,Tamayura,Aria the Animation,"Inari, Konkon, Koi Iroha.",Flying Witch,Gingitsune,Kamisama Hajimemashita,Dennou Coil,"Ochikoshi, Tomonori:Producer","Masunari, Koji:Director","Kosaka, Harume:Episode Director","Asano, Katsuya:Episode Director",Kamichu!,#2334,#2726,"63,214",20,0,0,"['Ochikoshi, Tomonori', 'Producer'], ['Masunari, Koji', 'Director'], ['Kosaka, Harume', 'Episode Director'], ['Asano, Katsuya', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jun 29, 2005 to Sep 27, 2005","Producers, 
Aniplex","Licensors, 
Geneon Entertainment USA","Studios, 
Brain's Base","Source, 
  Original","Genres, 
Award WinningAward Winning,         Slice of LifeSlice of Life,         SupernaturalSupernatural","Themes, 
IyashikeiIyashikei,         MythologyMythology,         SchoolSchool","Duration, 
  26 min. per ep.","Rating, 
  G - All Ages","Score, 
7.371 (scored by 1853918,539 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1690/Kamichu, Side story:: /anime/3449/Kamichu_Specials"
490,Sayonara Zetsubou Sensei,Lucky☆Star,Nichijou,Heppoko Jikken Animation Excel♥Saga,Hidamari Sketch,Mahou Sensei Negima!,Maria†Holic,Sensei no Ojikan: Dokidoki School Hours,Azumanga Daiou The Animation,Minami-ke,"Oonuma, Shin:Co-Director","Cook, Justin:Producer","Kubota, Mitsutoshi:Producer","Chung, Jin Ho:Producer",Paniponi Dash!,#2142,#2727,"63,054",19,6,2,"['Oonuma, Shin', 'Co-Director'], ['Cook, Justin', 'Producer'], ['Kubota, Mitsutoshi', 'Producer'], ['Chung, Jin Ho', 'Producer']","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 4, 2005 to Dec 26, 2005","Premiered, 
Summer 2005","Licensors, 
ADV Films,       Funimation","Studios, 
Shaft,       GANSIS","Source, 
  Manga","Genre, 
ComedyComedy","Themes, 
Gag HumorGag Humor,         ParodyParody,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.421 (scored by 2204522,045 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3002/PaniPoni, Sequel:: /anime/5419/Paniponi_Dash__Danjite_Okonaeba_Kishin_mo_Kore_wo_Saku"
1642,Ultra Maniac,Cardcaptor Sakura,Kobato.,Princess Tutu,Shugo Chara!,Kami nomi zo Shiru Sekai,Little Witch Academia (TV),Miracle☆Girls,Mamotte! Lollipop,Little Witch Academia,"Oohata, Kouichi:Producer","Kobayashi, Noriko:Producer","Matsushita, Yukihiro:Director","Hiramitsu, Takuya:Sound Director",Sugar Sugar Rune,#1869,#3383,"42,297",20,2,1,"['Oohata, Kouichi', 'Producer'], ['Kobayashi, Noriko', 'Producer'], ['Matsushita, Yukihiro', 'Director'], ['Hiramitsu, Takuya', 'Sound Director']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Jul 2, 2005 to Jun 24, 2006","Producers, 
TV Tokyo Music","Licensors, 
    None found, add some","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ComedyComedy,         DramaDrama,         FantasyFantasy","Theme, 
Mahou ShoujoMahou Shoujo","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  PG - Children",Adaptation:: /manga/429/Sugar_Sugar_Rune
291,Akaneiro ni Somaru Saka,Hoshizora e Kakaru Hashi,Ojamajo Doremi,,,,,,,,"Saitou, Shigeru:Producer","Nawa, Munenori:Director","Kikuta, Hiromi:Sound Director","Abe, Masashi:Episode Director",D.C.S.S: Da Capo Second Season,#4485,#3791,"33,773",7,1,2,"['Saitou, Shigeru', 'Producer'], ['Nawa, Munenori', 'Director'], ['Kikuta, Hiromi', 'Sound Director'], ['Abe, Masashi', 'Episode Director']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 2, 2005 to Dec 24, 2005","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
feel.","Source, 
  Visual novel","Genres, 
ComedyComedy,         DramaDrama,         RomanceRomance,         SupernaturalSupernatural","Theme, 
HaremHarem","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.941 (scored by 1575115,751 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3327/DCSG__Da_Capo_-_Second_Graduation, Prequel:: /anime/62/DC__Da_Capo, Sequel:: /anime/2595/DCII__Da_Capo_II, Side story:: /anime/4508/DCSS__Da_Capo_Second_Season_Omake"
