index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
28171,Yakitate!! Japan,Kakegurui,Koufuku Graffiti,No Game No Life,Toriko,Dr. Stone,Isekai Shokudou,Gin no Saji,Haikyuu!!,Yume-iro Pâtissière,"Kawase, Kouhei:Producer","Maruyama, Hiroo:Producer","Matsukura, Yuuji:Producer","Fujishiro, Atsushi:Producer",Shokugeki no Souma,#438,#61,"1,636,080",240,29,17,"['Kawase, Kouhei', 'Producer'], ['Maruyama, Hiroo', 'Producer'], ['Matsukura, Yuuji', 'Producer'], ['Fujishiro, Atsushi', 'Producer']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Apr 4, 2015 to Sep 26, 2015","Producers, 
Dentsu,       Frontier Works,       Mainichi Broadcasting System,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Showgate,       Shueisha,       I Will","Licensors, 
Sentai Filmworks","Studios, 
J.C.Staff","Source, 
  Manga","Genres, 
GourmetGourmet,         EcchiEcchi","Theme, 
SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/45757/Shokugeki_no_Souma, Side story:: /anime/31327/Shokugeki_no_Souma_OVA, Sequel:: /anime/32282/Shokugeki_no_Souma__Ni_no_Sara"
28121,Sword Art Online,Kono Subarashii Sekai ni Shukufuku wo!,Hai to Gensou no Grimgar,Overlord,No Game No Life,Goblin Slayer,Druaga no Tou: The Aegis of Uruk,Log Horizon,Tate no Yuusha no Nariagari,Arifureta Shokugyou de Sekai Saikyou,"Nakayama, Nobuhiro:Producer","Miyazaki, Seiji:Producer","Suzuki, Kaoru:Producer","Yamakawa, Yoshiki:Director",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,#1697,#72,"1,518,239",153,50,37,"['Nakayama, Nobuhiro', 'Producer'], ['Miyazaki, Seiji', 'Producer'], ['Suzuki, Kaoru', 'Producer'], ['Yamakawa, Yoshiki', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 4, 2015 to Jun 27, 2015","Producers, 
Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       SoftBank Creative,       Showgate,       MAGES.,       FuRyu","Licensors, 
Sentai Filmworks","Studios, 
J.C.Staff","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.541 (scored by 946289946,289 users)
      


1
          indicates a weighted score.","Ranked, 
  #16972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/56743/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka, Side story:: /anime/32801/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_OVA, Sequel:: /anime/37347/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II, Summary:: /anime/40064/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II__Past___Future"
26243,Shingeki no Kyojin,Ao no Exorcist,Tokyo Ghoul,Kimetsu no Yaiba,Aldnoah.Zero,Yakusoku no Neverland,Black Bullet,God Eater,Sirius,Code Geass: Hangyaku no Lelouch,"Cook, Justin:Producer","Wada, Jouji:Producer","Nakatake, Tetsuya:Producer","Hattori, Kentarou:Producer",Owari no Seraph,#1875,#98,"1,328,468",98,61,36,"['Cook, Justin', 'Producer'], ['Wada, Jouji', 'Producer'], ['Nakatake, Tetsuya', 'Producer'], ['Hattori, Kentarou', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 4, 2015 to Jun 20, 2015","Producers, 
Rakuonsha,       NBCUniversal Entertainment Japan,       Shueisha","Licensors, 
Funimation","Studios, 
Wit Studio","Source, 
  Manga","Genres, 
ActionAction,         DramaDrama,         FantasyFantasy","Themes, 
MilitaryMilitary,         VampireVampire","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/43661/Owari_no_Seraph, Sequel:: /anime/28927/Owari_no_Seraph__Nagoya_Kessen-hen, Other:: /anime/30714/Owaranai_Seraph, Side story:: /anime/31378/Owari_no_Seraph__Kyuuketsuki_Shahar, Summary:: /anime/31756/Owari_no_Seraph__The_Beginning_of_the_End"
23847,White Album 2,Hyouka,Beastars,Toradora!,Kokoro Connect,Saenai Heroine no Sodatekata ♭,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Kuzu no Honkai,ReLIFE,"Hayashi, Youhei:Producer","Kohama, Takumi:Producer","Tanaka, Junichirou:Producer","Takahashi, Kazuaki:Producer",Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,#360,#142,"1,057,613",154,32,14,"['Hayashi, Youhei', 'Producer'], ['Kohama, Takumi', 'Producer'], ['Tanaka, Junichirou', 'Producer'], ['Takahashi, Kazuaki', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 3, 2015 to Jun 26, 2015","Producers, 
TBS,       Marvelous AQL,       NBCUniversal Entertainment Japan","Licensors, 
Sentai Filmworks","Studios, 
feel.","Source, 
  Light novel","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
Love PolygonLove Polygon,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.201 (scored by 685001685,001 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/40171/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru, Prequel:: /anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru, Side story:: /anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA, Sequel:: /anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan"
27775,Angel Beats!,Shigatsu wa Kimi no Uso,Chobits,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Planetarian: Chiisana Hoshi no Yume,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,Violet Evergarden,Kimi no Suizou wo Tabetai,Toradora!,Psycho-Pass,"Oowada, Tomoyuki:Producer","Toba, Yousuke:Producer","Kananiwa, Kozue:Producer","Kamata, Hajime:Producer",Plastic Memories,#754,#168,"939,777",220,42,24,"['Oowada, Tomoyuki', 'Producer'], ['Toba, Yousuke', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Kamata, Hajime', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 5, 2015 to Jun 28, 2015","Producers, 
Aniplex,       Movic,       AT-X,       ASCII Media Works,       Bushiroad,       MAGES.,       Asahi Broadcasting,       BS11","Licensors, 
Aniplex of America","Studios, 
Doga Kobo","Source, 
  Original","Genres, 
DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.911 (scored by 472337472,337 users)
      


1
          indicates a weighted score.","Ranked, 
  #7542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/90174/Plastic_Memories__Say_to_Good-bye
24439,Bungou Stray Dogs,Baccano!,Dorohedoro,FLCL,Durarara!!,Kyousou Giga (TV),Cowboy Bebop,Trigun,Gintama,Deadman Wonderland,"Cook, Justin:Producer","Amano, Naoki:Producer","Furuya, Daisuke:Producer","Hashimoto, Ryuu:Producer",Kekkai Sensen,#1495,#197,"872,074",99,34,9,"['Cook, Justin', 'Producer'], ['Amano, Naoki', 'Producer'], ['Furuya, Daisuke', 'Producer'], ['Hashimoto, Ryuu', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 5, 2015 to Oct 4, 2015","Producers, 
Nihon Ad Systems,       Mainichi Broadcasting System,       TOHO animation,       Shueisha,       Toy's Factory,       Sony PCL","Licensors, 
Funimation","Studios, 
Bones","Source, 
  Manga","Genres, 
ActionAction,         FantasyFantasy","Themes, 
Super PowerSuper Power,         VampireVampire","Demographic, 
ShounenShounen","Duration, 
  26 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/12994/Kekkai_Sensen, Summary:: /anime/30915/Kekkai_Sensen__Soresaemo_Saitei_de_Saikou_na_Hibi, Side story:: /anime/32574/Kekkai_Sensen__Ousama_no_Restaurant_no_Ousama, Sequel:: /anime/34451/Kekkai_Sensen___Beyond"
28701,Shinseiki Evangelion,Kara no Kyoukai Movie 5: Mujun Rasen,Mahou Shoujo Madoka★Magica,Yu☆Gi☆Oh! Duel Monsters,Casshern Sins,Shingeki no Kyojin,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Mirai Nikki (TV),Beatless,,"Iwakami, Atsuhiro:Producer","Kondou, Hikaru:Producer","Miura, Takahiro:Director","Iwanami, Yoshikazu:Sound Director",Fate/stay night: Unlimited Blade Works 2nd Season,#235,#207,"850,326",86,19,12,"['Iwakami, Atsuhiro', 'Producer'], ['Kondou, Hikaru', 'Producer'], ['Miura, Takahiro', 'Director'], ['Iwanami, Yoshikazu', 'Sound Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 5, 2015 to Jun 28, 2015","Producers, 
Aniplex,       Notes","Licensors, 
Aniplex of America","Studios, 
ufotable","Source, 
  Visual novel","Genres, 
ActionAction,         FantasyFantasy,         SupernaturalSupernatural","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.321 (scored by 562049562,049 users)
      


1
          indicates a weighted score.","Ranked, 
  #2352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/135178/Fate_stay_night__Unlimited_Blade_Works, Prequel:: /anime/22297/Fate_stay_night__Unlimited_Blade_Works, Alternative version:: /anime/31389/Fate_stay_night__Unlimited_Blade_Works_2nd_Season_-_Sunny_Day"
24703,Shinmai Maou no Testament,Rosario to Vampire,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,Trinity Seven,Highschool of the Dead,Absolute Duo,,,,,"Cook, Justin:Producer","Itou, Makoto:Producer","Hatakeyama, Takurou:Producer","Yanagisawa, Tetsuya:Director",High School DxD BorN,#2165,#234,"797,199",40,14,6,"['Cook, Justin', 'Producer'], ['Itou, Makoto', 'Producer'], ['Hatakeyama, Takurou', 'Producer'], ['Yanagisawa, Tetsuya', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 4, 2015 to Jun 20, 2015","Producers, 
Genco,       Lantis,       Movic,       AT-X,       Memory-Tech,       Showgate,       Fujimi Shobo,       Kadokawa","Licensors, 
Funimation","Studios, 
TNK","Source, 
  Light novel","Genres, 
ActionAction,         ComedyComedy,         FantasyFantasy,         RomanceRomance,         EcchiEcchi","Themes, 
HaremHarem,         MythologyMythology,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.421 (scored by 507310507,310 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/25409/High_School_DxD, Prequel:: /anime/30300/High_School_DxD_New__Oppai_Tsutsumimasu, Side story:: /anime/31326/High_School_DxD_BorN__Ishibumi_Ichiei_Kanzen_Kanshuu_Mousou_Bakuyou_Kaijo_Original_Video, Sequel:: /anime/32215/High_School_DxD_BorN__Yomigaeranai_Fushichou"
28677,Kokoro Connect,Charlotte,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Kami nomi zo Shiru Sekai,Trinity Seven,Kimi no Na wa.,D-Frag!,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Witch Craft Works,Nisekoi,"Cook, Justin:Producer","Hirasawa, Nao:Producer","Tateishi, Kensuke:Producer","Endou, Tetsuya:Producer",Yamada-kun to 7-nin no Majo,#1688,#241,"785,915",96,12,3,"['Cook, Justin', 'Producer'], ['Hirasawa, Nao', 'Producer'], ['Tateishi, Kensuke', 'Producer'], ['Endou, Tetsuya', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 12, 2015 to Jun 28, 2015","Producers, 
Dentsu,       Frontier Works,       Kodansha,       Rakuonsha,       Ultra Super Pictures,       Memory-Tech,       Daiichikosho,       Lawson HMV Entertainment,       Amuse,       Animatic,       A-Sketch","Licensors, 
Funimation,       Crunchyroll","Studios, 
LIDENFILMS","Source, 
  Manga","Genres, 
ComedyComedy,         MysteryMystery,         RomanceRomance,         SupernaturalSupernatural","Themes, 
HaremHarem,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/35003/Yamada-kun_to_7-nin_no_Majo, Other:: /anime/20359/Yamada-kun_to_7-nin_no_Majo_PV, Side story:: /anime/24627/Yamada-kun_to_7-nin_no_Majo__Mou_Hitotsu_no_Suzaku-sai, Spin-off:: /anime/30641/Yankee-kun_na_Yamada-kun_to_Megane-chan_to_Majo"
27787,Motto To LOVE-Ru,Love Hina,Masamune-kun no Revenge,Rakudai Kishi no Cavalry,Bokutachi wa Benkyou ga Dekinai!,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,Masamune-kun no Revenge R,Kanojo mo Kanojo Season 2,,,"Ooshima, Miku:Producer","Kazumasa, Sanjouba:Producer","Hashimoto, Ryuu:Producer","Kananiwa, Kozue:Assistant Producer",Nisekoi:,#2452,#286,"693,759",39,28,11,"['Ooshima, Miku', 'Producer'], ['Kazumasa, Sanjouba', 'Producer'], ['Hashimoto, Ryuu', 'Producer'], ['Kananiwa, Kozue', 'Assistant Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 10, 2015 to Jun 26, 2015","Producers, 
Aniplex,       Shueisha","Licensors, 
Aniplex of America","Studios, 
Shaft","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
HaremHarem,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/31499/Nisekoi, Prequel:: /anime/18897/Nisekoi, Side story:: /anime/24227/Nisekoi_OVA"
