index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
2800,Ashita no Nadja,Alps no Shoujo Heidi,Lady Georgie,Hello! Sandybell,Princess Sara,Hana no Ko Lunlun,Glass no Kamen,Ie Naki Ko,Watashi no Ashinaga Ojisan,Akage no Anne,"Imazawa, Tetsuo:Director","Kasai, Osamu:Episode Director","Yamayoshi, Yasuo:Episode Director","Yukimuro, Shunichi:Script",Candy Candy,#1566,#3971,"31,099",7,0,2,"['Imazawa, Tetsuo', 'Director'], ['Kasai, Osamu', 'Episode Director'], ['Yamayoshi, Yasuo', 'Episode Director'], ['Yukimuro, Shunichi', 'Script']","Status, 
  Finished Airing","Aired, 
  Oct 1, 1976 to Feb 2, 1979","Premiered, 
Fall 1976","Broadcast, 
    Unknown","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
DramaDrama,         RomanceRomance","Theme, 
HistoricalHistorical","Demographic, 
ShoujoShoujo","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
7.571 (scored by 1461014,610 users)
      


1
          indicates a weighted score.","Ranked, 
  #15662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/1388/Candy_Candy, Summary:: /anime/723/Candy_Candy_Movie, Side story:: /anime/2801/Candy_Candy__Haru_no_Yobigoe"
6262,Grimm Meisaku Gekijou,Sekai Meisaku Douwa,Andersen Monogatari (TV),Hajimete no Eigo: Sekai Meisaku Douwa,TaoTao Ehonkan Sekai Doubutsu Banashi,Sanrio Anime Sekai Meisaku Gekijou,Amada Anime Series: Super Mario Brothers,Sekai Douwa Anime Zenshuu,Jiu Se Lu,Video Ehonkan Sekai Meisaku Douwa,,,,,Manga Sekai Mukashibanashi,#4000,#11211,"1,988",1,0,0,,"Type, 
TV","Episodes, 
  127","Status, 
  Finished Airing","Aired, 
  Oct 7, 1976 to Mar 28, 1979","Producers, 
TBS,       DAX Production","Licensors, 
    None found, add some","Studios, 
Madhouse","Source, 
  Unknown","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy","Theme, 
HistoricalHistorical","Duration, 
  30 min. per ep.","Rating, 
  G - All Ages","Score, 
7.051 (scored by 529529 users)
      


1
          indicates a weighted score.",Other:: /anime/6277/Manga_Nippon_Mukashibanashi_1976
3932,,,,,,,,,,,"Katsumata, Tomoharu:Director","Morishita, Kouzou:Episode Director","Matsuura, Johei:Episode Director","Fujikawa, Keisuke:Script",Magnerobo Ga-Keen,#8107,#12318,"1,349",0,0,0,"['Katsumata, Tomoharu', 'Director'], ['Morishita, Kouzou', 'Episode Director'], ['Matsuura, Johei', 'Episode Director'], ['Fujikawa, Keisuke', 'Script']","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Sep 5, 1976 to Jun 26, 1977","Premiered, 
Fall 1976","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.271 (scored by 358358 users)
      


1
          indicates a weighted score.","Ranked, 
  #81072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Other:: /anime/10954/Toei_Robot_Girls, Summary:: /anime/32885/Magnerobo_Ga-Keen_Recap"
3825,Kyojin no Hoshi,,,,,,,,,,"Mitsunobu, Hiroyoshi:Episode Director","Okabe, Eiji:Episode Director","Kondou, Eisuke:Storyboard",Suginami Jidou Gasshoudan:Theme Song Performance,Dokaben,#6193,#12515,"1,271",1,0,0,"['Mitsunobu, Hiroyoshi', 'Episode Director'], ['Okabe, Eiji', 'Episode Director'], ['Kondou, Eisuke', 'Storyboard'], ['Suginami Jidou Gasshoudan', 'Theme Song Performance']","Status, 
  Finished Airing","Aired, 
  Oct 6, 1976 to Dec 26, 1979","Premiered, 
Fall 1976","Broadcast, 
    Wednesdays at 19, 00 (JST)","Studios, 
Nippon Animation","Source, 
  Unknown","Genre, 
SportsSports","Themes, 
SchoolSchool,         Team SportsTeam Sports","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.601 (scored by 300300 users)
      


1
          indicates a weighted score.","Ranked, 
  #61932

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/18020/Dokaben
4013,Time Bokan Series: Yatterman,,,,,,,,,,"Sasagawa, Hiroshi:Director","Nishikubo, Mizuho:Episode Director","Ueda, Hidehito:Episode Director","Nunokawa, Yuuji:Episode Director",Paul no Miracle Daisakusen,#6754,#12782,"1,168",0,0,0,"['Sasagawa, Hiroshi', 'Director'], ['Nishikubo, Mizuho', 'Episode Director'], ['Ueda, Hidehito', 'Episode Director'], ['Nunokawa, Yuuji', 'Episode Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Oct 3, 1976 to Sep 11, 1977","Producers, 
Fuji TV","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.511 (scored by 368368 users)
      


1
          indicates a weighted score.",Character:: /anime/51144/Seikimatsu_Densetsu__Wonderful_Tatsunoko_Land
9978,,,,,,,,,,,Columbia Yurikago Kai:Theme Song Performance,"Shimon, Masato:Theme Song Performance",,,Kyouryuu Tankentai Born Free,#8487,#12817,"1,154",0,0,0,"['Columbia Yurikago Kai', 'Theme Song Performance'], ['Shimon, Masato', 'Theme Song Performance']","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Oct 1, 1976 to Mar 25, 1977","Premiered, 
Fall 1976","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.191 (scored by 279279 users)
      


1
          indicates a weighted score.","Ranked, 
  #84872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #12817",Other:: /anime/4073/Kyouryuu_Daisensou_Izenborg
3823,,,,,,,,,,,"Kurokawa, Fumio:Director","Ishiguro, Noboru:Storyboard","Kuroda, Yoshio:Storyboard","Horie, Mitsuko:Theme Song Performance",Little Lulu to Chicchai Nakama,#6581,#13133,"1,056",0,0,0,"['Kurokawa, Fumio', 'Director'], ['Ishiguro, Noboru', 'Storyboard'], ['Kuroda, Yoshio', 'Storyboard'], ['Horie, Mitsuko', 'Theme Song Performance']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 3, 1976 to Apr 3, 1977","Producers, 
Asahi Broadcasting","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Unknown","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.531 (scored by 379379 users)
      


1
          indicates a weighted score.",
8213,,,,,,,,,,,,,,,Hokahoka Kazoku,#10218,#13713,901,0,0,0,,"Episodes, 
  1428","Status, 
  Finished Airing","Aired, 
  Oct 1, 1976 to Mar 31, 1982","Premiered, 
Fall 1976","Licensors, 
    None found, add some","Studios, 
Eiken","Source, 
  Unknown","Genre, 
ComedyComedy","Duration, 
  5 min. per ep.","Rating, 
  G - All Ages","Score, 
5.831 (scored by 285285 users)
      


1
          indicates a weighted score.","Ranked, 
  #102182

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13713",
10815,,,,,,,,,,,"Takagaki, Kouzou:Episode Director","Yamamoto, Masayuki:Theme Song Lyrics","Shimon, Masato:Theme Song Performance","Takeichi, Masahisa:Theme Song Arrangement",UFO Senshi Dai Apolon 2,#6376,#14809,657,0,0,0,"['Takagaki, Kouzou', 'Episode Director'], ['Yamamoto, Masayuki', 'Theme Song Lyrics'], ['Shimon, Masato', 'Theme Song Performance'], ['Takeichi, Masahisa', 'Theme Song Arrangement']","Episodes, 
  21","Status, 
  Finished Airing","Aired, 
  Oct 7, 1976 to Feb 24, 1977","Premiered, 
Fall 1976","Licensors, 
    None found, add some","Studios, 
Eiken,       Studio Live","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.571 (scored by 159159 users)
      


1
          indicates a weighted score.","Ranked, 
  #63762

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Prequel:: /anime/3361/UFO_Senshi_Dai_Apolon
20239,,,,,,,,,,,"Okazaki, Minoru:Episode Director","Itou, Tsunehisa:Script",Koorogi '73:Theme Song Performance,"Kobayashi, Shichirou:Art Director",Hana no Kakarichou,#19826,#15761,519,1,0,0,"['Okazaki, Minoru', 'Episode Director'], ['Itou, Tsunehisa', 'Script'], [""Koorogi '73"", 'Theme Song Performance'], ['Kobayashi, Shichirou', 'Art Director']","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Oct 3, 1976 to Mar 27, 1977","Premiered, 
Fall 1976","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Demographic, 
SeinenSeinen","Duration, 
  25 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #198262

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Alternative version:: /anime/20241/Manga_Hana_no_Kakarichou
