index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
31964,One Punch Man,Black Clover,Ansatsu Kyoushitsu,Naruto,Hunter x Hunter (2011),Haikyuu!!,Tiger & Bunny,Little Witch Academia (TV),Kimetsu no Yaiba,Charlotte,"Cook, Justin:Producer","Amano, Naoki:Producer","Hara, Hirokazu:Producer","Kazumasa, Sanjouba:Producer",Boku no Hero Academia,#835,#6,"3,005,378",330,75,40,"['Cook, Justin', 'Producer'], ['Amano, Naoki', 'Producer'], ['Hara, Hirokazu', 'Producer'], ['Kazumasa, Sanjouba', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 3, 2016 to Jun 26, 2016","Producers, 
Dentsu,       Mainichi Broadcasting System,       Movic,       TOHO animation,       Shueisha","Licensors, 
Funimation","Studios, 
Bones","Source, 
  Manga","Genre, 
ActionAction","Themes, 
SchoolSchool,         Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/75989/Boku_no_Hero_Academia, Sequel:: /anime/33486/Boku_no_Hero_Academia_2nd_Season, Side story:: /anime/33929/Boku_no_Hero_Academia__Sukue_Kyuujo_Kunren, Summary:: /anime/35262/Boku_no_Hero_Academia__Hero_Note"
31240,Steins;Gate,Kono Subarashii Sekai ni Shukufuku wo!,Boku dake ga Inai Machi,Summertime Render,Tate no Yuusha no Nariagari,Mushoku Tensei: Isekai Ittara Honki Dasu,Higurashi no Naku Koro ni,Mahou Shoujo Madoka★Magica,Tokyo Revengers,Sword Art Online,"Tanaka, Shou:Producer","Iizuka, Aya:Producer","Yoshikawa, Tsunaki:Producer","Beniya, Yoshikazu:Producer",Re:Zero kara Hajimeru Isekai Seikatsu,#325,#25,"2,183,238",487,93,109,"['Tanaka, Shou', 'Producer'], ['Iizuka, Aya', 'Producer'], ['Yoshikawa, Tsunaki', 'Producer'], ['Beniya, Yoshikazu', 'Producer']","Type, 
TV","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Apr 4, 2016 to Sep 19, 2016","Producers, 
TV Tokyo,       Media Factory,       Kadokawa Shoten,       AT-X,       Magic Capsule,       Memory-Tech,       Hakuhodo DY Music & Pictures","Licensors, 
Funimation","Studios, 
White Fox","Source, 
  Light novel","Genres, 
DramaDrama,         FantasyFantasy,         SuspenseSuspense","Themes, 
IsekaiIsekai,         PsychologicalPsychological,         Time TravelTime Travel","Duration, 
  26 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.231 (scored by 14038091,403,809 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/74697/Re_Zero_kara_Hajimeru_Isekai_Seikatsu, Spin-off:: /anime/33142/Re_Zero_kara_Hajimeru_Break_Time, Side story:: /anime/36286/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Memory_Snow, Other:: /anime/38389/He_Wei_Dao_x_Re_Cong_Ling_Kaishi_de_Yi_Shijie_Shenghuo, Prequel:: /anime/38414/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Hyouketsu_no_Kizuna, Character:: /anime/38472/Isekai_Quartet, Sequel:: /anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season"
31478,Kekkai Sensen,Durarara!!,Hamatora The Animation,Vanitas no Karte,Noragami,Boku no Hero Academia,Tokyo Ghoul,Yuukoku no Moriarty,K,Kemono Jihen,"Bezerra, Wendel:Producer","Suzuki, Mari:Producer","Simone, Jamie:Producer","Kurakane, Chiaki:Producer",Bungou Stray Dogs,#952,#92,"1,385,610",130,39,20,"['Bezerra, Wendel', 'Producer'], ['Suzuki, Mari', 'Producer'], ['Simone, Jamie', 'Producer'], ['Kurakane, Chiaki', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 7, 2016 to Jun 23, 2016","Producers, 
Lantis,       Movic,       KlockWorx,       Bandai Namco Live Creative,       Glovision,       Lawson HMV Entertainment,       Sony PCL,       Kadokawa","Licensors, 
Funimation,       Crunchyroll","Studios, 
Bones","Source, 
  Manga","Genres, 
ActionAction,         MysteryMystery,         SupernaturalSupernatural","Themes, 
Adult CastAdult Cast,         DetectiveDetective,         Organized CrimeOrganized Crime,         Super PowerSuper Power","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/56529/Bungou_Stray_Dogs, Sequel:: /anime/32867/Bungou_Stray_Dogs_2nd_Season, Spin-off:: /anime/42250/Bungou_Stray_Dogs_Wan"
31933,Yuu☆Yuu☆Hakusho,Mob Psycho 100,Hunter x Hunter (2011),Persona 4 the Animation,Bakemonogatari,Migi to Dali,Kill la Kill,Kishibe Rohan wa Ugokanai,Boku dake ga Inai Machi,Persona 5 the Animation,"Oomori, Hiroyuki:Producer","Fukuda, Jun:Producer","Tsuda, Naokatsu:Director","Takamura, Yuuta:Director",JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,#131,#130,"1,116,672",127,9,8,"['Oomori, Hiroyuki', 'Producer'], ['Fukuda, Jun', 'Producer'], ['Tsuda, Naokatsu', 'Director'], ['Takamura, Yuuta', 'Director']","Type, 
TV","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Apr 2, 2016 to Dec 24, 2016","Producers, 
Warner Bros. Japan","Licensors, 
VIZ Media","Studios, 
David Production","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         SupernaturalSupernatural","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.501 (scored by 771126771,126 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/3006/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai, Prequel:: /anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season, Side story:: /anime/33191/Kishibe_Rohan_wa_Ugokanai, Sequel:: /anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze"
28623,Shingeki no Kyojin,Highschool of the Dead,Kiseijuu: Sei no Kakuritsu,Tokyo Ghoul,Guilty Crown,Owari no Seraph,God Eater,Deca-Dence,Ajin,Shisha no Teikoku,"Wada, Jouji:Producer","Okada, Maiko:Producer","Araki, Tetsurou:Director","Mima, Masafumi:Sound Director",Koutetsujou no Kabaneri,#2835,#226,"810,961",128,71,50,"['Wada, Jouji', 'Producer'], ['Okada, Maiko', 'Producer'], ['Araki, Tetsurou', 'Director'], ['Mima, Masafumi', 'Sound Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 8, 2016 to Jul 1, 2016","Producers, 
Aniplex,       Dentsu,       Fuji TV,       Kyoraku Industrial Holdings,       Kansai Telecasting","Licensors, 
Funimation,       Crunchyroll","Studios, 
Wit Studio","Source, 
  Original","Genres, 
ActionAction,         FantasyFantasy,         HorrorHorror,         SuspenseSuspense","Themes, 
GoreGore,         HistoricalHistorical,         SurvivalSurvival","Duration, 
  22 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.271 (scored by 429582429,582 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/97916/Koutetsujou_no_Kabaneri, Summary:: /anime/33519/Koutetsujou_no_Kabaneri_Movie_1__Tsudou_Hikari, Sequel:: /anime/34544/Koutetsujou_no_Kabaneri_Movie_3__Unato_Kessen"
32542,Saiki Kusuo no Ψ-nan,Handa-kun,Danshi Koukousei no Nichijou,Keppeki Danshi! Aoyama-kun,Nichijou,One Punch Man,Great Teacher Onizuka,Sakigake!! Cromartie Koukou,Tonari no Seki-kun,Tanaka-kun wa Itsumo Kedaruge,"Kikushima, Kazufumi:Producer","Watanabe, Ryousuke:Producer","Aitani, Atsushi:Producer","Urasaki, Nobumitsu:Producer",Sakamoto desu ga?,#1675,#248,"767,754",78,18,14,"['Kikushima, Kazufumi', 'Producer'], ['Watanabe, Ryousuke', 'Producer'], ['Aitani, Atsushi', 'Producer'], ['Urasaki, Nobumitsu', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 8, 2016 to Jul 1, 2016","Producers, 
Kadokawa Shoten,       TBS,       DAX Production,       Daiichikosho,       King Records,       NichiNare","Licensors, 
Sentai Filmworks","Studios, 
Studio Deen","Source, 
  Manga","Genre, 
ComedyComedy","Themes, 
DelinquentsDelinquents,         Gag HumorGag Humor,         SchoolSchool","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/48649/Sakamoto_desu_ga, Side story:: /anime/33524/Sakamoto_desu_ga_Sakamoto_deshita"
31798,Kokoro Connect,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Mekakucity Actors,Darling in the FranXX,Zankyou no Terror,Sarazanmai,ReLIFE,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Angel Beats!,Ano Natsu de Matteru,"Oowada, Tomoyuki:Producer","Kananiwa, Kozue:Producer","Tsutsumi, Naoko:Producer","Uryuu, Kyouko:Producer",Kiznaiver,#2370,#263,"740,643",128,49,23,"['Oowada, Tomoyuki', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Tsutsumi, Naoko', 'Producer'], ['Uryuu, Kyouko', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 9, 2016 to Jun 25, 2016","Producers, 
Aniplex,       Movic,       Ultra Super Pictures,       Sammy,       Asahi Broadcasting,       BS11,       Crunchyroll","Licensors, 
Aniplex of America","Studios, 
Trigger","Source, 
  Original","Genres, 
DramaDrama,         RomanceRomance,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.371 (scored by 358333358,333 users)
      


1
          indicates a weighted score.","Ranked, 
  #23702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/97635/Kiznaiver, Other:: /anime/39884/Hajimari_no_Sokudo"
31404,Net-juu no Susume,Gamers!,Chuunibyou demo Koi ga Shitai!,Kono Subarashii Sekai ni Shukufuku wo!,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Wotaku ni Koi wa Muzukashii,Yamada-kun to Lv999 no Koi wo Suru,Boku wa Tomodachi ga Sukunai,Nogizaka Haruka no Himitsu,Sword Art Online,"Cook, Justin:Producer","Fukura, Kei:Producer","Herek, Samantha:Assistant Producer","Yanagi, Shinsuke:Director",Netoge no Yome wa Onnanoko ja Nai to Omotta?,#5755,#406,"541,193",51,22,16,"['Cook, Justin', 'Producer'], ['Fukura, Kei', 'Producer'], ['Herek, Samantha', 'Assistant Producer'], ['Yanagi, Shinsuke', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 7, 2016 to Jun 23, 2016","Producers, 
Sotsu,       AT-X,       Barnum Studio,       DAX Production,       ASCII Media Works,       NBCUniversal Entertainment Japan,       i0+,       Medicos Entertainment,       Radio Osaka","Licensors, 
Funimation","Studios, 
Project No.9","Source, 
  Light novel","Genres, 
ComedyComedy,         RomanceRomance,         EcchiEcchi","Themes, 
SchoolSchool,         Video GameVideo Game","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.691 (scored by 282364282,364 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/57835/Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta
32105,Tokyo Ravens,Noragami,Ao no Exorcist,D.Gray-man,Sword Art Online,Absolute Duo,Soul Eater,Kekkaishi,Yuu☆Yuu☆Hakusho,Hataraku Maou-sama!,"Simone, Jamie:Producer","Hijikata, Makoto:Producer","Fukui, Youhei:Assistant Producer","Taguchi, Tomohisa:Director",Sousei no Onmyouji,#2677,#430,"512,420",59,26,21,"['Simone, Jamie', 'Producer'], ['Hijikata, Makoto', 'Producer'], ['Fukui, Youhei', 'Assistant Producer'], ['Taguchi, Tomohisa', 'Director']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Apr 6, 2016 to Mar 29, 2017","Producers, 
TV Tokyo,       Nihon Ad Systems,       TV Tokyo Music,       Avex Pictures,       Shueisha","Licensors, 
Crunchyroll","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ActionAction,         FantasyFantasy,         RomanceRomance","Theme, 
MythologyMythology","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older",Adaptation:: /manga/60511/Sousei_no_Onmyouji
31741,One Piece,Shoukoku no Altair,Kami no Tou,Maoyuu Maou Yuusha,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Hunter x Hunter (2011),Nanatsu no Taizai,Kidou Senshi Gundam: Tekketsu no Orphans,Tensei shitara Slime Datta Ken,Majo no Tabitabi,"Maeda, Toshihiro:Producer","Yonai, Noritomo:Producer","Okamoto, Junya:Producer","Miyao, Yoshikazu:Director",Magi: Sinbad no Bouken (TV),#882,#466,"479,333",23,3,3,"['Maeda, Toshihiro', 'Producer'], ['Yonai, Noritomo', 'Producer'], ['Okamoto, Junya', 'Producer'], ['Miyao, Yoshikazu', 'Director']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Apr 16, 2016 to Jul 2, 2016","Premiered, 
Spring 2016","Licensors, 
    None found, add some","Studios, 
Lay-duce","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.841 (scored by 258934258,934 users)
      


1
          indicates a weighted score.","Ranked, 
  #8822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/48025/Magi__Sinbad_no_Bouken, Sequel:: /anime/14513/Magi__The_Labyrinth_of_Magic, Alternative version:: /anime/22097/Magi__Sinbad_no_Bouken"
