index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
51009,Chainsaw Man,Jigokuraku,Kiseijuu: Sei no Kakuritsu,Mieruko-chan,Fate/Zero,Hellsing Ultimate,Hunter x Hunter (2011),Ninja Kamui,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Naruto: Shippuuden,"Seshimo, Keisuke:Producer","Kimura, Makoto:Producer","Murai, Yuriha:Producer","Yamazaki, Hiroaki:Producer",Jujutsu Kaisen 2nd Season,#28,#191,"887,471",108,61,24,"['Seshimo, Keisuke', 'Producer'], ['Kimura, Makoto', 'Producer'], ['Murai, Yuriha', 'Producer'], ['Yamazaki, Hiroaki', 'Producer']","Type, 
TV","Episodes, 
  23","Status, 
  Finished Airing","Aired, 
  Jul 6, 2023 to Dec 28, 2023","Producers, 
Mainichi Broadcasting System,       TOHO animation,       Shueisha,       dugout,       Sumzap","Licensors, 
    None found, add some","Studios, 
MAPPA","Source, 
  Manga","Genres, 
ActionAction,         FantasyFantasy","Themes, 
GoreGore,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/113138/Jujutsu_Kaisen, Prequel:: /anime/40748/Jujutsu_Kaisen, Summary:: /anime/56243/Jujutsu_Kaisen_2nd_Season_Recaps, Sequel:: /anime/57658/Jujutsu_Kaisen__Shimetsu_Kaiyuu"
51179,Vinland Saga Season 2,Re:Zero kara Hajimeru Isekai Seikatsu,Trinity Seven,NHK ni Youkoso!,,,,,,,"Oowada, Tomoyuki:Producer","Yamanaka, Takahiro:Producer","Yurugi, Sou:Producer","Oosuga, Shouji:Producer",Mushoku Tensei II: Isekai Ittara Honki Dasu,#271,#422,"521,173",63,35,53,"['Oowada, Tomoyuki', 'Producer'], ['Yamanaka, Takahiro', 'Producer'], ['Yurugi, Sou', 'Producer'], ['Oosuga, Shouji', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 10, 2023 to Sep 25, 2023","Producers, 
Frontier Works,       TOHO,       TOHO animation,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Kadokawa,       GREE Entertainment","Licensors, 
    None found, add some","Studios, 
Studio Bind","Source, 
  Light novel","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy,         EcchiEcchi","Themes, 
IsekaiIsekai,         ReincarnationReincarnation","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.281 (scored by 275624275,624 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/70261/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu, Prequel:: /anime/55818/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_-_Shugo_Jutsushi_Fitz, Sequel:: /anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2"
54112,Undead Unluck,Highschool of the Dead,Gakkougurashi!,Tengoku Daimakyou,Jinrui wa Suitai Shimashita,Shinsekai yori,Bungou Stray Dogs,Asobi Asobase,Paripi Koumei,Boku no Hero Academia,"Kamei, Hiroshi:Producer","Hasegawa, Yuuki:Producer","Satou, Emi:Producer","Kojima, Hiroaki:Producer",Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,#867,#439,"503,754",81,26,17,"['Kamei, Hiroshi', 'Producer'], ['Hasegawa, Yuuki', 'Producer'], ['Satou, Emi', 'Producer'], ['Kojima, Hiroaki', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 9, 2023 to Dec 26, 2023","Producers, 
Shogakukan-Shueisha Productions,       dugout","Licensors, 
VIZ Media","Studios, 
BUG FILMS","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         HorrorHorror,         SupernaturalSupernatural,         SuspenseSuspense","Themes, 
Adult CastAdult Cast,         SurvivalSurvival","Demographic, 
SeinenSeinen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/122392/Zom_100__Zombie_ni_Naru_made_ni_Shitai_100_no_Koto, Summary:: /anime/56605/Zom_100__Zombie_ni_Naru_made_ni_Shitai_100_no_Koto_Recap"
54856,Danshi Koukousei no Nichijou,,,,,,,,,,"Maeda, Toshihiro:Producer","Miura, Fumi:Producer","Uchibayashi, Noriyoshi:Producer","Fujimura, Tomoko:Producer",Horimiya: Piece,#364,#769,"308,049",43,14,8,"['Maeda, Toshihiro', 'Producer'], ['Miura, Fumi', 'Producer'], ['Uchibayashi, Noriyoshi', 'Producer'], ['Fujimura, Tomoko', 'Producer']","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 1, 2023 to Sep 23, 2023","Premiered, 
Summer 2023","Licensors, 
    None found, add some","Studios, 
CloverWorks","Source, 
  Manga","Genre, 
RomanceRomance","Theme, 
SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.201 (scored by 125623125,623 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/42451/Horimiya, Parent story:: /anime/42897/Horimiya"
51552,Taishou Otome Otogibanashi,Violet Evergarden,Sugar Apple Fairy Tale,Kakuriyo no Yadomeshi,Fruits Basket 1st Season,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Saiunkoku Monogatari,Kimi ni Todoke,Seijo no Maryoku wa Bannou desu,Kokoro ga Sakebitagatterunda.,"Yoshioka, Takuya:Producer","Komatsu, Shouta:Producer","Ogiso, Masayasu:Producer","Kimura, Manabu:Producer",Watashi no Shiawase na Kekkon,#1044,#912,"263,738",64,45,26,"['Yoshioka, Takuya', 'Producer'], ['Komatsu, Shouta', 'Producer'], ['Ogiso, Masayasu', 'Producer'], ['Kimura, Manabu', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 5, 2023 to Sep 20, 2023","Producers, 
Square Enix,       Glovision,       Toy's Factory,       Miracle Bus,       Kadokawa,       Bandai Namco Music Live","Licensors, 
    None found, add some","Studios, 
Kinema Citrus","Source, 
  Novel","Genres, 
DramaDrama,         FantasyFantasy,         RomanceRomance","Themes, 
Adult CastAdult Cast,         HistoricalHistorical","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.771 (scored by 126223126,223 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/138148/Watashi_no_Shiawase_na_Kekkon, Side story:: /anime/55889/Watashi_no_Shiawase_na_Kekkon__Watashi_no_Shiawase_na_Katachi, Sequel:: /anime/56701/Watashi_no_Shiawase_na_Kekkon_2nd_Season"
53998,,,,,,,,,,,"Negishi, Genki:Producer","Tominaga, Yoshihiko:Producer","Honda, Tasuku:Producer","Hijikata, Makoto:Producer",Bleach: Sennen Kessen-hen - Ketsubetsu-tan,#57,#918,"261,127",22,10,4,"['Negishi, Genki', 'Producer'], ['Tominaga, Yoshihiko', 'Producer'], ['Honda, Tasuku', 'Producer'], ['Hijikata, Makoto', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 8, 2023 to Sep 30, 2023","Producers, 
TV Tokyo,       Aniplex,       Dentsu,       Shueisha,       Zack Promotion","Licensors, 
VIZ Media","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.691 (scored by 134171134,171 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/12/Bleach, Prequel:: /anime/41467/Bleach__Sennen_Kessen-hen, Summary:: /anime/56442/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan_Recap, Sequel:: /anime/56784/Bleach__Sennen_Kessen-hen_-_Soukoku-tan"
51498,Nisekoi:,,,,,,,,,,"Watase, Shouta:Producer","Kaneko, Hayato:Producer","Usui, Hisato:Producer","Oomori, Shinji:Producer",Masamune-kun no Revenge R,#2993,#1222,"194,360",13,18,7,"['Watase, Shouta', 'Producer'], ['Kaneko, Hayato', 'Producer'], ['Usui, Hisato', 'Producer'], ['Oomori, Shinji', 'Producer']","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 3, 2023 to Sep 18, 2023","Premiered, 
Summer 2023","Licensors, 
    None found, add some","Studios, 
SILVER LINK.","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
HaremHarem,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.241 (scored by 6862268,622 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/46716/Masamune-kun_no_Revenge, Prequel:: /anime/33487/Masamune-kun_no_Revenge, Other:: /anime/56006/Twilight_Little_Star"
54234,Boku no Kokoro no Yabai Yatsu,Karakai Jouzu no Takagi-san,Kubo-san wa Mob wo Yurusanai,"Komi-san wa, Comyushou desu.",Sakura-sou no Pet na Kanojo,Kawaii dake ja Nai Shikimori-san,Kyoukai no Kanata,Aharen-san wa Hakarenai,,,"Kishimoto, Reigo:Producer","Nakanishi, Hirofumi:Producer","Kudou, Susumu:Director","Yokomine, Katsumasa:Director",Suki na Ko ga Megane wo Wasureta,#3572,#1298,"182,840",15,26,20,"['Kishimoto, Reigo', 'Producer'], ['Nakanishi, Hirofumi', 'Producer'], ['Kudou, Susumu', 'Director'], ['Yokomine, Katsumasa', 'Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 4, 2023 to Sep 26, 2023","Producers, 
Square Enix,       Shochiku,       flying DOG,       Tokyo MX,       Glovision,       Hakuhodo DY Music & Pictures,       U-NEXT,       FuRyu,       BS Asahi","Licensors, 
    None found, add some","Studios, 
GoHands","Source, 
  Manga","Genre, 
ComedyComedy","Themes, 
Romantic SubtextRomantic Subtext,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/117332/Suki_na_Ko_ga_Megane_wo_Wasureta, Other:: /anime/56213/Suki_na_Ko_ga_Megane_wo_Wasureta_Short_Episode"
54898,Code Geass: Hangyaku no Lelouch R2,Monster,Kamonohashi Ron no Kindan Suiri,Death Note,,,,,,,"Suzuki, Mari:Producer","Kurakane, Chiaki:Producer","Takemoto, Nobuhito:Producer","Igarashi, Takuya:Director",Bungou Stray Dogs 5th Season,#72,#1353,"173,529",19,8,3,"['Suzuki, Mari', 'Producer'], ['Kurakane, Chiaki', 'Producer'], ['Takemoto, Nobuhito', 'Producer'], ['Igarashi, Takuya', 'Director']","Episodes, 
  11","Status, 
  Finished Airing","Aired, 
  Jul 12, 2023 to Sep 20, 2023","Premiered, 
Summer 2023","Licensors, 
    None found, add some","Studios, 
Bones","Source, 
  Manga","Genres, 
ActionAction,         MysteryMystery,         SupernaturalSupernatural","Themes, 
Adult CastAdult Cast,         DetectiveDetective,         Organized CrimeOrganized Crime,         Super PowerSuper Power,         VampireVampire","Demographic, 
SeinenSeinen","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.651 (scored by 7455074,550 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/56529/Bungou_Stray_Dogs, Prequel:: /anime/50330/Bungou_Stray_Dogs_4th_Season"
53050,"Ijiranaide, Nagatoro-san 2nd Attack",Saenai Heroine no Sodatekata,,,,,,,,,"Matsuzaki, Yoshiyuki:Producer","Tachibana, Kou:Producer","Yamazaki, Hiroaki:Producer","Kakizaki, Taiki:Producer","Kanojo, Okarishimasu 3rd Season",#3910,#1429,"162,784",24,15,8,"['Matsuzaki, Yoshiyuki', 'Producer'], ['Tachibana, Kou', 'Producer'], ['Yamazaki, Hiroaki', 'Producer'], ['Kakizaki, Taiki', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 8, 2023 to Sep 30, 2023","Producers, 
Mainichi Broadcasting System,       Kodansha,       DMM.com","Licensors, 
    None found, add some","Studios, 
TMS Entertainment","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
Adult CastAdult Cast,         HaremHarem","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/108407/Kanojo_Okarishimasu, Prequel:: /anime/42963/Kanojo_Okarishimasu_2nd_Season, Other:: /anime/56172/Temple_x_Kanojo_Okarishimasu"
