index,rec_1,rec_2,rec_3,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_4
2544,Mujin Wakusei Survive,Sounan desu ka?,Ai no Wakakusa Monogatari,,,,,,,"Kusuba, Kouzou:Director","Kuroda, Yoshio:Episode Director","Gibert, Guy:Script","Kurokawa, Fumio:Storyboard",Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,#2591,#7372,"6,890",2,1,0,"['Kusuba, Kouzou', 'Director'], ['Kuroda, Yoshio', 'Episode Director'], ['Gibert, Guy', 'Script'], ['Kurokawa, Fumio', 'Storyboard']","Type, 
TV","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Jan 4, 1981 to Dec 27, 1981","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Novel","Genres, 
AdventureAdventure,         DramaDrama,         Slice of LifeSlice of Life","Theme, 
HistoricalHistorical","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.321 (scored by 27852,785 users)
      


1
          indicates a weighted score.",Summary:: /anime/24681/Kazoku_Robinson_Hyouryuuki__Fushigi_na_Shima_no_Flone_Specials,
4154,,,,,,,,,,"Sasagawa, Hiroshi:Director","Oshii, Mamoru:Episode Director","Yuyama, Kunihiko:Episode Director","Nishimura, Junji:Episode Director",Time Bokan Series: Yattodetaman,#7404,#10903,"2,200",0,0,0,"['Sasagawa, Hiroshi', 'Director'], ['Oshii, Mamoru', 'Episode Director'], ['Yuyama, Kunihiko', 'Episode Director'], ['Nishimura, Junji', 'Episode Director']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Feb 7, 1981 to Feb 6, 1982","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Unknown","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Theme, 
MechaMecha","Duration, 
  20 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.391 (scored by 879879 users)
      


1
          indicates a weighted score.",Alternative setting:: /anime/3915/Time_Bokan,
4574,Getter Robo,,,,,,,,,"Sasaki, Katsutoshi:Director","Chiba, Kouichi:Sound Director","Kase, Mitsuko:Episode Director","Ishizaki, Susumu:Episode Director",Saikyou Robot Daiouja,#6397,#12951,"1,114",1,0,0,"['Sasaki, Katsutoshi', 'Director'], ['Chiba, Kouichi', 'Sound Director'], ['Kase, Mitsuko', 'Episode Director'], ['Ishizaki, Susumu', 'Episode Director']","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Jan 31, 1981 to Jan 30, 1982","Premiered, 
Winter 1981","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.571 (scored by 252252 users)
      


1
          indicates a weighted score.","Ranked, 
  #63972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
1090,Macross: Do You Remember Love?,Shinseiki Evangelion,Evangelion Movie 1: Jo,Koukyoushihen Eureka Seven,Crusher Joe,Top wo Nerae! Gunbuster,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Code Geass: Hangyaku no Lelouch I - Koudou,Terra e...,"Maseba, Yutaka:Producer","Yatate, Hajime:Producer","Tomino, Yoshiyuki:Director","Fujiwara, Ryouji:Director",Kidou Senshi Gundam I,#2989,#3304,"44,041",11,5,0,"['Maseba, Yutaka', 'Producer'], ['Yatate, Hajime', 'Producer'], ['Tomino, Yoshiyuki', 'Director'], ['Fujiwara, Ryouji', 'Director']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 14, 1981","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  2 hr. 20 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.241 (scored by 2597325,973 users)
      


1
          indicates a weighted score.","Ranked, 
  #29892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3304","Full story:: /anime/80/Kidou_Senshi_Gundam, Sequel:: /anime/1091/Kidou_Senshi_Gundam_II__Ai_Senshi-hen",Toaru Majutsu no Index
1302,,,,,,,,,,Rintarou:Director,"Yamaura, Hiroyasu:Script","Matsumoto, Leiji:Original Creator","Kanada, Yoshinori:Key Animation",Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,#2942,#6440,"9,641",5,1,1,"['Rintarou', 'Director'], ['Yamaura, Hiroyasu', 'Script'], ['Matsumoto, Leiji', 'Original Creator'], ['Kanada, Yoshinori', 'Key Animation']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jan 8, 1981","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
AdventureAdventure,         DramaDrama,         Sci-FiSci-Fi","Theme, 
SpaceSpace","Duration, 
  2 hr. 10 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.251 (scored by 37403,740 users)
      


1
          indicates a weighted score.","Ranked, 
  #29422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #6440","Prequel:: /anime/1301/Ginga_Tetsudou_999_Movie, Sequel:: /anime/3602/Ginga_Tetsudou_999__Eternal_Fantasy",
2621,Kaze to Ki no Uta Sanctus: Sei Naru Kana,Kanashimi no Belladonna,,,,,,,,"Masaki, Mori:Director","Tsuji, Masaki:Script","Maruyama, Masao:Setting","Kawajiri, Yoshiaki:Layout",Natsu e no Tobira,#9935,#7609,"6,382",5,1,3,"['Masaki, Mori', 'Director'], ['Tsuji, Masaki', 'Script'], ['Maruyama, Masao', 'Setting'], ['Kawajiri, Yoshiaki', 'Layout']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 20, 1981","Producers, 
    None found, add some","Source, 
  Manga","Genres, 
Boys LoveBoys Love,         DramaDrama","Demographic, 
ShoujoShoujo","Duration, 
  59 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
5.891 (scored by 22582,258 users)
      


1
          indicates a weighted score.","Ranked, 
  #99352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7609","Members, 
    6,382",Adaptation:: /manga/4056/Natsu_e_no_Tobira,
2427,Chirin no Suzu,Wata no Kuni Hoshi,Mamono Hunter Youko,Xiao Qian,Pure-tou no Nakama-tachi,Omae Umasou da na,The Little Name,,,"Tezuka, Osamu:Director","Hirata, Toshio:Episode Director","Tsuji, Masaki:Script","Satou, Masahiko:Theme Song Composition",Unico,#3539,#7743,"6,107",3,0,0,"['Tezuka, Osamu', 'Director'], ['Hirata, Toshio', 'Episode Director'], ['Tsuji, Masaki', 'Script'], ['Satou, Masahiko', 'Theme Song Composition']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 14, 1981","Studios, 
Madhouse","Source, 
  Manga","Genres, 
AdventureAdventure,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  1 hr. 30 min.","Rating, 
  G - All Ages","Score, 
7.141 (scored by 24892,489 users)
      


1
          indicates a weighted score.","Ranked, 
  #35392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7743","Adaptation:: /manga/17240/Unico, Alternative version:: /anime/2428/Tanpen_Unico__Kuroi_Kumo_to_Shiroi_Hane, Sequel:: /anime/2429/Unico__Mahou_no_Shima_e, Side story:: /anime/23661/Glass_no_Chikyuu_wo_Sukue_Unico_Special",Princess Tutu
2662,,,,,,,,,,"Nishimaki, Hideo:Director","Urakami, Yasuo:Sound Director","Takeda, Tetsuya:Theme Song Lyrics",Koorogi '73:Theme Song Performance,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,#4488,#8295,"5,189",0,2,0,"['Nishimaki, Hideo', 'Director'], ['Urakami, Yasuo', 'Sound Director'], ['Takeda, Tetsuya', 'Theme Song Lyrics'], [""Koorogi '73"", 'Theme Song Performance']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 14, 1981","Studios, 
Shin-Ei Animation","Source, 
  Unknown","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Demographics, 
KidsKids,         ShounenShounen","Duration, 
  1 hr. 36 min.","Rating, 
  PG - Children","Score, 
6.941 (scored by 27982,798 users)
      


1
          indicates a weighted score.","Ranked, 
  #44882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #8295","Adaptation:: /manga/12471/Daichouhen_Doraemon, Parent story:: /anime/2471/Doraemon_1979, Alternative version:: /anime/6930/Doraemon_Movie_29__Shin_Nobita_no_Uchuu_Kaitakushi",
3186,Princess Tutu,Sekai Meisaku Douwa: Hakuchou no Ouji,Andersen Douwa: Ningyohime,,,,,,,"Yabuki, Kimio:Director","Wakamatsu, Masashi:Theme Song Composition","Tchaikovsky, Pyotr Ilyich:Original Creator","Nakura, Yasuhiro:In-Between Animation",Sekai Meisaku Douwa: Hakuchou no Mizuumi,#4611,#8929,"4,198",2,1,0,"['Yabuki, Kimio', 'Director'], ['Wakamatsu, Masashi', 'Theme Song Composition'], ['Tchaikovsky, Pyotr Ilyich', 'Original Creator'], ['Nakura, Yasuhiro', 'In-Between Animation']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 14, 1981","Studios, 
Toei Animation","Source, 
  Unknown","Genres, 
DramaDrama,         FantasyFantasy,         RomanceRomance","Duration, 
  1 hr. 15 min.","Rating, 
  G - All Ages","Score, 
6.911 (scored by 18401,840 users)
      


1
          indicates a weighted score.","Ranked, 
  #46112

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #8929","Members, 
    4,198",,
23779,,,,,,,,,,,,,,Akuma to Himegimi,#18046,#15212,589,0,0,0,,"Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Mar 20, 1981","Producers, 
    None found, add some","Source, 
  Unknown","Genre, 
ComedyComedy","Demographic, 
ShoujoShoujo","Duration, 
  31 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #180462

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15212","Members, 
    589",,
