index,rec_1,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_2
2510,Sei Juushi Bismarck,,,,,,,,,"Yuyama, Kunihiko:Director","Matsuura, Noriyoshi:Sound Director","Nishimura, Junji:Episode Director","Shudou, Takeshi:Script",Sengoku Majin Goushougun,#5597,#9644,"3,291",1,1,0,"['Yuyama, Kunihiko', 'Director'], ['Matsuura, Noriyoshi', 'Sound Director'], ['Nishimura, Junji', 'Episode Director'], ['Shudou, Takeshi', 'Script']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Jul 3, 1981 to Dec 28, 1981","Producers, 
TV Tokyo","Licensors, 
Discotek Media,       Saban Entertainment","Studios, 
Ashi Productions","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Themes, 
MechaMecha,         ParodyParody","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.711 (scored by 773773 users)
      


1
          indicates a weighted score.","Spin-off:: /anime/2511/Sengoku_Majin_Goushougun__Toki_no_Etranger, Summary:: /anime/10820/Sengoku_Majin_Goushougun_Movie",
1091,Aoki Ryuusei SPT Layzner,,,,,,,,,"Maseba, Yutaka:Producer","Yatate, Hajime:Producer","Tomino, Yoshiyuki:Director","Fujiwara, Ryouji:Director",Kidou Senshi Gundam II: Ai Senshi-hen,#2520,#3716,"35,373",11,2,0,"['Maseba, Yutaka', 'Producer'], ['Yatate, Hajime', 'Producer'], ['Tomino, Yoshiyuki', 'Director'], ['Fujiwara, Ryouji', 'Director']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 11, 1981","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  2 hr. 15 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.331 (scored by 2148721,487 users)
      


1
          indicates a weighted score.","Ranked, 
  #25202

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #3716","Full story:: /anime/80/Kidou_Senshi_Gundam, Prequel:: /anime/1090/Kidou_Senshi_Gundam_I, Sequel:: /anime/1092/Kidou_Senshi_Gundam_III__Meguriai_Sora-hen",Evangelion Movie 2: Ha
2029,Yousei Florence,Andersen Douwa: Ningyohime,Romeo x Juliet,Eikoku Koi Monogatari Emma,,,,,,"Hata, Masami:Director","Kawajiri, Yoshiaki:Key Animation","Satou, Yuuzou:Key Animation","Sugiyama, Koichi:Music",Sirius no Densetsu,#5640,#7930,"5,774",3,1,2,"['Hata, Masami', 'Director'], ['Kawajiri, Yoshiaki', 'Key Animation'], ['Satou, Yuuzou', 'Key Animation'], ['Sugiyama, Koichi', 'Music']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 18, 1981","Studios, 
Sanrio","Source, 
  Book","Genres, 
DramaDrama,         FantasyFantasy,         RomanceRomance","Duration, 
  1 hr. 47 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.701 (scored by 19341,934 users)
      


1
          indicates a weighted score.","Ranked, 
  #56402

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #7930","Members, 
    5,774",,Gake no Ue no Ponyo
2922,Hajime no Ippo: New Challenger,Hajime no Ippo: Mashiba vs. Kimura,Rainbow: Nisha Rokubou no Shichinin,Hajime no Ippo: Boxer no Kobushi,Ping Pong the Animation,,,,,"Dezaki, Osamu:Director","Takayashiki, Hideo:Script","Nakamura, Ryuutarou:Key Animation","Morimoto, Kouji:Key Animation",Ashita no Joe 2 (Movie),#2950,#8256,"5,258",0,0,0,"['Dezaki, Osamu', 'Director'], ['Takayashiki, Hideo', 'Script'], ['Nakamura, Ryuutarou', 'Key Animation'], ['Morimoto, Kouji', 'Key Animation']","Status, 
  Finished Airing","Aired, 
  Jul 4, 1981","Producers, 
    None found, add some","Licensors, 
Discotek Media","Genres, 
DramaDrama,         SportsSports","Theme, 
Combat SportsCombat Sports","Demographic, 
ShounenShounen","Duration, 
  1 hr. 52 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.251 (scored by 17111,711 users)
      


1
          indicates a weighted score.","Ranked, 
  #29502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #8256","Members, 
    5,258",Full story:: /anime/2921/Ashita_no_Joe_2,Hajime no Ippo
7666,,,,,,,,,,"Okazaki, Minoru:Episode Director","Mizumori, Ado:Theme Song Performance","Toriyama, Akira:Original Creator","Kikuchi, Shunsuke:Music",Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,#8074,#10604,"2,409",0,0,0,"['Okazaki, Minoru', 'Episode Director'], ['Mizumori, Ado', 'Theme Song Performance'], ['Toriyama, Akira', 'Original Creator'], ['Kikuchi, Shunsuke', 'Music']","Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 18, 1981","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Theme, 
Gag HumorGag Humor","Demographic, 
ShounenShounen","Duration, 
  25 min.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.271 (scored by 973973 users)
      


1
          indicates a weighted score.","Ranked, 
  #80742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/796/Dr_Slump, Parent story:: /anime/2222/Dr_Slump__Arale-chan",
2650,,,,,,,,,,Koorogi '73:Theme Song Performance,"Fujiko, Fujio F.:Original Creator","Kikuchi, Shunsuke:Music","Fujiko, Fujio (A):Original Creator","Doraemon Movie: Boku, Momotarou no Nanna no Sa",#7210,#10715,"2,333",0,0,0,"[""Koorogi '73"", 'Theme Song Performance'], ['Fujiko, Fujio F.', 'Original Creator'], ['Kikuchi, Shunsuke', 'Music'], ['Fujiko, Fujio (A)', 'Original Creator']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 1, 1981","Producers, 
TV Asahi","Source, 
  Unknown","Genres, 
AdventureAdventure,         FantasyFantasy,         Sci-FiSci-Fi","Demographics, 
KidsKids,         ShounenShounen","Duration, 
  47 min.","Rating, 
  PG - Children","Score, 
6.431 (scored by 993993 users)
      


1
          indicates a weighted score.","Ranked, 
  #72102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #10715","Members, 
    2,333",Parent story:: /anime/2471/Doraemon_1979,
8598,Tenpou Ibun: Ayakashi Ayashi,Onigamiden,,,,,,,,"Imai, Tadashi:Director","Chiba, Tetsuya:Character Design","Miyazaki, Akira:Screenplay","Tsuji, Shinichi:Animation Director",Yuki,#9320,#11480,"1,812",2,0,0,"['Imai, Tadashi', 'Director'], ['Chiba, Tetsuya', 'Character Design'], ['Miyazaki, Akira', 'Screenplay'], ['Tsuji, Shinichi', 'Animation Director']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Aug 9, 1981","Producers, 
Nikkatsu","Source, 
  Book","Genres, 
AdventureAdventure,         FantasyFantasy","Theme, 
MythologyMythology","Duration, 
  1 hr. 26 min.","Rating, 
  G - All Ages","Score, 
6.031 (scored by 419419 users)
      


1
          indicates a weighted score.","Ranked, 
  #93202

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #11480","Members, 
    1,812",,Mononoke Hime
6073,,,,,,,,,,,,,,21 Emon Uchuu e Irasshai!,#8976,#14340,754,0,0,0,,"Status, 
  Finished Airing","Aired, 
  Aug 1, 1981","Producers, 
    None found, add some","Licensors, 
    None found, add some","Genres, 
ComedyComedy,         Sci-FiSci-Fi","Theme, 
SpaceSpace","Duration, 
  1 hr. 32 min.","Rating, 
  G - All Ages","Score, 
6.101 (scored by 211211 users)
      


1
          indicates a weighted score.","Ranked, 
  #89762

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14340","Members, 
    754","Favorites, 
  1",Alternative version:: /anime/5628/21_Emon,
7252,,,,,,,,,,"Nishimaki, Hideo:Director","Fuji, Mineo:Episode Director","Koroku, Reijirou:Music","Saitou, Atsuo:Original Creator",Grick no Bouken,#9226,#14734,666,0,0,1,"['Nishimaki, Hideo', 'Director'], ['Fuji, Mineo', 'Episode Director'], ['Koroku, Reijirou', 'Music'], ['Saitou, Atsuo', 'Original Creator']","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 21, 1981","Producers, 
    None found, add some","Source, 
  Book","Genres, 
AdventureAdventure,         DramaDrama,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  1 hr. 24 min.","Rating, 
  G - All Ages","Score, 
6.051 (scored by 227227 users)
      


1
          indicates a weighted score.","Ranked, 
  #92262

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #14734","Members, 
    666",,
30095,,,,,,,,,,,,,,Qi Cai Lao Fu Zi,#10457,#15536,544,1,0,0,,"Type, 
Movie","Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Jul 16, 1981","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ActionAction,         ComedyComedy","Demographic, 
SeinenSeinen","Duration, 
  1 hr. 16 min.","Rating, 
  G - All Ages","Score, 
5.771 (scored by 194194 users)
      


1
          indicates a weighted score.","Ranked, 
  #104572

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15536","Adaptation:: /manga/48175/Old_Master_Q, Sequel:: /anime/30096/Lao_Fu_Zi_Shui_Hu_Chuan",
