index,rec_1,rec_2,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_3
5274,California Crisis: Tsuigeki no Juuka,Doraemon (1979),,,,,,,,"Yamauchi, Shigeyasu:Director","Kakudou, Hiroyuki:Episode Director","Kaizawa, Yukio:Episode Director","Endou, Yuuji:Episode Director",Magical★Taruruuto-kun,#1630,#10833,"2,243",1,1,0,"['Yamauchi, Shigeyasu', 'Director'], ['Kakudou, Hiroyuki', 'Episode Director'], ['Kaizawa, Yukio', 'Episode Director'], ['Endou, Yuuji', 'Episode Director']","Episodes, 
  87","Status, 
  Finished Airing","Aired, 
  Sep 9, 1990 to May 10, 1992","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy,         EcchiEcchi","Themes, 
Gag HumorGag Humor,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.551 (scored by 534534 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/10724/Magical☆Taruruuto-kun, Alternative version:: /anime/22827/Magical★Taruruuto-kun_Movie",
3765,,,,,,,,,,"Kosao, Shunichi:Producer","Kuroda, Yoshio:Director","Hashimoto, Naoto:Director","Kuriyama, Yoshihide:Episode Director",Pygmalio,#3164,#11368,"1,874",0,0,0,"['Kosao, Shunichi', 'Producer'], ['Kuroda, Yoshio', 'Director'], ['Hashimoto, Naoto', 'Director'], ['Kuriyama, Yoshihide', 'Episode Director']","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Nov 5, 1990 to Sep 16, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Manga","Genres, 
AdventureAdventure,         FantasyFantasy","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.211 (scored by 658658 users)
      


1
          indicates a weighted score.","Ranked, 
  #31642

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/7448/Pygmalio,
5249,,,,,,,,,,"Ueda, Hidehito:Director","Matsumi, Shinichi:Episode Director","Hiroshima, Hideki:Episode Director","Hayakawa, Tadashi:Script",Mitsume ga Tooru,#1634,#11703,"1,672",1,0,0,"['Ueda, Hidehito', 'Director'], ['Matsumi, Shinichi', 'Episode Director'], ['Hiroshima, Hideki', 'Episode Director'], ['Hayakawa, Tadashi', 'Script']","Episodes, 
  48","Status, 
  Finished Airing","Aired, 
  Oct 18, 1990 to Sep 26, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Tezuka Productions","Source, 
  Manga","Genre, 
AdventureAdventure","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
7.551 (scored by 578578 users)
      


1
          indicates a weighted score.","Ranked, 
  #16342

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/10798/Mitsume_ga_Tooru, Alternative version:: /anime/19773/Akuma_Tou_no_Prince__Mitsume_ga_Tooru",
9061,,,,,,,,,,"Masaki, Shinichi:Episode Director","Tsuji, Hatsuki:Episode Director","Yamada, Takashi:Script","Yanagawa, Shigeru:Script",RPG Densetsu Hepoi,#2777,#13211,"1,033",0,0,0,"['Masaki, Shinichi', 'Episode Director'], ['Tsuji, Hatsuki', 'Episode Director'], ['Yamada, Takashi', 'Script'], ['Yanagawa, Shigeru', 'Script']","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Oct 6, 1990 to Sep 28, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Gallop","Source, 
  Unknown","Genres, 
AdventureAdventure,         FantasyFantasy","Duration, 
  25 min. per ep.","Rating, 
  None","Score, 
7.281 (scored by 288288 users)
      


1
          indicates a weighted score.","Ranked, 
  #27772

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #13211",,
8065,,,,,,,,,,"Shimizu, Katsunori:Sound Director","Shinbou, Akiyuki:Episode Director","Abe, Noriyuki:Episode Director","Shigino, Akira:Episode Director",Karakuri Kengou Den Musashi Lord,#7259,#13924,853,0,0,0,"['Shimizu, Katsunori', 'Sound Director'], ['Shinbou, Akiyuki', 'Episode Director'], ['Abe, Noriyuki', 'Episode Director'], ['Shigino, Akira', 'Episode Director']","Episodes, 
  50","Status, 
  Finished Airing","Aired, 
  Oct 3, 1990 to Sep 25, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Pierrot","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure","Theme, 
MechaMecha","Duration, 
  30 min. per ep.","Rating, 
  PG - Children","Score, 
6.421 (scored by 204204 users)
      


1
          indicates a weighted score.","Ranked, 
  #72592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
11545,,,,,,,,,,,,,,Happyakuyachou Hyouri Kewaishi,#8604,#14285,769,0,0,0,,"Episodes, 
  16","Status, 
  Finished Airing","Aired, 
  Oct 9, 1990 to Apr 30, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Shin-Ei Animation","Source, 
  Unknown","Genre, 
DramaDrama","Theme, 
HistoricalHistorical","Duration, 
  10 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.171 (scored by 122122 users)
      


1
          indicates a weighted score.","Ranked, 
  #86042

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/42161/108_Ward_Inside_and_Out__Make-Up_Artist,
9028,Kyattou Ninden Teyandee,,,,,,,,,,,,,Edokko Boy: Gatten Tasuke,#4935,#14292,766,1,0,0,,"Episodes, 
  22","Status, 
  Finished Airing","Aired, 
  Oct 19, 1990 to Mar 22, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ComedyComedy,         SportsSports","Themes, 
DetectiveDetective,         Martial ArtsMartial Arts","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
6.841 (scored by 216216 users)
      


1
          indicates a weighted score.","Ranked, 
  #49352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
21483,,,,,,,,,,,,,,Sanchoume no Yuuhi,#17602,#16060,488,0,0,0,,"Episodes, 
  27","Status, 
  Finished Airing","Aired, 
  Oct 12, 1990 to Sep 21, 1991","Premiered, 
Fall 1990","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #176022

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #16060",Adaptation:: /manga/22246/Sanchoume_no_Yuuhi,
33310,,,,,,,,,,"Honda, Yasunori:Sound Director","Ikehata, Takashi:Episode Director","Isako, Kiyotaka:Episode Director","Shimazaki, Nanako:Episode Director",Peach Command Shin Momotarou Densetsu,#17060,#16919,410,0,0,0,"['Honda, Yasunori', 'Sound Director'], ['Ikehata, Takashi', 'Episode Director'], ['Isako, Kiyotaka', 'Episode Director'], ['Shimazaki, Nanako', 'Episode Director']","Status, 
  Finished Airing","Aired, 
  Oct 8, 1990 to Apr 1, 1991","Premiered, 
Fall 1990","Broadcast, 
    Unknown","Studios, 
Knack Productions","Source, 
  Game","Genres, 
AdventureAdventure,         ComedyComedy","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #170602

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #16919","Members, 
    410",Prequel:: /anime/11533/Momotarou_Densetsu,
1346,Midnight Eye: Gokuu,Koukaku Kidoutai,Sin: The Movie,Cyber City Oedo 808,Angel Cop,Wild 7,Eightman After,Mad★Bull 34,Appleseed,"Nishimori, Akira:Director","Fujiyama, Fusanobu:Sound Director","Furukawa, Toshio:Theme Song Performance","Bonnevie, Lou:Theme Song Performance",AD Police,#8243,#4968,"18,696",12,2,5,"['Nishimori, Akira', 'Director'], ['Fujiyama, Fusanobu', 'Sound Director'], ['Furukawa, Toshio', 'Theme Song Performance'], ['Bonnevie, Lou', 'Theme Song Performance']","Type, 
OVA","Episodes, 
  3","Status, 
  Finished Airing","Aired, 
  May 25, 1990 to Nov 22, 1990","Studios, 
AIC,       Artmic","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         HorrorHorror,         MysteryMystery,         Sci-FiSci-Fi,         SuspenseSuspense","Themes, 
Adult CastAdult Cast,         DetectiveDetective,         GoreGore,         MechaMecha,         PsychologicalPsychological","Duration, 
  27 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
6.241 (scored by 68516,851 users)
      


1
          indicates a weighted score.","Ranked, 
  #82432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #4968","Adaptation:: /manga/3416/AD_Police__Shuuen_Toshi, Alternative setting:: /anime/1347/Bubblegum_Crisis, Sequel:: /anime/1349/AD_Police_TV",Psycho-Pass
