index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content
1251,Shinseiki Evangelion,Tenkuu no Shiro Laputa,Taiyou no Ko Esteban,Turn A Gundam,Mirai Shounen Conan,Koukyoushihen Eureka Seven,Fractale,Shin Kaitei Gunkan,"Kaitei Daisensou: Ai no 20,000 Miles",Shinkai no Kantai: Submarine 707,"Kawando, Kenjirou:Producer","Anno, Hideaki:Director","Higuchi, Shinji:Director","Shimizu, Katsunori:Sound Director",Fushigi no Umi no Nadia,#1757,#2595,"68,682",19,9,1,"['Kawando, Kenjirou', 'Producer'], ['Anno, Hideaki', 'Director'], ['Higuchi, Shinji', 'Director'], ['Shimizu, Katsunori', 'Sound Director']","Type, 
TV","Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  Apr 13, 1990 to Apr 12, 1991","Producers, 
NHK,       Sogo Vision,       Streamline Pictures","Licensors, 
ADV Films,       Sentai Filmworks,       GKIDS","Studios, 
Gainax","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi","Theme, 
HistoricalHistorical","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.521 (scored by 1995319,953 users)
      


1
          indicates a weighted score.","Sequel:: /anime/1252/Fushigi_no_Umi_no_Nadia__Original_Movie, Side story:: /anime/3381/Fushigi_no_Umi_no_Nadia_Omake_Gekijou"
2150,Tongari Boushi no Memole,Happy Happy Clover,Mitsubachi Maya no Bouken,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Doubutsu no Mori,Kemono Friends,Mori no Youki na Kobito-tachi: Belfy to Lillibit,Made in Abyss,Maple Town Monogatari,Figure 17: Tsubasa & Hikaru,"Tamura, Manabu:Producer","Kojima, Masayuki:Director","Saitou, Hiroshi:Director","Oomori, Takahiro:Episode Director",Tanoshii Muumin Ikka,#317,#4195,"27,433",13,0,0,"['Tamura, Manabu', 'Producer'], ['Kojima, Masayuki', 'Director'], ['Saitou, Hiroshi', 'Director'], ['Oomori, Takahiro', 'Episode Director']","Episodes, 
  78","Status, 
  Finished Airing","Aired, 
  Apr 12, 1990 to Oct 3, 1991","Premiered, 
Spring 1990","Licensors, 
    None found, add some","Studios, 
Telescreen","Source, 
  Book","Genres, 
AdventureAdventure,         FantasyFantasy,         Slice of LifeSlice of Life","Theme, 
IyashikeiIyashikei","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
8.241 (scored by 1212612,126 users)
      


1
          indicates a weighted score.","Prequel:: /anime/2313/Muumindani_no_Suisei, Sequel:: /anime/5712/Tanoshii_Muumin_Ikka_Bouken_Nikki, Alternative version:: /anime/8234/Muumin, Character:: /anime/57994/Ningen_ni_Shiawase_ni_suru_Ningen_Teijin"
2084,Haou Taikei Ryuu Knight,Mashin Eiyuuden Wataru,Mahoujin Guruguru (2017),Yuusha-Ou GaoGaiGar,Urusei Yatsura,,,,,,"Negishi, Hiroshi:Director","Tanaka, Hideyuki:Sound Director","Takenouchi, Kazuhisa:Episode Director","Otani, Masahito:Episode Director",NG Knight Ramune & 40,#2322,#9028,"4,044",2,0,0,"['Negishi, Hiroshi', 'Director'], ['Tanaka, Hideyuki', 'Sound Director'], ['Takenouchi, Kazuhisa', 'Episode Director'], ['Otani, Masahito', 'Episode Director']","Type, 
TV","Episodes, 
  38","Status, 
  Finished Airing","Aired, 
  Apr 6, 1990 to Jan 4, 1991","Producers, 
TV Tokyo,       Asatsu DK","Licensors, 
Discotek Media","Studios, 
Ashi Productions","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy","Theme, 
MechaMecha","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.381 (scored by 11671,167 users)
      


1
          indicates a weighted score.",Sequel:: /anime/2085/NG_Knight_Ramune___40_EX__Biku_Biku_Triangle_Ai_no_Arashi_Daisakusen
2040,Ojamajo Doremi,Majo no Takkyuubin,Bishoujo Senshi Sailor Moon,Hime-chan no Ribbon,Doubutsu no Mori,,,,,,"Sakurai, Hiroaki:Episode Director","Minoguchi, Katsumi:Episode Director","Yoshida, Hiroshi:Episode Director","Furukawa, Masami:Episode Director",Mahou no Angel Sweet Mint,#2473,#9446,"3,512",1,0,0,"['Sakurai, Hiroaki', 'Episode Director'], ['Minoguchi, Katsumi', 'Episode Director'], ['Yoshida, Hiroshi', 'Episode Director'], ['Furukawa, Masami', 'Episode Director']","Episodes, 
  47","Status, 
  Finished Airing","Aired, 
  May 2, 1990 to Mar 27, 1991","Premiered, 
Spring 1990","Licensors, 
    None found, add some","Studios, 
Ashi Productions","Source, 
  Original","Genre, 
FantasyFantasy","Theme, 
Mahou ShoujoMahou Shoujo","Duration, 
  23 min. per ep.","Rating, 
  G - All Ages","Score, 
7.341 (scored by 757757 users)
      


1
          indicates a weighted score.","Ranked, 
  #24732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",
4928,Idol Densetsu Eriko,,,,,,,,,,"Amino, Tetsurou:Director","Tanaka, Hideyuki:Sound Director","Kato, Takao:Episode Director","Yoshida, Hiroshi:Episode Director",Idol Tenshi Youkoso Youko,#6035,#11404,"1,855",0,0,0,"['Amino, Tetsurou', 'Director'], ['Tanaka, Hideyuki', 'Sound Director'], ['Kato, Takao', 'Episode Director'], ['Yoshida, Hiroshi', 'Episode Director']","Episodes, 
  43","Status, 
  Finished Airing","Aired, 
  Apr 2, 1990 to Feb 4, 1991","Premiered, 
Spring 1990","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Original","Genres, 
ComedyComedy,         DramaDrama","Duration, 
  22 min. per ep.","Rating, 
  G - All Ages","Score, 
6.631 (scored by 313313 users)
      


1
          indicates a weighted score.","Ranked, 
  #60352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #11404",
4807,Juuni Senshi Bakuretsu Eto Ranger,Haou Taikei Ryuu Knight,,,,,,,,,"Iuchi, Shuji:Director","Fujino, Sadayoshi:Sound Director","Watanabe, Shinichirou:Episode Director","Koumoto, Shougo:Episode Director",Mashin Eiyuuden Wataru 2,#4301,#12061,"1,477",1,1,0,"['Iuchi, Shuji', 'Director'], ['Fujino, Sadayoshi', 'Sound Director'], ['Watanabe, Shinichirou', 'Episode Director'], ['Koumoto, Shougo', 'Episode Director']","Type, 
TV","Episodes, 
  46","Status, 
  Finished Airing","Aired, 
  Mar 9, 1990 to Mar 8, 1991","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Unknown","Genres, 
ActionAction,         AdventureAdventure,         ComedyComedy","Themes, 
IsekaiIsekai,         MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.981 (scored by 471471 users)
      


1
          indicates a weighted score.","Sequel:: /anime/3432/Chou_Mashin_Eiyuuden_Wataru, Prequel:: /anime/3837/Mashin_Eiyuuden_Wataru"
20243,,,,,,,,,,,"Sasagawa, Hiroshi:Director","Yamaguchi, Yuuji:Storyboard","Ishihara, Shinji:Theme Song Arrangement","Minami, Rambow:Theme Song Composition",Gatapishi,#9306,#15974,497,0,0,0,"['Sasagawa, Hiroshi', 'Director'], ['Yamaguchi, Yuuji', 'Storyboard'], ['Ishihara, Shinji', 'Theme Song Arrangement'], ['Minami, Rambow', 'Theme Song Composition']","Episodes, 
  199","Status, 
  Finished Airing","Aired, 
  Apr 23, 1990 to Mar 29, 1991","Premiered, 
Spring 1990","Licensors, 
    None found, add some","Studios, 
Shin-Ei Animation","Source, 
  4-koma manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Duration, 
  10 min. per ep.","Rating, 
  PG - Children","Score, 
6.031 (scored by 130130 users)
      


1
          indicates a weighted score.","Ranked, 
  #93062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #15974",
12391,,,,,,,,,,,"Satou, Junichi:Director","Ikuhara, Kunihiko:Episode Director","Igarashi, Takuya:Episode Director","Nitta, Yoshikata:Episode Director",Mouretsu Atarou (1990),#16529,#16132,480,0,0,0,"['Satou, Junichi', 'Director'], ['Ikuhara, Kunihiko', 'Episode Director'], ['Igarashi, Takuya', 'Episode Director'], ['Nitta, Yoshikata', 'Episode Director']","Episodes, 
  34","Status, 
  Finished Airing","Aired, 
  Apr 21, 1990 to Dec 22, 1990","Premiered, 
Spring 1990","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #165292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/98113/Mouretsu_Atarou, Other:: /anime/20001/Mouretsu_Atarou"
27369,,,,,,,,,,,,,,,Eigo de Asobo: Tanken Goblin Tou,#19337,#17926,334,0,0,0,,"Episodes, 
  100","Status, 
  Finished Airing","Aired, 
  Apr 2, 1990 to Mar 29, 1991","Premiered, 
Spring 1990","Licensors, 
    None found, add some","Studios, 
Gallop","Source, 
  Unknown","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  PG - Children","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #193372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",
207,Kenpuu Denki Berserk,Magic Knight Rayearth,Ys,Seirei no Moribito,Grancrest Senki,Tenkuu no Escaflowne,Arslan Senki,Tales of Symphonia The Animation: Sylvarant-hen,Slayers,Shingeki no Bahamut: Genesis,"Maruyama, Masao:Producer","Nagaoka, Akinori:Director","Kawasaki, Hirotsugu:Episode Director","Yamada, Katsuhisa:Episode Director",Lodoss-tou Senki,#2472,#2441,"75,813",21,12,4,"['Maruyama, Masao', 'Producer'], ['Nagaoka, Akinori', 'Director'], ['Kawasaki, Hirotsugu', 'Episode Director'], ['Yamada, Katsuhisa', 'Episode Director']","Type, 
OVA","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jun 30, 1990 to Nov 23, 1991","Studios, 
Madhouse","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Duration, 
  25 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.341 (scored by 2553725,537 users)
      


1
          indicates a weighted score.","Ranked, 
  #24722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #2441","Members, 
    75,813","Adaptation:: /manga/78395/Lodoss-tou_Senki, Alternative version:: /anime/206/Lodoss-tou_Senki__Eiyuu_Kishi_Den, Character:: /anime/515/Hajimari_no_Boukensha-tachi__Legend_of_Crystania"
