index,rec_1,rec_2,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_3
1985,Chou Denji Machine Voltes V,Koutetsu Jeeg,,,,,,,,"Katsumata, Tomoharu:Director","Yamayoshi, Yasuo:Director","Kasai, Osamu:Episode Director","Matsuura, Johei:Episode Director",UFO Robo Grendizer,#1542,#5871,"12,031",6,0,0,"['Katsumata, Tomoharu', 'Director'], ['Yamayoshi, Yasuo', 'Director'], ['Kasai, Osamu', 'Episode Director'], ['Matsuura, Johei', 'Episode Director']","Episodes, 
  74","Status, 
  Finished Airing","Aired, 
  Oct 5, 1975 to Feb 27, 1977","Premiered, 
Fall 1975","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.571 (scored by 55805,580 users)
      


1
          indicates a weighted score.","Ranked, 
  #15422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/8558/UFO_Robo_Grendizer, Side story:: /anime/3481/Grendizer__Getter_Robo_G_-_Great_Mazinger_Kessen_Daikaijuu, Alternative version:: /anime/5620/Uchuu_Enban_Dai-Sensou",
2825,Animation Kikou: Marco Polo no Bouken,Chiisana Viking Vickie,Arabian Night: Sindbad no Bouken,Magi: Sinbad no Bouken,,,,,,"Kurokawa, Fumio:Director","Urakami, Yasuo:Sound Director","Yukimuro, Shunichi:Script","Kaneko, Yutaka:Script",Arabian Nights: Sindbad no Bouken (TV),#3098,#7181,"7,374",1,0,0,"['Kurokawa, Fumio', 'Director'], ['Urakami, Yasuo', 'Sound Director'], ['Yukimuro, Shunichi', 'Script'], ['Kaneko, Yutaka', 'Script']","Type, 
TV","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Oct 1, 1975 to Sep 29, 1976","Producers, 
Studio Jack","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Book","Genres, 
AdventureAdventure,         FantasyFantasy,         RomanceRomance","Theme, 
HistoricalHistorical","Duration, 
  24 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.221 (scored by 36633,663 users)
      


1
          indicates a weighted score.",Alternative version:: /anime/7786/Arabian_Night__Sindbad_no_Bouken,Magi: The Labyrinth of Magic
4198,Mazinger Z,Getter Robo,,,,,,,,"Akehi, Masayuki:Director","Morishita, Kouzou:Episode Director","Yamayoshi, Yasuo:Episode Director","Ochiai, Masamune:Episode Director",Koutetsu Jeeg,#3719,#9400,"3,560",1,1,0,"['Akehi, Masayuki', 'Director'], ['Morishita, Kouzou', 'Episode Director'], ['Yamayoshi, Yasuo', 'Episode Director'], ['Ochiai, Masamune', 'Episode Director']","Episodes, 
  46","Status, 
  Finished Airing","Aired, 
  Oct 5, 1975 to Aug 29, 1976","Premiered, 
Fall 1975","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Original","Genres, 
ActionAction,         FantasyFantasy,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MythologyMythology","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.101 (scored by 11591,159 users)
      


1
          indicates a weighted score.","Ranked, 
  #37192

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/30723/Koutetsu_Jeeg, Sequel:: /anime/2157/Koutetsushin_Jeeg",UFO Robo Grendizer
3915,,,,,,,,,,"Mashimo, Kouichi:Co-Director","Sasagawa, Hiroshi:Director","Nishikubo, Mizuho:Episode Director","Annou, Masami:Episode Director",Time Bokan,#6978,#10144,"2,769",1,1,0,"['Mashimo, Kouichi', 'Co-Director'], ['Sasagawa, Hiroshi', 'Director'], ['Nishikubo, Mizuho', 'Episode Director'], ['Annou, Masami', 'Episode Director']","Type, 
TV","Episodes, 
  61","Status, 
  Finished Airing","Aired, 
  Oct 4, 1975 to Dec 25, 1976","Producers, 
Harmony Gold","Licensors, 
    None found, add some","Studios, 
Tatsunoko Production","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy","Theme, 
MechaMecha","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.471 (scored by 733733 users)
      


1
          indicates a weighted score.","Alternative setting:: /anime/3008/Time_Bokan_Series__Yatterman, Character:: /anime/51144/Seikimatsu_Densetsu__Wonderful_Tatsunoko_Land",
4935,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,,,,,,,,,"Yabuki, Kimio:Director","Nitta, Yoshikata:Director","Imazawa, Tetsuo:Episode Director","Nagaki, Bonjin:Episode Director",Ikkyuu-san,#4712,#10528,"2,464",3,1,0,"['Yabuki, Kimio', 'Director'], ['Nitta, Yoshikata', 'Director'], ['Imazawa, Tetsuo', 'Episode Director'], ['Nagaki, Bonjin', 'Episode Director']","Type, 
TV","Episodes, 
  296","Status, 
  Finished Airing","Aired, 
  Oct 15, 1975 to Jun 28, 1982","Producers, 
TV Asahi","Licensors, 
    None found, add some","Studios, 
Toei Animation","Source, 
  Unknown","Genre, 
ComedyComedy","Theme, 
HistoricalHistorical","Demographic, 
KidsKids","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Side story:: /anime/21467/Ikkyuu-san_to_Yancha_Hime, Alternative version:: /anime/30247/Congming_de_Yixiu_Zhi_Fan_Dou_Gongzhu",
5104,,,,,,,,,,"Udagawa, Kazuhiko:Director","Annou, Takashi:Episode Director","Okuda, Seiji:Episode Director","Yukimuro, Shunichi:Script",Andes Shounen Pepero no Bouken,#5859,#12610,"1,226",0,0,0,"['Udagawa, Kazuhiko', 'Director'], ['Annou, Takashi', 'Episode Director'], ['Okuda, Seiji', 'Episode Director'], ['Yukimuro, Shunichi', 'Script']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 6, 1975 to Mar 29, 1976","Producers, 
Wako Productions","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Unknown","Genre, 
AdventureAdventure","Duration, 
  24 min. per ep.","Rating, 
  PG - Children","Score, 
6.661 (scored by 384384 users)
      


1
          indicates a weighted score.","Ranked, 
  #58592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
11268,,,,,,,,,,"Dezaki, Osamu:Episode Director","Takayashiki, Hideo:Episode Director","Nagaoka, Akinori:Episode Director","Kaneko, Yutaka:Script",Ganso Tensai Bakabon,#6962,#12661,"1,210",0,0,0,"['Dezaki, Osamu', 'Episode Director'], ['Takayashiki, Hideo', 'Episode Director'], ['Nagaoka, Akinori', 'Episode Director'], ['Kaneko, Yutaka', 'Script']","Episodes, 
  103","Status, 
  Finished Airing","Aired, 
  Oct 6, 1975 to Sep 26, 1977","Premiered, 
Fall 1975","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Manga","Genres, 
ComedyComedy,         Slice of LifeSlice of Life","Theme, 
Gag HumorGag Humor","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.471 (scored by 339339 users)
      


1
          indicates a weighted score.","Ranked, 
  #69622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/23322/Tensai_Bakabon, Prequel:: /anime/6468/Tensai_Bakabon, Alternative version:: /anime/19961/Heisei_Tensai_Bakabon, Character:: /anime/24373/Bakabon_Osomatsu_no_Karee_wo_Tazunete_Sansenri, Other:: /anime/37662/Shinya_Tensai_Bakabon",
3822,Alps no Shoujo Heidi,,,,,,,,,"Kanda, Takeyuki:Director","Endou, Masaharu:Episode Director","Maruyama, Masao:Script","Okuda, Seiji:Storyboard",Sougen no Shoujo Laura,#7929,#13318,"1,003",0,0,0,"['Kanda, Takeyuki', 'Director'], ['Endou, Masaharu', 'Episode Director'], ['Maruyama, Masao', 'Script'], ['Okuda, Seiji', 'Storyboard']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 7, 1975 to Mar 30, 1976","Producers, 
    None found, add some","Licensors, 
    None found, add some","Studios, 
Nippon Animation","Source, 
  Other","Genre, 
AdventureAdventure","Theme, 
HistoricalHistorical","Duration, 
  24 min. per ep.","Rating, 
  G - All Ages","Score, 
6.301 (scored by 174174 users)
      


1
          indicates a weighted score.",,
8240,Chiisana Viking Vickie,Hajime Ningen Gyatoruz,,,,,,,,Rintarou:Director,"Ishiguro, Noboru:Storyboard","Takahashi, Ryousuke:Storyboard","Horie, Mitsuko:Theme Song Performance",Wanpaku Oomukashi Kum Kum,#8693,#13434,971,0,0,0,"['Rintarou', 'Director'], ['Ishiguro, Noboru', 'Storyboard'], ['Takahashi, Ryousuke', 'Storyboard'], ['Horie, Mitsuko', 'Theme Song Performance']","Type, 
TV","Episodes, 
  26","Status, 
  Finished Airing","Aired, 
  Oct 3, 1975 to Mar 26, 1976","Producers, 
Tohokushinsha Film Corporation","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
AdventureAdventure,         ComedyComedy","Theme, 
HistoricalHistorical","Demographic, 
KidsKids","Duration, 
  25 min. per ep.","Rating, 
  G - All Ages",,
43384,,,,,,,,,,,,,,Chu Fa Zhi Qian,#18834,#21519,131,0,0,0,,"Episodes, 
  1","Status, 
  Finished Airing","Aired, 
  Oct 1, 1975","Producers, 
    None found, add some","Source, 
  Original","Demographic, 
KidsKids","Duration, 
  40 min.","Rating, 
  G - All Ages","Score, 
N/A1 (scored by - users)
      
1
          indicates a weighted score.","Ranked, 
  #188342

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #21519","Members, 
    131","Favorites, 
  0",,
