index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_9,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_8
740,Mahou Shoujo Madoka★Magica,Shin Shirayuki-hime Densetsu Prétear,Ultra Maniac,Tokyo Mew Mew,Yes! Precure 5,Mahou Shoujo Lyrical Nanoha,Smile Precure!,,,"Simone, Jamie:Producer","Ikuhara, Kunihiko:Director","Satou, Junichi:Director","Endou, Yuuji:Sound Director",Bishoujo Senshi Sailor Moon R,#1165,#1455,"158,697",13,4,0,"['Simone, Jamie', 'Producer'], ['Ikuhara, Kunihiko', 'Director'], ['Satou, Junichi', 'Director'], ['Endou, Yuuji', 'Sound Director']","Type, 
TV","Episodes, 
  43","Status, 
  Finished Airing","Aired, 
  Mar 6, 1993 to Mar 12, 1994","Producers, 
TV Asahi,       Toei Advertising","Licensors, 
ADV Films,       VIZ Media,       DiC Entertainment","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
FantasyFantasy,         RomanceRomance","Themes, 
Mahou ShoujoMahou Shoujo,         MythologyMythology","Demographic, 
ShoujoShoujo","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/92/Bishoujo_Senshi_Sailor_Moon, Prequel:: /anime/530/Bishoujo_Senshi_Sailor_Moon, Side story:: /anime/531/Bishoujo_Senshi_Sailor_Moon_R__The_Movie, Sequel:: /anime/532/Bishoujo_Senshi_Sailor_Moon_S, Summary:: /anime/8756/Bishoujo_Senshi_Sailor_Moon_Memorial, Alternative version:: /anime/14751/Bishoujo_Senshi_Sailor_Moon_Crystal",
89,"Ima, Soko ni Iru Boku",Kidou Senshi Gundam: Tekketsu no Orphans,Densetsu Kyojin Ideon,Bokura no,Aldnoah.Zero,Shinseiki Evangelion,,,,"Yatate, Hajime:Producer","Ueda, Masuo:Producer","Tomino, Yoshiyuki:Director","Sekita, Osamu:Director",Kidou Senshi Victory Gundam,#5156,#4151,"28,031",14,4,4,"['Yatate, Hajime', 'Producer'], ['Ueda, Masuo', 'Producer'], ['Tomino, Yoshiyuki', 'Director'], ['Sekita, Osamu', 'Director']","Type, 
TV","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Apr 2, 1993 to Mar 25, 1994","Producers, 
TV Asahi,       Sotsu,       Apollon","Licensors, 
Nozomi Entertainment","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         DramaDrama,         Sci-FiSci-Fi","Themes, 
MechaMecha,         MilitaryMilitary,         SpaceSpace","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.791 (scored by 1113211,132 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/116678/Kidou_Senshi_V_Gundam, Prequel:: /anime/88/Kidou_Senshi_Gundam_F91, Sequel:: /anime/95/Turn_A_Gundam, Summary:: /anime/40464/Kidou_Senshi_Gundam__Hikaru_Inochi_Chronicle_UC",
2400,Yuugen Kaisha,Kyoukai no Rinne,Haunted Junction,Yakushiji Ryouko no Kaiki Jikenbo,Dirty Pair,Slayers,Jigoku Sensei Nube,,,"Seki, Hiromi:Producer","Umezawa, Atsutoshi:Director","Shimizu, Junji:Episode Director","Iwai, Takao:Episode Director",GS Mikami,#2859,#5512,"14,139",3,0,0,"['Seki, Hiromi', 'Producer'], ['Umezawa, Atsutoshi', 'Director'], ['Shimizu, Junji', 'Episode Director'], ['Iwai, Takao', 'Episode Director']","Episodes, 
  45","Status, 
  Finished Airing","Aired, 
  Apr 11, 1993 to Mar 6, 1994","Premiered, 
Spring 1993","Licensors, 
Sentai Filmworks","Studios, 
Toei Animation","Source, 
  Manga","Genres, 
ComedyComedy,         SupernaturalSupernatural","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.271 (scored by 48154,815 users)
      


1
          indicates a weighted score.","Ranked, 
  #28592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/3822/GS_Mikami__Gokuraku_Daisakusen, Side story:: /anime/3037/GS_Mikami__Gokuraku_Daisakusen",
2335,Dragon Ball,,,,,,,,,"Kobayashi, Noriko:Producer","Okuno, Toshiaki:Producer","Yoshida, Shunji:Director","Yuyama, Kunihiko:Director",Kenyuu Densetsu Yaiba,#3481,#6576,"9,178",2,0,1,"['Kobayashi, Noriko', 'Producer'], ['Okuno, Toshiaki', 'Producer'], ['Yoshida, Shunji', 'Director'], ['Yuyama, Kunihiko', 'Director']","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 9, 1993 to Apr 1, 1994","Premiered, 
Spring 1993","Licensors, 
    None found, add some","Studios, 
Pastel","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         FantasyFantasy","Theme, 
Martial ArtsMartial Arts","Demographic, 
ShounenShounen","Duration, 
  22 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.151 (scored by 41644,164 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/1631/Yaiba, Side story:: /anime/1369/Meitantei_Conan_OVA_01__Conan_vs_Kid_vs_Yaiba_-_Houtou_Soudatsu_Daikessen",
1199,Naruto,Doraemon (1979),Ninja Hattori-kun,Ninja Hattori-kun (2012),,,,,,"Okamura, Masahiro:Producer","Shibayama, Tsutomu:Director","Ookuma, Akira:Sound Director","Mochizuki, Tomomi:Episode Director",Nintama Rantarou,#3725,#7100,"7,574",1,0,0,"['Okamura, Masahiro', 'Producer'], ['Shibayama, Tsutomu', 'Director'], ['Ookuma, Akira', 'Sound Director'], ['Mochizuki, Tomomi', 'Episode Director']","Type, 
TV","Episodes, 
  Unknown","Status, 
  Currently Airing","Aired, 
  Apr 10, 1993 to ?","Producers, 
NHK","Licensors, 
    None found, add some","Studios, 
Ajia-do","Source, 
  Manga","Genre, 
ComedyComedy","Demographic, 
KidsKids","Duration, 
  10 min.","Rating, 
  G - All Ages","Score, 
7.101 (scored by 24432,443 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/11127/Rakudai_Ninja_Rantarou, Side story:: /anime/2710/Nintama_Rantarou_Movie, Character:: /anime/28581/Nintama_Rantarou_no_Jishin_Youjin_Hi_no_Youjin, Other:: /anime/32773/Nintama_Rantarou_no_Uchuu_Daibouken_with_Cosmic_Front☆Next",
5197,,,,,,,,,,,,,,Dragon League,#2798,#11012,"2,117",1,1,0,,"Episodes, 
  39","Status, 
  Finished Airing","Aired, 
  May 7, 1993 to Feb 27, 1994","Premiered, 
Spring 1993","Licensors, 
    None found, add some","Studios, 
Gallop","Source, 
  Unknown","Genres, 
AdventureAdventure,         ComedyComedy,         FantasyFantasy,         SportsSports","Theme, 
Team SportsTeam Sports","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.281 (scored by 723723 users)
      


1
          indicates a weighted score.","Ranked, 
  #27982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
2758,Slam Dunk,IS: Infinite Stratos,Yuusha Keisatsu J-Decker,,,,,,,"Minami, Masahiko:Producer","Amino, Tetsurou:Director","Watanabe, Shinichirou:Episode Director","Ohata, Kiyotaka:Episode Director",Shippuu! Iron Leaguer,#2372,#11707,"1,668",4,0,0,"['Minami, Masahiko', 'Producer'], ['Amino, Tetsurou', 'Director'], ['Watanabe, Shinichirou', 'Episode Director'], ['Ohata, Kiyotaka', 'Episode Director']","Episodes, 
  52","Status, 
  Finished Airing","Aired, 
  Apr 6, 1993 to Mar 29, 1994","Premiered, 
Spring 1993","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
Sci-FiSci-Fi,         SportsSports","Themes, 
MechaMecha,         Team SportsTeam Sports","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.361 (scored by 512512 users)
      


1
          indicates a weighted score.","Ranked, 
  #23722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Sequel:: /anime/13449/Shippuu_Iron_Leaguer__Silver_no_Hata_no_Moto_ni,
5395,Gear Fighter Dendoh,,,,,,,,,"Kawase, Toshifumi:Director","Taniguchi, Gorou:Episode Director","Hidaka, Masamitsu:Episode Director","Kou, Yuu:Episode Director",Nekketsu Saikyou Go-Saurer,#2770,#11737,"1,646",0,0,0,"['Kawase, Toshifumi', 'Director'], ['Taniguchi, Gorou', 'Episode Director'], ['Hidaka, Masamitsu', 'Episode Director'], ['Kou, Yuu', 'Episode Director']","Episodes, 
  51","Status, 
  Finished Airing","Aired, 
  Mar 3, 1993 to Feb 23, 1994","Premiered, 
Spring 1993","Licensors, 
    None found, add some","Studios, 
Sunrise","Source, 
  Original","Genres, 
ActionAction,         Sci-FiSci-Fi","Theme, 
MechaMecha","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.281 (scored by 417417 users)
      


1
          indicates a weighted score.","Ranked, 
  #27702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Alternative setting:: /anime/1897/Zettai_Muteki_Raijin-Oh,
6779,,,,,,,,,,,,,,Pokonyan!,#3729,#12808,"1,157",0,0,0,,"Episodes, 
  170","Status, 
  Finished Airing","Aired, 
  Apr 5, 1993 to Mar 29, 1996","Premiered, 
Spring 1993","Licensors, 
Enoki Films","Studios, 
Animation 21","Source, 
  Picture book","Genres, 
ComedyComedy,         FantasyFantasy","Demographic, 
KidsKids","Duration, 
  10 min. per ep.","Rating, 
  PG - Children","Score, 
7.101 (scored by 485485 users)
      


1
          indicates a weighted score.","Ranked, 
  #37292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",,
7681,,,,,,,,,,,,,,Kyouryuu Wakusei,#6218,#14747,665,0,0,0,,"Type, 
TV","Episodes, 
  60","Status, 
  Finished Airing","Aired, 
  Apr 5, 1993 to Jan 27, 1994","Producers, 
Studio Junio","Licensors, 
    None found, add some","Studios, 
    None found, add some","Source, 
  Original","Genres, 
AdventureAdventure,         FantasyFantasy,         Sci-FiSci-Fi","Theme, 
HistoricalHistorical","Duration, 
  15 min. per ep.","Rating, 
  PG - Children","Score, 
6.601 (scored by 135135 users)
      


1
          indicates a weighted score.",Other:: /anime/4470/Gene_Diver,
1016,Koukaku Kidoutai,Armitage III,Metropolis,Mardock Scramble: The First Compression,Iria: Zeiram The Animation,Texhnolyze,Inuyashiki,NieR:Automata Ver1.1a,Casshern: Robot Hunter,"Greenfield, Matt:Producer","Fukutomi, Hiroshi:Director","Kishiro, Yukito:Original Creator","Wada, Kaoru:Music",Gunnm,#3899,#2774,"61,345",18,9,2,"['Greenfield, Matt', 'Producer'], ['Fukutomi, Hiroshi', 'Director'], ['Kishiro, Yukito', 'Original Creator'], ['Wada, Kaoru', 'Music']","Type, 
OVA","Episodes, 
  2","Status, 
  Finished Airing","Aired, 
  Jun 21, 1993 to Aug 21, 1993","Studios, 
Madhouse","Source, 
  Manga","Genres, 
DramaDrama,         Sci-FiSci-Fi","Theme, 
MechaMecha","Demographic, 
SeinenSeinen","Duration, 
  30 min. per ep.","Rating, 
  R+ - Mild Nudity","Score, 
7.071 (scored by 2856228,562 users)
      


1
          indicates a weighted score.","Ranked, 
  #38992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/768/Gunnm, Other:: /anime/17659/Gunnm_3D_Special",Innocence
