index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_10
25777,Owari no Seraph: Nagoya Kessen-hen,God Eater,Sidonia no Kishi: Daikyuu Wakusei Seneki,Black Bullet,Owari no Seraph,Koutetsujou no Kabaneri,Big Order (TV),Yakusoku no Neverland,Vinland Saga Season 2,"Cook, Justin:Producer","Yabuta, Shuuhei:Producer","Wada, Jouji:Producer","Maeda, Toshihiro:Producer",Shingeki no Kyojin Season 2,#126,#12,"2,703,870",168,24,16,"['Cook, Justin', 'Producer'], ['Yabuta, Shuuhei', 'Producer'], ['Wada, Jouji', 'Producer'], ['Maeda, Toshihiro', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 1, 2017 to Jun 17, 2017","Producers, 
Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Techno Sound,       Pony Canyon Enterprises","Licensors, 
Funimation","Studios, 
Wit Studio","Source, 
  Manga","Genres, 
ActionAction,         DramaDrama,         SuspenseSuspense","Themes, 
GoreGore,         MilitaryMilitary,         SurvivalSurvival","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Adaptation:: /manga/23390/Shingeki_no_Kyojin, Prequel:: /anime/16498/Shingeki_no_Kyojin, Sequel:: /anime/35760/Shingeki_no_Kyojin_Season_3, Alternative version:: /anime/36702/Shingeki_no_Kyojin_Season_2_Movie__Kakusei_no_Houkou, Other:: /anime/39478/Shingeki_no_Kyojin_in_the_Dome__Heishi-tachi_no_Hoshizora, Summary:: /anime/42091/Shingeki_no_Kyojin__Chronicle",
33486,Naruto,One Punch Man 2nd Season,Black Clover,World Trigger,Fairy Tail,Ansatsu Kyoushitsu 2nd Season,Hunter x Hunter (2011),One Punch Man,Ansatsu Kyoushitsu,"Cook, Justin:Producer","Nagai, Kouji:Producer","Oyabu, Yoshihiro:Producer","Kazumasa, Sanjouba:Producer",Boku no Hero Academia 2nd Season,#515,#15,"2,506,724",142,18,11,"['Cook, Justin', 'Producer'], ['Nagai, Kouji', 'Producer'], ['Oyabu, Yoshihiro', 'Producer'], ['Kazumasa, Sanjouba', 'Producer']","Type, 
TV","Episodes, 
  25","Status, 
  Finished Airing","Aired, 
  Apr 1, 2017 to Sep 30, 2017","Producers, 
Dentsu,       Yomiuri Telecasting,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha","Licensors, 
Funimation","Studios, 
Bones","Source, 
  Manga","Genre, 
ActionAction","Themes, 
SchoolSchool,         Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/75989/Boku_no_Hero_Academia, Prequel:: /anime/31964/Boku_no_Hero_Academia, Side story:: /anime/35459/Boku_no_Hero_Academia__Training_of_the_Dead, Sequel:: /anime/36456/Boku_no_Hero_Academia_3rd_Season",Concrete Revolutio: Choujin Gensou - The Last Song
34566,Boku no Hero Academia,Dragon Ball Super,Naruto,Major 2nd,Hunter x Hunter (2011),Kekkaishi,Naruto: Shippuuden,Boku no Hero Academia 5th Season,Koe no Katachi,"Simone, Jamie:Producer","Yamashita, Hiroyuki:Director","Abe, Noriyuki:Director","Kouda, Masayuki:Director",Boruto: Naruto Next Generations,#9355,#201,"860,553",160,93,163,"['Simone, Jamie', 'Producer'], ['Yamashita, Hiroyuki', 'Director'], ['Abe, Noriyuki', 'Director'], ['Kouda, Masayuki', 'Director']","Episodes, 
  293","Status, 
  Finished Airing","Aired, 
  Apr 5, 2017 to Mar 26, 2023","Premiered, 
Spring 2017","Licensors, 
VIZ Media","Studios, 
Pierrot","Source, 
  Manga","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Theme, 
Martial ArtsMartial Arts","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.031 (scored by 437516437,516 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/87866/Naruto_Gaiden__Nanadaime_Hokage_to_Akairo_no_Hanatsuzuki, Prequel:: /anime/1735/Naruto__Shippuuden, Alternative version:: /anime/28755/Boruto__Naruto_the_Movie, Side story:: /anime/35072/Boruto__Jump_Festa_2016_Special, Other:: /anime/36564/Kamiusagi_Rope_x_Boruto__Naruto_Next_Generations, Sequel:: /anime/54687/Boruto__Naruto_Next_Generations_Part_2",Katekyou Hitman Reborn!
32951,Mahouka Koukou no Rettousei,Kuusen Madoushi Kouhosei no Kyoukan,Rakudai Kishi no Cavalry,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,Kono Subarashii Sekai ni Shukufuku wo!,Denpa Kyoushi,Assassins Pride,Ansatsu Kyoushitsu,"Cook, Justin:Producer","Satomi, Tetsurou:Producer","Isogai, Noritomo:Producer","Onohata, Ryou:Producer",Rokudenashi Majutsu Koushi to Akashic Records,#3637,#270,"726,916",79,32,23,"['Cook, Justin', 'Producer'], ['Satomi, Tetsurou', 'Producer'], ['Isogai, Noritomo', 'Producer'], ['Onohata, Ryou', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 4, 2017 to Jun 20, 2017","Producers, 
Media Factory,       AT-X,       Ultra Super Pictures,       Tohokushinsha Film Corporation,       Sony Music Communications,       Fujimi Shobo,       Kanetsu Investment,       Kadokawa","Licensors, 
Funimation","Studios, 
LIDENFILMS","Source, 
  Light novel","Genres, 
ActionAction,         FantasyFantasy","Theme, 
SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.131 (scored by 414829414,829 users)
      


1
          indicates a weighted score.",Adaptation:: /manga/75065/Rokudenashi_Majutsu_Koushi_to_Akashic_Records,Zero no Tsukaima
32901,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Imouto sae Ireba Ii.,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,Himouto! Umaru-chan,Saenai Heroine no Sodatekata,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,Bakuman.,Gamers!,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Oowada, Tomoyuki:Producer","Kananiwa, Kozue:Producer","Niwa, Masami:Producer","Takeshita, Ryouhei:Director",Eromanga-sensei,#7734,#279,"718,126",104,47,76,"['Oowada, Tomoyuki', 'Producer'], ['Kananiwa, Kozue', 'Producer'], ['Niwa, Masami', 'Producer'], ['Takeshita, Ryouhei', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 9, 2017 to Jun 25, 2017","Producers, 
Aniplex,       Movic,       ASCII Media Works,       BS11,       Kinoshita Group Holdings","Licensors, 
Aniplex of America","Studios, 
A-1 Pictures","Source, 
  Light novel","Genres, 
ComedyComedy,         RomanceRomance,         EcchiEcchi","Theme, 
Otaku CultureOtaku Culture","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.341 (scored by 424651424,651 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/63271/Eromanga-sensei, Side story:: /anime/36792/Eromanga-sensei_OVA",Domestic na Kanojo
34822,Just Because!,Byousoku 5 Centimeter,Tonikaku Kawaii,Tsurezure Children,Kimi ni Todoke,Hourou Musuko,Kimi no Na wa.,Toradora!,School Days,"Cook, Justin:Producer","Maeda, Toshihiro:Producer","Kamei, Hiroshi:Producer","Okamura, Takema:Producer",Tsuki ga Kirei,#551,#404,"541,597",302,19,16,"['Cook, Justin', 'Producer'], ['Maeda, Toshihiro', 'Producer'], ['Kamei, Hiroshi', 'Producer'], ['Okamura, Takema', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 7, 2017 to Jun 30, 2017","Producers, 
Sotsu,       Mainichi Broadcasting System,       flying DOG","Licensors, 
Funimation,       Crunchyroll","Studios, 
feel.","Source, 
  Original","Genre, 
RomanceRomance","Theme, 
SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.051 (scored by 253992253,992 users)
      


1
          indicates a weighted score.","Summary:: /anime/35602/Tsuki_ga_Kirei__Michinori, Side story:: /anime/36539/Tsuki_ga_Kirei_Special",Isshuukan Friends.
34561,Fate/Zero,Fate/Apocrypha,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Re:Zero kara Hajimeru Isekai Seikatsu,Shirobako,Infini-T Force,Digimon Tamers,Fate/stay night: Unlimited Blade Works,Durarara!!,"Aoki, Ei:Director","Aketagawa, Jin:Sound Director","Katou, Makoto:Episode Director","Arai, Kazuto:Episode Director",Re:Creators,#1673,#443,"500,710",155,39,39,"['Aoki, Ei', 'Director'], ['Aketagawa, Jin', 'Sound Director'], ['Katou, Makoto', 'Episode Director'], ['Arai, Kazuto', 'Episode Director']","Type, 
TV","Episodes, 
  22","Status, 
  Finished Airing","Aired, 
  Apr 8, 2017 to Sep 16, 2017","Producers, 
Aniplex,       Magic Capsule,       Shogakukan,       ABC Animation","Licensors, 
    None found, add some","Studios, 
TROYCA","Source, 
  Original","Genres, 
ActionAction,         FantasyFantasy","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.551 (scored by 197206197,206 users)
      


1
          indicates a weighted score.","Ranked, 
  #16732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/103727/Re_Creators,Drifters
32887,Sword Art Online,Toaru Kagaku no Railgun S,Kono Subarashii Sekai ni Shukufuku wo!,Hidan no Aria AA,Boku no Hero Academia,Goblin Slayer,,,,"Shiji, Yuuichirou:Producer","Miyazaki, Seiji:Producer","Yonemori, Hiroto:Producer","Suzuki, Kaoru:Producer",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,#3896,#498,"451,277",21,14,14,"['Shiji, Yuuichirou', 'Producer'], ['Miyazaki, Seiji', 'Producer'], ['Yonemori, Hiroto', 'Producer'], ['Suzuki, Kaoru', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 15, 2017 to Jul 1, 2017","Producers, 
Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       SoftBank Creative,       MAGES.,       Hakuhodo DY Music & Pictures,       FuRyu,       Imagine","Licensors, 
Sentai Filmworks","Studios, 
J.C.Staff","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Duration, 
  25 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.071 (scored by 225452225,452 users)
      


1
          indicates a weighted score.","Ranked, 
  #38962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Adaptation:: /manga/66433/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria, Parent story:: /anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka",
33502,Plastic Memories,Black Bullet,86,Darling in the FranXX,Jinrui wa Suitai Shimashita,Angel Beats!,Rokudenashi Majutsu Koushi to Akashic Records,Re:Zero kara Hajimeru Isekai Seikatsu,Guilty Crown,"Yamada, Ryousuke:Producer","Wada, Junichi:Director","Motoyama, Satoshi:Sound Director","Anzai, Takefumi:Episode Director",Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,#1272,#569,"398,731",98,29,8,"['Yamada, Ryousuke', 'Producer'], ['Wada, Junichi', 'Director'], ['Motoyama, Satoshi', 'Sound Director'], ['Anzai, Takefumi', 'Episode Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 11, 2017 to Jun 27, 2017","Producers, 
Lantis,       AT-X,       DAX Production,       KlockWorx,       Kadokawa Media House,       Production Ace,       Kadokawa","Licensors, 
Funimation","Studios, 
Satelight,       C2C","Source, 
  Light novel","Genres, 
DramaDrama,         FantasyFantasy,         RomanceRomance,         Sci-FiSci-Fi","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.671 (scored by 190392190,392 users)
      


1
          indicates a weighted score.","Ranked, 
  #12722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",Adaptation:: /manga/81211/Shuumatsu_Nani_Shitemasu_ka_Isogashii_desu_ka_Sukutte_Moratte_Ii_desu_ka,Gunslinger Girl
33475,Trinity Seven,Maji de Watashi ni Koi Shinasai!,Rakudai Kishi no Cavalry,Beelzebub,Arifureta Shokugyou de Sekai Saikyou,Kami nomi zo Shiru Sekai,Seireitsukai no Blade Dance,Yamada-kun to 7-nin no Majo,Absolute Duo,"Tabeya, Masahiro:Producer","Ishigami, Joutarou:Producer","Katou, Akira:Producer","Tachibana, Hideki:Director",Busou Shoujo Machiavellianism,#4781,#604,"382,112",35,20,18,"['Tabeya, Masahiro', 'Producer'], ['Ishigami, Joutarou', 'Producer'], ['Katou, Akira', 'Producer'], ['Tachibana, Hideki', 'Director']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Apr 5, 2017 to Jun 21, 2017","Producers, 
Media Factory,       AT-X,       Nippon Columbia,       KlockWorx,       Glovision,       Kadokawa Media House,       Toshiba Digital Frontiers,       Tsukuru no Mori,       Kadokawa","Licensors, 
Sentai Filmworks","Studios, 
SILVER LINK.,       Connect","Source, 
  Manga","Genres, 
ActionAction,         ComedyComedy,         EcchiEcchi","Themes, 
HaremHarem,         Martial ArtsMartial Arts,         SchoolSchool","Demographic, 
ShounenShounen","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/81707/Busou_Shoujo_Machiavellianism, Sequel:: /anime/35314/Busou_Shoujo_Machiavellianism__Doki_Goken-darake_no_Ian_Ryokou",Needless
