index,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_10,staff_1,staff_2,staff_3,staff_4,Title,Ranked,Popularity,Members,PositiveReviews,MixedReviews,NegativeReviews,Staff,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Related_content,rec_9
39587,Steins;Gate,Shinseiki Evangelion,Death Parade,Shin Evangelion Movie: ||,Kono Subarashii Sekai ni Shukufuku wo!,Higurashi no Naku Koro ni,Boku dake ga Inai Machi,Isekai Ojisan,,"Yoshikawa, Tsunaki:Producer","Watanabe, Masaharu:Director","Aketagawa, Jin:Sound Director","Tsuchiya, Hiroyuki:Episode Director",Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,#228,#135,"1,099,429",131,35,33,"['Yoshikawa, Tsunaki', 'Producer'], ['Watanabe, Masaharu', 'Director'], ['Aketagawa, Jin', 'Sound Director'], ['Tsuchiya, Hiroyuki', 'Episode Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 8, 2020 to Sep 30, 2020","Producers, 
AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","Licensors, 
    None found, add some","Studios, 
White Fox","Source, 
  Light novel","Genres, 
DramaDrama,         FantasyFantasy,         SuspenseSuspense","Themes, 
IsekaiIsekai,         PsychologicalPsychological,         Time TravelTime Travel","Duration, 
  26 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.331 (scored by 639078639,078 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/74697/Re_Zero_kara_Hajimeru_Isekai_Seikatsu, Prequel:: /anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu, Sequel:: /anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2, Spin-off:: /anime/42364/Re_Zero_kara_Hajimeru_Break_Time_2nd_Season",
40839,Nisekoi,5-toubun no Hanayome,Kanojo mo Kanojo,Domestic na Kanojo,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Golden Time,Tonikaku Kawaii,Gamers!,"Ijiranaide, Nagatoro-san","Aoi, Hiroyuki:Producer","Simone, Jamie:Producer","Matsuzaki, Yoshiyuki:Producer","Sawada, Airi:Producer","Kanojo, Okarishimasu",#4288,#159,"978,981",212,100,152,"['Aoi, Hiroyuki', 'Producer'], ['Simone, Jamie', 'Producer'], ['Matsuzaki, Yoshiyuki', 'Producer'], ['Sawada, Airi', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 11, 2020 to Sep 26, 2020","Producers, 
Mainichi Broadcasting System,       Kodansha,       DMM pictures,       DMM Music","Licensors, 
    None found, add some","Studios, 
TMS Entertainment","Source, 
  Manga","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
Adult CastAdult Cast,         HaremHarem","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/108407/Kanojo_Okarishimasu, Other:: /anime/42867/Kanojo_Okarishimasu_Petit, Sequel:: /anime/42963/Kanojo_Okarishimasu_2nd_Season",Koi to Uso
41353,Kami no Tou,Jujutsu Kaisen,Dragon Ball Z,Dragon Ball Super,Wu Shan Wu Xing (2020),Bleach,SKET Dance,Megalo Box,Noblesse,"Simone, Jamie:Producer","Kawagoe, Wataru:Producer","Park, Seong-Hu:Director","Koizumi, Kisuke:Sound Director",The God of High School,#3883,#185,"905,820",137,104,136,"['Simone, Jamie', 'Producer'], ['Kawagoe, Wataru', 'Producer'], ['Park, Seong-Hu', 'Director'], ['Koizumi, Kisuke', 'Sound Director']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 6, 2020 to Sep 28, 2020","Producers, 
Crunchyroll,       Sola Entertainment,       Naver Webtoons","Licensors, 
VIZ Media","Studios, 
MAPPA","Source, 
  Web manga","Genres, 
ActionAction,         FantasyFantasy","Themes, 
Martial ArtsMartial Arts,         Super PowerSuper Power","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.071 (scored by 514609514,609 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/111996/The_God_of_High_School, Other:: /anime/42893/The_God_of_High_School_PV",Kengan Ashura
40496,Mahouka Koukou no Rettousei,One Punch Man,Overlord,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",Kenja no Mago,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Xian Wang de Richang Shenghuo,Shikkakumon no Saikyou Kenja,Kage no Jitsuryokusha ni Naritakute!,"Oowada, Tomoyuki:Producer","Nakayama, Nobuhiro:Producer","Iizuka, Aya:Producer","Kaneko, Hayato:Producer","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",#2388,#238,"792,764",209,60,48,"['Oowada, Tomoyuki', 'Producer'], ['Nakayama, Nobuhiro', 'Producer'], ['Iizuka, Aya', 'Producer'], ['Kaneko, Hayato', 'Producer']","Type, 
TV","Episodes, 
  13","Status, 
  Finished Airing","Aired, 
  Jul 4, 2020 to Sep 26, 2020","Producers, 
Aniplex,       Movic,       AT-X,       Studio Mausu,       Tokyo MX,       Q-Tec,       Docomo Anime Store,       Medicos Entertainment,       BS11,       Contents Seed,       Kadokawa,       ADK Marketing Solutions","Licensors, 
Aniplex of America","Studios, 
SILVER LINK.","Source, 
  Light novel","Genres, 
ActionAction,         FantasyFantasy","Themes, 
MythologyMythology,         ReincarnationReincarnation,         SchoolSchool","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.361 (scored by 469286469,286 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/115437/Maou_Gakuin_no_Futekigousha__Shijou_Saikyou_no_Maou_no_Shiso_Tensei_shite_Shison-tachi_no_Gakkou_e_Kayou, Sequel:: /anime/48417/Maou_Gakuin_no_Futekigousha_II__Shijou_Saikyou_no_Maou_no_Shiso_Tensei_shite_Shison-tachi_no_Gakkou_e_Kayou",Noblesse
40956,Shingeki no Kyojin,Fullmetal Alchemist: Brotherhood,Soul Eater,Black Clover,Kimetsu no Yaiba,,,,,"Cook, Justin:Producer","Kamei, Hiroshi:Producer","Iijima, Emiko:Producer","Herek, Samantha:Assistant Producer",Enen no Shouboutai: Ni no Shou,#954,#250,"764,392",41,20,11,"['Cook, Justin', 'Producer'], ['Kamei, Hiroshi', 'Producer'], ['Iijima, Emiko', 'Producer'], ['Herek, Samantha', 'Assistant Producer']","Type, 
TV","Episodes, 
  24","Status, 
  Finished Airing","Aired, 
  Jul 4, 2020 to Dec 12, 2020","Producers, 
Mainichi Broadcasting System,       Kodansha,       bilibili,       DMM pictures,       DMM Music","Licensors, 
Funimation","Studios, 
David Production","Source, 
  Manga","Genres, 
ActionAction,         FantasyFantasy,         Sci-FiSci-Fi","Theme, 
Super PowerSuper Power","Demographic, 
ShounenShounen","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Adaptation:: /manga/91037/Enen_no_Shouboutai, Prequel:: /anime/38671/Enen_no_Shouboutai, Sequel:: /anime/51818/Enen_no_Shouboutai__San_no_Shou",
39547,White Album 2,Just Because!,Hyouka,Saenai Heroine no Sodatekata ♭,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Kokoro Connect,Kimi ni Todoke 2nd Season,Koe no Katachi,Kimi ni Todoke,"Takahashi, Kazuaki:Producer","Takigasaki, Makoto:Producer","Hasegawa, Yoshinori:Producer","Uesaka, Youichirou:Producer",Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,#213,#273,"724,592",191,43,49,"['Takahashi, Kazuaki', 'Producer'], ['Takigasaki, Makoto', 'Producer'], ['Hasegawa, Yoshinori', 'Producer'], ['Uesaka, Youichirou', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 10, 2020 to Sep 25, 2020","Producers, 
Marvelous Entertainment,       TBS,       Movic,       Delfi Sound,       NBCUniversal Entertainment Japan","Licensors, 
Sentai Filmworks","Studios, 
feel.","Source, 
  Light novel","Genres, 
ComedyComedy,         RomanceRomance","Themes, 
Love PolygonLove Polygon,         SchoolSchool","Duration, 
  24 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
8.351 (scored by 398555398,555 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/40171/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru, Prequel:: /anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku, Other:: /anime/46431/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan__Dakara_Shishunki_wa_Owarazu_ni_Seishun_wa_Tsuzuiteiku",Saenai Heroine no Sodatekata
40052,Black Lagoon,Cowboy Bebop,Banana Fish,Michiko to Hatchin,Baccano!,Fugou Keiji: Balance:Unlimited,Yuukoku no Moriarty,Spy x Family,Death Note,"Okada, Maiko:Producer","Saitou, Masaya:Producer","Itou, Hitoshi:Producer","Kaburagi, Hiro:Director",Great Pretender,#345,#310,"658,826",156,28,17,"['Okada, Maiko', 'Producer'], ['Saitou, Masaya', 'Producer'], ['Itou, Hitoshi', 'Producer'], ['Kaburagi, Hiro', 'Director']","Aired, 
  Jul 9, 2020 to Dec 17, 2020","Premiered, 
Summer 2020","Broadcast, 
    Thursdays at 00, 55 (JST)","Producers, 
Production I.G,       Fuji TV,       BS Fuji,       TOHO animation,       Hakuhodo DY Media Partners","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         MysteryMystery","Themes, 
Adult CastAdult Cast,         Organized CrimeOrganized Crime","Duration, 
  23 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
8.211 (scored by 318919318,919 users)
      


1
          indicates a weighted score.","Ranked, 
  #3452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #310","Members, 
    658,826","Adaptation:: /manga/127039/Great_Pretender, Sequel:: /anime/57184/Great_Pretender__Razbliuto",Durarara!!
40540,,,,,,,,,,"Kaneko, Atsushi:Producer","Futami, Yousuke:Producer","Niwa, Masami:Producer","Fukuda, Eishou:Assistant Producer",Sword Art Online: Alicization - War of Underworld 2nd Season,#1852,#352,"610,925",56,35,45,"['Kaneko, Atsushi', 'Producer'], ['Futami, Yousuke', 'Producer'], ['Niwa, Masami', 'Producer'], ['Fukuda, Eishou', 'Assistant Producer']","Type, 
TV","Episodes, 
  11","Status, 
  Finished Airing","Aired, 
  Jul 12, 2020 to Sep 20, 2020","Producers, 
Aniplex,       Bandai Namco Entertainment,       Egg Firm,       Straight Edge,       Kadokawa","Licensors, 
Aniplex of America","Studios, 
A-1 Pictures","Source, 
  Light novel","Genres, 
ActionAction,         AdventureAdventure,         FantasyFantasy","Theme, 
Video GameVideo Game","Duration, 
  24 min. per ep.","Rating, 
  R - 17+ (violence & profanity)","Score, 
7.491 (scored by 353136353,136 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/21479/Sword_Art_Online, Prequel:: /anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld",
41226,"Ijiranaide, Nagatoro-san",Karakai Jouzu no Takagi-san,Aho Girl,Himouto! Umaru-chan,Tomo-chan wa Onnanoko!,Dagashi Kashi,Grand Blue,Sewayaki Kitsune no Senko-san,NHK ni Youkoso!,"Cook, Justin:Producer","Tokumura, Kenichi:Producer","Isogai, Noritomo:Producer","Umeda, Kazusa:Producer",Uzaki-chan wa Asobitai!,#4299,#473,"473,901",84,25,27,"['Cook, Justin', 'Producer'], ['Tokumura, Kenichi', 'Producer'], ['Isogai, Noritomo', 'Producer'], ['Umeda, Kazusa', 'Producer']","Type, 
TV","Episodes, 
  12","Status, 
  Finished Airing","Aired, 
  Jul 10, 2020 to Sep 25, 2020","Producers, 
Movic,       AT-X,       Enterbrain,       Sammy,       ABC Animation,       Kadokawa Media House,       Kadokawa,       INCS toenter,       IMAGICA Lab.","Licensors, 
Funimation","Studios, 
ENGI","Source, 
  Web manga","Genre, 
ComedyComedy","Themes, 
Adult CastAdult Cast,         Romantic SubtextRomantic Subtext","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
6.991 (scored by 258148258,148 users)
      


1
          indicates a weighted score.","Adaptation:: /manga/114417/Uzaki-chan_wa_Asobitai, Sequel:: /anime/42962/Uzaki-chan_wa_Asobitai_Double, Other:: /anime/50316/Nadame_Sukashi_Negotiation",Uchi no Kaisha no Chiisai Senpai no Hanashi
40056,Shingeki no Kyojin,Tengen Toppa Gurren Lagann,Sakugan,Suisei no Gargantia,Dimension W,God Eater,Darling in the FranXX,Kill la Kill,Koutetsujou no Kabaneri,"Cook, Justin:Producer","Oowada, Tomoyuki:Producer","Kikushima, Kazufumi:Producer","Iizuka, Aya:Producer",Deca-Dence,#2416,#796,"299,895",102,30,7,"['Cook, Justin', 'Producer'], ['Oowada, Tomoyuki', 'Producer'], ['Kikushima, Kazufumi', 'Producer'], ['Iizuka, Aya', 'Producer']","Status, 
  Finished Airing","Aired, 
  Jul 8, 2020 to Sep 23, 2020","Premiered, 
Summer 2020","Broadcast, 
    Wednesdays at 23, 30 (JST)","Studios, 
Nut","Source, 
  Original","Genres, 
ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","Duration, 
  23 min. per ep.","Rating, 
  PG-13 - Teens 13 or older","Score, 
7.361 (scored by 134742134,742 users)
      


1
          indicates a weighted score.","Ranked, 
  #24162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.","Popularity, 
  #796","Members, 
    299,895",Summary:: /anime/42723/Deca-Dence__Install,Kuutei Dragons
